馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
キャラメルフレンチ,9,128.5,17.4,32.7,1000,1,1,1,466,+2,53.0,14,71.2,16,7,53,2,2,0,37.2,464,-2,1.1,15,70.5,15,15,5,7,35.7,466,+14,1.6,13,56.2,16,12,7,0,33.5,452,0,0.7,10,56.1,4,6,33.4,452,-2,0.8,14,73.4,14,39.6,454,-4,2.3
サンドクイーン,5,25.2,4.8,8.8,1000,2,2,15,496,-8,52.0,0,0,0,0,0,0,0,0,0,0,0,0,16,75.9,16,13,8,8,40.5,504,+2,2.5,12,87.0,14,12,1,2,39.7,502,+8,1.3,1,70.2,5,1,38.1,494,-10,0.0,4,73.6,8,37.4,504,+2,0.8
ウイナーズロード,6,4.6,1.3,2.1,1000,3,3,1,422,+4,55.0,2,59.1,12,3,53,1,1,0,36.4,418,-2,0.4,8,70.1,16,8,8,8,37.9,420,+6,0.6,12,60.8,13,5,3,3,38.1,414,-2,1.2,7,59.6,9,5,36.1,416,+2,0.6,2,59.1,4,35.4,414,-4,0.1
コマノレジェンド,4,2.1,1.1,1.3,1000,4,4,3,478,+8,53.0,3,59.4,12,7,52,3,3,0,36.3,470,-6,0.1,2,58.8,12,6,1,1,35.8,476,+8,0.2,13,70.2,16,6,16,16,37.4,468,0,1.5,16,76.7,9,1,42.5,468,-6,4.7,12,73.1,5,38.5,474,+12,1.7
ラブユーミー,10,26.4,4.4,8.1,1000,5,5,0,498,+2,55.0,4,59.8,10,5,54,2,2,0,36.6,496,+12,0.6,8,60.7,12,4,10,10,36.6,484,-10,1.3,15,72.5,16,12,3,5,41.0,494,-4,2.5,7,60.2,11,3,37.5,498,-2,0.6,5,60.0,5,37.1,500,+2,0.4
イイゾ,12,8.0,2.0,3.4,1000,5,6,1,450,0,49.0,16,71.9,16,8,52,16,16,0,36.6,450,-2,1.8,1,69.1,16,7,2,3,35.0,452,+28,0.0,4,58.1,11,4,3,3,34.5,424,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
チェリースプリング,7,16.0,3.2,5.7,1000,6,7,1,440,-2,55.0,10,60.2,12,11,55,5,6,0,37.0,442,0,1.5,6,60.3,12,1,1,1,37.7,442,+4,0.9,15,70.4,16,5,2,2,39.3,438,0,1.7,14,73.1,8,1,39.0,438,-10,1.2,18,71.1,3,36.5,448,+10,1.7
キタノユーリン,1,59.8,7.6,14.2,1000,6,8,3,488,-4,55.0,16,73.5,16,7,55,10,12,0,37.6,492,+10,2.2,11,72.9,15,7,2,2,38.5,482,0,0.8,9,73.8,14,16,4,4,37.9,482,-6,0.9,7,73.3,7,7,37.5,488,0,1.6,5,59.9,11,36.8,488,+6,0.5
キョウワヒラリー,2,9.0,1.9,3.1,1000,7,9,2,500,0,55.0,5,68.6,18,12,55,3,3,0,33.4,500,+16,0.4,7,70.0,16,9,2,2,38.4,484,-6,0.5,9,59.7,14,8,7,5,36.1,490,+8,0.7,9,70.2,2,4,35.8,482,+2,0.7,5,69.4,10,37.1,480,-12,1.2
サンデュランゴ,3,6.7,1.4,2.2,1000,7,10,0,470,-2,55.0,5,59.9,10,10,55,6,6,0,36.0,472,-2,0.7,8,84.3,16,5,8,8,35.7,474,+4,0.6,4,85.7,16,12,13,13,36.9,470,+2,0.6,6,86.6,10,7,38.6,468,-4,0.8,13,74.0,4,39.8,472,-4,2.2
イヴノオモイデ,8,47.6,8.4,15.7,1000,8,11,20,438,+16,54.0,0,0,0,0,0,0,0,0,0,0,0,0,13,68.7,18,16,8,8,34.5,422,-6,0.6,14,70.6,18,1,1,1,37.2,428,-12,1.8,18,58.0,5,18,34.3,440,+8,2.1,9,69.5,1,35.9,432,+12,0.9
スリーミスヨハネス,11,182.2,25.1,47.3,1000,8,12,20,454,+18,55.0,0,0,0,0,0,0,0,0,0,0,0,0,10,60.4,14,11,7,7,36.7,436,-6,0.8,14,71.3,18,12,7,6,35.2,442,-4,1.2,12,72.9,3,11,37.8,446,-8,1.1,15,73.9,6,38.2,454,+4,1.8
