馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ウィナーズブレイク,13,34.2,7.8,17.2,1600,1,1,0,474,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ザスリーサーティ,10,6.3,1.8,3.5,1600,1,2,2,464,-2,56.0,4,83.3,18,4,56,14,13,0,33.8,466,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネルプリンチペ,1,2.1,1.1,1.1,1600,2,3,2,448,0,56.0,2,107.4,18,12,56,5,6,6,34.6,448,-2,0.4,2,122.8,18,12,4,5,35.4,450,0,0.1,3,112.3,9,1,2,3,34.2,450,0,0.4,3,111.5,5,2,34.5,450,+4,0.3,2,126.2,1,34.7,446,0,0.1
ショウナンハイル,7,230.5,24.9,56.0,1600,2,4,2,432,-2,54.0,8,71.4,16,14,53,11,11,0,35.7,434,-16,1.4,9,70.3,18,10,12,11,35.5,450,+16,1.1,8,72.3,13,1,6,5,36.2,434,+2,1.2,9,73.1,1,5,37.1,432,0,2.1,0,0,0,0,0,0,0
ハービーボンズ,8,35.0,4.6,9.8,1600,3,5,5,426,+4,56.0,8,123.6,18,14,56,14,13,1,36.6,422,-4,0.9,5,125.1,16,16,11,11,35.5,426,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シーオブセレニティ,2,30.1,6.2,13.5,1600,3,6,0,448,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラティカ,6,36.0,6.4,13.9,1600,4,7,0,486,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アルキミア,4,4.5,1.4,2.6,1600,4,8,8,432,0,56.0,3,112.7,16,6,56,7,6,6,35.9,432,+6,0.2,4,110.4,16,9,13,13,34.5,426,-2,0.5,6,112.7,16,9,7,7,35.6,428,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フライハイト,3,8.2,1.5,2.7,1600,5,9,1,450,0,54.0,3,94.9,18,10,54,2,2,0,35.1,450,-6,0.4,3,97.6,16,8,4,3,35.4,456,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ソウラセブン,17,566.3,103.2,233.8,1600,5,10,2,430,0,54.0,14,110.1,18,5,54,7,6,6,37.3,430,-10,3.1,18,124.9,18,1,6,6,40.4,440,0,4.6,15,109.7,16,1,9,9,37.1,440,+4,2.1,12,123.8,2,4,37.9,436,-2,2.3,13,121.4,5,43.2,438,+2,4.6
ドレサージュ,16,37.6,4.9,10.5,1600,6,11,2,416,+6,54.0,8,123.3,16,5,54,10,9,7,36.5,410,-18,0.4,6,109.3,16,15,14,13,35.1,428,+12,1.2,3,109.5,15,14,12,10,35.6,416,-8,0.6,6,97.4,6,5,35.1,424,0,0.5,0,0,0,0,0,0,0
