馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
マサハヤドリーム,9,65.4,9.4,13.8,1600,1,1,4,480,+2,54.0,7,119.7,12,10,56,7,8,6,35.9,478,+16,1.1,11,120.8,15,14,12,12,35.6,462,0,0.6,1,119.2,11,3,9,10,34.4,462,+6,-0.3,7,118.7,10,10,33.6,456,-24,0.4,6,109.3,3,35.0,480,+2,0.7
ラビットラン,8,5.1,1.8,2.5,1600,2,2,2,442,-4,54.0,4,94.3,16,12,55,9,9,5,34.2,446,-2,0.1,4,120.9,18,2,7,8,36.9,448,+4,0.7,1,105.5,18,14,13,13,33.5,444,+4,-0.2,1,94.3,16,15,33.0,440,-8,-0.1,6,112.6,10,38.0,448,+2,0.4
マイネルアウラート,12,33.6,4.5,6.6,1600,3,3,5,476,+2,57.0,5,93.1,18,1,56,7,7,0,34.1,474,+6,0.5,11,96.2,15,7,1,2,36.4,468,+4,1.4,15,93.7,15,16,3,3,36.4,464,-2,2.1,16,94.7,11,4,35.9,466,-4,1.5,4,94.8,11,34.3,470,-2,0.1
アメリカズカップ,10,23.5,5.3,7.8,1600,4,4,6,458,+2,56.0,16,95.0,18,2,56,7,6,0,35.8,456,+4,1.2,1,113.4,12,13,2,3,38.6,452,+4,-0.6,10,93.7,13,6,6,7,34.4,448,0,0.7,17,148.5,2,13,34.7,448,+2,1.6,18,120.5,12,36.4,446,-4,2.7
カラクレナイ,6,38.8,8.9,13.1,1600,4,5,9,500,+4,54.0,16,83.4,18,18,52,9,9,0,36.1,496,0,1.0,14,106.5,18,15,4,3,35.3,496,+12,1.0,17,94.2,18,4,10,10,35.5,484,+4,1.9,4,94.7,8,15,35.0,480,+2,0.2,1,81.0,16,34.4,478,+2,-0.1
ダノンメジャー,4,15.6,3.2,4.6,1600,5,6,6,498,0,56.5,13,94.7,18,6,57,2,2,0,36.0,498,-4,0.9,5,82.8,18,15,2,2,36.0,502,+12,0.4,1,106.1,12,7,2,2,35.1,490,+2,-0.4,3,107.8,1,1,34.4,488,-2,0.2,6,92.5,5,34.0,490,-2,0.6
レッドアンシェル,3,3.0,1.3,1.6,1600,5,7,3,458,+2,56.0,1,93.2,13,1,55,3,4,0,33.8,456,+12,-0.2,4,95.4,15,2,2,2,35.5,444,+2,0.6,4,92.9,18,15,10,10,34.2,442,-14,0.6,2,94.6,12,11,34.3,456,+2,0.5,8,96.3,15,35.3,454,+14,0.9
ストーミーシー,5,20.6,3.8,5.6,1600,6,8,7,530,-2,54.0,1,80.6,18,8,57,10,9,0,33.7,532,-4,0.0,2,102.6,12,2,8,8,38.4,536,+8,0.9,5,95.1,14,10,11,11,33.2,528,+8,0.3,5,94.2,12,13,32.7,520,-2,0.3,1,93.7,11,32.6,522,+2,0.0
ブラックムーン,1,6.4,1.9,2.6,1600,6,9,3,500,-6,57.0,5,93.6,13,13,58,13,13,0,33.3,506,+4,0.4,6,94.1,18,1,18,18,33.8,502,+12,0.3,8,95.9,15,3,14,15,35.2,490,-14,1.1,15,93.6,12,11,33.9,504,+2,1.4,3,93.6,15,33.9,502,+10,0.4
スズカデヴィアス,11,38.9,5.7,8.4,1600,7,10,3,526,+4,56.5,9,119.9,18,2,56,11,11,10,34.0,522,+14,0.6,2,120.2,15,13,6,7,35.1,508,0,0.0,3,121.3,12,1,5,5,35.2,508,-10,0.4,4,118.6,2,12,35.6,518,+2,0.4,4,119.7,4,33.7,516,-10,0.3
キョウヘイ,7,19.0,3.7,5.4,1600,7,11,3,438,-6,55.0,4,93.5,13,4,55,11,11,0,33.7,444,+2,0.3,5,121.8,15,10,14,15,35.0,442,+12,0.4,0,0,0,0,0,0,0,0,0,0,3,93.2,13,12,33.5,430,+6,0.2,12,147.8,16,33.5,424,0,0.9
ウインガニオン,13,10.6,2.8,4.1,1600,8,12,6,498,0,57.5,17,95.4,18,16,57,6,6,0,36.3,498,+4,1.6,2,92.4,16,15,2,2,33.9,494,0,0.2,1,93.2,16,3,2,2,34.8,494,+4,-0.4,1,80.9,2,1,33.7,490,0,-0.1,1,94.4,6,34.5,490,-2,0.0
クルーガー,2,5.7,1.8,2.4,1600,8,13,6,538,0,57.5,7,94.1,18,10,57,12,13,0,34.4,538,+8,0.3,3,95.2,15,13,14,13,34.6,530,+2,0.4,10,93.1,11,9,4,4,33.9,528,+14,0.9,1,92.6,2,11,34.0,514,-6,0.0,6,121.6,18,34.0,520,+2,0.3
