馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
マサノアッレーグラ,2,2.4,1.2,1.5,1300,1,1,6,500,+8,54.0,3,86.2,16,13,54,2,2,0,37.9,492,+10,0.4,3,99.8,16,11,2,2,38.5,482,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ポートナイトサイト,1,3.8,1.4,2.0,1300,1,2,2,456,-4,54.0,2,72.8,16,7,54,2,2,0,38.2,460,-2,0.9,6,88.4,16,13,6,6,37.8,462,-4,1.0,4,73.5,16,4,5,5,39.2,466,0,0.4,2,73.4,11,2,38.9,466,+4,0.2,4,74.2,2,39.2,462,-10,0.6
タツオウカランブ,4,14.8,2.9,4.8,1300,2,3,5,472,-2,54.0,9,86.9,16,9,54,12,11,0,38.0,474,+2,1.5,5,87.1,15,12,13,13,36.7,472,0,1.1,8,82.1,16,15,14,13,38.1,472,+6,1.8,8,74.0,2,11,38.1,466,+8,0.7,8,73.8,3,37.9,458,+8,0.8
チョウヨウ,9,77.3,10.8,18.9,1300,2,4,2,422,-4,54.0,6,74.8,16,12,54,15,13,0,37.6,426,0,1.4,8,74.1,16,4,10,9,38.9,426,-20,1.6,11,90.4,16,7,8,7,41.3,446,0,2.4,11,76.1,11,15,38.0,446,0,2.8,0,0,0,0,0,0,0
インコントロ,5,21.3,2.5,4.0,1300,3,5,2,442,-2,54.0,6,73.1,16,15,54,7,6,0,37.9,444,+6,1.2,5,73.5,15,2,8,6,37.9,438,0,1.9,8,86.0,16,4,9,8,37.0,438,+4,1.0,8,88.7,6,8,39.2,434,-2,1.9,15,122.8,6,45.1,436,0,5.0
カレンナヴォーグ,14,173.9,28.4,50.1,1300,3,6,2,470,+2,54.0,9,75.2,16,6,54,12,11,0,38.4,468,+2,1.8,11,74.7,16,12,12,11,38.5,466,-6,2.2,14,75.1,16,14,16,16,37.3,472,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メタルカラー,3,5.8,1.4,2.2,1300,4,7,2,442,-2,54.0,3,73.0,16,10,54,14,12,0,36.8,444,0,1.1,10,88.1,16,5,14,16,38.8,444,-4,2.4,6,73.8,16,15,13,12,38.4,448,-8,0.7,5,73.5,10,16,37.3,456,+10,0.6,6,81.6,9,37.0,446,+6,1.7
ブロンドキュート,10,30.2,4.9,8.3,1300,4,8,3,452,-2,54.0,6,74.2,16,8,54,11,11,0,38.4,454,-2,1.0,8,82.2,16,14,15,15,37.9,456,-6,1.2,5,73.2,16,4,4,4,37.8,462,-6,0.5,9,74.0,9,15,38.2,468,0,1.4,8,81.7,7,38.5,468,0,4.3
ラテンリズム,11,316.3,42.0,74.0,1300,5,9,2,436,0,54.0,7,75.0,16,5,54,11,10,0,37.9,436,-2,1.2,13,75.0,16,4,13,13,38.9,438,-4,2.0,10,75.5,16,4,10,9,38.2,442,+2,2.7,15,89.4,13,7,39.4,440,+4,3.9,4,89.1,2,39.1,436,0,2.1
ヤマニンレフルール,15,145.6,24.2,42.6,1300,5,10,3,434,+2,54.0,12,72.8,16,15,53,15,15,0,35.8,432,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エルコンフェアリー,8,63.9,7.9,13.6,1300,6,11,2,434,0,54.0,4,74.8,16,2,54,2,2,0,38.7,434,+2,1.0,16,76.6,16,12,13,16,40.0,432,-2,3.2,12,84.7,16,8,7,9,35.9,434,-4,1.7,8,71.0,3,6,36.2,438,0,1.0,0,0,0,0,0,0,0
クールキャスト,16,151.5,19.2,33.7,1300,6,12,10,420,-8,51.0,13,92.2,16,9,52,4,3,0,42.4,428,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クルクルティンクル,6,55.3,9.0,15.6,1300,7,13,2,458,-4,54.0,7,70.9,16,1,51,8,7,0,38.0,462,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
テイエムベアッコ,13,393.9,52.0,91.5,1300,7,14,2,452,-2,54.0,15,75.2,16,3,54,5,6,0,40.3,454,+4,3.3,12,75.9,15,5,5,5,39.6,450,-2,2.7,14,76.7,16,1,7,8,41.0,452,+8,3.4,16,77.1,14,10,40.8,444,-8,4.4,14,112.4,15,38.3,452,+2,2.9
ラッキーチャンス,7,18.0,3.5,5.8,1300,8,15,3,456,+10,54.0,6,73.7,16,7,54,2,3,0,39.0,446,+6,0.7,9,75.3,16,5,7,7,38.7,440,-8,2.5,6,60.7,14,9,8,8,36.9,448,-4,0.8,8,74.1,11,4,39.8,452,+2,0.9,7,70.8,15,36.1,450,-2,0.8
カラフル,12,7.2,1.9,3.1,1300,8,16,24,434,-20,54.0,0,0,0,0,0,0,0,0,0,0,0,0,8,88.1,13,12,3,1,38.3,454,0,1.0,2,86.2,16,13,3,3,37.0,454,0,0.3,3,79.7,13,8,36.3,454,0,0.9,0,0,0,0,0,0,0
