馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ケルース,4,220.7,16.8,65.2,1200,1,1,4,482,-2,56.0,10,75.6,16,2,55,8,6,0,40.9,484,-4,2.4,7,72.2,16,7,11,10,39.2,488,0,2.0,11,86.9,16,5,1,1,38.5,488,0,1.3,15,75.1,14,8,39.8,488,-6,1.8,15,85.1,13,38.6,494,0,2.1
ダイメイライガー,10,274.9,16.8,65.2,1200,1,2,4,480,+12,56.0,8,75.4,14,13,52,6,6,0,39.9,468,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ライオンボス,5,51.8,6.7,25.3,1200,2,3,8,520,+4,53.0,13,114.9,15,8,52,3,3,7,45.2,516,+2,6.5,8,81.2,15,3,7,6,37.7,514,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウヴァルス,12,153.6,11.0,42.0,1200,2,4,4,406,-6,51.0,8,75.0,13,2,51,13,13,0,37.3,412,-12,1.6,10,98.7,11,5,9,7,34.7,424,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パットサイテ,16,301.5,61.7,243.0,1200,3,5,4,476,0,54.0,14,125.3,14,9,54,11,11,13,45.8,476,-8,6.8,18,99.4,18,17,14,14,36.7,484,+12,3.5,10,116.6,10,10,3,4,38.0,472,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
バーニングガール,6,23.2,2.3,7.6,1200,3,6,5,474,+6,54.0,7,74.8,16,5,54,9,8,0,38.1,468,+2,1.6,7,88.0,14,6,4,6,39.2,466,0,2.0,2,74.9,8,3,2,2,37.8,466,+2,0.1,2,86.5,8,2,38.2,464,-12,0.5,7,112.2,8,38.0,476,-6,1.9
ダイシンクワトロ,7,6.1,1.4,4.0,1200,4,7,1,502,+2,56.0,4,73.9,16,3,55,1,2,0,39.3,500,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ホットライン,14,204.1,27.8,108.7,1200,4,8,6,472,+4,56.0,16,97.9,18,1,52,12,15,0,35.1,468,+6,2.0,12,92.0,16,12,11,14,39.7,462,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ライクアスター,13,120.7,12.3,47.5,1200,5,9,4,440,-8,54.0,13,99.0,15,11,54,14,14,12,35.4,448,-10,1.7,13,76.0,15,3,7,9,39.0,458,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ピンクソルト,11,237.2,41.4,162.6,1200,5,10,4,424,-6,54.0,11,75.9,16,5,54,11,13,0,40.6,430,-4,2.7,13,74.3,16,13,11,13,37.0,434,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミルトシャトル,2,4.8,1.2,3.1,1200,6,11,3,454,-8,56.0,2,74.1,15,11,55,5,4,0,37.7,462,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ツブラナヒトミ,3,35.6,5.3,19.5,1200,6,12,9,484,0,56.0,14,85.7,14,13,55,12,13,0,37.1,484,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パープルヒストリー,8,16.0,2.0,6.5,1200,7,13,8,416,-14,56.0,5,73.6,14,12,55,11,10,0,36.6,430,0,0.8,7,74.0,9,5,5,4,38.3,430,-4,1.4,13,89.0,16,11,13,12,39.5,434,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キンショーウィーク,15,392.8,54.0,212.8,1200,7,14,9,458,+2,53.0,14,89.9,16,12,55,14,13,0,39.6,456,0,3.3,16,100.4,18,18,8,6,37.2,456,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ペルペトゥオ,1,1.5,1.1,1.1,1200,8,15,10,466,-6,54.0,2,73.2,16,5,54,3,3,0,37.2,472,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ベイスン,9,33.3,2.0,6.7,1200,8,16,4,480,0,56.0,6,74.6,14,9,55,10,9,0,38.4,480,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
