馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
デルマトリアノン,10,174.7,24.8,83.1,1,0,2000,1,0,0,0,1,1,1,448,-10,0,1,0,3,54.0,0,0,1,0,0,0,0,0,0,0,10,1,0,1200,71.9,0,0,1,0,16,3,3,54,15,14,0,0,36.6,458,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハルノナゴリ,9,87.4,10.9,35.7,1,0,2000,1,0,0,0,2,2,1,424,-4,0,1,0,3,54.0,0,1,0,0,0,0,0,0,0,0,8,1,0,2600,164.4,1,0,0,0,11,4,3,51,6,6,8,9,37.2,428,0,1.2,0,1,0,0,0,0,0,0,0,0,15,1,0,1800,109.6,1,0,0,0,16,6,3,54,2,2,4,4,37.0,428,+8,1.5,0,0,0,0,0,0,0,1,0,0,12,1,0,1600,98.7,1,0,0,0,12,8,3,54,12,12,0,0,35.6,420,-4,1.9,0,0,0,0,0,0,0,0,1,0,5,1,0,1600,99.2,1,0,0,0,14,2,3,54,6,7,0,0,34.7,424,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヴィオラピューロ,5,27.3,4.2,13.0,1,0,2000,1,0,0,0,3,3,9,468,+18,0,1,0,3,54.0,0,0,0,1,0,0,0,0,0,0,11,0,1,1800,119.0,1,0,0,0,15,10,3,54,2,2,2,2,41.3,450,-8,2.7,0,0,1,0,0,0,0,0,0,0,9,0,1,1700,110.7,0,1,0,0,15,10,3,54,11,9,9,6,41.2,458,-2,1.9,0,0,0,0,0,0,1,0,0,0,5,1,0,2000,122.9,1,0,0,0,18,7,3,54,2,2,2,2,35.0,460,+2,0.7,0,0,0,0,0,0,1,0,0,0,6,1,0,2000,122.2,1,0,0,0,16,16,3,54,2,2,2,2,37.1,458,-8,1.1,0,0,0,0,0,0,0,1,0,0,7,1,0,1800,111.3,1,0,0,0,8,1,3,54,7,8,0,0,36.0,466,+4,2.9
アビトレイタ,14,223.2,30.9,103.8,1,0,2000,1,0,0,0,3,4,2,504,-4,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,12,1,0,2000,124.1,0,1,0,0,18,17,3,56,10,11,12,12,35.2,508,-8,1.1,0,0,0,0,0,0,1,0,0,0,11,1,0,2000,125.0,1,0,0,0,14,12,3,55,11,11,12,12,35.4,516,-2,0.9,0,0,1,0,0,0,0,0,0,0,10,1,0,2000,126.0,1,0,0,0,11,4,3,55,10,11,10,10,35.5,518,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マミーフィンガー,12,186.4,31.6,106.2,1,0,2000,1,0,0,0,4,5,7,434,0,0,1,0,3,54.0,0,0,0,0,1,0,0,0,0,0,13,0,1,1600,102.0,1,0,0,0,16,15,3,53,16,16,0,0,39.1,434,+14,2.8,0,0,0,0,0,1,0,0,0,0,13,1,0,1800,111.7,1,0,0,0,16,15,3,51,12,11,13,14,36.3,420,+4,2.6,0,0,0,0,0,1,0,0,0,0,12,1,0,1800,114.3,1,0,0,0,14,7,3,54,12,13,13,13,35.3,416,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レンジャーガール,2,5.7,1.4,3.6,1,0,2000,1,0,0,0,4,6,2,446,-2,0,1,0,3,54.0,0,1,0,0,0,0,0,0,0,0,3,1,0,2000,122.6,1,0,0,0,12,10,3,53,12,12,10,9,35.6,448,+2,0.1,0,1,0,0,0,0,0,0,0,0,3,1,0,2000,123.0,0,1,0,0,10,7,3,53,6,7,8,5,36.7,446,+2,0.2,0,0,0,0,0,0,0,1,0,0,9,1,0,1800,109.0,1,0,0,0,14,13,3,54,6,4,0,0,36.2,444,+6,1.3,0,0,0,0,0,0,0,0,1,0,4,1,0,2200,136.5,1,0,0,0,18,15,3,54,8,8,5,3,37.4,438,+10,0.9,0,0,0,0,0,0,1,0,0,0,6,1,0,2000,123.2,1,0,0,0,18,3,3,54,10,10,10,9,34.6,428,+2,1.0
バイキングクラップ,4,1.6,1.1,1.1,1,0,2000,1,0,0,0,5,7,3,502,-6,1,0,0,3,56.0,0,1,0,0,0,0,0,0,0,0,2,1,0,1800,108.6,1,0,0,0,16,8,3,56,4,5,4,4,35.6,508,-4,0.3,0,1,0,0,0,0,0,0,0,0,6,1,0,1800,109.8,0,1,0,0,12,3,3,56,12,12,11,9,36.9,512,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゼットレオ,3,9.8,1.8,4.9,1,0,2000,1,0,0,0,5,8,3,432,0,1,0,0,3,56.0,0,1,0,0,0,0,0,0,0,0,5,1,0,2000,123.5,0,1,0,0,11,10,3,56,9,9,7,6,37.2,432,-2,0.8,0,1,0,0,0,0,0,0,0,0,6,1,0,1800,110.8,0,1,0,0,16,6,3,56,5,3,2,2,37.6,434,-4,0.9,0,0,0,0,0,0,0,1,0,0,2,1,0,1800,108.0,1,0,0,0,15,6,3,56,2,2,0,0,36.2,438,+4,0.5,0,0,0,0,0,0,0,1,0,0,4,1,0,2000,121.9,1,0,0,0,14,14,3,56,2,2,2,2,35.7,434,-4,0.7,0,0,0,0,0,0,0,0,1,0,11,1,0,1400,83.2,1,0,0,0,18,7,3,56,15,14,0,0,34.5,438,+2,0.6
プロース,11,84.2,8.3,27.1,1,0,2000,1,0,0,0,6,9,1,478,+2,1,0,0,3,53.0,0,1,0,0,0,0,0,0,0,0,9,0,1,1700,110.0,0,1,0,0,11,6,3,53,9,10,11,10,40.4,476,-2,3.7,0,1,0,0,0,0,0,0,0,0,6,1,0,1800,110.3,1,0,0,0,16,7,3,53,4,3,8,8,35.9,478,+2,0.6,0,1,0,0,0,0,0,0,0,0,9,1,0,1800,109.4,1,0,0,0,16,10,3,56,7,6,7,4,36.3,476,+6,1.1,0,0,0,0,1,0,0,0,0,0,8,1,0,1800,109.8,1,0,0,0,17,2,3,56,9,9,8,0,34.0,470,+6,0.6,0,0,0,0,0,1,0,0,0,0,12,1,0,1600,95.8,1,0,0,0,16,2,3,56,6,10,8,0,35.1,464,0,1.0
プライムシスター,1,9.5,1.6,4.3,1,0,2000,1,0,0,0,6,10,1,492,-2,0,1,0,3,54.0,0,1,0,0,0,0,0,0,0,0,2,1,0,2000,123.4,1,0,0,0,9,5,3,54,4,4,4,4,36.0,494,+2,0.2,0,1,0,0,0,0,0,0,0,0,8,1,0,1800,110.7,1,0,0,0,16,11,3,54,7,6,6,6,36.4,492,0,1.0,0,1,0,0,0,0,0,0,0,0,3,1,0,1800,108.6,1,0,0,0,16,8,3,54,8,10,6,7,35.7,492,+4,0.5,0,1,0,0,0,0,0,0,0,0,8,1,0,2000,121.0,1,0,0,0,14,2,3,54,6,6,6,6,36.7,488,+16,0.5,0,0,0,0,0,0,0,0,0,1,8,1,0,2000,126.2,0,0,1,0,18,14,3,54,9,7,3,3,40.0,472,+2,1.6
