馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ザダル,13,14.9,1,0,3000,1,0,0,0,1,1,4,480,-12,1,0,0,3,57.0,0,0,0,0,0,1,0,0,0,0,3,1,0,2200,131.9,0,0,1,0,18,1,3,56,5,6,5,7,35.8,492,+10,0.4,0,0,0,0,1,0,0,0,0,0,1,1,0,2000,118.3,1,0,0,0,14,4,3,56,5,6,6,0,33.7,482,-2,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,2000,121.2,1,0,0,0,10,10,3,56,5,5,6,4,34.8,484,-2,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1600,97.4,1,0,0,0,16,4,3,56,1,1,1,0,34.8,486,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ニシノデイジー,9,6.0,1,0,3000,1,0,0,0,1,2,4,492,+4,1,0,0,3,57.0,0,0,0,0,0,1,0,0,0,0,5,1,0,2200,132.1,0,0,1,0,18,12,3,56,16,16,15,14,35.0,488,+2,0.6,0,0,0,0,1,0,0,0,0,0,5,1,0,2400,143.1,1,0,0,0,18,9,3,57,13,12,11,9,34.3,486,0,0.5,0,0,0,0,0,1,0,0,0,0,17,1,0,2000,120.1,1,0,0,0,18,8,3,57,10,10,10,10,35.9,486,-10,2.0,0,0,0,0,0,1,0,0,0,0,4,1,0,2000,123.7,0,0,1,0,10,2,3,56,4,5,4,2,37.1,496,+6,0.4,0,0,0,0,0,1,0,0,0,0,3,1,0,2000,121.9,1,0,0,0,13,1,3,55,4,4,6,9,35.3,490,+4,0.3
カリボール,18,52.4,1,0,3000,1,0,0,0,2,3,1,490,0,1,0,0,3,57.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1800,107.3,1,0,0,0,8,3,3,55,7,6,0,0,33.9,490,+4,-0.1,0,0,0,0,0,0,0,0,1,0,2,1,0,1800,105.0,1,0,0,0,7,2,3,54,4,4,0,0,33.0,486,+6,0.3,0,0,0,0,0,0,0,1,0,0,1,1,0,1800,107.3,1,0,0,0,7,7,3,56,7,7,0,0,33.2,480,-4,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1800,108.0,1,0,0,0,12,5,3,56,5,5,0,0,35.3,484,-6,-0.1
ユニコーンライオン,15,53.0,1,0,3000,1,0,0,0,2,4,3,526,+10,1,0,0,3,57.0,0,0,0,0,0,0,0,0,1,0,5,1,0,2400,147.8,1,0,0,0,8,2,3,56,5,5,6,6,32.7,516,+6,1.0,0,1,0,0,0,0,0,0,0,0,1,1,0,2000,121.7,1,0,0,0,11,5,3,54,3,3,4,3,35.0,510,-4,0.0,0,1,0,0,0,0,0,0,0,0,1,1,0,1800,108.9,1,0,0,0,11,6,3,54,2,2,2,2,35.1,514,-20,-0.3,0,0,0,0,0,0,0,0,1,0,5,1,0,1600,94.3,1,0,0,0,18,15,3,56,2,3,0,0,34.2,534,-4,0.1,0,0,0,0,0,1,0,0,0,0,11,1,0,1800,108.8,1,0,0,0,16,3,3,56,13,12,13,15,35.4,538,-6,1.0
ワールドプレミア,1,6.5,1,0,3000,1,0,0,0,3,5,3,484,+12,1,0,0,3,57.0,0,0,0,0,0,0,0,0,1,0,3,1,0,2400,147.5,1,0,0,0,8,8,3,56,7,7,6,6,32.3,472,-2,0.7,0,0,0,0,0,0,0,0,1,0,2,1,0,2000,122.6,0,1,0,0,10,4,3,56,7,7,7,7,35.2,474,-2,0.5,0,0,0,0,0,0,0,1,0,0,1,1,0,1800,107.3,1,0,0,0,8,1,3,56,3,4,0,0,36.1,476,+12,-0.2,0,0,0,0,0,0,0,1,0,0,3,1,0,2000,122.2,1,0,0,0,9,2,3,55,6,6,7,8,34.5,464,-8,0.7,0,0,0,0,0,0,0,1,0,0,1,1,0,1800,108.0,1,0,0,0,13,9,3,55,8,7,0,0,34.9,472,0,0.0
ディバインフォース,4,164.8,1,0,3000,1,0,0,0,3,6,8,448,+2,1,0,0,3,57.0,1,0,0,0,0,0,0,0,0,0,5,1,0,2600,162.5,1,0,0,0,11,8,3,53,11,11,11,10,36.1,446,-2,0.2,0,1,0,0,0,0,0,0,0,0,1,1,0,2600,162.4,1,0,0,0,10,9,3,54,10,9,9,6,35.3,448,+8,-0.3,0,0,0,0,1,0,0,0,0,0,13,1,0,2400,146.4,0,1,0,0,16,10,3,56,15,15,15,15,35.2,440,-2,1.4,0,0,0,0,0,0,0,0,1,0,1,1,0,2400,152.1,1,0,0,0,10,3,3,56,9,9,8,5,34.4,442,-6,0.0,0,0,0,0,0,0,0,0,1,0,2,1,0,2400,146.5,1,0,0,0,12,4,3,56,7,7,9,7,34.2,448,-2,0.2
ヒシゲッコウ,10,9.6,1,0,3000,1,0,0,0,4,7,11,484,-2,1,0,0,3,57.0,1,0,0,0,0,0,0,0,0,0,1,1,0,2600,159.4,1,0,0,0,9,1,3,54,7,8,8,6,35.8,486,+6,-0.3,0,1,0,0,0,0,0,0,0,0,1,1,0,2000,122.7,0,1,0,0,9,1,3,54,8,8,8,8,34.3,480,-10,-0.2,0,0,0,0,1,0,0,0,0,0,3,1,0,2000,118.6,1,0,0,0,14,1,3,56,12,12,11,0,33.5,490,+6,0.3,0,0,0,0,0,1,0,0,0,0,1,1,0,2000,122.4,1,0,0,0,16,8,3,56,11,10,9,7,35.1,484,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メロディーレーン,5,65.7,1,0,3000,1,0,0,0,4,8,2,340,+2,0,1,0,3,55.0,0,0,0,0,0,0,0,0,1,0,1,1,0,2600,157.1,1,0,0,0,10,10,3,49,7,7,9,7,35.1,338,+2,-0.4,0,0,0,0,0,0,1,0,0,0,13,1,0,2000,122.2,0,1,0,0,15,14,3,49,14,14,14,14,35.4,336,-4,1.4,0,0,0,0,0,0,0,0,1,0,1,1,0,2400,148.8,0,1,0,0,13,10,3,51,11,11,12,11,35.7,340,+4,-1.5,0,0,0,0,0,0,0,1,0,0,3,1,0,2400,147.6,1,0,0,0,14,8,3,51,11,10,13,11,34.2,336,-2,0.6,0,0,0,0,0,0,0,1,0,0,6,1,0,2000,122.2,1,0,0,0,14,5,3,51,10,10,13,13,35.1,338,+2,1.0
ヴァンケドミンゴ,17,187.5,1,0,3000,1,0,0,0,5,9,4,462,+6,1,0,0,3,57.0,0,0,0,0,0,1,0,0,0,0,3,1,0,2000,118.5,1,0,0,0,12,4,3,54,8,8,8,8,34.7,456,+2,0.1,0,0,1,0,0,0,0,0,0,0,1,1,0,1800,109.1,0,1,0,0,15,14,3,54,13,12,11,11,36.1,454,-4,-0.1,0,0,1,0,0,0,0,0,0,0,1,1,0,1800,108.3,1,0,0,0,13,5,3,54,7,9,9,8,35.4,458,-2,0.0,0,0,0,0,0,0,0,1,0,0,10,1,0,2200,133.4,1,0,0,0,14,2,3,56,10,9,9,9,36.1,460,-2,1.5,0,0,0,0,0,1,0,0,0,0,4,1,0,1800,109.3,1,0,0,0,10,1,3,56,7,6,6,4,34.5,462,0,0.1
カウディーリョ,8,68.0,1,0,3000,1,0,0,0,5,10,9,434,-14,1,0,0,3,57.0,1,0,0,0,0,0,0,0,0,0,1,1,0,2000,121.1,1,0,0,0,14,12,3,54,5,4,5,3,34.6,448,+8,0.0,0,0,0,0,1,0,0,0,0,0,11,1,0,2400,146.2,0,1,0,0,16,11,3,56,10,11,11,11,35.7,440,-4,1.2,0,0,0,0,0,1,0,0,0,0,1,1,0,2200,134.4,1,0,0,0,8,3,3,56,7,7,7,3,34.1,444,+20,0.0,0,0,0,0,1,0,0,0,0,0,7,1,0,1800,109.4,1,0,0,0,10,8,3,55,9,9,7,0,33.0,424,-2,0.8,1,0,0,0,0,0,0,0,0,0,1,1,0,1800,112.0,0,1,0,0,14,12,3,54,3,3,3,2,34.6,426,0,-0.2
シフルマン,16,71.3,1,0,3000,1,0,0,0,6,11,3,494,-8,1,0,0,3,57.0,0,0,0,0,0,0,0,0,1,0,6,1,0,2400,147.9,1,0,0,0,8,6,3,56,1,1,1,2,33.3,502,+8,1.1,0,0,0,0,0,0,0,0,1,0,1,1,0,2000,120.7,1,0,0,0,12,6,3,54,3,3,3,4,35.2,494,+2,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,1800,106.8,1,0,0,0,9,2,3,56,3,3,0,0,34.2,492,-10,-0.4,0,0,0,0,0,0,0,0,1,0,3,1,0,2000,122.7,0,1,0,0,10,6,3,56,2,2,2,2,36.0,502,+6,0.6,0,0,0,0,1,0,0,0,0,0,2,1,0,2000,120.1,1,0,0,0,8,8,3,56,2,2,2,0,33.9,496,-8,0.2
レッドジェニアル,6,15.0,1,0,3000,1,0,0,0,6,12,3,486,-2,1,0,0,3,57.0,0,0,0,0,0,0,0,0,1,0,4,1,0,2400,147.8,1,0,0,0,8,4,3,56,2,3,3,3,33.1,488,+12,1.0,0,0,0,0,1,0,0,0,0,0,8,1,0,2400,143.4,1,0,0,0,18,11,3,57,15,14,13,13,34.2,476,-4,0.8,0,0,0,0,0,0,0,1,0,0,1,1,0,2200,131.9,1,0,0,0,14,12,3,56,8,8,9,9,34.7,480,0,0.0,0,0,0,0,0,0,0,0,1,0,4,1,0,2400,147.5,0,1,0,0,9,9,3,56,4,5,5,5,35.7,480,-4,0.3,0,0,0,0,0,0,0,1,0,0,1,1,0,2000,122.1,1,0,0,0,14,6,3,56,8,7,7,5,35.4,484,-4,-0.5
ヴェロックス,3,2.2,1,0,3000,1,0,0,0,7,13,3,490,0,1,0,0,3,57.0,0,0,0,0,0,0,0,0,1,0,2,1,0,2400,147.3,1,0,0,0,8,5,3,56,4,4,4,3,32.5,490,+4,0.5,0,0,0,0,1,0,0,0,0,0,3,1,0,2400,143.0,1,0,0,0,18,13,3,57,7,7,7,8,34.3,486,+8,0.4,0,0,0,0,0,1,0,0,0,0,2,1,0,2000,118.1,1,0,0,0,18,7,3,57,5,5,4,4,34.4,478,-4,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,2000,122.1,0,1,0,0,10,8,3,56,3,3,3,3,35.1,482,-8,-0.5,0,0,0,0,0,0,0,1,0,0,1,1,0,2000,120.7,1,0,0,0,8,7,3,56,4,4,3,2,34.2,490,+8,-0.3
サトノルークス,2,24.7,1,0,3000,1,0,0,0,7,14,4,470,+8,1,0,0,3,57.0,0,0,0,0,0,1,0,0,0,0,2,1,0,2200,131.8,0,0,1,0,18,2,3,56,8,8,8,7,35.5,462,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,2400,145.8,1,0,0,0,18,4,3,57,3,3,3,3,37.6,462,-4,3.2,0,0,0,0,0,1,0,0,0,0,14,1,0,2000,119.7,1,0,0,0,18,2,3,57,10,12,13,14,35.3,466,-6,1.6,0,0,0,0,0,0,0,0,1,0,1,1,0,2200,133.6,1,0,0,0,6,6,3,56,2,2,2,2,34.4,472,+6,-0.2
ホウオウサーベル,11,10.5,1,0,3000,1,0,0,0,7,15,8,486,-2,1,0,0,3,57.0,0,0,0,1,0,0,0,0,0,0,1,1,0,2200,131.7,1,0,0,0,13,5,3,54,6,5,4,2,34.9,488,+6,-0.8,0,0,0,0,1,0,0,0,0,0,1,1,0,2400,145.6,1,0,0,0,9,4,3,53,2,2,2,2,33.9,482,-6,-0.3,0,0,0,0,1,0,0,0,0,0,7,1,0,2000,121.4,1,0,0,0,8,4,3,56,6,6,6,0,34.5,488,+12,1.5,0,0,0,0,1,0,0,0,0,0,6,1,0,1800,107.1,1,0,0,0,16,12,3,55,15,14,14,0,34.1,476,+4,0.5,0,0,0,1,0,0,0,0,0,0,1,1,0,1800,108.4,1,0,0,0,14,13,3,54,3,3,0,0,33.8,472,0,-0.6
