馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
アクアミラビリス,1,3.3,1,0,1600,1,0,0,0,1,1,2,418,-6,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,5,1,0,1600,96.2,1,0,0,0,16,11,3,54,6,4,5,0,35.2,424,-4,0.2,0,0,0,0,1,0,0,0,0,0,1,1,0,1600,97.2,1,0,0,0,14,11,3,54,2,2,0,0,33.2,428,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レッドベレーザ,8,7.7,1,0,1600,1,0,0,0,2,2,12,422,0,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,5,1,0,1400,82.2,1,0,0,0,9,9,3,54,9,8,0,0,33.9,422,0,0.4,0,0,0,0,0,0,0,1,0,0,1,1,0,1400,82.6,1,0,0,0,18,12,3,54,7,5,0,0,34.5,422,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フィブロライト,9,17.5,1,0,1600,1,0,0,0,3,3,11,418,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,1,1,0,1400,83.4,1,0,0,0,18,16,3,54,11,10,0,0,35.4,416,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ノーブルスコア,3,3.4,1,0,1600,1,0,0,0,4,4,2,440,0,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,3,1,0,1400,82.9,1,0,0,0,12,12,3,54,9,7,0,0,35.1,440,+16,0.1,0,0,0,0,0,0,0,1,0,0,1,1,0,1600,95.6,1,0,0,0,14,7,3,54,5,5,0,0,35.4,424,-8,-0.1,0,0,0,1,0,0,0,0,0,0,2,1,0,1600,96.5,1,0,0,0,17,5,3,54,6,5,0,0,33.7,432,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グレイスアン,7,5.0,1,0,1600,1,0,0,0,5,5,2,486,0,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,3,1,0,1600,96.1,1,0,0,0,16,13,3,54,2,2,3,0,35.3,486,-4,0.1,0,0,0,0,1,0,0,0,0,0,1,1,0,1600,96.7,1,0,0,0,18,13,3,54,2,2,0,0,34.5,490,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブランノワール,2,6.9,1,0,1600,1,0,0,0,6,6,5,442,0,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1600,96.6,0,1,0,0,15,5,3,54,2,2,0,0,34.5,442,+6,-0.3,0,0,0,0,0,0,0,1,0,0,4,1,0,1600,96.6,1,0,0,0,11,2,3,54,11,10,0,0,35.0,436,-8,0.7,0,0,0,0,0,0,0,1,0,0,3,1,0,1400,82.7,1,0,0,0,18,1,3,54,11,11,0,0,34.8,444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イルヴェントドーロ,6,9.3,1,0,1600,1,0,0,0,7,7,6,434,+4,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1600,98.6,1,0,0,0,14,14,3,54,2,2,0,0,34.5,430,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アズマヘリテージ,5,113.8,1,0,1600,1,0,0,0,7,8,2,462,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,7,1,0,1400,83.4,1,0,0,0,12,9,3,54,2,2,0,0,36.1,460,+4,0.6,0,0,0,0,0,0,0,1,0,0,9,1,0,1600,98.0,1,0,0,0,9,2,3,54,3,3,0,0,36.3,456,-4,2.6,0,0,0,0,1,0,0,0,0,0,13,1,0,1600,95.2,1,0,0,0,15,12,3,54,4,3,0,0,36.2,460,+6,1.5,0,0,0,0,0,0,0,0,0,1,2,1,0,1200,69.2,1,0,0,0,14,9,3,54,9,7,0,0,35.3,454,+6,0.3,0,0,0,0,0,0,0,0,0,1,1,1,0,1200,69.6,1,0,0,0,14,8,3,53,6,6,0,0,35.4,448,0,0.0
オーパキャマラード,4,105.6,1,0,1600,1,0,0,0,8,9,1,482,0,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,1,0,1,1400,86.2,0,1,0,0,9,2,3,53,6,5,0,0,38.6,482,-6,0.0,0,0,0,0,0,0,1,0,0,0,8,1,0,1400,83.3,1,0,0,0,12,10,3,54,2,2,0,0,36.0,488,0,0.9,0,0,0,0,0,0,0,1,0,0,7,1,0,1400,84.1,1,0,0,0,12,5,3,54,1,1,0,0,34.5,488,-2,0.7,0,0,0,1,0,0,0,0,0,0,7,1,0,1600,96.4,0,1,0,0,11,3,3,54,10,10,0,0,33.6,490,+16,0.9,0,0,0,0,0,0,0,0,0,1,1,1,0,1200,69.1,1,0,0,0,6,4,3,54,4,4,0,0,34.7,474,+4,-0.2
キセキノカガヤキ,10,118.9,1,0,1600,1,0,0,0,8,10,2,426,-4,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,10,1,0,1400,83.8,1,0,0,0,12,11,3,54,12,12,0,0,35.5,430,-4,1.0,0,0,0,0,0,0,1,0,0,0,5,1,0,1400,82.9,1,0,0,0,12,2,3,54,11,10,0,0,34.9,434,+6,0.5,0,0,0,0,0,0,0,1,0,0,1,1,0,1400,82.7,1,0,0,0,18,17,3,53,8,8,0,0,35.1,428,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
