馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
セトノシャトル,11,30.0,1,0,1400,0,1,0,0,1,1,26,514,-4,1,0,0,4,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1200,69.7,0,1,0,0,13,6,4,55,4,3,0,0,34.4,518,+2,0.4,0,0,0,0,0,0,0,1,0,0,1,0,1,1200,72.5,0,1,0,0,14,14,4,57,5,4,0,0,36.2,516,-4,-0.3,0,0,0,0,0,0,0,1,0,0,2,1,0,1200,69.5,1,0,0,0,16,3,4,56,4,4,0,0,34.4,520,+2,0.0,0,0,0,0,0,0,1,0,0,0,14,0,1,1400,88.5,0,1,0,0,16,1,4,56,8,9,0,0,40.4,518,+6,3.4
ディアボレット,7,82.8,1,0,1400,0,1,0,0,2,2,13,460,0,0,1,0,4,55.0,0,0,0,0,0,0,1,0,0,0,8,1,0,1200,69.7,0,0,1,0,10,3,4,55,5,5,0,0,35.5,460,0,1.3,0,0,0,0,0,0,0,0,1,0,9,1,0,1200,69.8,1,0,0,0,12,9,4,52,8,8,0,0,34.8,460,+2,0.9,0,0,0,0,1,0,0,0,0,0,7,1,0,1400,80.9,1,0,0,0,15,9,4,52,4,4,0,0,33.8,458,+2,0.6,0,0,0,0,0,0,0,1,0,0,8,1,0,1200,68.5,1,0,0,0,16,6,4,55,14,14,0,0,33.6,456,+4,0.8,0,0,0,0,0,0,1,0,0,0,9,1,0,1400,82.7,0,1,0,0,17,12,4,55,12,13,0,0,34.9,452,-4,1.2
インヘリットデール,4,4.5,1,0,1400,0,1,0,0,3,3,2,476,+6,0,1,0,5,55.0,0,0,0,0,0,0,0,0,1,0,3,1,0,1400,80.9,1,0,0,0,18,12,5,55,13,12,0,0,34.1,470,-4,0.1,0,0,0,0,0,0,1,0,0,0,5,1,0,1600,94.2,0,1,0,0,15,9,5,54,8,6,5,0,35.4,474,+8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1600,95.5,1,0,0,0,10,9,5,55,4,4,3,0,34.3,466,-4,0.5,0,0,0,0,0,0,0,1,0,0,3,1,0,1800,108.7,1,0,0,0,8,3,5,55,2,2,0,0,35.3,470,0,0.4
ケイアイサクソニー,3,4.9,1,0,1400,0,1,0,0,4,4,2,494,-4,1,0,0,3,55.0,0,0,0,0,0,0,0,0,1,0,14,1,0,1400,81.6,1,0,0,0,18,6,3,55,1,1,0,0,35.4,498,0,0.8,0,0,0,0,0,0,0,0,1,0,4,1,0,1200,68.2,1,0,0,0,16,4,3,55,1,1,0,0,35.2,498,+8,0.1,0,0,0,0,0,0,0,1,0,0,5,1,0,1200,68.3,1,0,0,0,16,1,3,56,1,1,0,0,34.3,490,+2,0.3,0,0,0,0,0,0,0,1,0,0,1,1,0,1400,81.5,1,0,0,0,12,6,3,56,1,1,0,0,34.1,488,-4,-0.1,0,0,0,0,0,0,0,1,0,0,2,1,0,1200,68.1,1,0,0,0,15,14,3,56,2,2,0,0,33.8,492,+2,0.0
オーパキャマラード,9,33.3,1,0,1400,0,1,0,0,5,5,4,484,+2,0,1,0,3,53.0,0,0,0,0,0,0,0,0,1,0,13,1,0,1200,68.6,1,0,0,0,16,1,3,53,10,11,0,0,34.4,482,+4,0.5,1,0,0,0,0,0,0,0,0,0,4,1,0,1500,89.0,0,1,0,0,12,8,3,52,2,2,2,0,35.4,478,-8,0.3,1,0,0,0,0,0,0,0,0,0,5,1,0,1500,88.5,1,0,0,0,9,2,3,52,1,1,1,0,36.2,486,+4,0.4,0,1,0,0,0,0,0,0,0,0,12,1,0,1200,70.4,0,1,0,0,14,7,3,52,9,11,0,0,35.6,482,0,0.9,0,1,0,0,0,0,0,0,0,0,3,1,0,1200,68.8,1,0,0,0,10,3,3,52,7,6,0,0,34.5,482,+2,0.2
ヤマニンペダラーダ,5,5.2,1,0,1400,0,1,0,0,6,6,2,470,+6,1,0,0,5,57.0,0,0,0,0,0,0,0,0,1,0,2,1,0,1400,80.8,1,0,0,0,18,13,5,57,15,12,0,0,33.8,464,0,0.0,1,0,0,0,0,0,0,0,0,0,4,1,0,1200,70.7,0,1,0,0,16,2,5,57,10,7,0,0,34.1,464,-4,0.3,1,0,0,0,0,0,0,0,0,0,2,1,0,1500,88.9,0,1,0,0,12,2,5,57,10,11,10,0,34.4,468,-6,0.2,1,0,0,0,0,0,0,0,0,0,6,1,0,1500,88.5,1,0,0,0,9,8,5,57,8,9,9,0,35.0,474,+4,0.4,0,1,0,0,0,0,0,0,0,0,4,1,0,1200,70.2,1,0,0,0,7,2,5,57,6,5,0,0,34.8,470,0,0.1
アルジャーノン,8,23.3,1,0,1400,0,1,0,0,6,7,2,456,+4,1,0,0,4,57.0,0,0,0,0,0,0,0,0,1,0,6,1,0,1400,81.3,1,0,0,0,18,2,4,57,16,16,0,0,34.2,452,+12,0.5,0,0,0,0,1,0,0,0,0,0,10,1,0,1400,81.5,1,0,0,0,18,4,4,57,9,9,0,0,34.3,440,-6,1.0,0,0,0,0,0,0,0,1,0,0,7,1,0,1400,81.6,1,0,0,0,13,3,4,57,7,7,0,0,34.0,446,+2,0.3,0,0,0,0,0,0,0,0,1,0,11,1,0,1200,70.0,0,1,0,0,13,12,4,56,12,10,0,0,33.9,444,+4,0.7,0,0,0,0,0,0,1,0,0,0,3,1,0,1200,68.3,1,0,0,0,13,5,4,55,10,10,0,0,33.4,440,-4,0.1
ナイトバナレット,6,18.0,1,0,1400,0,1,0,0,7,8,7,486,+10,1,0,0,5,57.0,0,0,0,1,0,0,0,0,0,0,8,1,0,1600,95.1,1,0,0,0,14,11,5,57,11,9,0,0,33.7,476,-6,0.7,0,0,0,1,0,0,0,0,0,0,9,1,0,1400,81.4,1,0,0,0,18,7,5,57,17,17,0,0,34.2,482,+2,0.3,0,0,0,0,1,0,0,0,0,0,5,1,0,1800,109.1,0,0,1,0,12,7,5,57,12,9,6,0,35.9,480,+4,1.1,0,0,0,0,1,0,0,0,0,0,2,1,0,1600,93.8,0,1,0,0,14,9,5,57,12,13,0,0,33.5,476,+2,0.5,0,0,0,0,1,0,0,0,0,0,5,1,0,1600,95.7,1,0,0,0,11,6,5,57,5,5,0,0,33.3,474,+4,0.5
スマートシャヒーン,10,35.5,1,0,1400,0,1,0,0,7,9,4,482,-2,1,0,0,5,57.0,0,0,0,0,0,1,0,0,0,0,8,1,0,1200,68.1,1,0,0,0,16,3,5,57,3,3,0,0,34.4,484,+10,0.3,0,0,0,0,0,0,0,1,0,0,12,1,0,1200,69.3,1,0,0,0,16,8,5,55,10,9,0,0,34.0,474,-4,1.3,0,0,0,0,0,0,0,1,0,0,10,1,0,1200,70.7,1,0,0,0,10,1,5,57,3,3,0,0,35.5,478,-4,1.2,0,0,0,0,0,0,1,0,0,0,7,1,0,1200,68.7,1,0,0,0,16,5,5,57,1,1,0,0,34.4,482,+8,0.5,0,0,0,0,0,0,1,0,0,0,4,1,0,1200,69.2,1,0,0,0,18,9,5,57,2,2,0,0,34.4,474,-2,0.8
シトラスノート,1,2.8,1,0,1400,0,1,0,0,8,10,12,448,+2,0,1,0,3,53.0,0,0,0,0,0,0,1,0,0,0,1,1,0,1400,81.1,0,1,0,0,15,11,3,52,4,4,0,0,34.1,446,0,-0.1,0,0,0,0,0,0,0,0,1,0,3,1,0,1400,81.1,1,0,0,0,14,3,3,52,5,5,0,0,35.2,446,+2,0.2,0,0,0,0,0,0,0,0,1,0,5,1,0,1800,107.7,1,0,0,0,11,11,3,54,10,10,0,0,35.2,444,-6,0.9,0,0,0,0,0,0,0,1,0,0,1,1,0,1600,96.6,0,1,0,0,16,16,3,54,2,1,0,0,35.6,450,-6,-0.5,0,0,0,0,0,0,0,1,0,0,3,1,0,1600,95.7,1,0,0,0,11,3,3,54,5,5,0,0,34.9,456,-4,0.4
