馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
フライクーゲル,10,6.8,0,1,1700,0,1,0,0,1,1,3,482,+8,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,5,1,0,1400,81.8,1,0,0,0,16,12,3,56,11,11,0,0,34.7,474,+4,0.5,0,0,0,0,1,0,0,0,0,0,4,0,1,1600,97.5,0,0,0,1,15,13,3,56,3,3,0,0,36.1,470,-2,0.2,0,0,0,0,1,0,0,0,0,0,3,0,1,1600,99.4,1,0,0,0,16,16,3,56,2,2,0,0,37.8,472,-2,0.8,0,0,0,0,0,1,0,0,0,0,4,0,1,1800,116.6,0,1,0,0,11,12,3,56,10,9,7,6,39.4,474,-4,3.3,0,0,0,0,0,1,0,0,0,0,7,1,0,2200,135.9,1,0,0,0,15,11,3,56,3,3,2,3,37.3,478,+2,0.5
サウスブルーグラス,4,3.0,0,1,1700,0,1,0,0,2,2,1,448,-10,1,0,0,3,56.0,0,0,1,0,0,0,0,0,0,0,3,0,1,1700,107.8,0,1,0,0,15,4,3,56,5,4,3,2,39.2,458,+10,0.6,0,0,1,0,0,0,0,0,0,0,2,0,1,1700,108.8,1,0,0,0,15,5,3,56,6,6,3,2,39.9,448,-4,0.2,0,0,0,0,1,0,0,0,0,0,7,1,0,1800,108.5,1,0,0,0,13,12,3,55,6,6,6,0,35.6,452,+8,1.5,0,0,0,0,1,0,0,0,0,0,7,1,0,1800,110.5,0,1,0,0,15,1,3,54,1,1,1,0,35.2,444,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カフェオセロット,13,102.4,0,1,1700,0,1,0,0,2,3,2,490,+4,0,1,0,3,52.0,0,0,1,0,0,0,0,0,0,0,10,0,1,1700,108.8,0,1,0,0,13,8,3,54,13,13,13,12,38.7,486,+6,1.9,0,0,0,0,1,0,0,0,0,0,12,1,0,1800,108.9,1,0,0,0,17,10,3,52,9,9,9,0,36.1,480,0,2.0,0,0,0,0,0,1,0,0,0,0,16,1,0,2000,130.1,1,0,0,0,16,14,3,54,12,12,14,15,39.8,480,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サクラパルジファル,3,42.5,0,1,1700,0,1,0,0,3,4,1,522,-6,1,0,0,3,56.0,0,0,1,0,0,0,0,0,0,0,5,0,1,1700,108.6,0,0,1,0,15,2,3,56,3,4,6,4,40.0,528,+2,1.2,0,0,0,0,1,0,0,0,0,0,6,0,1,1600,98.5,0,0,1,0,16,16,3,56,8,9,0,0,37.2,526,+4,1.5,0,0,0,0,1,0,0,0,0,0,11,0,1,2100,138.4,0,1,0,0,13,1,3,56,4,5,8,11,40.6,522,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ドンウォリマミー,12,33.4,0,1,1700,0,1,0,0,3,5,5,494,-6,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,9,0,1,2100,133.4,0,0,0,1,16,8,3,56,2,2,2,2,39.8,500,+4,2.3,0,0,0,0,1,0,0,0,0,0,7,0,1,1600,99.8,0,1,0,0,15,10,3,56,2,2,0,0,38.7,496,-6,2.0,0,0,0,0,0,1,0,0,0,0,3,0,1,1800,117.2,1,0,0,0,16,10,3,56,4,3,4,4,39.8,502,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
バンディエラ,7,4.6,0,1,1700,0,1,0,0,4,6,26,528,+12,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,117.2,1,0,0,0,16,8,3,56,8,7,7,5,38.4,516,0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,114.7,1,0,0,0,16,16,3,55,2,2,2,1,39.4,516,-4,0.2,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,116.7,1,0,0,0,16,2,3,55,14,14,7,7,38.1,520,-4,0.1,0,0,1,0,0,0,0,0,0,0,4,0,1,1700,109.6,1,0,0,0,14,2,3,55,13,14,12,11,37.8,524,+8,0.7,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,117.5,1,0,0,0,11,3,3,55,9,8,8,7,39.5,516,0,3.5
レチクル,15,232.4,0,1,1700,0,1,0,0,4,7,4,456,-4,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,8,0,1,1400,88.2,0,0,0,1,12,13,3,53,11,10,0,0,37.4,460,-10,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0,2000,126.1,1,0,0,0,18,12,3,56,18,18,18,18,36.4,470,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フィストバンプ,1,14.8,0,1,1700,0,1,0,0,5,8,1,496,-4,1,0,0,3,56.0,0,0,1,0,0,0,0,0,0,0,4,0,1,1700,107.9,0,1,0,0,15,14,3,56,2,2,2,2,39.5,500,+10,0.7,0,0,0,0,1,0,0,0,0,0,13,0,1,2100,133.6,0,0,0,1,16,14,3,56,7,11,11,11,39.1,490,+4,2.5,0,0,0,0,1,0,0,0,0,0,5,0,1,2100,137.1,1,0,0,0,14,13,3,56,8,9,11,12,37.2,486,+6,0.9,0,0,1,0,0,0,0,0,0,0,3,0,1,1700,109.1,0,1,0,0,15,10,3,56,12,13,12,9,38.8,480,0,0.8,0,0,0,0,0,1,0,0,0,0,9,0,1,1800,119.9,1,0,0,0,16,2,3,56,12,13,12,12,40.3,480,-2,3.6
サンロアノーク,8,6.3,0,1,1700,0,1,0,0,5,9,3,464,-2,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,2,0,1,1400,86.3,1,0,0,0,16,13,3,56,11,9,0,0,37.5,466,0,0.7,0,0,0,0,1,0,0,0,0,0,9,0,1,1400,87.3,1,0,0,0,16,6,3,56,7,7,0,0,38.3,466,0,1.2,0,0,0,0,1,0,0,0,0,0,3,0,1,1400,87.2,1,0,0,0,16,15,3,56,5,5,0,0,36.9,466,-4,0.3,0,0,0,0,0,1,0,0,0,0,3,0,1,1200,73.3,1,0,0,0,16,15,3,56,6,5,0,0,38.3,470,+2,0.7,0,0,0,0,0,0,1,0,0,0,5,0,1,1400,87.2,0,1,0,0,16,2,3,56,8,9,0,0,38.2,468,-6,0.9
シュンラン,5,18.3,0,1,1700,0,1,0,0,6,10,1,434,+4,0,1,0,3,54.0,0,0,1,0,0,0,0,0,0,0,3,0,1,1700,108.1,0,0,1,0,15,2,3,54,6,5,6,5,38.8,430,0,0.1,0,0,0,0,1,0,0,0,0,0,4,0,1,1400,86.4,1,0,0,0,16,10,3,54,14,12,0,0,37.4,430,0,0.8,0,0,0,0,1,0,0,0,0,0,4,0,1,1400,87.5,1,0,0,0,16,14,3,54,11,10,0,0,38.2,430,-8,1.0,0,0,0,0,1,0,0,0,0,0,5,0,1,1400,87.0,1,0,0,0,15,1,3,54,10,12,0,0,37.1,438,-10,0.8,0,0,0,0,0,1,0,0,0,0,7,0,1,1200,73.6,1,0,0,0,16,5,3,54,9,8,0,0,38.5,448,+4,1.1
