馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ジーナスイート,5,21.9,1,0,2000,1,0,0,0,1,1,7,428,-12,0,1,0,4,55.0,0,0,0,0,1,0,0,0,0,0,3,1,0,1800,108.3,0,1,0,0,16,9,4,55,7,7,7,0,33.9,440,-12,0.4,0,0,0,0,1,0,0,0,0,0,3,1,0,1600,95.5,0,1,0,0,11,4,4,55,7,7,0,0,33.3,452,+28,0.1,0,0,0,0,0,1,0,0,0,0,7,1,0,2000,122.9,1,0,0,0,14,11,4,54,3,3,3,4,37.8,424,+6,0.9,0,0,0,0,0,0,1,0,0,0,12,1,0,2200,135.7,1,0,0,0,15,12,4,53,2,2,2,2,36.9,418,-24,1.9,0,0,0,1,0,0,0,0,0,0,14,1,0,1600,95.1,1,0,0,0,18,17,4,53,14,15,0,0,33.8,442,+40,1.2
ティグラーシャ,2,2.8,1,0,2000,1,0,0,0,2,2,8,430,+2,0,1,0,3,52.0,0,0,0,0,0,0,0,0,1,0,2,1,0,1800,109.8,0,1,0,0,10,12,3,52,7,5,0,0,33.6,428,-4,0.2,0,0,0,0,0,0,0,1,0,0,6,1,0,1800,108.2,1,0,0,0,8,2,3,54,6,6,0,0,36.8,432,+2,0.9,0,0,0,0,0,0,0,0,1,0,1,1,0,1800,108.8,1,0,0,0,8,5,3,54,1,1,0,0,34.7,430,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サツキワルツ,13,61.5,1,0,2000,1,0,0,0,3,3,1,458,0,0,1,0,4,54.0,0,0,0,1,0,0,0,0,0,0,5,1,0,2000,120.8,1,0,0,0,9,5,4,52,2,2,0,0,34.9,458,+14,1.0,0,0,1,0,0,0,0,0,0,0,7,1,0,2000,121.1,1,0,0,0,14,3,4,55,12,11,11,9,35.0,444,0,1.0,0,0,1,0,0,0,0,0,0,0,8,1,0,2000,120.9,1,0,0,0,15,9,4,55,13,13,13,11,36.4,444,+4,0.8,0,0,0,0,0,0,1,0,0,0,7,1,0,2000,121.7,1,0,0,0,18,1,4,54,7,6,8,8,34.7,440,-6,0.8,0,0,1,0,0,0,0,0,0,0,3,1,0,2000,120.8,1,0,0,0,16,13,4,53,9,7,7,6,35.3,446,-6,0.3
カナロアガール,12,8.4,1,0,2000,1,0,0,0,4,4,9,460,0,0,1,0,3,52.0,0,0,0,0,1,0,0,0,0,0,1,1,0,2000,123.2,0,1,0,0,16,2,3,54,6,6,6,0,33.8,460,+2,-0.2,0,0,0,0,1,0,0,0,0,0,2,1,0,1800,108.4,1,0,0,0,17,16,3,54,9,6,6,0,33.9,458,+2,0.5,0,0,0,0,1,0,0,0,0,0,3,1,0,1800,109.4,1,0,0,0,17,8,3,54,4,5,4,0,34.0,456,-2,0.2,0,0,0,0,0,1,0,0,0,0,4,1,0,1800,109.4,1,0,0,0,16,13,3,54,15,15,15,12,35.3,458,-2,0.5,0,0,0,0,1,0,0,0,0,0,2,1,0,1800,108.9,1,0,0,0,16,13,3,54,14,14,15,0,34.3,460,-10,0.2
ウエスタンランポ,8,85.1,1,0,2000,1,0,0,0,4,5,3,408,0,0,1,0,3,51.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1800,111.3,0,1,0,0,16,10,3,53,9,7,7,7,36.6,408,0,0.0,0,0,0,0,1,0,0,0,0,0,6,1,0,1400,81.8,1,0,0,0,16,13,3,53,14,14,0,0,34.4,408,+2,0.5,0,0,0,0,1,0,0,0,0,0,3,1,0,1400,82.3,0,1,0,0,17,10,3,53,14,13,0,0,34.4,406,-8,1.1,0,0,0,0,0,1,0,0,0,0,14,1,0,1800,112.9,1,0,0,0,16,11,3,54,16,16,15,15,36.5,414,+4,2.2,0,0,0,0,1,0,0,0,0,0,15,1,0,1800,112.8,1,0,0,0,16,12,3,51,16,16,16,0,34.3,410,0,1.5
シーオブザムーン,4,59.1,1,0,2000,1,0,0,0,5,6,7,460,+2,0,1,0,3,49.0,0,0,0,0,1,0,0,0,0,0,9,1,0,1800,108.9,0,1,0,0,16,8,3,49,9,9,10,0,34.2,458,0,1.0,0,0,0,0,0,1,0,0,0,0,10,1,0,1800,110.1,1,0,0,0,10,2,3,54,8,8,9,10,35.4,458,+4,1.8,0,0,0,0,0,1,0,0,0,0,1,1,0,1800,113.2,1,0,0,0,14,4,3,54,7,5,4,4,35.1,454,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シングフォーユー,1,2.7,1,0,2000,1,0,0,0,5,7,5,462,-2,0,1,0,3,52.0,0,0,1,0,0,0,0,0,0,0,6,1,0,1800,109.0,0,1,0,0,14,13,3,52,3,3,3,3,37.4,464,+10,0.6,0,0,0,0,1,0,0,0,0,0,2,1,0,1800,107.7,1,0,0,0,12,2,3,54,4,5,5,0,32.8,454,+8,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1800,109.1,1,0,0,0,16,7,3,54,1,1,1,1,34.9,446,-4,-0.6,0,0,0,0,0,1,0,0,0,0,2,1,0,1600,94.6,1,0,0,0,16,1,3,54,1,1,1,0,36.6,450,-2,0.3,0,0,0,0,0,1,0,0,0,0,2,1,0,1600,95.5,1,0,0,0,16,8,3,54,2,2,2,0,35.4,452,+8,0.0
ルイジアナママ,3,5.2,1,0,2000,1,0,0,0,6,8,13,442,-4,0,1,0,3,52.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1800,107.9,1,0,0,0,17,14,3,54,2,2,2,0,33.7,446,0,-0.5,0,0,0,0,1,0,0,0,0,0,2,1,0,2000,121.0,1,0,0,0,14,1,3,54,2,3,3,0,34.2,446,+2,0.3,0,0,0,0,0,1,0,0,0,0,8,0,1,1800,118.6,1,0,0,0,16,9,3,54,7,8,8,8,40.2,444,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シャワークライム,7,41.1,1,0,2000,1,0,0,0,6,9,15,432,+2,0,1,0,3,52.0,0,0,0,0,1,0,0,0,0,0,12,1,0,1800,109.2,1,0,0,0,12,10,3,54,6,2,2,0,34.7,430,0,1.5,0,0,0,0,0,1,0,0,0,0,1,1,0,1800,108.9,1,0,0,0,16,3,3,54,14,14,14,6,35.1,430,0,-0.1,0,0,0,0,1,0,0,0,0,0,2,1,0,1600,94.9,1,0,0,0,16,4,3,54,6,6,0,0,34.5,430,+4,0.3,0,0,0,0,0,1,0,0,0,0,2,1,0,1600,97.0,1,0,0,0,16,7,3,53,13,10,6,0,35.1,426,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リンフォルツァンド,10,38.0,1,0,2000,1,0,0,0,7,10,1,468,+8,0,1,0,4,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,1800,108.7,1,0,0,0,9,9,4,54,3,3,0,0,35.4,460,-8,0.6,0,0,0,0,0,0,1,0,0,0,10,1,0,2000,121.9,1,0,0,0,18,10,4,54,1,1,1,1,35.4,468,+8,1.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1800,108.5,0,1,0,0,18,7,4,54,6,4,0,0,35.8,460,0,-0.2
キャンディスイート,11,67.5,1,0,2000,1,0,0,0,7,11,17,452,0,0,1,0,3,52.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,116.2,1,0,0,0,16,8,3,54,2,2,2,2,38.1,452,+2,-0.3,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,117.4,1,0,0,0,16,5,3,54,3,5,4,2,39.3,450,+6,0.8,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,116.9,1,0,0,0,13,10,3,54,6,7,8,6,39.2,444,-6,1.0,0,0,0,0,1,0,0,0,0,0,6,1,0,1800,108.4,1,0,0,0,13,1,3,54,10,11,11,0,34.3,450,-12,1.4,0,0,0,0,1,0,0,0,0,0,11,1,0,1600,98.8,1,0,0,0,14,12,3,54,11,12,0,0,34.0,462,0,1.6
デサフィアンテ,9,15.0,1,0,2000,1,0,0,0,8,12,1,484,-6,0,1,0,4,55.0,0,0,0,1,0,0,0,0,0,0,3,1,0,2000,120.7,1,0,0,0,9,8,4,55,7,7,0,0,34.1,490,+8,0.9,0,0,0,1,0,0,0,0,0,0,4,1,0,2000,119.6,1,0,0,0,11,8,4,55,10,10,0,0,34.4,482,+26,0.2,0,0,0,0,0,0,1,0,0,0,6,1,0,2000,121.3,1,0,0,0,18,16,4,54,14,15,11,12,34.2,456,-2,0.1,0,0,0,0,0,0,0,1,0,0,7,1,0,2400,147.3,1,0,0,0,16,13,4,54,3,3,6,6,36.5,458,-8,1.0,0,0,0,0,0,0,0,0,0,1,3,1,0,2000,123.0,1,0,0,0,17,10,4,54,9,8,3,2,35.4,466,0,0.3
クィーンユニバンス,6,85.2,1,0,2000,1,0,0,0,8,13,3,502,+2,0,1,0,3,52.0,0,0,1,0,0,0,0,0,0,0,11,1,0,1800,112.1,0,1,0,0,14,1,3,50,2,1,2,6,39.0,500,0,2.8,0,0,0,0,0,1,0,0,0,0,6,1,0,1800,109.2,1,0,0,0,10,1,3,54,6,5,5,5,34.8,500,0,0.9,0,0,0,0,0,1,0,0,0,0,5,1,0,1800,109.4,1,0,0,0,12,6,3,54,2,2,2,2,35.9,500,-8,1.5,0,0,0,0,1,0,0,0,0,0,12,1,0,1600,96.4,1,0,0,0,12,11,3,54,10,8,0,0,35.3,508,+10,2.1,0,0,0,1,0,0,0,0,0,0,1,1,0,1800,107.4,1,0,0,0,13,5,3,54,2,2,0,0,36.9,498,+2,-0.2
