馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ショウナンバニラ,5,49.0,1,0,1600,1,0,0,0,1,1,6,420,+2,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,6,1,0,1800,110.4,1,0,0,0,16,14,3,54,2,2,2,2,37.3,418,0,1.3,0,0,0,0,1,0,0,0,0,0,6,1,0,1600,97.4,1,0,0,0,12,6,3,54,11,10,0,0,34.9,418,-10,1.5,0,0,0,0,1,0,0,0,0,0,12,1,0,1600,97.9,0,1,0,0,18,4,3,54,11,8,0,0,34.9,428,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ファムファタル,6,7.9,1,0,1600,1,0,0,0,1,2,1,480,-2,0,1,0,3,54.0,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,72.7,1,0,0,0,16,2,3,54,3,2,0,0,37.5,482,+8,0.1,0,0,0,0,1,0,0,0,0,0,7,1,0,1600,96.2,1,0,0,0,18,12,3,51,1,1,0,0,35.7,474,0,0.7,0,0,0,0,1,0,0,0,0,0,2,0,1,1400,87.0,1,0,0,0,11,11,3,54,1,1,0,0,37.4,474,-2,0.8,0,0,0,0,1,0,0,0,0,0,3,0,1,1400,87.0,1,0,0,0,16,14,3,54,1,1,0,0,38.2,476,-4,0.1,0,0,0,0,0,1,0,0,0,0,2,1,0,1600,95.6,1,0,0,0,16,12,3,54,1,2,2,0,34.8,480,-6,0.0
サドラーチョウサン,12,212.6,1,0,1600,1,0,0,0,2,3,6,414,+6,0,1,0,3,53.0,0,0,0,0,0,1,0,0,0,0,15,1,0,1600,97.6,1,0,0,0,16,12,3,54,4,5,7,0,36.3,408,0,1.6,0,0,0,0,1,0,0,0,0,0,4,1,0,1600,96.3,1,0,0,0,15,5,3,54,5,5,0,0,34.5,408,-4,0.6,0,0,0,0,0,1,0,0,0,0,14,1,0,1600,99.0,0,1,0,0,16,16,3,54,14,15,15,0,35.6,412,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カフェシュヴァルツ,3,28.9,1,0,1600,1,0,0,0,2,4,8,464,-4,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,7,1,0,1600,96.5,1,0,0,0,18,17,3,55,3,4,0,0,34.8,468,0,1.0,0,0,0,0,1,0,0,0,0,0,6,1,0,1600,98.3,1,0,0,0,18,12,3,55,8,8,0,0,33.8,468,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グレルグリーン,2,5.5,1,0,1600,1,0,0,0,3,5,5,448,-2,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,8,1,0,1600,96.4,1,0,0,0,16,12,3,55,15,14,12,0,35.3,450,+4,0.9,0,0,0,0,1,0,0,0,0,0,4,1,0,1600,96.1,1,0,0,0,18,1,3,55,17,17,0,0,33.4,446,+4,0.6,0,0,0,0,1,0,0,0,0,0,2,1,0,1600,94.8,1,0,0,0,10,6,3,55,5,5,0,0,34.1,442,-2,0.0,0,0,0,0,1,0,0,0,0,0,4,1,0,1400,82.8,0,1,0,0,12,6,3,55,9,11,0,0,34.2,444,0,0.7,0,0,0,0,0,1,0,0,0,0,2,1,0,1600,96.7,0,1,0,0,16,8,3,54,4,5,4,0,34.4,444,0,0.2
フォルコメン,1,2.0,1,0,1600,1,0,0,0,3,6,1,514,0,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,4,1,0,1600,97.6,1,0,0,0,16,12,3,56,9,9,5,0,34.2,514,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アランチオーネ,14,154.0,1,0,1600,1,0,0,0,4,7,0,412,0,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トーセンジンライム,7,26.9,1,0,1600,1,0,0,0,4,8,6,450,+8,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,6,1,0,1600,97.1,1,0,0,0,16,1,3,55,14,14,14,0,35.0,442,+6,1.1,0,0,0,0,1,0,0,0,0,0,3,1,0,1400,83.8,1,0,0,0,18,9,3,55,15,14,0,0,34.2,436,+4,0.4,0,0,0,0,1,0,0,0,0,0,4,1,0,1600,97.0,0,1,0,0,11,7,3,55,5,4,0,0,33.5,432,-8,0.6,0,0,0,0,1,0,0,0,0,0,6,1,0,1400,82.2,1,0,0,0,18,4,3,55,15,12,0,0,34.3,440,+2,0.9,0,1,0,0,0,0,0,0,0,0,5,1,0,1200,70.3,0,1,0,0,12,4,3,54,10,8,0,0,35.3,438,+6,0.6
ヨコスカダンディー,13,398.2,1,0,1600,1,0,0,0,5,9,7,460,+2,1,0,0,3,56.0,0,0,0,0,0,1,0,0,0,0,14,0,1,1800,119.8,1,0,0,0,16,12,3,55,10,10,10,13,42.1,458,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒロコプリンセス,15,519.5,1,0,1600,1,0,0,0,5,10,7,386,-4,0,1,0,3,51.0,0,0,0,0,0,1,0,0,0,0,11,1,0,1200,71.9,1,0,0,0,13,9,3,51,8,11,0,0,36.0,390,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
