馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
テンペスタージ,3,15.1,0,1,1800,1,0,0,0,1,1,1,456,+6,1,0,0,3,56.0,0,0,0,0,0,0,1,0,0,0,5,0,1,1900,121.2,1,0,0,0,10,5,3,55,3,5,5,4,38.1,450,+8,0.9,0,0,1,0,0,0,0,0,0,0,6,0,1,1700,107.8,1,0,0,0,12,1,3,54,2,2,2,4,40.7,442,-8,0.8,0,0,0,1,0,0,0,0,0,0,8,1,0,2000,121.4,0,1,0,0,10,8,3,54,2,2,0,0,36.7,450,-6,1.5,0,0,0,1,0,0,0,0,0,0,6,1,0,2000,121.3,1,0,0,0,15,8,3,52,5,5,0,0,34.5,456,-2,0.6,1,0,0,0,0,0,0,0,0,0,4,1,0,2000,123.6,1,0,0,0,16,14,3,55,10,10,9,9,37.5,458,+8,0.4
ハギノアトラス,2,8.4,0,1,1800,1,0,0,0,2,2,28,492,+16,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,9,0,1,1800,114.1,1,0,0,0,16,8,3,56,12,11,12,10,37.8,476,+2,2.7,0,0,0,0,0,0,0,1,0,0,6,0,1,1800,114.2,1,0,0,0,15,8,3,56,2,3,2,2,39.8,474,-12,2.2,0,0,0,0,0,0,1,0,0,0,1,0,1,1800,115.8,1,0,0,0,16,3,3,56,4,3,3,2,37.3,486,-2,0.0,0,0,0,0,0,0,1,0,0,0,3,0,1,1900,123.0,1,0,0,0,13,3,3,56,4,4,6,5,37.7,488,-2,0.1,0,0,0,0,0,0,0,1,0,0,4,0,1,1800,115.3,1,0,0,0,14,14,3,56,3,3,2,2,39.3,490,+2,0.7
ヤマニンルサリー,12,24.3,0,1,1800,1,0,0,0,3,3,2,462,-9,0,1,0,5,52.0,0,0,0,0,0,0,0,0,0,0,10,0,1,1400,90.5,0,0,1,0,12,8,5,52,10,10,11,11,40.0,471,+7,3.3,0,0,0,0,1,0,0,0,0,0,12,0,1,1600,100.6,0,1,0,0,12,4,5,54,4,5,0,0,40.7,464,+4,4.1,0,0,0,1,0,0,0,0,0,0,10,0,1,1800,115.6,0,1,0,0,15,8,5,54,9,8,9,7,40.3,460,-2,3.2,0,0,0,1,0,0,0,0,0,0,9,1,0,1600,94.8,1,0,0,0,15,3,5,55,7,6,0,0,34.2,462,0,1.2,0,0,0,0,1,0,0,0,0,0,13,1,0,1600,96.7,0,1,0,0,15,15,5,55,11,12,0,0,37.1,462,-2,3.0
ヴィーヴァマーレ,13,5.3,0,1,1800,1,0,0,0,4,4,3,468,+2,1,0,0,4,55.0,0,0,1,0,0,0,0,0,0,0,2,0,1,1700,107.4,1,0,0,0,13,6,4,57,4,3,4,4,38.8,466,-2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,1700,107.7,1,0,0,0,14,12,4,57,3,3,3,4,40.1,468,-2,1.1,0,0,0,0,0,0,1,0,0,0,9,0,1,1800,113.0,0,0,1,0,16,9,4,57,12,12,13,14,37.2,470,0,0.8,0,0,0,1,0,0,0,0,0,0,3,0,1,1800,114.1,1,0,0,0,15,15,4,57,1,1,1,1,38.3,470,+8,0.5
ハーベストゴールド,6,40.2,0,1,1800,1,0,0,0,4,5,1,454,+8,1,0,0,3,53.0,0,0,0,0,0,0,1,0,0,0,6,0,1,1800,115.2,1,0,0,0,11,10,3,52,5,6,8,8,39.1,446,0,2.3,0,0,1,0,0,0,0,0,0,0,15,0,1,1700,109.0,1,0,0,0,15,8,3,52,6,6,4,4,39.7,446,+2,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1600,97.6,1,0,0,0,12,5,3,53,2,1,0,0,37.3,444,+2,-0.7,0,0,0,1,0,0,0,0,0,0,2,0,1,1800,115.6,1,0,0,0,15,3,3,55,4,3,3,4,38.7,442,-2,1.0,0,0,0,1,0,0,0,0,0,0,2,0,1,1800,114.9,1,0,0,0,15,13,3,56,2,2,2,2,39.2,444,-6,0.2
メイショウカクウン,9,61.0,0,1,1800,1,0,0,0,5,6,10,458,0,1,0,0,4,54.0,0,0,0,0,0,0,0,0,1,0,10,0,1,1800,114.1,1,0,0,0,13,8,4,57,11,11,11,11,37.9,458,+2,3.1,0,0,0,0,0,0,0,0,1,0,9,0,1,1400,86.2,0,1,0,0,14,3,4,57,13,11,0,0,37.5,456,0,1.5,0,0,0,0,0,0,0,1,0,0,8,0,1,1800,114.5,1,0,0,0,13,9,4,57,12,12,11,11,38.1,456,+6,0.9,0,0,0,0,0,0,0,1,0,0,10,0,1,1900,122.0,1,0,0,0,11,11,4,57,3,3,6,6,39.9,450,+2,1.9,0,0,0,0,0,0,0,0,1,0,7,0,1,1800,116.1,0,1,0,0,12,3,4,57,11,11,10,8,39.1,448,+4,1.8
ミリオンドリームズ,8,4.3,0,1,1800,1,0,0,0,5,7,1,522,+2,0,1,0,3,51.0,0,0,0,0,0,0,1,0,0,0,7,1,0,2000,120.7,1,0,0,0,14,9,3,53,13,13,13,13,34.1,520,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,1800,109.2,1,0,0,0,14,6,3,49,5,5,5,6,35.7,520,0,0.6,0,0,0,0,0,0,1,0,0,0,7,1,0,2000,121.5,0,1,0,0,15,6,3,49,4,4,3,3,35.4,520,0,0.7,0,0,0,0,1,0,0,0,0,0,2,1,0,1800,108.2,0,1,0,0,16,3,3,49,2,4,4,0,34.0,520,+10,0.3
モウカッテル,5,14.5,0,1,1800,1,0,0,0,6,8,85,464,0,1,0,0,6,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1700,107.1,1,0,0,0,15,15,6,54,6,9,7,7,38.8,464,-4,0.6,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,115.5,1,0,0,0,13,7,6,57,5,5,7,5,39.5,468,+4,0.0,0,0,0,0,0,0,0,0,1,0,6,1,0,1600,94.8,1,0,0,0,13,2,6,54,4,5,0,0,34.7,464,+18,0.5,0,0,0,1,0,0,0,0,0,0,9,1,0,2000,121.5,1,0,0,0,12,10,6,54,1,1,0,0,34.1,446,+4,0.8
スズノアリュール,4,24.2,0,1,1800,1,0,0,0,6,9,1,486,+2,1,0,0,4,57.0,0,0,0,0,0,0,1,0,0,0,6,0,1,1800,114.2,1,0,0,0,11,7,4,57,8,7,7,7,37.7,484,-2,0.9,0,0,0,0,1,0,0,0,0,0,10,0,1,2100,134.1,1,0,0,0,13,6,4,57,6,6,6,8,38.1,486,-6,1.7,0,0,0,1,0,0,0,0,0,0,13,0,1,1800,115.2,0,1,0,0,15,6,4,57,14,14,13,13,39.8,492,-2,2.3,0,0,1,0,0,0,0,0,0,0,8,0,1,1700,107.6,0,1,0,0,15,6,4,57,12,12,10,8,37.9,494,+4,1.4,0,0,0,0,1,0,0,0,0,0,6,0,1,2100,134.6,1,0,0,0,16,8,4,57,6,6,7,7,39.3,490,+10,0.8
オウケンスターダム,1,2.5,0,1,1800,1,0,0,0,7,10,1,486,+6,1,0,0,5,56.0,0,0,0,0,0,0,1,0,0,0,2,0,1,1800,113.2,1,0,0,0,11,5,5,56,2,2,2,2,37.9,480,+2,0.3,0,0,1,0,0,0,0,0,0,0,5,0,1,1700,107.0,1,0,0,0,14,12,5,56,9,8,5,5,37.8,478,-6,0.5,1,0,0,0,0,0,0,0,0,0,5,0,1,1700,106.4,0,1,0,0,14,9,5,57,9,8,9,6,37.0,484,+6,1.0,1,0,0,0,0,0,0,0,0,0,3,0,1,1700,105.8,1,0,0,0,12,1,5,57,8,8,7,5,37.8,478,-4,1.3,0,0,1,0,0,0,0,0,0,0,8,0,1,1700,107.9,0,1,0,0,15,5,5,54,13,11,8,5,38.2,482,0,1.4
