馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
グアン,2,52.3,0,1,1700,1,0,0,0,1,1,1,466,-2,0,1,0,4,50.0,0,0,0,0,0,0,0,0,0,1,6,0,1,1700,105.6,1,0,0,0,13,5,4,55,3,3,3,3,37.5,468,+8,1.2,0,0,0,0,1,0,0,0,0,0,8,0,1,1600,97.8,1,0,0,0,15,8,4,55,2,2,0,0,37.3,460,-6,1.1,0,0,0,0,0,0,0,1,0,0,10,0,1,1800,113.0,1,0,0,0,16,7,4,53,3,3,3,3,39.1,466,0,1.3,0,0,0,0,0,0,0,0,1,0,2,0,1,1800,113.4,1,0,0,0,14,13,4,55,2,2,2,2,36.2,466,0,0.1,0,0,0,0,0,0,0,1,0,0,1,0,1,1800,112.9,1,0,0,0,13,7,4,54,2,2,2,2,37.0,466,-2,0.0
マインシャッツ,11,70.5,0,1,1700,1,0,0,0,2,2,5,480,-6,1,0,0,6,53.0,0,0,0,0,0,0,1,0,0,0,9,0,0,3000,201.4,0,0,0,0,14,4,6,60,12,11,10,11,13.4,486,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2910,0,0,0,0,0,12,9,6,60,6,6,6,6,13.7,486,-6,1.4,0,0,0,1,0,0,0,0,0,0,5,0,0,2890,0,0,0,0,0,14,7,6,60,12,12,11,9,13.1,492,+2,2.2,0,0,0,0,0,0,0,0,1,0,8,0,0,2970,0,0,0,0,0,14,7,6,60,12,12,12,12,13.8,490,+4,4.1
エイシンセラード,15,12.9,0,1,1700,1,0,0,0,2,3,19,528,+20,0,1,0,4,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,0,1,1800,114.2,1,0,0,0,16,9,4,52,2,2,2,2,39.5,508,-2,1.9,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,112.1,0,1,0,0,14,4,4,53,2,2,2,2,37.3,510,-5,-0.1,0,0,0,0,0,0,0,0,0,0,8,0,1,1800,115.9,1,0,0,0,13,3,4,54,3,3,4,4,40.9,515,+1,2.6,0,0,0,0,0,0,0,0,1,0,1,0,1,1800,110.9,0,1,0,0,16,11,4,54,2,2,2,2,35.6,514,-2,0.0
トラキチシャチョウ,6,256.5,0,1,1700,1,0,0,0,3,4,3,500,+6,1,0,0,8,51.0,0,0,0,0,0,0,1,0,0,0,11,0,1,1800,111.4,0,0,1,0,11,11,8,57,11,11,11,11,37.1,494,-12,3.8,0,0,0,0,0,0,0,1,0,0,14,0,1,1900,120.1,1,0,0,0,16,4,8,56,13,13,13,12,38.4,506,0,2.0,0,0,0,0,0,0,0,0,1,0,14,0,1,1800,113.8,0,1,0,0,16,12,8,56,10,10,10,14,39.9,506,-2,3.0,0,0,0,0,0,0,0,0,1,0,16,0,1,1400,85.8,0,1,0,0,16,4,8,52,16,16,0,0,38.2,508,-4,2.7,0,0,0,0,0,0,1,0,0,0,15,0,1,1800,114.1,1,0,0,0,15,3,8,57,14,15,15,15,38.2,512,+14,5.0
エポック,5,25.4,0,1,1700,1,0,0,0,3,5,12,516,+8,1,0,0,6,54.0,0,0,0,0,0,0,0,1,0,0,10,0,1,1400,84.5,1,0,0,0,14,14,6,54,8,7,0,0,37.2,508,-2,1.6,0,0,0,0,0,1,0,0,0,0,6,0,1,1200,71.0,1,0,0,0,16,12,6,54,10,11,0,0,35.9,510,-6,0.7,0,0,1,0,0,0,0,0,0,0,4,0,1,1700,105.6,1,0,0,0,15,3,6,56,9,8,8,7,37.5,516,+6,0.5,0,0,0,0,0,0,0,0,1,0,5,0,1,1400,83.0,0,0,0,1,16,12,6,56,7,5,0,0,37.1,510,+4,0.8,0,0,0,0,0,0,0,0,0,1,2,0,1,1700,103.1,1,0,0,0,8,6,6,54,2,2,2,2,36.4,506,-4,0.0
アードラー,1,25.3,0,1,1700,1,0,0,0,4,6,4,484,0,1,0,0,5,55.0,0,0,0,0,0,0,1,0,0,0,15,0,1,1400,82.9,0,1,0,0,15,13,5,56,15,15,0,0,36.3,484,-8,1.7,0,0,0,0,0,0,0,0,1,0,5,0,1,1400,83.9,0,1,0,0,16,1,5,55,13,13,0,0,36.8,492,+22,0.8,0,0,0,0,1,0,0,0,0,0,7,0,1,1400,84.0,1,0,0,0,16,9,5,55,9,9,0,0,35.9,470,-8,0.2,0,0,0,0,0,0,0,1,0,0,5,0,1,1200,71.0,1,0,0,0,16,1,5,55,13,13,0,0,35.5,478,+8,0.5,0,0,0,0,1,0,0,0,0,0,3,0,1,1400,83.6,1,0,0,0,16,6,5,56,11,10,0,0,35.9,470,+4,0.2
スズカフリオーソ,14,18.4,0,1,1700,1,0,0,0,4,7,2,484,+2,1,0,0,5,51.0,0,0,0,0,0,0,1,0,0,0,8,0,1,1400,83.4,0,0,1,0,14,11,5,57,7,6,0,0,37.5,482,-6,1.2,0,0,0,0,1,0,0,0,0,0,11,0,1,1600,96.6,1,0,0,0,15,4,5,57,1,1,0,0,37.6,488,+6,0.7,0,0,0,0,0,1,0,0,0,0,4,0,1,1800,112.7,1,0,0,0,12,11,5,57,4,4,3,2,37.4,482,-12,0.9,0,0,0,0,0,0,1,0,0,0,12,0,1,1800,114.2,1,0,0,0,16,4,5,57,7,7,8,6,38.5,494,+6,1.2,0,0,0,0,0,0,0,1,0,0,8,0,1,1800,111.1,0,1,0,0,13,3,5,57,3,3,3,3,37.1,488,0,0.7
ゴールデンブレイヴ,13,7.7,0,1,1700,1,0,0,0,5,8,13,492,-2,1,0,0,6,54.0,0,0,0,0,1,0,0,0,0,0,9,0,1,2100,128.8,0,0,1,0,16,6,6,54,5,5,4,4,36.8,494,-10,0.7,0,0,0,0,0,1,0,0,0,0,6,0,1,1800,112.7,0,0,1,0,14,8,6,56,10,10,9,7,38.0,504,+16,0.5,0,0,0,0,0,1,0,0,0,0,1,0,1,1800,111.4,1,0,0,0,15,7,6,55,5,4,5,3,37.1,488,-4,-0.3,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,110.6,0,1,0,0,13,9,6,57,4,3,3,3,36.6,492,-8,0.2,0,1,0,0,0,0,0,0,0,0,1,0,1,1700,103.6,0,0,0,1,13,8,6,55,2,2,2,2,36.7,500,+2,-0.2
タガノディグオ,12,14.2,0,1,1700,1,0,0,0,5,9,6,526,-6,1,0,0,5,54.0,0,0,0,0,1,0,0,0,0,0,8,0,1,1600,95.8,0,0,1,0,13,13,5,56,3,2,0,0,37.6,532,+2,1.0,0,0,0,0,1,0,0,0,0,0,4,0,1,1600,97.6,1,0,0,0,16,16,5,56,3,2,0,0,37.4,530,-8,0.9,0,0,0,0,0,0,0,0,1,0,15,0,1,2000,127.3,1,0,0,0,16,15,5,55,8,8,7,8,38.3,538,+10,1.6,0,0,0,0,0,1,0,0,0,0,10,0,1,1800,112.8,1,0,0,0,16,7,5,55,1,1,1,1,38.8,528,+2,1.9,0,0,0,0,1,0,0,0,0,0,11,0,1,1400,84.8,1,0,0,0,16,2,5,56,5,5,0,0,37.7,526,0,1.4
ドンフォルティス,10,11.8,0,1,1700,1,0,0,0,6,10,4,494,+2,1,0,0,4,56.0,0,0,0,0,0,0,1,0,0,0,13,0,1,1400,82.6,0,1,0,0,15,3,4,56,14,13,0,0,36.2,492,-14,1.4,0,0,0,0,0,0,0,0,1,0,9,0,1,1400,82.5,0,1,0,0,16,1,4,56,7,7,0,0,36.1,506,+8,1.0,0,0,0,0,1,0,0,0,0,0,4,0,1,1400,83.8,1,0,0,0,16,14,4,55,12,11,0,0,35.6,498,+4,0.0,0,0,0,0,0,0,0,0,0,0,10,0,1,2100,135.8,0,1,0,0,11,9,4,52,4,4,4,6,41.8,494,0,4.4,0,0,0,1,0,0,0,0,0,0,4,0,1,1800,112.5,1,0,0,0,15,4,4,56,7,7,6,7,37.8,494,0,0.5
プレスティージオ,8,12.2,0,1,1700,1,0,0,0,6,11,6,484,+8,1,0,0,6,55.0,0,1,0,0,0,0,0,0,0,0,3,0,1,1700,102.8,0,1,0,0,14,3,6,56,2,2,2,2,37.1,476,-14,0.8,0,0,0,0,0,0,0,0,1,0,3,0,1,1800,112.6,1,0,0,0,16,4,6,56,1,1,1,1,38.0,490,+12,0.1,0,0,1,0,0,0,0,0,0,0,6,0,1,1700,105.8,1,0,0,0,15,4,6,56,7,6,5,6,38.0,478,-4,0.7,0,0,0,0,0,0,0,0,1,0,10,0,1,1400,84.4,1,0,0,0,16,16,6,56,15,13,0,0,36.3,482,+4,0.8,0,0,0,0,0,0,0,1,0,0,8,0,1,1400,83.5,0,0,0,1,16,13,6,54,10,10,0,0,35.9,478,0,0.8
コパノチャーリー,9,36.8,0,1,1700,1,0,0,0,7,12,3,522,+5,1,0,0,7,56.0,0,0,0,0,0,0,0,0,0,0,6,0,1,2000,125.9,1,0,0,0,14,11,7,54,1,1,1,5,40.4,517,-9,2.7,0,0,0,0,0,0,0,0,1,0,15,0,1,1800,114.4,0,1,0,0,16,6,7,56,4,4,3,9,40.8,526,-2,3.6,0,0,0,0,0,0,0,0,1,0,13,0,1,1400,84.7,0,1,0,0,16,8,7,56,8,8,0,0,37.9,528,+10,1.6,0,0,0,0,0,0,0,0,0,0,5,0,1,2100,137.8,1,0,0,0,11,4,7,57,3,3,4,5,42.0,518,-4,2.8,0,0,0,0,0,0,0,0,1,0,15,0,1,1800,115.1,1,0,0,0,16,14,7,58,8,9,10,13,39.4,522,+2,2.6
メイプルブラザー,3,13.8,0,1,1700,1,0,0,0,7,13,5,490,0,1,0,0,5,54.0,0,0,0,0,0,0,1,0,0,0,1,0,1,1800,110.3,0,0,1,0,16,1,5,56,10,10,10,8,36.3,490,0,0.0,0,0,0,0,1,0,0,0,0,0,5,0,1,2100,132.1,1,0,0,0,16,14,5,56,12,12,12,13,36.6,490,+8,0.5,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,112.5,1,0,0,0,16,10,5,56,12,12,11,11,37.7,482,+6,0.8,0,0,0,0,0,0,0,1,0,0,8,0,1,1900,119.6,1,0,0,0,13,8,5,57,13,12,9,9,37.0,476,0,1.2,0,0,0,0,1,0,0,0,0,0,7,0,1,2100,132.2,1,0,0,0,12,4,5,57,3,3,5,3,38.1,476,-4,1.5
ナムラアラシ,7,7.5,0,1,1700,1,0,0,0,8,14,3,514,-2,1,0,0,6,57.0,0,0,0,0,0,0,1,0,0,0,6,0,1,1800,109.0,0,0,1,0,11,10,6,58,10,10,10,10,36.0,516,-4,1.4,0,0,0,0,0,0,0,0,1,0,5,0,1,1800,111.7,0,1,0,0,16,5,6,56,15,15,16,9,37.4,520,-6,0.9,0,0,0,0,0,0,0,0,1,0,7,0,1,2000,126.3,1,0,0,0,16,4,6,57,13,13,12,12,37.0,526,0,0.6,0,0,0,0,0,0,0,1,0,0,2,0,1,1900,117.7,0,1,0,0,15,11,6,58,12,12,11,12,36.5,526,+3,0.1,0,0,0,0,0,0,0,0,0,0,6,0,1,2500,163.1,0,1,0,0,9,3,6,56,6,6,6,4,39.1,523,+1,2.4
