馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
エースロッカー,2,5.2,0,1,1200,1,0,0,0,1,1,6,484,+6,0,0,1,4,57.0,0,0,0,0,0,1,0,0,0,0,10,0,1,1200,73.1,1,0,0,0,16,14,4,57,7,5,0,0,37.5,478,-16,0.9,0,0,0,1,0,0,0,0,0,0,5,0,1,1200,73.5,0,1,0,0,11,5,4,55,3,4,0,0,37.1,494,+6,0.7,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,71.2,0,1,0,0,16,1,4,55,4,4,0,0,36.6,488,-2,0.0,0,0,0,1,0,0,0,0,0,0,6,0,1,1200,72.5,0,0,1,0,15,7,4,54,13,13,0,0,37.0,490,+2,1.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1200,72.3,1,0,0,0,15,5,4,56,10,9,0,0,36.4,488,+2,-0.3
ランボシ,10,32.5,0,1,1200,1,0,0,0,2,2,2,486,-8,0,0,1,5,54.0,0,0,0,0,0,1,0,0,0,0,13,0,1,1200,73.4,1,0,0,0,16,11,5,57,10,9,0,0,37.5,494,+4,1.5,0,0,0,0,0,1,0,0,0,0,4,0,1,1200,72.8,1,0,0,0,16,13,5,56,10,9,0,0,37.7,490,-6,0.4,0,0,0,0,0,0,0,0,0,0,1,0,1,1200,73.8,1,0,0,0,12,1,5,56,4,3,0,0,38.3,496,+3,-0.8,0,0,0,0,0,0,0,0,0,0,2,0,1,1200,75.0,0,0,1,0,12,12,5,56,5,6,0,0,38.4,493,0,0.2,0,0,0,0,0,0,0,0,0,0,4,0,1,1200,74.1,0,1,0,0,16,9,5,56,8,8,0,0,37.7,493,-2,0.1
プローシブル,12,57.3,0,1,1200,1,0,0,0,2,3,5,498,+8,1,0,0,4,57.0,0,0,0,0,0,0,1,0,0,0,14,1,0,1600,95.7,1,0,0,0,16,9,4,57,7,7,7,0,35.7,490,-10,1.9,0,0,0,0,1,0,0,0,0,0,15,0,1,1600,103.0,1,0,0,0,15,13,4,57,11,11,0,0,40.2,500,+4,3.8,0,0,0,0,1,0,0,0,0,0,1,0,1,1600,100.4,1,0,0,0,14,5,4,56,5,5,0,0,37.6,496,0,-0.2,0,0,0,0,1,0,0,0,0,0,2,0,1,1600,100.7,1,0,0,0,16,3,4,56,4,4,0,0,38.2,496,+8,0.4,0,0,0,0,0,1,0,0,0,0,7,1,0,1600,96.6,0,1,0,0,16,5,4,56,5,6,7,0,37.2,488,+12,1.3
ウィズアウィッシュ,13,19.9,0,1,1200,1,0,0,0,3,4,3,494,-6,0,1,0,5,55.0,0,0,1,0,0,0,0,0,0,0,13,0,1,1150,70.7,1,0,0,0,16,2,5,55,4,4,0,0,38.8,500,+26,1.5,0,0,1,0,0,0,0,0,0,0,3,0,1,1150,69.7,1,0,0,0,16,16,5,55,11,10,0,0,37.3,474,-4,0.2,0,0,0,0,0,1,0,0,0,0,14,0,1,1200,73.7,1,0,0,0,16,13,5,55,10,10,0,0,38.3,478,+4,1.6,0,0,0,0,0,0,0,0,0,1,2,0,1,1000,59.9,1,0,0,0,13,14,5,55,6,7,0,0,36.6,474,-18,0.3,0,0,0,0,0,1,0,0,0,0,14,0,1,1200,74.7,1,0,0,0,16,14,5,54,2,4,0,0,40.6,492,+14,3.2
ケイアイテディ,15,19.3,0,1,1200,1,0,0,0,3,5,5,456,-4,1,0,0,4,57.0,0,0,0,0,0,0,1,0,0,0,11,0,1,1200,73.7,1,0,0,0,16,11,4,57,8,8,0,0,38.1,460,-10,1.0,0,0,0,0,0,1,0,0,0,0,5,0,1,1200,71.8,0,0,1,0,16,10,4,57,3,3,0,0,37.9,470,+14,0.7,0,0,0,0,0,1,0,0,0,0,7,0,1,1200,72.9,1,0,0,0,16,15,4,56,3,3,0,0,38.4,456,-4,0.5,0,0,1,0,0,0,0,0,0,0,15,0,1,1150,70.8,1,0,0,0,16,16,4,56,14,15,0,0,37.7,460,+2,2.1,0,0,0,0,0,1,0,0,0,0,6,0,1,1200,72.5,1,0,0,0,16,12,4,55,3,3,0,0,37.2,458,-2,1.1
アルチレイロ,5,15.9,0,1,1200,1,0,0,0,4,6,13,462,+4,0,0,1,5,57.0,0,0,0,0,0,0,1,0,0,0,5,0,1,1200,73.6,1,0,0,0,16,1,5,57,5,5,0,0,37.6,458,+2,1.5,0,0,0,0,1,0,0,0,0,0,10,0,1,1600,99.7,1,0,0,0,16,9,5,57,2,1,0,0,39.4,456,+4,1.6,0,0,0,0,1,0,0,0,0,0,13,0,1,1300,80.7,1,0,0,0,16,5,5,57,1,1,0,0,38.5,452,-2,1.7,0,0,0,0,1,0,0,0,0,0,4,0,1,1400,84.8,0,0,1,0,14,6,5,57,1,1,0,0,37.1,454,+6,0.3,0,0,0,1,0,0,0,0,0,0,12,1,0,1400,82.8,1,0,0,0,17,11,5,57,3,3,0,0,35.8,448,0,1.1
アシャカデッシュ,3,2.6,0,1,1200,1,0,0,0,4,7,1,514,+4,1,0,0,4,57.0,0,0,1,0,0,0,0,0,0,0,4,0,1,1150,69.1,1,0,0,0,16,7,4,57,9,7,0,0,36.9,510,0,0.1,0,0,0,0,0,1,0,0,0,0,6,0,1,1200,72.0,1,0,0,0,15,8,4,57,7,7,0,0,37.0,510,-6,0.7,0,0,0,0,0,1,0,0,0,0,2,0,1,1200,71.3,0,0,1,0,16,15,4,57,6,7,0,0,37.1,516,-4,0.2,0,0,0,0,0,0,1,0,0,0,10,0,1,1200,73.5,1,0,0,0,16,3,4,56,5,4,0,0,38.2,520,+16,0.5,0,0,0,1,0,0,0,0,0,0,12,1,0,1000,56.0,1,0,0,0,18,7,4,55,6,0,0,0,33.5,504,+4,1.2
プリティマックス,1,13.3,0,1,1200,1,0,0,0,5,8,6,438,-8,0,1,0,5,54.0,0,0,0,0,0,1,0,0,0,0,8,0,1,1200,73.1,1,0,0,0,16,5,5,55,6,5,0,0,37.6,446,+2,0.9,0,0,0,0,0,0,0,0,0,1,10,0,1,1000,59.8,0,1,0,0,14,4,5,54,12,13,0,0,35.7,444,+2,0.8,0,0,0,0,0,0,0,0,0,1,5,1,0,1200,69.5,0,1,0,0,18,14,5,54,10,11,0,0,35.2,442,-8,0.5,0,0,0,0,0,1,0,0,0,0,5,0,1,1200,72.9,1,0,0,0,16,11,5,53,3,3,0,0,38.4,450,+8,0.5,0,0,1,0,0,0,0,0,0,0,8,0,1,1150,69.8,1,0,0,0,16,13,5,53,9,9,0,0,37.5,442,0,1.1
タケデンサンダー,9,39.0,0,1,1200,1,0,0,0,5,9,8,474,-8,1,0,0,5,57.0,0,0,0,0,0,0,0,0,0,1,16,1,0,1200,71.8,0,0,1,0,18,18,5,54,2,2,0,0,38.4,482,-6,1.5,0,0,0,0,0,0,0,0,0,1,12,0,1,1000,60.9,1,0,0,0,14,7,5,57,14,13,0,0,36.0,488,+10,2.2,0,0,0,0,0,0,0,0,0,1,8,1,0,1200,68.9,1,0,0,0,15,4,5,57,1,2,0,0,35.5,478,+2,0.8,0,0,0,0,0,0,0,0,0,1,6,1,0,1200,69.1,1,0,0,0,18,5,5,57,1,1,0,0,36.2,476,0,0.7,0,0,0,0,0,0,0,0,0,1,2,1,0,1200,68.9,0,1,0,0,18,4,5,57,1,1,0,0,35.3,476,-6,0.1
ミサコ,11,17.9,0,1,1200,1,0,0,0,6,10,2,476,-6,0,1,0,4,52.0,0,0,0,0,0,1,0,0,0,0,12,0,1,1200,73.2,1,0,0,0,16,6,4,55,1,1,0,0,38.4,482,+8,1.3,0,0,0,0,1,0,0,0,0,0,15,0,1,1400,88.9,1,0,0,0,16,10,4,55,4,2,0,0,39.7,474,-7,2.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,88.0,1,0,0,0,9,1,4,54,1,1,0,0,38.3,481,-5,-1.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1200,74.4,1,0,0,0,8,2,4,54,1,1,0,0,36.8,486,+6,-0.6,0,0,0,1,0,0,0,0,0,0,6,0,1,1200,74.0,1,0,0,0,15,4,4,54,9,8,0,0,38.7,480,+4,1.1
