馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ヒーリングマインド,5,6.6,1,0,1600,1,0,0,0,1,1,3,474,-2,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,2,1,0,2000,122.5,1,0,0,0,15,8,3,56,7,8,8,4,35.4,476,-8,0.1,0,0,0,0,0,0,0,0,1,0,6,1,0,1800,109.5,1,0,0,0,18,16,3,55,12,14,0,0,36.3,484,+2,1.5,0,0,0,0,0,0,0,0,1,0,3,1,0,1800,109.2,1,0,0,0,8,7,3,55,6,3,0,0,34.9,482,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジュエリーボックス,13,294.5,1,0,1600,1,0,0,0,1,2,2,406,-2,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,7,1,0,1600,98.3,1,0,0,0,16,12,3,54,5,4,5,0,34.9,408,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オーロトラジェ,2,1.8,1,0,1600,1,0,0,0,2,3,9,456,+2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,2,1,0,1800,108.8,1,0,0,0,10,10,3,54,6,5,0,0,35.0,454,0,0.0,0,0,0,0,0,0,0,1,0,0,7,1,0,1600,97.1,1,0,0,0,11,9,3,54,5,6,0,0,36.0,454,+4,1.2,0,0,0,0,0,0,0,0,1,0,2,1,0,1600,97.1,0,1,0,0,11,11,3,54,6,4,0,0,33.5,450,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トラピッチェ,3,7.3,1,0,1600,1,0,0,0,2,4,2,418,0,0,1,0,3,54.0,0,0,0,0,0,0,1,0,0,0,4,1,0,1600,95.7,1,0,0,0,16,15,3,54,8,12,12,0,34.0,418,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カフジローズ,10,7.5,1,0,1600,1,0,0,0,3,5,8,510,0,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,4,1,0,1800,109.1,1,0,0,0,13,5,3,54,2,3,0,0,35.4,510,+6,1.1,0,0,0,0,0,0,0,0,1,0,3,1,0,1800,108.7,1,0,0,0,10,4,3,54,1,1,0,0,34.9,504,-2,0.3,0,0,0,0,0,0,0,1,0,0,2,1,0,1800,110.1,1,0,0,0,15,5,3,54,2,2,0,0,35.1,506,-2,0.1,0,0,0,0,0,0,0,1,0,0,2,1,0,1800,109.5,1,0,0,0,8,8,3,54,7,7,0,0,35.3,508,+6,0.3,0,0,0,0,0,0,0,0,1,0,4,1,0,1600,97.9,0,1,0,0,11,4,3,54,2,4,0,0,34.3,502,0,1.1
マジックシード,14,248.3,1,0,1600,1,0,0,0,3,6,7,466,-6,0,1,0,3,53.0,0,0,0,0,0,0,0,0,1,0,12,1,0,1600,98.3,0,1,0,0,15,2,3,53,1,1,0,0,36.2,472,-4,1.7,0,0,0,0,0,0,0,0,1,0,12,0,1,1400,88.5,1,0,0,0,16,7,3,54,4,3,0,0,39.5,476,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイディアライフ,4,10.0,1,0,1600,1,0,0,0,4,7,1,460,-10,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,3,1,0,1600,96.5,0,1,0,0,11,4,3,56,1,1,0,0,36.4,470,+14,0.4,0,0,1,0,0,0,0,0,0,0,5,1,0,1800,109.6,1,0,0,0,16,14,3,55,9,8,4,4,35.5,456,-2,0.4,0,0,0,0,1,0,0,0,0,0,3,1,0,1600,96.9,0,1,0,0,11,3,3,55,3,4,0,0,33.4,458,-8,0.5,0,0,0,0,0,0,0,1,0,0,3,1,0,2000,124.5,1,0,0,0,7,2,3,55,3,3,4,4,36.1,466,+14,0.9,0,0,0,1,0,0,0,0,0,0,2,1,0,1800,111.5,1,0,0,0,8,2,3,54,6,5,0,0,33.7,452,0,0.2
ブライトホーン,8,142.7,1,0,1600,1,0,0,0,5,9,7,416,-2,0,1,0,3,54.0,0,0,0,0,0,0,0,0,1,0,7,1,0,1400,84.8,0,1,0,0,18,9,3,54,13,8,0,0,35.6,418,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エイシントドロキ,9,81.8,1,0,1600,1,0,0,0,5,10,0,414,0,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
テイケイリヴェール,11,386.7,1,0,1600,1,0,0,0,6,11,12,478,-2,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,16,0,1,1200,78.3,1,0,0,0,16,15,3,55,10,13,0,0,41.9,480,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
