馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ランバージャック,7,63.0,0,1,1400,1,0,0,0,1,1,3,470,+6,1,0,0,5,57.0,0,0,0,0,1,0,0,0,0,0,7,0,1,1400,85.1,1,0,0,0,14,1,5,57,14,14,0,0,35.6,464,-4,0.8,0,0,0,0,0,0,0,1,0,0,13,0,1,1400,85.3,0,0,0,1,16,5,5,57,15,13,0,0,37.7,468,0,2.5,0,0,0,0,1,0,0,0,0,0,12,0,1,1600,98.6,1,0,0,0,16,6,5,57,8,8,0,0,37.1,468,+8,2.1,0,0,1,0,0,0,0,0,0,0,9,0,1,1700,106.9,1,0,0,0,15,5,5,57,14,14,12,10,38.3,460,-2,1.1,0,0,0,0,0,0,0,0,0,1,7,0,1,1700,106.4,0,1,0,0,16,15,5,57,14,14,13,11,38.2,462,+2,0.8
サウスザスナイパー,10,53.5,0,1,1400,1,0,0,0,1,2,2,532,-6,1,0,0,5,57.0,0,0,1,0,0,0,0,0,0,0,13,0,1,1700,109.7,1,0,0,0,15,11,5,57,6,6,5,11,40.1,538,+14,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,1800,113.1,1,0,0,0,13,6,5,57,7,7,9,9,38.8,524,-2,1.1,0,0,0,0,0,0,0,0,1,0,10,0,1,1800,113.4,0,1,0,0,14,10,5,57,1,1,1,2,39.0,526,-14,1.2,0,0,0,0,0,0,0,1,0,0,6,0,1,1800,113.6,1,0,0,0,13,2,5,57,4,3,3,4,39.1,540,+14,0.9
エルモンストロ,1,3.8,0,1,1400,1,0,0,0,2,3,4,466,0,1,0,0,3,56.0,0,0,0,0,1,0,0,0,0,0,4,0,1,1600,96.9,0,1,0,0,16,3,3,55,3,4,0,0,35.9,466,-10,0.1,0,0,0,1,0,0,0,0,0,0,10,0,1,1800,112.9,1,0,0,0,15,11,3,56,6,6,7,7,39.6,476,-2,1.6,0,0,0,0,1,0,0,0,0,0,5,0,1,1600,96.1,0,0,1,0,13,4,3,56,5,5,0,0,37.2,478,+10,0.6,0,0,0,0,0,0,0,0,1,0,1,0,1,1800,113.9,0,1,0,0,13,5,3,56,3,3,3,3,36.7,468,-2,-0.3,0,0,0,0,0,0,0,0,0,1,3,0,1,1700,106.1,0,1,0,0,16,13,3,56,8,8,7,4,37.6,470,-4,0.2
クリムズンフラッグ,11,162.1,0,1,1400,1,0,0,0,2,4,26,536,+12,1,0,0,4,57.0,0,0,0,0,0,0,0,1,0,0,10,0,1,1400,85.7,1,0,0,0,15,6,4,57,2,3,0,0,38.4,524,-4,1.5,0,0,0,0,1,0,0,0,0,0,5,0,1,1400,84.8,0,1,0,0,16,8,4,57,5,3,0,0,36.7,528,-4,0.5,0,0,0,0,1,0,0,0,0,0,10,0,1,1400,86.9,1,0,0,0,13,11,4,56,8,9,0,0,38.3,532,+8,1.9,0,0,0,0,0,0,1,0,0,0,1,0,1,1400,85.1,0,1,0,0,16,16,4,56,3,3,0,0,37.6,524,-4,0.0,0,0,0,0,0,0,1,0,0,0,4,0,1,1400,85.6,1,0,0,0,16,1,4,54,2,2,0,0,38.3,528,+8,0.5
ケイアイターコイズ,2,2.9,0,1,1400,1,0,0,0,3,5,2,520,+2,1,0,0,3,56.0,0,0,0,0,0,0,0,1,0,0,2,0,1,1400,84.0,1,0,0,0,16,15,3,56,2,1,0,0,36.3,518,+8,0.1,0,0,0,0,0,0,0,1,0,0,5,0,1,1400,83.6,0,0,1,0,15,6,3,55,4,4,0,0,37.3,510,+2,0.9,0,0,0,0,0,0,1,0,0,0,7,0,1,1400,83.1,0,0,0,1,16,6,3,54,4,4,0,0,37.2,508,-2,0.8,0,0,0,0,1,0,0,0,0,0,11,0,1,1600,98.2,1,0,0,0,12,12,3,56,6,6,0,0,37.0,510,0,1.6,0,0,0,0,0,0,0,1,0,0,2,0,1,1400,84.1,1,0,0,0,15,6,3,56,2,2,0,0,36.5,510,-4,0.0
ラブリーイレブン,3,10.0,0,1,1400,1,0,0,0,3,6,2,444,0,0,1,0,4,55.0,0,0,0,0,1,0,0,0,0,0,6,0,1,1300,78.6,1,0,0,0,16,12,4,55,12,12,0,0,35.7,444,-2,0.4,0,0,0,0,0,0,0,1,0,0,6,0,1,1400,83.7,0,0,1,0,15,12,4,55,13,13,0,0,36.2,446,+14,1.0,0,0,0,0,1,0,0,0,0,0,9,0,1,1600,96.9,0,0,1,0,16,8,4,55,12,14,0,0,36.4,432,0,1.6,0,0,0,0,1,0,0,0,0,0,4,0,1,1400,84.4,1,0,0,0,16,11,4,55,11,14,0,0,36.2,432,-6,1.0,0,0,0,0,0,0,0,0,1,0,9,0,1,1400,84.8,1,0,0,0,16,16,4,55,4,4,0,0,37.9,438,0,0.8
ケワロス,12,203.4,0,1,1400,1,0,0,0,4,7,5,438,+4,0,1,0,4,55.0,0,0,0,1,0,0,0,0,0,0,12,1,0,1000,56.2,0,1,0,0,18,11,4,52,0,0,0,0,33.3,434,-12,0.8,0,0,0,1,0,0,0,0,0,0,8,1,0,1400,81.4,1,0,0,0,18,2,4,55,8,8,0,0,35.0,446,+4,0.3,0,0,0,0,1,0,0,0,0,0,9,1,0,1400,81.0,1,0,0,0,15,3,4,52,6,6,0,0,33.8,442,-2,0.7,0,0,0,1,0,0,0,0,0,0,8,1,0,1200,70.1,1,0,0,0,16,12,4,55,4,5,0,0,34.6,444,-6,0.4,0,0,0,0,0,0,1,0,0,0,8,1,0,1400,82.5,0,1,0,0,17,3,4,55,6,6,0,0,35.2,450,+12,1.0
リシュブール,6,4.3,0,1,1400,1,0,0,0,4,8,15,482,+12,1,0,0,4,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1700,106.3,1,0,0,0,15,10,4,57,2,2,2,2,37.3,470,0,0.0,0,0,0,0,0,0,0,0,1,0,5,0,1,1800,114.0,1,0,0,0,15,2,4,57,1,1,1,1,38.0,470,-4,1.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,87.3,1,0,0,0,12,11,4,53,2,3,2,2,38.2,474,-12,-0.1,0,0,0,0,0,0,0,1,0,0,8,1,0,2200,136.8,1,0,0,0,16,10,4,56,5,4,4,4,36.2,486,+14,1.0
オーパキャマラード,14,30.3,0,1,1400,1,0,0,0,5,9,5,484,0,0,1,0,3,54.0,0,0,0,0,0,0,0,1,0,0,9,1,0,1400,83.1,0,1,0,0,11,5,3,53,4,3,0,0,35.3,484,+2,0.9,0,0,0,0,0,0,0,0,1,0,13,1,0,1200,68.6,1,0,0,0,16,1,3,53,10,11,0,0,34.4,482,+4,0.5,1,0,0,0,0,0,0,0,0,0,4,1,0,1500,89.0,0,1,0,0,12,8,3,52,2,2,2,0,35.4,478,-8,0.3,1,0,0,0,0,0,0,0,0,0,5,1,0,1500,88.5,1,0,0,0,9,2,3,52,1,1,1,0,36.2,486,+4,0.4,0,1,0,0,0,0,0,0,0,0,12,1,0,1200,70.4,0,1,0,0,14,7,3,52,9,11,0,0,35.6,482,0,0.9
エムオータイショウ,4,27.0,0,1,1400,1,0,0,0,5,10,11,510,+16,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,0,2,0,1,1200,73.8,1,0,0,0,9,5,3,55,2,2,0,0,37.1,494,-6,0.4,0,0,0,0,0,0,0,0,0,0,5,0,1,1200,72.3,0,0,1,0,11,10,3,55,2,2,0,0,37.8,500,+8,1.0,1,0,0,0,0,0,0,0,0,0,6,1,0,1200,68.7,1,0,0,0,16,4,3,54,3,3,0,0,35.0,492,-4,0.5,0,1,0,0,0,0,0,0,0,0,10,1,0,1200,69.9,1,0,0,0,13,13,3,54,3,3,0,0,35.6,496,-8,0.6,0,0,0,0,0,0,0,0,0,0,1,0,1,1200,72.8,0,0,0,1,13,13,3,54,3,1,0,0,37.8,504,+5,-0.6
