馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
バトルアグレッシブ,7,40.4,0,0,2970,1,0,0,0,1,1,2,492,+4,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,1,4,1,0,1200,69.2,0,1,0,0,18,5,3,55,4,3,0,0,35.4,488,-2,0.4,1,0,0,0,0,0,0,0,0,0,13,1,0,1200,70.3,1,0,0,0,16,13,3,56,12,12,0,0,35.3,490,0,1.2,0,0,0,0,0,0,0,0,1,0,12,1,0,1600,96.3,1,0,0,0,18,14,3,56,5,5,0,0,35.5,490,+6,1.2,0,0,0,0,0,0,0,0,1,0,4,1,0,1800,109.6,1,0,0,0,17,3,3,54,3,2,0,0,37.0,484,-4,1.4,0,0,0,0,0,0,0,1,0,0,9,1,0,1200,70.0,1,0,0,0,16,14,3,56,4,4,0,0,34.9,488,-6,0.8
テイエムリボー,2,1.7,0,0,2970,1,0,0,0,2,2,4,490,+2,1,0,0,4,60.0,0,0,0,0,0,0,0,0,0,1,2,0,0,2860,190.2,0,0,0,0,10,3,4,60,1,1,1,1,13.3,488,-2,0.4,0,0,0,0,0,0,0,0,0,1,3,0,0,2860,190.9,0,0,0,0,11,7,4,60,1,1,1,1,13.3,490,+2,0.6,0,0,0,0,0,0,0,1,0,0,8,0,0,2910,0,0,0,0,0,12,12,4,59,11,10,8,7,13.8,488,-12,3.2,0,0,0,1,0,0,0,0,0,0,10,0,0,2890,0,0,0,0,0,14,7,4,59,10,11,10,9,13.2,500,+10,2.0,0,0,0,0,0,0,0,0,1,0,13,0,0,2970,0,0,0,0,0,14,11,4,59,14,14,13,13,14.1,490,+4,9.3
メイショウイライザ,6,26.8,0,0,2970,1,0,0,0,3,3,3,436,0,0,1,0,4,58.0,0,0,0,0,0,0,0,0,0,1,13,1,0,1200,69.6,1,0,0,0,18,16,4,55,3,2,0,0,36.0,436,0,1.3,0,0,0,0,0,0,0,0,0,1,16,1,0,1200,69.8,1,0,0,0,18,4,4,55,13,12,0,0,35.9,436,-10,1.4,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,90.9,1,0,0,0,8,7,4,54,1,1,1,1,39.8,446,+4,-1.1,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,91.2,0,1,0,0,10,10,4,54,2,2,1,1,41.4,442,+3,-0.5,0,0,0,0,0,0,0,0,0,0,4,0,1,1400,91.8,0,1,0,0,9,4,4,54,1,1,1,2,40.2,439,-4,1.9
スマートヴォルフ,9,174.7,0,0,2970,1,0,0,0,4,4,3,466,-8,1,0,0,4,60.0,0,0,0,1,0,0,0,0,0,0,11,0,0,2850,0,0,0,0,0,13,5,4,60,11,11,11,11,13.8,474,+8,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,1400,81.9,1,0,0,0,18,13,4,55,15,16,0,0,34.3,466,-4,1.0,0,0,0,0,0,0,0,1,0,0,14,0,1,1800,115.8,1,0,0,0,15,4,4,55,5,6,9,9,40.1,470,-2,3.0,0,0,0,0,0,0,0,1,0,0,14,0,1,1400,86.5,1,0,0,0,16,11,4,55,8,8,0,0,39.0,472,+6,1.8
ビービーブレスユー,11,29.6,0,0,2970,1,0,0,0,5,5,1,508,+2,1,0,0,6,60.0,0,0,0,0,0,0,0,0,1,0,8,0,0,2970,0,0,0,0,0,9,7,6,60,6,6,5,7,14.6,506,-18,13.5,0,0,0,0,0,0,0,1,0,0,13,1,0,2000,123.0,1,0,0,0,13,11,6,55,10,10,8,10,35.7,524,0,2.0,0,0,0,0,0,0,0,1,0,0,8,1,0,2000,120.9,1,0,0,0,11,8,6,53,10,10,11,10,34.6,524,-2,0.6,0,0,0,0,0,0,0,0,1,0,7,1,0,2400,149.8,1,0,0,0,9,6,6,57,8,8,4,2,40.4,526,+10,4.4,0,0,0,0,0,0,1,0,0,0,11,1,0,2000,123.0,1,0,0,0,12,7,6,57,10,10,11,9,35.8,516,0,1.6
クリノシャンボール,8,8.4,0,0,2970,1,0,0,0,6,6,6,500,+2,1,0,0,6,60.0,0,0,0,0,0,0,0,0,0,1,12,0,1,1000,59.3,1,0,0,0,14,12,6,57,6,6,0,0,36.3,498,+6,1.4,0,0,0,0,0,0,0,1,0,0,16,0,1,1200,74.9,1,0,0,0,16,10,6,57,6,10,0,0,38.9,492,-4,3.3,0,0,0,0,0,0,0,0,1,0,10,1,0,1200,70.7,0,1,0,0,12,3,6,57,7,8,0,0,35.9,496,+4,1.1,0,0,0,0,0,0,0,0,1,0,13,0,1,1200,72.4,0,1,0,0,16,13,6,57,1,1,0,0,37.1,492,-6,1.2,0,0,0,0,0,0,0,1,0,0,13,0,1,1200,73.3,1,0,0,0,16,16,6,57,3,3,0,0,37.9,498,-4,1.3
レッドアルディ,10,24.0,0,0,2970,1,0,0,0,6,7,26,496,+10,0,0,1,4,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,2400,154.7,0,1,0,0,13,11,4,56,7,7,10,13,40.7,486,+4,5.5,0,0,0,0,0,0,0,0,0,1,8,0,1,1700,107.4,0,1,0,0,11,5,4,56,3,5,6,8,38.4,482,-18,0.9,0,0,1,0,0,0,0,0,0,0,15,0,1,1700,112.0,1,0,0,0,15,5,4,55,7,7,11,14,42.2,500,0,6.0,0,0,0,1,0,0,0,0,0,0,11,0,1,1800,116.9,0,1,0,0,11,3,4,55,6,6,11,11,40.6,500,+2,4.0
リボンナイト,3,43.4,0,0,2970,1,0,0,0,7,8,3,432,-8,1,0,0,5,60.0,0,0,0,0,0,0,0,0,0,1,5,0,0,2860,196.0,0,0,0,0,8,5,5,60,5,5,5,5,13.7,440,+8,4.3,0,0,0,0,0,0,0,0,0,1,11,0,1,1000,60.3,1,0,0,0,12,12,5,57,9,9,0,0,36.7,432,+4,1.2,0,0,0,0,0,0,0,0,1,0,12,0,1,1400,86.9,1,0,0,0,16,4,5,57,5,5,0,0,40.2,428,-9,2.6,0,0,0,0,0,0,0,0,0,0,4,0,1,1400,86.4,1,0,0,0,8,6,5,52,3,4,3,0,38.8,437,0,0.4,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,87.3,1,0,0,0,6,3,5,53,1,1,1,0,37.5,437,-1,-0.3
マルクデラポム,1,7.8,0,0,2970,1,0,0,0,7,9,13,488,-2,0,1,0,6,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,2970,0,0,0,0,0,10,6,6,58,1,1,1,1,13.7,490,-4,2.8,0,0,0,0,0,0,0,1,0,0,12,0,1,1200,74.1,0,1,0,0,14,13,6,55,8,10,0,0,37.9,494,0,2.0,0,0,0,0,0,0,0,1,0,0,8,0,1,1200,74.0,1,0,0,0,15,14,6,55,9,10,0,0,37.2,494,+4,1.5,0,0,0,0,0,0,0,0,0,0,5,0,1,1400,91.4,1,0,0,0,11,2,6,54,5,5,6,6,38.9,490,-8,0.9
タウィーザ,4,4.0,0,0,2970,1,0,0,0,8,10,1,500,-2,1,0,0,3,58.0,0,0,0,0,0,0,0,0,1,0,2,0,0,2970,0,0,0,0,0,9,6,3,58,4,4,4,3,13.8,502,-4,0.7,0,0,0,0,0,0,0,0,0,1,6,0,0,2860,198.0,0,0,0,0,10,6,3,58,8,7,7,7,13.8,506,-6,8.2,0,0,0,0,0,0,1,0,0,0,11,1,0,2000,125.4,0,0,1,0,11,8,3,51,10,11,11,11,37.4,512,+6,3.2,0,0,0,0,0,0,0,0,1,0,12,0,1,1800,115.2,0,0,1,0,13,7,3,51,4,5,6,11,40.6,506,+2,3.5,0,0,0,0,0,0,0,0,1,0,8,0,1,1800,115.9,1,0,0,0,9,6,3,56,7,6,8,6,38.6,504,+4,2.4
