馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ミラアイトーン,1,2.0,1,0,1200,1,0,0,0,1,1,4,536,-4,1,0,0,5,57.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1200,68.7,1,0,0,0,18,10,5,57,8,7,0,0,34.2,540,+20,-0.1,0,0,0,0,0,0,0,0,0,1,1,1,0,1200,67.7,1,0,0,0,12,6,5,54,3,3,0,0,33.6,520,-6,-0.2,0,0,0,0,0,0,1,0,0,0,3,1,0,1400,80.7,0,1,0,0,14,14,5,54,10,9,0,0,33.6,526,+16,0.1,0,0,0,0,0,0,0,0,1,0,8,1,0,1600,95.7,1,0,0,0,12,9,5,56,3,2,0,0,36.6,510,-4,1.6,0,0,0,0,0,0,0,1,0,0,1,1,0,1400,82.3,1,0,0,0,11,3,5,56,5,5,0,0,33.8,514,+2,-0.2
キアロスクーロ,3,19.5,1,0,1200,1,0,0,0,2,2,1,500,-2,0,0,1,6,57.0,0,0,0,0,0,0,1,0,0,0,8,1,0,1400,81.0,1,0,0,0,14,10,6,54,14,14,0,0,33.1,502,+2,0.6,0,0,0,0,0,0,0,1,0,0,7,1,0,1400,81.5,1,0,0,0,14,4,6,57,10,9,0,0,33.4,500,+4,0.5,0,0,0,0,0,0,0,1,0,0,3,1,0,1200,68.4,1,0,0,0,14,14,6,57,13,14,0,0,33.2,496,-2,0.3,0,0,0,0,0,0,0,1,0,0,6,1,0,1600,95.0,1,0,0,0,8,2,6,54,1,1,0,0,35.4,498,+6,0.9,0,0,0,0,0,0,0,0,1,0,5,1,0,1400,80.9,1,0,0,0,13,4,6,54,2,2,0,0,34.6,492,+2,0.6
エリーティアラ,10,285.0,1,0,1200,1,0,0,0,3,3,15,480,+4,0,1,0,7,55.0,0,0,0,0,0,0,1,0,0,0,15,1,0,1200,69.0,1,0,0,0,18,5,7,50,15,15,0,0,34.0,476,-4,0.9,0,0,0,0,0,0,0,1,0,0,14,1,0,1400,82.2,1,0,0,0,14,6,7,55,3,4,0,0,34.9,480,+14,1.2,0,0,1,0,0,0,0,0,0,0,15,1,0,1200,68.6,1,0,0,0,16,4,7,55,9,9,0,0,35.3,466,-2,1.5,0,0,0,0,0,0,0,1,0,0,12,1,0,1400,82.9,1,0,0,0,14,4,7,55,3,3,0,0,35.1,468,-2,1.4,0,0,0,1,0,0,0,0,0,0,14,1,0,1000,58.3,1,0,0,0,16,4,7,55,0,0,0,0,35.4,470,-12,2.0
ラベンダーヴァレイ,2,42.2,1,0,1200,1,0,0,0,4,4,1,434,-12,0,1,0,6,55.0,0,0,0,0,0,0,1,0,0,0,9,1,0,1400,81.1,1,0,0,0,14,13,6,53,8,9,0,0,33.9,446,+4,0.7,0,0,0,0,0,0,0,0,1,0,9,1,0,1400,81.9,1,0,0,0,18,16,6,53,13,11,0,0,35.5,442,+2,0.5,0,0,0,0,0,0,1,0,0,0,1,1,0,1400,80.6,1,0,0,0,16,9,6,55,7,7,0,0,34.0,440,+14,-0.1,0,0,0,0,0,1,0,0,0,0,7,1,0,1200,69.1,0,1,0,0,13,12,6,54,6,7,0,0,34.7,426,-6,0.5,0,0,0,1,0,0,0,0,0,0,5,1,0,1200,68.9,1,0,0,0,14,13,6,54,8,7,0,0,33.5,432,+4,0.4
メイショウカリン,5,5.2,1,0,1200,1,0,0,0,5,5,3,488,-6,0,1,0,5,55.0,0,0,0,0,0,0,0,0,0,1,2,1,0,1200,68.1,1,0,0,0,14,1,5,55,8,7,0,0,34.6,494,+2,0.1,0,0,0,0,0,0,0,1,0,0,4,1,0,1200,69.6,1,0,0,0,16,9,5,54,6,7,0,0,34.8,492,+4,0.4,0,0,0,0,0,0,1,0,0,0,3,1,0,1200,68.2,1,0,0,0,18,18,5,54,7,8,0,0,33.6,488,-8,0.1,0,0,1,0,0,0,0,0,0,0,1,1,0,1200,68.3,1,0,0,0,16,7,5,55,4,5,0,0,33.9,496,+10,0.0,0,0,0,0,0,0,0,1,0,0,4,1,0,1200,69.5,1,0,0,0,18,8,5,55,6,5,0,0,35.0,486,0,0.2
パーリオミノル,6,45.2,1,0,1200,1,0,0,0,5,6,3,466,+4,0,1,0,6,55.0,0,0,0,0,0,0,0,0,0,1,4,1,0,1200,68.3,1,0,0,0,14,5,6,55,10,10,0,0,34.6,462,+4,0.3,0,0,0,0,0,0,0,0,1,0,12,1,0,1400,82.5,1,0,0,0,18,2,6,52,11,14,0,0,36.1,458,-4,1.1,0,0,0,0,0,1,0,0,0,0,6,1,0,1200,68.8,1,0,0,0,16,4,6,52,8,8,0,0,34.5,462,+2,0.2,0,0,0,0,0,0,0,1,0,0,13,1,0,1400,81.9,1,0,0,0,14,7,6,55,1,1,0,0,35.0,460,+6,0.9,0,0,0,0,1,0,0,0,0,0,14,1,0,1400,82.1,1,0,0,0,14,13,6,55,10,11,0,0,34.4,454,-8,1.7
アッラサルーテ,7,5.8,1,0,1200,1,0,0,0,6,7,3,486,-12,0,1,0,6,55.0,0,0,0,0,0,1,0,0,0,0,3,1,0,1200,68.1,1,0,0,0,12,6,6,54,2,2,0,0,34.6,498,-2,0.0,0,0,0,0,0,1,0,0,0,0,2,1,0,1200,68.6,1,0,0,0,16,11,6,54,4,7,0,0,34.5,500,+4,0.0,0,0,0,0,1,0,0,0,0,0,6,1,0,1400,81.5,1,0,0,0,14,4,6,55,2,2,0,0,33.5,496,-4,0.4,0,0,0,0,0,1,0,0,0,0,5,1,0,1200,67.8,0,1,0,0,16,13,6,54,2,2,0,0,34.4,500,+14,0.8,0,0,1,0,0,0,0,0,0,0,4,1,0,1200,67.4,1,0,0,0,16,5,6,55,7,6,0,0,34.3,486,0,0.3
チェイスダウン,9,164.8,1,0,1200,1,0,0,0,6,8,0,484,0,1,0,0,6,57.0,0,0,0,0,0,0,1,0,0,0,14,0,0,3000,209.8,0,0,0,0,14,11,6,60,14,14,13,14,14.0,484,+2,11.2,0,0,0,0,0,0,0,1,0,0,12,0,1,1400,84.8,1,0,0,0,16,13,6,54,4,4,0,0,37.5,482,+2,1.3,0,0,0,0,1,0,0,0,0,0,11,0,1,1400,85.6,1,0,0,0,12,7,6,57,11,10,0,0,37.1,480,-2,1.3,0,0,0,0,0,0,0,0,1,0,7,0,1,1400,83.3,0,0,1,0,12,12,6,57,4,4,0,0,37.5,482,+2,1.7,0,0,0,0,0,0,0,0,1,0,5,0,1,1400,84.3,0,1,0,0,11,6,6,57,1,1,0,0,36.8,480,-4,0.1
ミトノレインボー,8,9.9,1,0,1200,1,0,0,0,7,9,3,464,-2,0,1,0,4,55.0,0,0,0,0,0,0,0,0,0,1,13,1,0,1200,69.4,1,0,0,0,14,8,4,55,1,1,0,0,36.7,466,-2,1.4,0,0,0,0,0,1,0,0,0,0,3,1,0,1200,68.7,1,0,0,0,16,14,4,51,2,2,0,0,34.8,468,-2,0.1,0,0,0,0,0,0,0,0,1,0,1,1,0,1200,68.8,1,0,0,0,16,2,4,54,1,1,0,0,34.6,470,-2,0.0,0,0,0,0,0,0,0,1,0,0,9,1,0,1200,69.2,1,0,0,0,18,3,4,54,6,6,0,0,34.3,472,-6,0.7,0,0,0,0,0,0,0,0,0,1,2,1,0,1200,67.7,1,0,0,0,14,13,4,52,2,2,0,0,33.8,478,+6,0.2
ブラッククローバー,11,22.5,1,0,1200,1,0,0,0,7,10,3,488,0,1,0,0,7,57.0,0,0,0,0,0,0,0,0,0,1,9,1,0,1200,68.5,1,0,0,0,14,12,7,57,2,2,0,0,35.8,488,-4,0.5,0,0,0,0,0,0,0,1,0,0,5,1,0,1200,68.6,1,0,0,0,14,2,7,57,2,2,0,0,35.1,492,+4,0.5,0,0,0,0,0,0,0,0,1,0,4,1,0,1200,69.4,1,0,0,0,9,9,7,57,5,6,0,0,34.6,488,-2,0.2,0,0,0,0,0,0,0,0,0,1,10,1,0,1200,69.1,0,0,1,0,17,1,7,56,1,1,0,0,35.7,490,+2,1.0,0,0,0,0,0,0,0,0,0,1,2,1,0,1200,68.7,0,1,0,0,13,6,7,57,3,3,0,0,34.4,488,+2,0.1
