馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ノーリミッツ,6,20.2,0,1,1700,1,0,0,0,1,1,2,442,+4,1,0,0,3,54.0,0,0,0,0,0,0,0,1,0,0,11,0,1,1800,112.5,0,0,1,0,14,5,3,55,5,5,8,11,37.4,438,0,2.1,1,0,0,0,0,0,0,0,0,0,1,0,1,1700,105.1,0,0,1,0,14,13,3,56,5,5,3,2,37.1,438,+8,-0.4,1,0,0,0,0,0,0,0,0,0,2,0,1,1700,106.2,1,0,0,0,9,7,3,56,2,2,2,1,38.4,430,-2,0.3,0,1,0,0,0,0,0,0,0,0,9,1,0,1200,70.3,1,0,0,0,16,7,3,56,16,16,0,0,34.4,432,-2,0.7,0,0,0,0,0,0,0,0,1,0,8,1,0,1600,95.9,1,0,0,0,18,1,3,56,16,13,0,0,34.4,434,-2,0.8
キングスバレイ,12,4.4,0,1,1700,1,0,0,0,2,2,5,512,+6,1,0,0,3,53.0,0,0,0,1,0,0,0,0,0,0,5,0,1,1800,112.4,0,1,0,0,10,4,3,52,2,2,2,2,38.5,506,-2,1.1,0,0,0,0,0,1,0,0,0,0,2,0,1,1800,114.0,1,0,0,0,9,5,3,54,5,4,4,3,38.0,508,-4,0.4,0,0,0,1,0,0,0,0,0,0,2,0,1,1800,113.2,0,1,0,0,15,12,3,54,11,11,11,9,38.0,512,+2,0.3,0,0,0,1,0,0,0,0,0,0,2,0,1,1800,113.5,1,0,0,0,14,9,3,54,3,3,4,3,37.7,510,-16,0.2,0,0,1,0,0,0,0,0,0,0,12,0,1,1700,107.2,0,0,1,0,15,8,3,54,14,14,14,14,37.9,526,+18,2.0
ダノンテアトロ,9,93.9,0,1,1700,1,0,0,0,2,3,21,482,+20,1,0,0,4,57.0,0,1,0,0,0,0,0,0,0,0,8,0,1,1700,109.5,0,0,1,0,9,3,4,57,5,5,8,9,40.1,462,-4,5.5,0,0,0,1,0,0,0,0,0,0,5,0,1,1800,114.3,1,0,0,0,15,8,4,56,5,4,4,4,38.0,466,0,0.7,0,0,0,1,0,0,0,0,0,0,5,0,1,1800,114.9,1,0,0,0,9,7,4,57,3,2,4,3,38.1,466,+8,1.0,0,0,0,0,1,0,0,0,0,0,11,0,1,1600,101.1,1,0,0,0,12,12,4,57,1,1,0,0,40.1,458,-16,2.2,0,0,0,0,0,0,0,0,0,1,9,0,1,1700,108.3,0,1,0,0,13,1,4,56,4,3,8,9,39.3,474,-2,2.4
カイトセブン,14,110.9,0,1,1700,1,0,0,0,3,4,22,492,-6,1,0,0,4,57.0,0,0,0,0,1,0,0,0,0,0,9,1,0,1600,95.2,1,0,0,0,12,10,4,57,12,11,0,0,34.6,498,+6,1.4,0,0,0,1,0,0,0,0,0,0,9,1,0,2200,137.9,1,0,0,0,9,3,4,57,1,1,8,9,37.9,492,-10,2.9,0,0,0,1,0,0,0,0,0,0,12,0,1,1800,113.5,0,0,1,0,12,6,4,55,1,2,5,6,39.4,502,+4,2.3,0,0,0,1,0,0,0,0,0,0,8,0,1,1800,115.3,0,1,0,0,10,1,4,55,1,1,1,1,39.8,498,0,2.2,0,0,0,0,1,0,0,0,0,0,13,0,1,2100,136.2,1,0,0,0,16,8,4,54,2,2,3,5,40.5,498,+2,3.8
トミケンエンデレア,1,6.2,0,1,1700,1,0,0,0,3,5,2,502,+2,1,0,0,4,56.0,0,0,0,1,0,0,0,0,0,0,5,0,1,1800,112.3,0,0,1,0,11,8,4,57,9,9,9,9,38.1,500,-2,0.8,0,0,0,1,0,0,0,0,0,0,3,0,1,1800,110.9,0,0,0,1,15,13,4,57,11,11,9,7,37.4,502,-2,0.0,0,0,1,0,0,0,0,0,0,0,4,0,1,1700,107.1,0,1,0,0,15,12,4,57,8,7,4,4,38.2,504,+4,0.9,0,0,1,0,0,0,0,0,0,0,3,0,1,1700,107.1,0,1,0,0,15,12,4,57,11,11,11,8,37.2,500,0,0.6,0,0,0,1,0,0,0,0,0,0,2,0,1,1800,111.8,0,0,0,1,10,10,4,56,4,4,4,4,37.1,500,-2,0.3
チェリートリトン,2,20.2,0,1,1700,1,0,0,0,4,6,2,486,-2,1,0,0,5,54.0,0,0,0,1,0,0,0,0,0,0,6,0,1,1800,113.4,0,0,1,0,10,10,5,54,1,1,1,2,38.3,488,0,1.7,0,0,0,1,0,0,0,0,0,0,4,0,1,1800,111.1,0,0,0,1,15,9,5,54,4,4,5,4,37.9,488,+2,0.2,0,0,0,0,0,1,0,0,0,0,4,0,1,1800,115.4,1,0,0,0,13,13,5,54,2,2,1,2,39.1,486,+4,0.8,0,0,0,1,0,0,0,0,0,0,12,0,1,1800,114.9,1,0,0,0,15,14,5,56,9,9,8,9,39.7,482,0,2.2,0,0,0,1,0,0,0,0,0,0,2,0,1,1800,113.9,1,0,0,0,15,7,5,56,2,2,2,2,37.5,482,-6,0.0
マイサンシャイン,7,15.2,0,1,1700,1,0,0,0,4,7,11,470,-4,1,0,0,3,52.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1700,105.9,0,0,0,1,14,1,3,53,1,1,1,1,39.4,474,0,-0.2,1,0,0,0,0,0,0,0,0,0,6,0,1,1700,107.5,1,0,0,0,14,3,3,56,10,10,11,8,39.0,474,+2,0.9,0,0,0,0,0,0,1,0,0,0,2,0,1,1800,111.5,0,0,0,1,15,4,3,54,3,4,2,1,38.3,472,0,0.3,0,0,0,0,0,0,0,0,1,0,7,1,0,1800,108.4,1,0,0,0,18,10,3,54,2,1,0,0,37.5,472,0,0.9,0,0,0,0,0,0,0,0,1,0,3,1,0,2000,121.9,1,0,0,0,15,14,3,53,1,1,1,1,36.3,472,+2,0.1
ハーベストゴールド,15,9.9,0,1,1700,1,0,0,0,5,8,18,446,+2,1,0,0,3,52.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1600,97.6,1,0,0,0,12,5,3,53,2,1,0,0,37.3,444,+2,-0.7,0,0,0,1,0,0,0,0,0,0,2,0,1,1800,115.6,1,0,0,0,15,3,3,55,4,3,3,4,38.7,442,-2,1.0,0,0,0,1,0,0,0,0,0,0,2,0,1,1800,114.9,1,0,0,0,15,13,3,56,2,2,2,2,39.2,444,-6,0.2,0,0,0,0,1,0,0,0,0,0,8,0,1,1300,82.0,0,0,1,0,16,4,3,54,5,7,0,0,38.0,450,-2,1.4,0,0,0,0,0,1,0,0,0,0,4,0,1,1200,74.3,1,0,0,0,16,1,3,56,4,3,0,0,39.7,452,+14,1.4
サクラトップスター,13,107.4,0,1,1700,1,0,0,0,5,9,5,454,-6,1,0,0,4,57.0,0,0,0,0,0,0,0,0,0,0,3,0,1,2000,131.1,0,1,0,0,12,10,4,57,11,11,5,4,40.2,460,-6,0.8,0,0,0,0,0,1,0,0,0,0,11,0,1,2400,158.2,0,0,0,1,11,3,4,56,6,7,10,11,43.2,466,-4,5.5,0,0,0,1,0,0,0,0,0,0,12,0,1,1800,115.8,1,0,0,0,15,2,4,57,8,9,13,13,38.5,470,+10,1.9,0,0,1,0,0,0,0,0,0,0,12,0,1,1700,108.8,1,0,0,0,15,13,4,54,8,9,12,13,39.8,460,-2,1.8,0,0,0,0,0,1,0,0,0,0,9,0,1,1800,116.0,1,0,0,0,14,11,4,55,8,7,8,8,39.0,462,-4,1.3
シールドヴォルト,5,6.9,0,1,1700,1,0,0,0,6,10,16,430,-8,1,0,0,3,55.0,0,0,0,0,0,0,1,0,0,0,8,0,1,1800,113.4,0,1,0,0,15,12,3,54,3,4,7,9,37.6,438,+2,1.6,0,0,0,0,0,0,1,0,0,0,2,0,1,1800,112.3,0,1,0,0,15,9,3,54,4,5,4,4,37.1,436,-6,0.5,0,0,0,0,0,0,0,0,1,0,4,0,1,1800,112.4,0,0,1,0,13,12,3,54,6,6,6,5,38.0,442,-8,0.7,0,0,0,0,0,0,0,1,0,0,4,0,1,1800,113.3,1,0,0,0,16,6,3,56,7,6,6,6,37.7,450,0,1.9,0,0,0,0,0,1,0,0,0,0,5,0,1,1800,115.6,1,0,0,0,14,12,3,56,7,8,7,5,39.4,450,+4,0.7
ネクストムーブ,4,5.6,0,1,1700,1,0,0,0,6,11,1,518,+6,1,0,0,6,57.0,0,0,0,0,1,0,0,0,0,0,3,0,1,1600,98.2,1,0,0,0,16,7,6,57,6,6,0,0,36.1,512,-2,0.2,0,0,0,0,0,0,1,0,0,0,7,0,1,1800,112.9,0,0,1,0,16,14,6,57,12,12,9,8,37.5,514,+4,0.7,0,0,0,0,0,0,0,0,1,0,5,0,1,1800,114.9,1,0,0,0,16,2,6,57,5,4,4,4,38.9,510,+2,0.9,0,0,0,0,0,0,0,1,0,0,3,0,1,1900,120.4,1,0,0,0,11,7,6,57,8,7,3,2,38.7,508,+2,0.3,0,0,0,0,0,1,0,0,0,0,3,0,1,1800,114.7,1,0,0,0,11,5,6,57,9,8,4,4,37.2,506,0,0.5
