馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
マイタイムオブデイ,11,14.1,1,0,1200,1,0,0,0,1,1,9,446,-4,0,1,0,3,52.0,0,0,0,0,0,0,0,0,0,1,17,1,0,1200,73.5,0,1,0,0,18,1,3,54,18,18,0,0,36.6,450,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アクティーボミノル,1,5.1,1,0,1200,1,0,0,0,1,2,8,438,-6,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,1,11,0,1,1000,61.2,0,1,0,0,14,12,3,56,4,6,0,0,38.0,444,+6,0.7,0,0,0,0,0,0,0,0,1,0,15,0,1,1400,88.8,1,0,0,0,16,4,3,55,4,5,0,0,41.5,438,-2,3.1,0,0,0,0,0,0,0,0,1,0,3,1,0,1200,70.6,1,0,0,0,8,3,3,55,2,2,0,0,35.9,440,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パティシエール,6,34.6,1,0,1200,1,0,0,0,2,3,8,434,-8,0,1,0,3,53.0,0,0,0,0,1,0,0,0,0,0,12,1,0,1800,108.1,1,0,0,0,16,3,3,54,15,14,14,0,35.3,442,+2,1.6,0,0,0,0,0,1,0,0,0,0,9,1,0,1800,114.0,1,0,0,0,14,1,3,54,7,7,7,7,35.6,440,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トーセンワンピース,10,12.6,1,0,1200,1,0,0,0,2,4,8,456,+12,0,1,0,3,54.0,0,0,0,0,0,0,0,0,0,1,7,1,0,1800,110.2,1,0,0,0,16,6,3,54,12,12,14,14,36.6,444,-8,0.7,0,0,0,0,0,1,0,0,0,0,11,1,0,1800,111.0,1,0,0,0,16,8,3,54,9,9,11,11,36.7,452,-2,1.8,0,0,0,0,0,1,0,0,0,0,3,1,0,1200,70.7,1,0,0,0,13,6,3,54,6,6,0,0,35.1,454,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グッドフライデー,9,62.5,1,0,1200,1,0,0,0,3,5,10,418,-4,0,1,0,3,54.0,0,0,0,0,1,0,0,0,0,0,10,1,0,1400,83.4,1,0,0,0,16,9,3,54,14,14,0,0,35.5,422,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グラスベローナ,12,78.1,1,0,1200,1,0,0,0,3,6,10,442,0,0,1,0,3,53.0,0,0,0,0,1,0,0,0,0,0,14,0,1,1600,101.7,0,1,0,0,15,14,3,54,3,2,0,0,39.3,442,-10,1.7,0,0,0,0,0,1,0,0,0,0,13,0,1,1200,75.6,1,0,0,0,16,9,3,54,7,9,0,0,39.8,452,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パープルヌーン,3,5.5,1,0,1200,1,0,0,0,4,7,9,434,-10,1,0,0,3,56.0,0,0,0,0,0,0,0,0,0,1,8,1,0,1200,71.2,0,1,0,0,18,5,3,56,10,9,0,0,36.9,444,+6,0.6,0,0,0,0,0,0,1,0,0,0,9,1,0,1200,70.3,1,0,0,0,18,8,3,55,5,5,0,0,35.5,438,+8,1.0,0,0,1,0,0,0,0,0,0,0,2,1,0,1200,71.1,1,0,0,0,16,8,3,55,4,3,0,0,35.9,430,-4,0.0,0,0,0,1,0,0,0,0,0,0,5,0,1,1200,73.4,0,1,0,0,14,7,3,55,4,4,0,0,37.7,434,+4,1.2,0,0,0,0,0,0,0,0,1,0,5,0,1,1400,87.7,0,1,0,0,12,9,3,54,1,1,0,0,40.4,430,+2,1.0
エンジェルカナ,5,6.0,1,0,1200,1,0,0,0,4,8,10,402,+2,0,1,0,3,54.0,0,0,0,0,1,0,0,0,0,0,7,1,0,1400,82.5,1,0,0,0,16,16,3,54,5,3,0,0,35.5,400,-6,1.0,0,0,0,0,0,1,0,0,0,0,4,1,0,1600,95.1,1,0,0,0,16,2,3,54,12,9,9,0,36.2,406,-2,0.8,0,0,0,0,0,1,0,0,0,0,4,1,0,1200,70.1,1,0,0,0,16,12,3,54,12,11,0,0,35.1,408,+2,0.7,0,0,0,1,0,0,0,0,0,0,9,1,0,1400,84.1,0,0,1,0,17,13,3,54,6,6,0,0,36.6,406,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グッドショット,16,151.3,1,0,1200,1,0,0,0,5,9,11,396,-10,0,0,1,3,53.0,0,0,0,0,0,0,1,0,0,0,14,1,0,1600,101.4,1,0,0,0,16,6,3,56,16,15,15,0,35.6,406,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ツキノサバク,7,12.5,1,0,1200,1,0,0,0,5,10,8,434,-2,0,1,0,3,52.0,0,0,0,0,1,0,0,0,0,0,9,0,1,1600,102.0,1,0,0,0,16,2,3,52,10,10,0,0,39.5,436,-6,2.4,0,0,0,0,0,1,0,0,0,0,5,0,1,1200,73.9,1,0,0,0,16,5,3,54,7,6,0,0,38.1,442,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
