馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
モズダディー,10,8.5,1,0,1600,1,0,0,0,1,1,10,496,-3,1,0,0,4,56.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,90.4,1,0,0,0,10,5,4,57,2,2,2,2,39.3,499,+6,-1.8,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,90.1,0,0,1,0,12,1,4,56,7,7,1,1,38.6,493,+1,-0.5,0,0,0,0,0,0,0,0,1,0,2,1,0,1800,106.9,1,0,0,0,18,17,4,56,2,2,0,0,35.6,492,+2,0.2,0,0,0,0,0,0,0,0,0,1,3,1,0,2000,121.1,0,1,0,0,17,4,4,56,4,4,6,5,36.3,490,+4,0.4,0,0,0,0,0,0,1,0,0,0,8,0,1,1800,117.4,1,0,0,0,16,10,4,56,3,3,7,10,40.8,486,+2,3.0
フラガリア,7,14.0,1,0,1600,1,0,0,0,1,2,3,414,-2,0,1,0,5,55.0,0,0,0,0,0,0,1,0,0,0,3,1,0,1600,94.2,1,0,0,0,16,12,5,55,16,14,13,0,34.0,416,0,0.0,0,0,0,1,0,0,0,0,0,0,10,1,0,1400,83.2,0,1,0,0,18,7,5,55,16,16,0,0,35.6,416,+6,0.8,0,0,0,0,0,0,1,0,0,0,6,1,0,1600,94.2,1,0,0,0,16,2,5,55,6,5,5,0,36.1,410,-8,1.0,0,0,0,0,0,0,1,0,0,0,4,1,0,1600,95.1,0,0,1,0,16,8,5,55,15,16,15,0,35.6,418,-12,0.7,0,0,0,0,0,0,0,0,1,0,13,1,0,1400,81.7,1,0,0,0,17,16,5,55,16,16,0,0,34.3,430,+12,1.2
アングルティール,8,3.7,1,0,1600,1,0,0,0,2,3,3,428,+2,0,1,0,4,54.0,0,0,0,0,0,0,1,0,0,0,2,1,0,1400,81.4,1,0,0,0,18,15,4,54,10,11,0,0,34.0,426,+4,0.0,0,0,0,0,0,0,0,0,1,0,2,1,0,1400,82.6,0,0,1,0,18,14,4,53,10,11,0,0,34.6,422,+2,0.0,0,0,0,0,0,0,0,0,1,0,4,1,0,1400,81.1,0,0,1,0,15,2,4,53,5,5,0,0,35.0,420,+2,0.3,0,0,0,0,0,0,0,0,0,1,4,1,0,1200,67.9,1,0,0,0,18,17,4,52,12,12,0,0,34.1,418,0,0.4,0,0,0,0,0,0,0,0,1,0,1,1,0,1400,83.1,1,0,0,0,17,9,4,54,8,9,0,0,35.5,418,0,-0.1
アサケハーツ,12,171.6,1,0,1600,1,0,0,0,2,4,8,472,+2,1,0,0,5,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1800,114.3,1,0,0,0,8,4,5,57,6,6,6,6,39.4,462,+2,1.6,0,0,0,0,0,0,0,1,0,0,7,0,1,1900,120.8,1,0,0,0,10,2,5,55,5,5,4,4,40.2,460,-4,2.7,0,0,0,0,0,0,0,0,1,0,12,1,0,1800,108.7,1,0,0,0,18,13,5,55,14,17,0,0,35.6,464,+6,1.7,0,0,0,0,0,0,0,0,1,0,9,1,0,1600,94.8,1,0,0,0,18,7,5,55,17,17,0,0,34.8,458,+4,0.9
ミアグア,13,25.0,1,0,1600,1,0,0,0,3,5,12,448,-6,0,1,0,4,54.0,0,0,0,0,0,0,0,1,0,0,8,1,0,1600,95.5,1,0,0,0,13,8,4,53,2,3,0,0,35.1,454,+4,0.8,0,0,0,0,0,0,0,0,0,1,6,1,0,1800,107.0,1,0,0,0,16,11,4,52,6,6,5,4,35.2,450,-4,0.6,0,0,0,0,0,0,0,0,0,1,6,1,0,1800,110.6,0,1,0,0,9,7,4,52,5,5,3,5,38.9,454,+18,2.2,0,0,0,0,0,0,0,1,0,0,1,1,0,1600,96.9,0,1,0,0,16,13,4,54,3,3,0,0,36.0,436,-4,-0.2,0,0,0,0,0,0,0,0,1,0,2,1,0,1800,109.7,1,0,0,0,10,6,4,54,5,7,0,0,33.6,440,0,0.1
ダノンディーヴァ,3,5.4,1,0,1600,1,0,0,0,3,6,34,472,+16,0,1,0,5,55.0,0,0,0,0,1,0,0,0,0,0,3,1,0,1600,94.6,1,0,0,0,10,8,5,55,4,4,0,0,33.0,456,-2,0.2,0,0,0,0,0,0,0,1,0,0,1,1,0,1600,93.8,1,0,0,0,17,9,5,55,8,8,0,0,34.3,458,-2,-0.2,0,0,0,0,0,0,1,0,0,0,4,1,0,1600,95.5,1,0,0,0,16,3,5,55,10,5,5,0,35.2,460,-2,0.3,0,0,0,0,0,0,1,0,0,0,3,1,0,1400,83.3,0,1,0,0,18,6,5,55,3,2,0,0,34.9,462,-12,0.0,0,0,0,0,0,0,1,0,0,0,4,1,0,1600,96.5,0,1,0,0,16,15,5,54,6,7,8,0,34.8,474,+6,0.4
ロードマドリード,6,4.0,1,0,1600,1,0,0,0,4,7,3,462,+4,1,0,0,4,56.0,0,0,0,0,0,0,1,0,0,0,5,1,0,1600,94.6,1,0,0,0,16,16,4,56,5,5,5,0,35.2,458,+14,0.4,0,0,0,0,0,0,0,0,1,0,4,1,0,1600,93.9,1,0,0,0,18,13,4,55,3,1,0,0,34.4,444,-4,0.5,0,0,0,0,0,0,0,0,1,0,1,1,0,1600,94.2,0,0,1,0,18,7,4,56,6,5,0,0,34.1,448,+6,-0.5,0,0,0,0,0,0,0,0,0,1,2,1,0,1800,106.7,1,0,0,0,16,10,4,56,6,6,5,1,35.1,442,-6,0.0,0,0,0,0,0,0,0,0,1,0,4,1,0,1600,94.0,0,1,0,0,18,15,4,56,9,7,0,0,35.3,448,+2,0.2
メイショウラバンド,11,145.6,1,0,1600,1,0,0,0,4,8,9,458,-4,0,1,0,8,55.0,0,0,1,0,0,0,0,0,0,0,9,1,0,1200,68.6,1,0,0,0,16,4,8,55,13,13,0,0,34.0,462,-6,0.5,0,0,0,0,0,0,0,0,0,1,7,1,0,1200,68.2,1,0,0,0,18,12,8,55,11,10,0,0,33.8,468,+8,0.4,0,0,0,0,0,0,0,0,0,1,5,1,0,1200,68.0,1,0,0,0,14,11,8,55,12,12,0,0,33.6,460,-6,0.6,0,0,0,0,0,0,1,0,0,0,12,1,0,1400,82.3,1,0,0,0,18,15,8,55,3,6,0,0,36.3,466,+6,1.1,0,0,0,0,0,0,1,0,0,0,9,1,0,1600,96.2,0,0,1,0,16,4,8,55,9,5,3,0,37.5,460,0,1.8
クリノアパッチ,14,463.7,1,0,1600,1,0,0,0,5,9,13,434,-8,1,0,0,5,57.0,0,0,0,0,0,0,0,1,0,0,15,0,1,1400,86.3,0,1,0,0,16,14,5,54,14,16,0,0,37.8,442,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1400,93.0,1,0,0,0,12,1,5,56,12,12,11,10,39.7,442,+1,1.6,0,0,0,0,0,0,0,0,0,0,10,0,1,1400,93.7,1,0,0,0,12,11,5,56,7,9,11,10,40.4,441,-8,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1400,90.2,1,0,0,0,9,3,5,56,1,1,1,0,39.6,449,+4,-0.5
シュバルツボンバー,1,17.6,1,0,1600,1,0,0,0,5,10,63,532,+28,1,0,0,4,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,1600,93.6,0,1,0,0,18,3,4,55,7,7,0,0,34.5,510,+12,0.6,0,0,0,0,0,0,1,0,0,0,1,1,0,1600,94.2,1,0,0,0,9,6,4,54,4,5,4,0,34.3,498,-4,-0.4,0,0,0,0,0,0,0,0,1,0,5,1,0,1800,109.9,0,1,0,0,10,2,4,54,8,4,0,0,35.0,502,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
