馬名,着順,オッズ,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,人気,芝,芝,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
リッキー,10,107.3,1,0,1800,1,0,0,0,1,1,3,488,-24,1,0,0,4,57.0,1,0,0,0,0,0,0,0,0,0,13,0,1,1700,109.0,1,0,0,0,14,13,4,57,4,7,9,14,40.4,512,-2,3.5,0,0,0,0,0,0,1,0,0,0,10,0,1,1800,114.0,0,1,0,0,15,3,4,57,13,13,12,9,38.0,514,-6,2.2,0,0,0,0,0,0,0,1,0,0,11,0,1,1800,115.1,1,0,0,0,13,12,4,56,4,5,5,7,39.4,520,+4,1.5,0,0,0,0,0,0,0,0,1,0,7,0,1,2000,126.9,1,0,0,0,11,3,4,56,6,6,7,8,39.0,516,+4,0.6,0,0,0,0,0,0,0,0,1,0,12,0,1,1800,112.6,0,0,0,1,14,7,4,54,10,9,10,11,38.7,512,+6,2.0
グレルグリーン,13,3.6,1,0,1800,1,0,0,0,2,2,2,454,+2,1,0,0,3,54.0,1,0,0,0,0,0,0,0,0,0,5,1,0,2000,123.0,0,1,0,0,10,6,3,54,7,7,7,4,36.0,452,+6,0.8,0,0,0,0,1,0,0,0,0,0,4,1,0,2000,119.9,1,0,0,0,9,2,3,56,4,4,4,0,34.0,446,-2,0.6,0,0,0,0,0,1,0,0,0,0,3,1,0,1800,109.2,1,0,0,0,10,7,3,56,10,10,9,9,33.7,448,+6,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,1600,95.2,1,0,0,0,16,15,3,56,11,11,10,0,35.5,442,-4,-0.3,0,0,0,0,1,0,0,0,0,0,4,1,0,1800,106.7,1,0,0,0,16,2,3,56,5,5,6,0,34.7,446,-2,0.2
エピローグ,4,39.7,1,0,1800,1,0,0,0,3,3,2,456,-4,0,1,0,3,51.0,1,0,0,0,0,0,0,0,0,0,8,1,0,1500,90.0,1,0,0,0,14,9,3,52,5,5,5,0,35.3,460,+2,0.8,1,0,0,0,0,0,0,0,0,0,5,1,0,1800,109.4,1,0,0,0,7,7,3,52,1,1,1,1,36.8,458,-8,1.0,0,1,0,0,0,0,0,0,0,0,10,1,0,2000,123.7,1,0,0,0,12,11,3,52,4,4,4,4,38.5,466,+16,1.8,0,0,0,0,0,0,0,1,0,0,4,1,0,2200,136.3,1,0,0,0,8,2,3,54,7,7,4,3,34.8,450,-2,1.2,0,0,0,0,0,1,0,0,0,0,2,1,0,1800,108.4,1,0,0,0,10,4,3,54,1,1,1,1,34.5,452,0,0.1
ギンコイエレジー,9,29.0,1,0,1800,1,0,0,0,3,4,0,470,-8,0,1,0,4,55.0,1,0,0,0,0,0,0,0,0,0,4,1,0,1500,90.6,0,1,0,0,14,11,4,55,7,8,8,0,36.3,478,+2,0.9,1,0,0,0,0,0,0,0,0,0,7,1,0,1500,89.9,1,0,0,0,14,4,4,55,7,5,7,0,35.1,476,+10,0.7,0,0,0,0,0,0,0,1,0,0,10,1,0,1400,81.7,1,0,0,0,13,12,4,55,13,12,0,0,33.3,466,0,0.4,0,0,0,0,0,0,0,1,0,0,7,1,0,1400,81.4,1,0,0,0,12,1,4,55,3,3,0,0,35.7,466,+2,0.7,0,0,0,0,0,0,1,0,0,0,4,1,0,1400,81.8,1,0,0,0,17,13,4,52,15,16,0,0,33.3,464,+16,0.1
ミラーミラー,12,5.8,1,0,1800,1,0,0,0,4,5,7,414,+4,0,1,0,3,49.0,0,1,0,0,0,0,0,0,0,0,1,1,0,2000,122.5,1,0,0,0,12,5,3,54,9,9,5,4,35.9,410,+12,-0.1,0,0,0,0,0,0,0,1,0,0,6,1,0,2000,123.4,1,0,0,0,15,3,3,54,9,9,9,9,36.1,398,-6,1.0,0,0,0,0,0,0,0,0,1,0,2,1,0,2000,124.9,1,0,0,0,12,1,3,54,7,7,7,8,35.5,404,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タンタグローリア,2,6.3,1,0,1800,1,0,0,0,4,6,24,420,+16,0,1,0,5,54.0,0,0,0,0,0,0,1,0,0,0,4,1,0,1600,95.4,1,0,0,0,14,10,5,52,7,6,6,0,34.4,404,+10,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2000,122.5,0,1,0,0,13,8,5,55,4,3,2,2,36.2,394,+6,0.2,1,0,0,0,0,0,0,0,0,0,3,1,0,1800,109.4,1,0,0,0,12,7,5,55,7,8,8,7,35.1,388,-8,0.2,0,1,0,0,0,0,0,0,0,0,8,0,1,1700,106.8,0,0,1,0,13,13,5,55,5,5,5,5,38.5,396,+4,1.0
カリブメーカー,7,211.2,1,0,1800,1,0,0,0,5,7,1,516,0,0,1,0,4,55.0,1,0,0,0,0,0,0,0,0,0,10,1,0,1500,90.6,1,0,0,0,14,3,4,55,13,13,14,0,35.5,516,+6,2.2,1,0,0,0,0,0,0,0,0,0,9,0,1,1700,106.8,1,0,0,0,12,5,4,55,4,5,7,8,38.9,510,0,2.3,0,1,0,0,0,0,0,0,0,0,10,0,1,1700,108.0,1,0,0,0,13,9,4,54,8,7,9,10,39.3,510,0,1.7,0,1,0,0,0,0,0,0,0,0,2,0,1,1700,106.9,0,0,1,0,14,1,4,54,14,14,14,12,39.1,510,-2,0.2,0,0,0,0,0,0,0,0,1,0,4,0,1,1800,115.2,1,0,0,0,9,7,4,55,6,6,6,4,39.2,512,+20,1.4
クリノアリエル,1,4.5,1,0,1800,1,0,0,0,5,8,0,416,+10,0,1,0,4,55.0,1,0,0,0,0,0,0,0,0,0,2,1,0,1500,89.9,0,1,0,0,14,7,4,55,6,6,4,0,36.0,406,+2,0.2,1,0,0,0,0,0,0,0,0,0,4,1,0,1500,89.6,1,0,0,0,14,6,4,55,14,11,12,0,34.4,404,+6,0.4,0,0,0,0,0,0,0,0,1,0,2,1,0,1600,95.5,1,0,0,0,17,14,4,55,9,9,0,0,34.9,398,-18,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1870,124.2,0,1,0,0,12,8,4,54,2,2,2,2,39.2,416,-2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1870,124.9,1,0,0,0,12,1,4,55,3,3,3,2,38.5,418,-1,-0.2
ダイイチターミナル,6,39.1,1,0,1800,1,0,0,0,6,9,2,442,-8,1,0,0,5,57.0,0,0,0,1,0,0,0,0,0,0,10,1,0,1600,94.8,1,0,0,0,15,10,5,57,12,12,0,0,33.9,450,+4,1.2,0,0,0,0,1,0,0,0,0,0,8,1,0,1600,95.0,1,0,0,0,12,11,5,57,6,6,0,0,34.9,446,-8,1.2,0,0,0,0,1,0,0,0,0,0,2,1,0,1600,92.9,1,0,0,0,16,4,5,57,7,8,0,0,34.5,454,0,0.3,0,0,0,1,0,0,0,0,0,0,4,1,0,1800,107.5,1,0,0,0,15,11,5,57,12,11,0,0,33.3,454,-8,0.2,0,0,0,0,0,1,0,0,0,0,11,1,0,1800,108.2,1,0,0,0,15,1,5,53,11,10,12,12,34.7,462,-2,1.0
ラブラブラブ,8,15.7,1,0,1800,1,0,0,0,6,10,2,460,+2,0,1,0,4,55.0,1,0,0,0,0,0,0,0,0,0,5,1,0,1800,109.2,1,0,0,0,14,4,4,55,14,14,13,13,34.8,458,-6,0.6,0,1,0,0,0,0,0,0,0,0,9,1,0,2000,125.0,1,0,0,0,9,2,4,55,2,2,2,2,36.3,464,+4,1.5,0,1,0,0,0,0,0,0,0,0,7,1,0,1800,108.5,1,0,0,0,12,2,4,55,12,12,11,11,35.5,460,+26,0.6,0,0,1,0,0,0,0,0,0,0,16,1,0,2000,122.1,1,0,0,0,16,9,4,53,16,16,16,16,35.4,434,-10,1.6,0,0,0,1,0,0,0,0,0,0,5,1,0,1800,106.6,1,0,0,0,17,12,4,53,10,10,0,0,34.1,444,+12,0.4
