馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
グリトニル,8,47.6,10.9,36.6,1700,1,1,4,432,+12,55.0,11,107.6,16,12,54,9,9,0,34.8,420,-10,1.5,8,111.9,14,14,8,8,38.1,430,+6,1.3,15,95.3,16,3,14,14,34.5,424,0,1.4,10,95.1,7,9,34.7,424,0,1.0,4,120.5,11,34.2,424,+2,0.6
ボナパルト,2,3.9,1.1,2.1,1700,2,2,1,506,+8,55.0,2,106.8,15,5,55,6,6,5,37.5,498,-6,0.3,10,85.4,15,8,7,7,37.6,504,+6,0.9,2,81.7,14,11,7,5,35.2,498,-4,0.1,5,113.3,11,3,38.2,502,-2,0.6,1,113.7,4,38.8,504,0,0.0
メイショウナンプウ,7,51.5,6.4,21.2,1700,2,3,3,480,0,55.0,1,89.5,10,8,57,4,4,3,38.4,480,-2,-0.6,1,92.6,10,2,4,4,39.9,482,-4,-0.4,16,123.2,18,11,2,2,38.0,486,-6,1.7,12,110.3,1,12,40.4,492,+4,3.7,4,114.9,13,39.7,488,-4,1.1
アテンフェスタ,3,8.2,1.4,3.7,1700,3,4,1,500,+2,56.0,3,107.0,15,1,54,1,1,1,40.7,498,-8,0.7,5,112.9,9,4,2,2,38.5,506,+6,0.6,4,113.9,14,13,2,3,39.2,500,+8,0.6,11,73.6,3,9,37.7,492,-4,1.4,8,72.6,10,37.5,496,-2,0.8
クリノセゴビア,6,103.1,11.6,39.0,1700,3,5,1,450,+4,55.0,6,69.4,14,5,55,8,6,0,36.7,446,-10,1.2,8,72.5,15,14,7,8,37.7,456,-4,0.7,11,71.5,16,13,14,13,36.1,460,-2,1.3,13,86.2,5,6,39.0,462,+10,1.8,8,60.0,10,36.6,452,+14,0.9
ダノンプレシャス,5,1.8,1.1,1.1,1700,4,6,1,462,-8,57.0,3,119.7,15,1,57,4,3,4,37.8,470,+6,0.2,3,112.7,11,1,11,10,37.4,464,+6,0.5,4,112.8,16,7,11,11,37.3,458,+2,1.1,13,97.7,15,5,37.2,456,-2,1.8,1,107.2,9,38.1,458,-8,-0.2
ランニングウインド,11,22.6,2.7,8.2,1700,4,7,7,488,-14,55.0,1,90.1,12,3,56,3,3,2,38.7,502,-1,-0.2,1,84.1,10,2,4,3,39.1,503,0,-2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イェドプリオル,1,24.3,3.0,9.3,1700,5,8,11,518,-8,57.0,9,105.7,14,11,56,4,4,4,38.9,526,+4,1.9,7,107.0,16,7,4,3,40.0,522,+6,1.1,4,115.2,15,4,4,4,40.4,516,-4,1.5,3,107.9,8,7,39.6,520,0,0.1,7,113.4,2,39.0,520,-2,1.6
ロードソリスト,4,17.3,2.7,8.2,1700,5,9,3,440,-6,55.0,8,123.5,10,10,55,4,3,0,35.9,446,+2,1.7,5,113.6,12,2,6,5,38.0,444,+2,1.1,13,109.2,16,16,11,9,41.2,442,0,2.5,10,112.9,13,9,38.2,442,-10,1.9,1,112.8,3,38.0,452,-2,-0.3
カラーラ,14,181.0,20.1,68.7,1700,6,10,1,440,0,52.0,11,69.7,14,12,54,6,8,0,37.1,440,-8,1.5,9,78.6,16,10,7,8,36.5,448,+8,1.2,11,79.5,16,7,5,4,38.0,440,0,1.8,1,78.3,10,6,37.0,440,+4,-0.2,2,79.5,5,36.8,436,-12,0.6
ペプチドホープ,13,27.4,4.1,13.0,1700,6,11,20,466,-6,52.0,0,0,0,0,0,0,0,0,0,0,0,0,1,90.7,10,1,1,2,39.7,472,-2,-0.2,7,86.1,16,15,7,8,38.2,474,-4,0.7,2,85.9,2,13,36.4,478,+2,0.4,5,86.2,7,37.2,476,-2,0.6
グロースアルティヒ,12,187.1,15.7,53.3,1700,7,12,4,486,+12,55.0,9,114.3,12,9,55,11,11,11,38.4,474,-4,1.7,1,105.9,11,9,2,2,40.6,478,+4,-0.7,2,115.4,15,5,1,1,39.6,474,0,0.2,3,99.1,3,6,37.7,474,-6,0.6,6,115.1,11,39.5,480,0,3.1
クレスコブレイブ,9,13.0,2.4,7.3,1700,7,13,3,526,-2,55.0,9,119.0,12,7,55,12,12,12,37.4,528,-2,1.3,6,110.7,11,11,2,2,37.2,530,+10,0.7,9,114.9,15,3,15,15,38.6,520,0,1.5,6,112.1,6,13,37.1,520,-2,1.1,8,113.9,9,37.2,522,+2,1.3
テンエイロータス,15,100.7,14.4,48.8,1700,8,14,11,470,-2,57.0,15,75.1,15,13,57,3,3,0,39.5,472,-10,3.2,16,100.7,16,10,1,2,40.5,482,+6,3.4,8,108.4,15,7,4,4,40.3,476,-2,0.6,15,101.2,6,4,40.2,478,+2,3.1,1,101.1,2,41.3,476,+6,-0.4
モアニレフア,10,265.4,29.1,99.8,1700,8,15,1,456,+6,55.0,10,108.3,15,2,55,9,8,9,40.0,450,+10,1.6,0,0,0,0,0,0,0,0,0,0,6,108.2,13,12,9,9,39.6,440,0,3.6,5,115.7,1,5,38.8,440,-2,0.6,13,114.9,1,39.9,442,-4,3.8
