馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
トウショウギフト,14,73.1,7.7,14.0,1800,1,1,1,552,+6,50.0,8,133.5,13,10,57,10,10,9,36.6,546,-2,1.4,13,133.4,15,4,14,14,37.6,548,0,2.5,8,131.7,13,4,9,10,37.8,548,+14,1.5,10,113.3,15,14,38.5,534,0,1.5,12,106.0,4,37.7,534,+2,1.5
モンテネオ,4,75.4,8.6,15.6,1800,1,2,4,492,0,53.0,8,98.0,14,1,57,8,8,0,36.6,492,-4,0.6,14,72.1,16,4,7,9,37.8,496,+10,1.3,9,84.7,13,8,6,6,37.0,486,+12,0.5,12,85.1,8,8,37.0,474,-6,1.4,10,71.4,11,36.2,480,0,0.8
デビルズハーツ,11,26.8,3.3,5.8,1800,2,3,1,500,0,54.0,5,133.2,13,13,57,10,10,11,36.4,500,+4,1.1,4,113.7,16,10,13,13,38.6,496,+8,0.6,14,133.5,15,1,14,14,37.4,488,+2,2.6,5,131.1,11,13,37.6,486,-2,0.1,8,113.9,15,37.5,488,+2,1.8
マッシヴランナー,7,6.6,1.9,3.1,1800,2,4,1,516,-8,54.0,1,111.7,15,7,57,4,4,5,37.5,524,0,-0.1,3,110.0,15,8,2,2,36.9,524,0,0.1,6,121.9,16,12,1,1,39.8,524,+4,0.9,1,113.3,4,1,36.8,520,+4,0.0,2,111.9,2,38.0,516,0,0.2
カフェリュウジン,6,91.2,16.3,30.0,1800,3,5,6,546,+6,54.0,13,96.1,14,4,57,2,3,0,37.2,540,+6,1.5,14,96.9,15,14,3,3,35.8,534,+14,1.5,13,82.1,18,2,2,2,35.5,520,-6,1.2,8,94.1,9,3,35.5,526,-6,1.4,8,94.3,14,34.5,532,+6,0.5
メガオパールカフェ,2,119.7,15.8,29.1,1800,3,6,2,542,-8,53.0,15,85.3,16,5,54,14,14,0,36.7,550,-2,1.6,7,98.0,14,8,8,7,36.7,552,-2,0.6,7,83.4,16,2,10,10,36.2,554,+8,0.8,9,97.4,9,11,36.0,546,0,1.0,9,83.8,3,35.9,546,+2,0.7
スリーアロー,10,17.0,3.2,5.5,1800,4,7,1,486,-4,53.0,1,104.8,16,14,55,1,1,1,37.1,490,-12,-0.3,13,111.4,14,3,1,1,37.7,502,+6,1.0,4,113.3,12,5,2,2,35.7,496,-2,0.6,2,104.8,8,2,36.7,498,-4,0.5,2,104.8,9,36.7,502,+4,0.2
アースコネクター,12,13.3,3.1,5.3,1800,4,8,5,524,+4,54.0,11,114.2,16,9,54,1,1,1,40.6,520,+12,1.1,7,112.5,16,11,1,1,39.4,508,+2,0.7,1,112.4,16,10,1,1,38.5,506,0,-0.3,7,113.0,15,1,38.9,506,+4,1.0,15,114.3,5,41.6,502,0,2.6
スノーモンキー,8,19.1,2.6,4.5,1800,5,9,5,466,0,56.0,5,113.7,16,14,56,8,8,7,39.3,466,0,0.6,8,112.6,16,8,6,5,38.6,466,+4,0.8,3,110.9,15,15,2,2,37.1,462,+6,0.5,5,110.2,11,9,36.8,456,+8,0.4,0,0,0,0,0,0,0
ロジメジャー,16,94.2,13.2,24.2,1800,5,10,11,510,+2,52.0,10,108.2,16,10,52,11,12,13,36.1,508,+2,0.8,12,109.3,12,7,2,2,37.1,506,+4,2.3,12,120.8,14,7,1,1,36.3,502,+4,0.9,14,123.7,2,2,39.4,498,+8,3.3,10,121.2,5,35.3,490,-12,2.1
