馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
エイシンクリオネ,14,125.1,32.7,53.4,1800,1,1,4,478,+2,54.0,14,123.9,18,17,54,5,5,5,37.3,476,0,3.0,8,87.4,16,16,8,8,39.0,476,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ギエナー,1,3.8,1.4,1.9,1800,1,2,2,530,-2,50.0,2,121.6,18,4,50,5,5,5,35.6,532,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エイシンクリッパー,4,28.3,6.6,10.5,1800,2,3,19,448,+14,53.0,5,87.2,16,2,54,12,11,0,38.7,434,-8,0.4,3,86.7,16,6,7,7,38.3,442,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カルトデュモンド,5,38.4,5.0,7.9,1800,2,4,1,436,+8,56.0,5,107.6,16,10,56,10,11,10,35.5,428,-2,0.4,15,162.5,18,8,4,4,36.7,430,-4,2.5,8,110.3,15,8,7,7,36.8,434,-16,1.3,8,117.1,8,15,38.2,450,0,2.2,0,0,0,0,0,0,0
アスターアゲイン,12,271.0,57.4,93.7,1800,3,5,2,492,+6,56.0,13,117.9,16,5,56,10,10,14,39.9,486,0,3.3,13,123.3,18,2,7,8,37.0,486,-10,2.4,9,110.4,15,1,4,4,37.1,496,-6,1.4,5,110.3,2,6,35.5,502,-6,0.4,6,117.4,1,40.8,508,0,2.9
マイティドリーム,6,50.0,6.8,10.8,1800,3,6,2,486,0,56.0,10,123.2,18,10,56,16,16,16,36.1,486,0,1.7,7,73.9,16,15,10,10,37.6,486,-10,1.1,7,74.7,16,14,5,3,39.0,496,+12,1.5,3,86.4,4,1,39.3,484,+4,0.3,3,86.0,10,38.5,480,-10,0.4
コンゴウトシオー,3,13.2,2.7,4.1,1800,4,7,6,464,-2,56.0,9,97.7,18,5,56,3,3,0,34.9,466,+6,0.8,3,94.0,18,4,6,4,36.0,460,+8,0.6,4,95.7,16,3,6,5,33.7,452,+6,0.6,14,137.9,11,5,38.3,446,-6,2.7,3,140.2,14,37.6,452,+2,0.0
エイシンフレイヤ,8,19.2,3.5,5.5,1800,4,8,1,442,-4,53.0,2,107.4,16,2,53,6,7,7,35.5,446,+4,0.2,8,121.7,18,6,12,12,35.3,442,+10,0.8,9,87.2,16,13,12,12,37.2,432,-4,1.5,9,96.3,8,11,34.9,436,+2,1.4,10,136.7,15,37.1,434,0,1.5
トーホウシーマ,9,10.6,2.9,4.4,1800,5,9,6,484,-2,56.0,8,97.5,18,4,56,8,10,0,34.3,486,+2,0.6,4,94.5,18,15,12,9,35.7,484,+2,1.1,3,95.2,17,12,13,11,33.8,482,+2,0.3,4,96.8,15,5,35.0,480,-2,0.7,5,96.1,13,36.4,482,+12,0.7
キタサンボルト,15,122.7,16.1,26.1,1800,5,10,4,484,0,56.0,14,117.6,16,11,56,5,5,5,41.3,484,+2,3.9,8,74.1,16,1,9,10,38.2,482,-6,1.6,6,74.1,15,15,8,6,38.5,488,0,1.4,3,73.3,5,2,37.7,488,+4,1.2,4,87.2,16,38.6,484,-8,1.7
トルネードアレイ,2,4.4,1.5,2.2,1800,6,11,3,442,0,56.0,2,94.9,16,3,56,11,11,14,34.0,442,0,0.3,4,95.5,16,16,7,7,34.9,442,+6,0.4,7,108.5,18,5,5,5,35.4,436,-14,0.6,7,126.9,5,3,39.1,450,+6,3.0,2,109.0,13,34.9,444,0,0.2
アルテーロ,7,7.7,1.7,2.6,1800,6,12,1,446,0,54.0,4,107.4,16,11,54,3,3,3,35.9,446,-2,0.2,3,95.2,16,4,7,7,34.6,448,+2,0.1,5,95.4,18,5,12,12,34.3,446,+6,0.7,4,95.5,5,12,35.1,440,+8,0.2,9,109.9,5,37.2,432,0,1.9
キンショースピード,13,108.0,25.1,41.0,1800,7,13,4,408,-12,53.0,13,81.7,17,17,53,14,14,0,34.9,420,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コペルニクス,11,3.4,1.3,1.8,1800,7,14,3,436,+4,56.0,2,121.7,18,8,56,3,3,3,34.5,432,-4,0.1,3,106.9,18,4,3,4,34.2,436,0,0.2,4,109.2,17,12,10,8,34.6,436,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オースミベリル,10,136.1,19.0,30.9,1800,8,15,3,494,+4,56.0,7,95.4,16,16,56,8,3,3,35.2,490,-2,0.8,9,73.1,16,14,6,7,36.8,492,+4,1.4,12,109.3,18,12,5,7,36.3,488,-4,1.3,6,83.9,10,16,35.0,492,0,0.8,0,0,0,0,0,0,0
ソルエユニーク,16,258.3,43.3,70.7,1800,8,16,4,378,-12,51.0,16,100.8,16,10,52,16,16,15,37.1,390,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
