馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ラペルトワ,3,124.8,15.5,24.2,2000,1,1,0,516,0,55.0,9,122.1,11,6,54,7,7,7,35.6,516,-2,0.9,11,120.9,16,1,14,12,36.3,518,+12,1.0,9,121.8,15,15,7,8,35.8,506,-3,0.9,6,118.3,8,11,41.1,509,+1,2.0,10,123.2,11,37.3,508,+2,0.9
シンゼンドリーム,5,3.0,1.3,1.7,2000,2,2,1,468,-4,57.0,3,120.4,10,3,56,2,2,2,35.8,472,-4,0.0,5,134.7,17,10,3,2,35.8,476,-2,0.4,3,132.4,18,4,5,6,34.7,478,+4,0.2,6,120.9,5,9,34.5,474,0,1.2,15,119.3,7,34.9,474,+6,1.4
グラブザフラッグ,8,9.0,2.0,2.9,2000,3,3,10,488,-2,57.0,7,121.7,15,7,57,10,11,10,35.5,490,+4,0.8,11,118.8,17,17,9,9,35.1,486,+8,0.9,8,107.4,16,12,3,3,34.7,478,-4,0.4,2,122.1,7,7,37.9,482,-14,0.0,4,121.9,8,34.9,496,+8,0.8
レッドアルティスタ,1,5.2,1.5,2.1,2000,4,4,2,454,-2,57.0,4,108.4,16,14,57,7,8,6,35.1,456,0,0.5,7,122.4,18,3,6,7,34.6,456,+8,0.6,5,110.0,15,5,8,8,35.9,448,-16,0.5,11,107.8,3,13,33.9,464,0,0.7,7,108.8,5,33.5,464,-6,0.8
デージーホイデン,12,174.9,26.7,41.8,2000,4,5,0,460,-4,55.0,8,123.0,12,3,54,4,5,11,37.4,464,+1,2.3,1,88.8,10,8,3,3,37.6,463,-3,-0.9,5,50.9,8,8,3,0,37.4,466,-7,1.3,2,90.2,4,3,40.0,473,+6,0.5,1,90.8,2,39.8,467,+1,-0.6
コパノハミルトン,10,140.9,18.1,28.4,2000,5,6,1,494,-2,57.0,8,121.3,10,1,57,8,8,8,36.0,496,-4,0.9,9,109.2,16,9,11,11,35.5,500,0,1.3,12,124.0,15,6,5,5,35.5,500,-2,1.5,8,116.1,13,2,40.2,502,+2,0.8,9,116.3,1,39.6,500,+4,1.3
ヘイムダル,11,14.3,3.2,4.8,2000,5,7,0,496,+2,57.0,2,121.3,11,5,54,1,1,1,35.4,494,-4,0.1,14,163.4,15,4,1,1,40.7,498,-4,4.1,5,123.0,12,4,1,1,37.3,502,+4,1.3,17,134.5,17,1,38.7,498,+2,2.3,12,147.0,1,35.8,496,+4,1.3
トゥルーハート,4,11.2,2.5,3.6,2000,6,8,22,464,+12,57.0,13,148.0,15,9,56,14,14,13,35.9,452,-6,2.3,6,162.8,16,6,11,11,35.9,458,+6,0.7,1,135.9,16,6,15,14,35.5,452,+2,-0.1,7,121.7,11,9,35.4,450,-10,1.1,3,134.4,11,35.6,460,0,0.3
ダブルフラワー,2,14.7,2.6,3.8,2000,6,9,0,484,-2,55.0,3,121.6,12,7,55,8,7,1,37.3,486,+6,0.9,7,120.4,16,8,12,12,36.3,480,-4,0.5,6,122.8,16,10,8,7,37.1,484,-6,0.5,5,122.3,13,3,36.7,490,0,0.3,2,122.5,6,36.4,490,+8,0.1
ユウチェンジ,6,3.3,1.5,2.0,2000,7,10,2,500,0,57.0,2,108.2,16,12,56,9,12,14,34.4,500,-2,0.3,5,96.4,15,1,3,4,35.5,502,-2,0.4,9,110.4,15,7,5,5,35.6,504,+2,0.5,8,122.4,1,6,34.5,502,+16,0.6,11,134.8,5,36.1,486,0,2.2
マイネルリード,13,60.3,10.4,16.2,2000,7,11,3,504,-4,57.0,14,108.8,16,15,57,10,10,11,35.0,508,0,1.5,10,124.3,18,16,3,3,35.9,508,0,0.7,11,134.0,16,7,2,2,37.4,508,+10,1.9,8,147.5,12,8,34.6,498,-4,0.7,5,134.9,9,34.9,502,+12,1.2
メイショウミソラ,7,23.3,3.7,5.7,2000,8,12,1,460,-2,55.0,8,108.7,15,2,55,6,5,4,36.0,462,-12,0.7,13,114.8,16,2,1,1,40.6,474,+12,1.3,7,121.2,18,15,7,7,36.0,462,+7,0.3,1,91.1,4,4,39.8,455,-2,-0.4,5,90.0,6,40.0,457,+9,1.1
シュンクルーズ,9,58.6,5.6,8.6,2000,8,13,0,468,-2,57.0,8,121.9,11,1,57,11,11,10,35.0,470,-2,0.7,8,121.8,15,14,6,6,35.4,472,+6,0.4,7,123.0,18,12,15,15,35.6,466,+2,0.8,11,135.4,12,5,36.4,464,+2,1.1,11,122.7,5,34.6,462,+6,0.9
