馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ネオヴェッキオ,16,223.8,33.5,49.2,1400,1,1,16,448,-16,51.0,0,0,0,0,0,0,0,0,0,0,0,0,13,87.7,16,5,13,13,38.6,464,+4,3.2,17,99.8,18,7,1,1,38.2,460,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ナリタトップスター,10,12.3,2.8,4.0,1400,1,2,19,394,-6,54.0,7,98.0,18,8,54,14,13,0,35.6,400,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マコトステッラミラ,11,192.9,36.3,53.4,1400,2,3,8,398,-4,54.0,13,83.8,16,14,54,16,16,0,35.8,402,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タガノアヌビス,5,9.7,2.0,2.7,1400,2,4,1,476,-2,53.0,4,82.1,18,2,56,7,7,0,34.1,478,+2,0.4,7,71.0,18,10,3,3,36.3,476,0,0.8,2,69.8,18,1,6,4,35.1,476,-2,0.2,6,72.3,8,8,36.5,478,0,0.8,9,75.7,8,39.1,478,-2,1.4
ナオアンドユリ,3,17.3,3.3,4.6,1400,3,5,8,466,+6,54.0,8,83.0,16,13,54,6,6,0,35.9,460,-4,1.5,2,96.7,16,1,13,12,35.2,464,0,0.8,4,83.7,18,5,11,12,36.0,464,0,0.4,4,71.3,9,9,34.6,464,0,1.1,0,0,0,0,0,0,0
ルリオン,17,145.6,26.9,39.5,1400,3,6,14,432,-2,54.0,8,118.2,14,5,54,4,5,5,40.6,434,+4,1.9,10,114.2,10,10,4,5,37.5,430,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロイヤルテーラー,15,167.4,31.6,46.5,1400,4,7,0,430,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ホープフルスター,2,3.4,1.6,2.0,1400,4,8,1,492,-2,56.0,3,81.9,18,15,56,2,2,0,34.4,494,-10,0.2,7,82.9,16,9,3,3,36.1,504,+12,1.4,10,110.2,13,5,3,3,36.2,492,-2,1.2,3,96.0,11,10,34.2,494,-4,0.3,6,82.5,18,35.7,498,+6,0.6
マイネルソノリティ,7,58.3,10.4,15.1,1400,5,9,7,452,+6,56.0,10,98.3,16,6,56,9,8,0,34.6,446,+2,1.0,7,98.5,16,14,8,7,35.6,444,0,0.8,12,100.0,17,11,4,4,38.0,444,0,1.3,4,83.5,18,7,35.6,444,0,0.5,0,0,0,0,0,0,0
ワタガシ,18,239.5,48.9,71.9,1400,5,10,10,428,-4,54.0,7,117.4,11,11,54,8,9,8,40.1,432,-2,3.1,11,124.6,15,9,6,6,35.9,434,+2,1.6,8,97.4,16,2,12,11,35.2,432,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キラービューティ,1,9.0,2.4,3.2,1400,6,11,9,448,+8,54.0,6,70.2,18,12,54,11,10,0,35.4,440,-4,0.8,6,96.2,16,7,4,6,36.1,444,0,0.6,5,109.8,13,10,6,6,35.7,444,+6,0.8,2,95.0,6,8,35.3,438,0,0.1,0,0,0,0,0,0,0
テイエムイキオイ,8,4.4,1.7,2.2,1400,6,12,5,432,-12,56.0,6,95.6,17,2,56,5,6,0,34.8,444,-10,0.7,7,83.2,18,7,3,4,36.8,454,+2,0.5,2,96.1,15,10,8,9,36.4,452,-6,0.3,2,83.0,14,10,35.9,458,0,0.0,3,82.3,12,35.4,458,+6,0.4
ファニーフェロー,9,21.0,4.0,5.7,1400,7,13,5,464,+4,54.0,8,96.2,17,16,56,7,8,0,35.3,460,+12,1.3,4,97.9,13,5,2,2,36.4,448,-2,0.5,6,98.7,13,11,9,9,36.1,450,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ステイオンザトップ,6,5.1,1.9,2.6,1400,7,14,4,458,-6,56.0,7,97.7,18,13,56,14,12,0,36.0,464,-2,0.5,5,123.9,12,2,11,12,34.3,466,-2,0.5,3,109.0,17,9,14,8,34.3,468,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シゲルブルドッグ,12,104.1,16.6,24.3,1400,7,15,27,470,+18,56.0,0,0,0,0,0,0,0,0,0,0,0,0,5,85.0,18,2,3,3,36.9,452,+2,0.8,4,82.5,11,3,6,6,35.2,450,-4,0.9,13,98.5,13,3,36.7,454,+4,1.6,6,70.6,3,36.0,450,+4,0.7
サンブリリアント,4,32.9,6.7,9.7,1400,8,16,7,488,+4,51.0,8,71.1,18,1,54,8,6,0,36.0,484,0,0.9,3,69.6,18,15,2,2,35.4,484,-6,0.2,5,69.8,18,14,9,8,35.6,490,+6,0.1,14,100.1,12,11,37.5,484,-4,1.4,12,116.3,12,40.3,488,+2,3.7
メモリーディディ,13,72.3,9.5,13.8,1400,8,17,8,450,+4,54.0,10,88.0,16,16,54,9,8,0,39.2,446,-6,1.9,7,95.8,15,11,7,7,35.8,452,+4,1.0,11,97.5,17,6,10,11,35.3,448,0,1.0,3,83.8,3,13,34.2,448,0,0.8,0,0,0,0,0,0,0
シャブリ,14,21.3,5.5,7.9,1400,8,18,9,424,-14,54.0,12,96.9,16,13,54,4,2,0,35.6,438,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
