馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
イーグルアモン,9,223.9,31.0,51.2,1200,1,1,1,456,-4,55.0,9,69.5,10,7,55,2,2,0,35.1,460,-8,0.9,10,69.1,15,11,4,3,35.2,468,+16,0.7,9,69.6,17,16,4,4,34.7,452,-6,0.9,14,83.0,16,13,34.4,458,-2,0.9,11,70.0,7,34.3,460,-2,0.7
マイネルエスパス,4,25.8,5.3,8.6,1200,2,2,19,516,0,57.0,9,72.2,16,7,57,10,9,0,37.2,516,+4,0.9,3,78.5,16,9,9,8,36.3,512,+2,0.0,2,71.7,16,10,7,4,37.6,510,+2,0.5,1,85.1,8,4,36.4,508,-2,0.0,4,85.2,10,36.6,510,+2,0.5
ライトフェアリー,4,10.7,2.5,3.9,1200,3,3,2,492,0,55.0,3,68.6,15,13,53,6,6,0,34.5,492,+2,0.2,9,81.2,18,17,1,1,35.7,490,-2,0.6,4,54.6,16,15,6,0,32.1,492,+6,0.1,1,68.5,15,2,34.3,486,+2,0.0,5,68.9,11,34.8,484,-8,0.2
シンフォニア,11,29.6,5.2,8.5,1200,4,4,2,488,-8,55.0,9,68.9,15,15,52,14,12,0,33.9,496,-4,0.5,8,68.1,16,3,10,8,33.9,500,+22,0.5,1,70.3,16,8,14,14,34.1,478,-4,0.0,2,69.9,1,14,34.8,482,+6,0.1,7,69.3,2,34.8,476,-4,0.5
イキオイ,8,14.1,2.1,3.2,1200,4,5,1,448,0,57.0,3,68.8,10,3,57,8,6,0,33.9,448,0,0.2,4,68.0,16,8,13,12,33.5,448,-8,0.4,6,69.0,15,2,9,7,33.7,456,-2,0.4,8,69.7,13,12,34.9,458,+4,0.5,10,69.6,5,34.3,454,-4,0.5
パラダイスガーデン,3,31.1,5.0,8.0,1200,5,6,2,482,+4,55.0,5,68.7,15,14,53,12,12,0,33.8,478,-2,0.3,6,69.9,13,5,12,12,34.1,480,0,0.4,5,68.9,15,5,9,7,33.6,480,-2,0.3,2,69.4,4,15,34.4,482,-6,0.2,16,86.9,11,37.5,488,-2,2.0
ミスドバウィ,1,9.3,2.3,3.6,1200,5,7,2,488,+10,55.0,1,68.9,9,4,55,2,2,0,33.7,478,-8,-0.2,4,68.0,13,9,2,2,35.1,486,+8,0.5,3,81.5,11,5,1,1,34.2,478,+4,0.0,1,69.7,2,2,35.6,474,+6,0.0,7,109.1,4,36.1,468,-10,1.2
ワカコマタイヨウ,6,74.2,12.0,19.9,1200,6,8,2,442,+6,52.0,1,69.0,13,13,52,1,1,0,34.7,436,0,0.0,4,81.6,18,5,5,5,34.7,436,-2,0.3,6,72.6,16,14,9,8,38.2,438,0,0.7,16,98.9,5,4,38.9,438,0,4.2,8,84.2,11,34.3,438,-10,0.6
デスティニーソング,2,13.5,2.5,3.9,1200,6,9,2,434,-2,52.0,4,68.6,15,6,51,7,7,0,34.3,436,+4,0.2,5,68.0,16,1,7,5,34.0,432,+4,0.4,5,81.5,16,8,7,5,35.1,428,-4,0.4,1,68.9,16,4,34.8,432,+4,-0.1,2,82.6,7,35.4,428,+4,0.1
エリシェヴァ,10,3.6,1.6,2.2,1200,7,10,3,500,+12,55.0,1,67.5,13,6,55,1,1,0,34.8,488,+16,-0.1,4,69.0,10,6,2,1,34.9,472,-6,0.3,11,68.7,18,9,2,2,35.0,478,+2,0.9,3,69.0,6,4,34.8,476,-2,0.3,6,68.2,1,34.7,478,0,0.7
レーヴムーン,7,2.9,1.2,1.5,1200,7,11,1,482,-2,57.0,2,68.7,10,9,57,4,1,0,34.1,484,+10,0.1,2,67.8,16,9,7,8,33.8,474,0,0.2,5,68.7,14,11,7,7,34.0,474,+4,0.4,2,69.0,3,7,34.5,470,-10,0.1,7,80.2,17,34.7,480,+6,0.6
キャンディバローズ,12,5.8,1.7,2.5,1200,8,12,1,416,-6,55.0,5,69.0,10,1,55,4,6,0,34.4,422,+6,0.4,3,67.8,16,2,4,3,34.1,416,0,0.2,12,69.6,12,10,2,2,36.3,416,+14,1.1,13,83.5,9,13,34.4,402,-10,1.4,16,82.6,17,37.3,412,+12,2.2
トロピカルガーデン,13,181.1,21.9,36.3,1200,8,13,1,482,0,55.0,8,69.4,10,10,55,1,2,0,35.1,482,+2,0.8,13,69.1,15,12,7,10,34.7,480,-12,0.7,9,69.7,14,6,10,10,34.2,492,+6,0.7,11,110.2,7,2,36.6,486,0,1.3,13,95.0,16,36.8,486,+2,1.0
