馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
グランティエラ,12,105.4,15.5,33.5,1800,1,1,0,496,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ペイシャリル,6,29.4,4.9,10.2,1800,1,2,2,472,+2,54.0,8,108.7,15,10,54,7,10,9,38.8,470,+6,1.7,9,138.1,16,7,1,1,39.1,464,-4,2.1,2,117.8,16,11,1,1,39.8,468,+6,0.3,8,119.3,10,7,40.5,462,0,1.5,14,90.2,10,41.9,462,+14,4.8
ポッドダンテ,14,203.9,26.7,57.8,1800,2,3,9,474,-4,56.0,16,123.0,16,7,56,12,13,14,43.2,478,+10,5.5,12,125.1,15,3,2,3,39.2,468,-6,2.2,4,126.4,16,2,1,1,34.8,474,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グッドフェローズ,3,7.4,1.6,2.9,1800,2,4,2,502,-4,56.0,4,116.9,16,12,56,3,3,2,39.9,506,-2,0.9,7,138.3,16,10,3,6,42.3,508,+2,3.0,9,119.3,16,8,7,8,41.2,506,+6,1.5,3,87.6,16,13,37.0,500,0,0.5,0,0,0,0,0,0,0
ザイマカ,9,70.0,9.4,20.2,1800,3,5,4,478,-2,56.0,9,137.2,16,9,56,11,9,4,38.6,480,-2,1.2,12,121.8,16,5,15,15,41.2,482,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ポップアップスター,2,1.8,1.1,1.2,1800,3,6,2,534,+2,56.0,2,116.5,16,5,56,14,13,10,38.9,532,-10,0.5,9,101.7,14,14,11,9,40.1,542,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オールドフレイム,15,19.3,3.7,7.5,1800,4,7,0,490,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クインズチラゴー,10,40.8,5.4,11.4,1800,5,9,1,476,-4,56.0,4,119.1,16,11,56,12,12,8,41.8,480,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マースチェル,5,50.1,5.5,11.6,1800,5,10,2,424,0,54.0,6,117.9,16,5,54,4,4,3,40.9,424,+2,1.6,5,117.4,16,1,7,7,40.8,422,-2,1.5,3,118.3,16,7,8,9,40.5,424,0,0.5,4,119.1,13,11,41.7,424,+4,2.1,5,119.2,11,42.3,420,+2,2.5
パルマノーヴァ,13,27.8,4.6,9.6,1800,6,11,0,494,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒトノワドリーム,8,6.6,1.3,2.1,1800,6,12,2,434,-2,56.0,4,118.2,16,8,56,10,10,11,40.4,436,0,0.8,7,137.7,16,3,13,11,37.7,436,+4,1.7,5,117.4,16,3,14,14,39.3,432,0,0.5,2,118.4,9,12,38.4,432,0,0.1,3,119.2,4,40.2,432,0,1.1
ペイシャボム,1,38.5,6.3,13.3,1800,7,13,0,470,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
デルマコイシグレ,11,243.2,34.3,74.4,1800,7,14,2,426,-10,51.0,13,76.4,16,8,51,13,13,0,38.1,436,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
キングファースト,7,19.7,4.7,9.7,1800,8,15,1,470,+2,56.0,5,124.2,12,3,56,4,5,5,40.6,468,-8,0.9,7,117.6,16,13,13,13,39.9,476,+6,1.4,10,124.6,12,12,4,3,37.2,470,-10,2.1,13,126.1,17,16,36.5,480,+8,2.4,13,98.4,7,34.0,472,0,1.4
ミカード,4,20.8,3.8,7.7,1800,8,16,17,458,-6,56.0,7,111.6,16,16,55,10,11,9,36.3,464,+6,0.5,8,113.6,13,13,8,3,35.1,458,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
