馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
フェイマスラブ,7,14.2,3.1,4.7,2100,1,1,2,464,0,54.0,9,98.4,16,11,54,13,12,0,36.3,464,+4,0.8,5,99.4,16,1,13,14,37.7,460,0,0.2,8,117.8,15,10,7,8,39.6,460,-8,1.3,10,90.0,15,12,38.1,468,0,2.1,0,0,0,0,0,0,0
リセンティート,11,9.0,2.2,3.2,2100,1,2,22,512,0,56.0,9,116.8,16,14,56,12,12,6,39.6,512,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミスターボースン,15,376.9,34.1,55.3,2100,2,3,7,488,0,53.0,16,90.2,16,16,56,14,15,0,39.2,488,0,4.4,13,119.4,15,12,6,6,41.2,488,0,3.7,6,75.4,13,9,13,13,37.7,488,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アッコルド,10,106.9,14.3,23.0,2100,2,4,2,460,+2,53.0,9,98.5,16,10,53,13,13,0,37.8,458,-12,2.7,10,120.1,16,15,12,13,41.6,470,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クインズベガ,9,46.2,6.0,9.5,2100,3,5,3,552,-6,55.0,8,117.0,15,1,54,13,15,14,39.2,558,-10,2.5,10,121.5,16,12,3,3,42.8,568,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネルエフォート,8,31.3,5.4,8.6,2100,3,6,4,476,+5,56.0,7,97.4,13,7,56,11,11,11,40.5,471,+9,0.8,6,100.7,15,9,4,4,38.5,462,-4,1.0,6,116.2,15,15,11,11,39.2,466,0,2.6,11,138.0,10,10,38.5,466,0,2.0,7,122.4,9,36.5,466,0,0.5
レッドカサブランカ,13,22.9,4.1,6.4,2100,4,7,3,490,-16,54.0,6,135.8,16,6,54,11,13,11,38.1,506,-2,1.2,8,119.0,14,9,14,14,40.7,508,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オメガジェルベーラ,3,3.3,1.4,1.8,2100,4,8,2,484,-2,56.0,5,108.6,18,3,56,4,4,6,34.9,486,0,0.6,2,108.0,15,8,4,4,36.0,486,+2,0.1,15,124.4,16,7,14,15,37.2,484,0,4.0,2,110.3,3,7,34.9,484,0,0.7,0,0,0,0,0,0,0
パガットケーブ,1,6.0,2.0,2.9,2100,5,9,8,512,-2,56.0,9,122.3,16,10,56,16,16,13,35.3,514,-4,1.9,12,152.9,15,12,14,11,34.9,518,-8,1.0,5,124.3,15,8,14,15,35.9,526,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハーモニーメシアン,6,159.4,16.4,26.5,2100,5,10,1,512,-2,53.0,11,137.5,16,10,56,12,13,13,39.3,514,0,1.7,15,150.3,17,1,8,7,36.5,514,-4,2.5,17,111.3,18,13,18,18,36.4,518,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ディアジュジュマン,14,23.3,4.1,6.4,2100,6,11,2,468,-2,56.0,6,99.0,15,15,56,10,8,0,37.4,470,-4,1.2,7,75.3,16,10,10,11,38.5,474,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒスイ,5,10.7,2.2,3.4,2100,6,12,1,486,-8,54.0,13,101.7,16,7,54,5,4,0,39.5,494,0,1.8,2,99.1,16,16,1,1,38.3,494,+6,0.0,4,117.5,13,7,5,5,41.3,488,-4,1.9,2,116.5,5,4,38.9,492,0,0.0,6,118.0,15,39.6,492,+2,0.8
ブラウンヘルシャー,12,237.8,41.8,67.9,2100,7,13,1,488,0,56.0,11,101.8,16,7,56,10,9,0,40.0,488,+16,3.3,0,0,0,0,0,0,0,0,0,0,9,101.5,16,6,14,12,39.5,472,-4,1.8,9,100.4,4,14,38.5,476,+4,1.8,16,98.8,6,35.0,472,0,1.8
サンシロウ,2,18.0,3.0,4.7,2100,7,14,3,492,-4,56.0,6,121.7,18,3,56,11,9,6,35.3,496,-6,1.0,11,109.8,18,1,10,8,34.7,502,-12,0.4,8,112.6,13,3,11,11,37.0,514,-8,0.8,13,122.9,10,16,43.2,522,0,4.5,0,0,0,0,0,0,0
コハク,4,3.4,1.4,1.9,2100,8,15,2,456,+10,56.0,4,97.4,16,13,56,6,6,0,37.4,446,-2,1.6,3,131.3,16,2,9,8,36.7,448,+4,1.0,5,109.1,15,13,3,3,39.8,444,-8,1.4,3,114.5,10,8,37.7,452,+4,0.5,5,116.8,4,38.0,448,-8,1.0
ジュンウトナイ,16,357.9,47.8,77.6,2100,8,16,1,444,+2,54.0,14,109.7,18,1,51,15,14,14,34.8,442,+10,1.3,0,0,0,0,0,0,0,0,0,0,14,113.5,16,6,13,14,35.6,432,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
