馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
メイショウカフウ,6,89.9,12.0,18.7,1200,1,1,3,488,0,56.0,13,72.0,16,12,57,10,11,0,36.6,488,-4,1.2,12,71.7,15,3,9,9,36.8,492,+18,1.3,7,71.8,15,5,10,10,36.4,474,-4,0.7,8,72.2,16,13,36.2,478,-4,0.6,1,72.3,14,36.2,482,+2,0.0
クリノダイスーシー,14,22.5,5.1,7.7,1200,2,2,3,514,+10,57.0,7,83.6,15,1,57,1,1,0,38.6,504,-5,0.8,1,86.7,11,2,1,1,37.4,509,+5,-0.4,8,70.5,16,8,6,8,37.7,504,0,0.4,6,72.8,5,11,36.9,504,+14,1.2,6,71.6,11,36.0,490,-6,0.3
エイシンラナウェー,1,5.3,1.7,2.3,1200,3,3,60,484,-4,57.0,8,71.8,16,6,57,13,12,0,35.7,488,-4,1.1,1,71.2,16,15,2,3,36.2,492,+8,-0.3,2,85.3,16,5,7,5,37.4,484,-4,1.0,3,71.3,3,3,36.6,488,+2,0.1,2,71.4,15,36.4,486,0,0.1
アドマイヤスパーズ,7,18.0,2.6,3.8,1200,3,4,16,494,+2,57.0,6,84.4,16,2,57,3,4,0,37.2,492,+2,0.8,3,71.0,16,2,13,11,36.2,490,-6,0.1,6,83.8,16,8,5,5,37.3,496,-6,0.6,8,85.8,15,2,38.1,502,0,0.8,1,84.5,3,37.1,502,0,0.0
ノボリクリーン,5,3.0,1.3,1.7,1200,4,5,3,482,+6,54.0,3,70.9,16,14,54,2,2,0,36.3,476,-2,0.1,2,70.4,15,6,1,1,36.4,478,+20,0.0,12,70.0,16,3,6,4,36.0,458,-10,1.2,10,69.5,6,5,34.8,468,0,0.7,1,58.9,5,35.2,468,+2,-0.4
テイクウォーニング,10,19.6,4.9,7.5,1200,4,6,1,478,-8,53.0,8,71.9,16,15,55,2,2,0,37.9,486,+8,0.8,16,80.4,16,2,1,1,40.5,478,+2,4.3,1,71.0,16,5,1,1,36.9,476,-6,-0.4,9,69.5,6,1,35.0,482,-2,0.7,15,71.6,11,37.3,484,-2,1.4
ラフィネシチー,11,27.6,5.2,8.0,1200,5,7,6,474,+12,55.0,9,72.2,16,11,55,7,7,0,36.7,462,-8,1.0,9,71.8,16,8,11,11,36.3,470,+12,0.8,5,71.9,15,15,7,6,37.4,458,-4,1.0,7,72.5,4,7,37.0,462,-12,0.6,4,70.8,6,34.8,474,+4,0.2
ナムラボルト,13,68.2,11.1,17.3,1200,5,8,0,482,-2,55.0,14,73.6,16,10,56,2,2,0,38.8,484,-4,1.3,15,87.7,15,13,5,10,41.9,488,+7,4.9,1,88.4,10,2,1,1,38.1,481,-11,-0.9,14,62.0,6,5,38.5,492,+18,2.8,1,60.6,1,37.4,474,0,0.0
カンタベリーマイン,12,127.5,16.5,25.7,1200,6,9,3,462,-4,56.0,14,72.1,15,5,56,13,13,0,37.5,466,+14,1.4,10,71.2,15,10,14,14,35.4,452,+2,0.8,1,69.1,13,6,10,8,36.3,450,-4,-0.1,16,96.9,14,2,36.7,454,0,2.2,13,73.8,14,38.1,454,+2,2.2
ヨウライフク,3,7.5,2.1,3.1,1200,6,10,1,508,-2,57.0,3,71.6,16,7,57,2,2,0,36.6,510,+6,0.4,16,99.4,16,6,1,1,39.4,504,+2,3.1,10,72.0,16,2,6,8,37.1,502,+6,1.0,11,72.4,14,2,37.9,496,-6,1.3,14,72.0,14,36.1,502,+8,1.1
ディープミタカ,8,5.2,1.5,2.1,1200,7,11,3,470,-6,57.0,6,71.1,16,7,57,10,8,0,35.8,476,0,0.3,3,71.6,16,16,10,10,35.8,476,-2,0.4,5,71.9,15,15,13,12,35.7,478,+4,0.5,4,70.7,13,11,35.7,474,+8,0.1,13,84.8,5,38.0,466,+6,1.6
クリノシャンボール,4,60.4,11.8,18.3,1200,7,12,18,498,+6,55.0,15,73.2,16,15,55,2,3,0,39.2,492,-2,2.6,1,58.9,14,10,2,2,35.9,494,-2,-0.3,2,58.6,14,11,2,2,35.9,496,+4,0.1,7,72.1,7,2,37.3,492,+4,1.0,4,71.1,3,36.7,488,+6,0.3
サンライズトーク,2,39.0,6.9,10.5,1200,8,13,1,502,-2,57.0,9,72.0,16,1,57,1,1,0,37.1,504,+6,0.8,4,71.6,16,14,2,2,36.5,498,0,0.4,14,72.4,16,3,3,3,37.9,498,+6,1.4,7,71.9,15,5,36.9,492,-4,1.2,15,86.9,7,39.5,496,+18,2.5
アンクルダイチ,9,6.4,2.0,2.8,1200,8,14,7,510,0,57.0,13,71.8,15,8,57,2,2,0,37.7,510,+4,1.4,16,71.3,16,3,16,16,35.0,506,+12,1.9,3,58.9,12,5,7,6,35.3,494,-6,0.3,1,71.2,4,1,35.5,500,+10,-0.2,9,71.6,2,37.1,490,0,0.7
