馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
アンテレクテュエル,10,20.6,3.8,6.0,1,0,1800,1,0,0,0,1,1,4,516,-2,1,0,0,3,53.0,0,0,0,0,0,1,0,0,0,0,4,1,0,1600,94.9,0,1,0,0,16,11,3,56,7,6,3,0,35.4,518,+12,0.3,0,1,0,0,0,0,0,0,0,0,7,0,1,1700,108.7,0,1,0,0,9,1,3,56,6,6,6,5,41.3,506,-10,2.0,0,1,0,0,0,0,0,0,0,0,6,0,1,1700,106.9,0,0,0,1,13,2,3,56,5,5,6,5,38.2,516,0,0.8,0,0,0,0,0,1,0,0,0,0,8,1,0,2000,124.0,1,0,0,0,18,14,3,56,11,11,12,10,35.3,516,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウメリリー,9,74.6,13.1,21.5,1,0,1800,1,0,0,0,1,2,4,434,-6,0,1,0,3,52.0,0,0,0,0,0,0,0,0,1,0,15,1,0,1800,107.3,1,0,0,0,18,6,3,52,12,11,0,0,34.9,440,0,1.6,0,0,0,0,0,0,0,0,0,1,10,1,0,1800,109.6,1,0,0,0,12,7,3,52,11,11,9,9,37.0,440,0,1.5,0,0,0,0,0,0,0,0,0,1,1,1,0,2000,120.6,1,0,0,0,17,9,3,54,10,10,12,10,35.7,440,+8,-0.5,0,0,0,0,0,0,1,0,0,0,6,1,0,2000,128.8,0,0,0,1,18,18,3,54,13,13,11,10,38.2,432,+4,1.0,0,0,0,0,0,0,0,1,0,0,8,1,0,2000,121.7,1,0,0,0,17,10,3,51,9,9,12,11,35.0,428,-4,0.7
サンセットトウホク,8,28.2,4.3,6.8,1,0,1800,1,0,0,0,2,3,7,470,-2,1,0,0,3,55.0,1,0,0,0,0,0,0,0,0,0,6,1,0,1800,111.9,0,0,1,0,12,9,3,54,9,8,7,8,36.5,472,-8,0.4,1,0,0,0,0,0,0,0,0,0,8,1,0,2000,122.2,1,0,0,0,12,11,3,54,2,2,2,2,36.1,480,+6,0.5,0,0,0,0,1,0,0,0,0,0,15,1,0,1600,96.2,1,0,0,0,16,13,3,54,10,14,0,0,34.6,474,-4,1.9,0,0,0,0,1,0,0,0,0,0,14,0,1,1400,87.8,1,0,0,0,15,3,3,56,15,15,0,0,38.4,478,+2,3.1,0,0,0,0,1,0,0,0,0,0,6,1,0,1600,94.9,1,0,0,0,11,9,3,56,3,2,0,0,34.2,476,-4,0.5
ミッキーカーニバル,17,32.0,5.9,9.5,1,0,1800,1,0,0,0,2,4,4,488,-2,0,1,0,4,52.0,0,0,0,0,0,0,0,0,1,0,11,1,0,1800,107.0,1,0,0,0,18,13,4,55,15,14,0,0,34.3,490,+14,1.3,0,0,0,0,0,0,0,1,0,0,14,1,0,2000,123.0,1,0,0,0,14,8,4,55,5,5,3,3,36.7,476,-2,2.1,0,0,0,1,0,0,0,0,0,0,8,1,0,1800,109.3,1,0,0,0,16,4,4,55,11,11,0,0,33.8,478,+2,0.5,0,0,0,0,0,0,0,0,1,0,11,1,0,1800,109.0,0,1,0,0,13,5,4,55,9,9,0,0,37.4,476,+8,1.3,0,0,0,0,0,0,0,0,0,1,14,1,0,1800,109.0,0,1,0,0,16,12,4,52,5,6,2,2,37.5,468,-10,0.8
イルミナーレ,15,76.9,11.6,19.0,1,0,1800,1,0,0,0,3,5,7,436,-8,0,1,0,3,51.0,1,0,0,0,0,0,0,0,0,0,9,1,0,2000,126.2,0,0,1,0,16,1,3,52,15,15,15,9,37.3,444,+8,0.7,1,0,0,0,0,0,0,0,0,0,2,1,0,2000,122.8,1,0,0,0,16,2,3,52,15,15,15,8,36.4,436,-8,0.1,0,1,0,0,0,0,0,0,0,0,8,1,0,1800,109.9,1,0,0,0,12,7,3,51,11,11,5,2,36.4,444,-2,0.5,0,1,0,0,0,0,0,0,0,0,2,1,0,1800,109.1,1,0,0,0,16,1,3,51,16,15,15,13,35.1,446,+8,0.0,0,1,0,0,0,0,0,0,0,0,10,1,0,1800,111.3,0,1,0,0,15,7,3,51,14,14,15,13,36.8,438,-10,1.1
ブランダルジャン,12,38.9,5.6,8.9,1,0,1800,1,0,0,0,3,6,2,470,-10,0,1,0,4,55.0,0,0,0,0,0,1,0,0,0,0,8,1,0,2000,122.6,0,1,0,0,15,7,4,55,15,14,14,12,34.9,480,+14,0.7,0,0,1,0,0,0,0,0,0,0,12,1,0,2000,122.2,1,0,0,0,16,8,4,55,14,14,10,10,36.5,466,+6,1.2,0,0,0,0,1,0,0,0,0,0,8,1,0,2400,149.1,1,0,0,0,8,4,4,55,8,8,8,8,34.8,460,0,1.1,0,0,0,1,0,0,0,0,0,0,16,1,0,2400,149.7,1,0,0,0,16,12,4,55,2,2,3,8,40.9,460,+2,4.6,0,0,0,1,0,0,0,0,0,0,11,1,0,2400,148.7,0,1,0,0,13,11,4,55,10,9,10,9,37.4,458,+8,2.5
ルネイション,2,5.3,1.8,2.6,1,0,1800,1,0,0,0,4,7,38,448,+14,0,1,0,3,51.0,0,0,0,0,0,1,0,0,0,0,9,1,0,2000,122.0,1,0,0,0,15,6,3,54,11,10,11,10,34.6,434,-12,0.6,0,0,0,0,0,1,0,0,0,0,1,1,0,2000,123.2,1,0,0,0,18,15,3,54,2,2,2,2,35.1,446,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダイチラディウス,13,41.6,10.4,17.0,1,0,1800,1,0,0,0,4,8,2,448,-2,1,0,0,3,52.0,0,0,0,0,0,1,0,0,0,0,12,1,0,1600,94.8,1,0,0,0,16,2,3,53,15,14,15,0,35.1,450,+16,1.5,0,0,0,0,1,0,0,0,0,0,12,1,0,1800,108.3,1,0,0,0,13,6,3,51,11,11,11,0,35.5,434,-4,1.8,0,0,0,0,1,0,0,0,0,0,11,1,0,1800,112.8,1,0,0,0,11,5,3,56,10,9,9,0,35.1,438,-6,2.0,0,0,0,0,0,1,0,0,0,0,5,1,0,1800,109.7,1,0,0,0,9,7,3,56,8,8,8,8,35.2,444,-6,0.8,0,0,0,0,0,1,0,0,0,0,8,1,0,2000,125.9,1,0,0,0,8,1,3,56,7,7,7,7,34.5,450,0,0.6
ドーノデルソーレ,7,21.1,3.0,4.6,1,0,1800,1,0,0,0,5,9,12,454,-6,1,0,0,3,55.0,0,1,0,0,0,0,0,0,0,0,6,1,0,1800,108.7,1,0,0,0,10,5,3,54,9,9,8,8,36.2,460,+2,1.0,0,1,0,0,0,0,0,0,0,0,1,1,0,1800,110.4,0,1,0,0,15,11,3,56,14,13,8,4,35.8,458,0,-0.2,0,1,0,0,0,0,0,0,0,0,11,0,1,1700,109.8,0,1,0,0,13,10,3,56,8,8,9,11,41.1,458,+10,2.2,0,0,0,0,1,0,0,0,0,0,5,1,0,1600,94.6,1,0,0,0,18,14,3,56,12,12,0,0,34.4,448,-10,0.6,0,0,0,0,0,1,0,0,0,0,3,1,0,1800,110.5,1,0,0,0,16,14,3,56,15,15,13,10,35.0,458,+4,0.6
エールデュレーヴ,3,8.3,2.1,3.1,1,0,1800,1,0,0,0,5,10,1,440,+2,0,1,0,3,52.0,0,0,0,0,0,0,0,0,1,0,11,1,0,1800,107.5,0,1,0,0,18,14,3,53,16,17,0,0,35.2,438,+24,0.7,0,0,0,0,0,0,0,0,1,0,6,1,0,1800,108.8,1,0,0,0,9,8,3,54,3,3,0,0,35.1,414,-16,1.2,0,0,0,0,0,0,0,1,0,0,8,1,0,1600,96.8,1,0,0,0,11,7,3,54,6,6,0,0,34.3,430,-4,0.6,0,0,0,0,0,0,0,0,1,0,1,1,0,1600,96.3,1,0,0,0,18,7,3,54,2,2,0,0,34.6,434,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
