馬名,着順,単オッズ,複オッズ小,複オッズ大,当日芝,当日ダ,当日距離,本日良,本日稍,本日重,本日不,枠番,馬番,中週,体重,体重増減,牡,牝,セ,馬齢,斤量,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,札幌,函館,福島,新潟,東京,中山,中京,京都,阪神,小倉,着順,芝,ダ,距離,タイム,良,稍,重,不,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
サウンドデューク,11,10.3,2.2,3.5,1,0,1600,0,0,1,0,1,1,3,482,+2,1,0,0,6,57.0,0,0,0,0,0,0,0,1,0,0,6,1,0,2000,122.3,1,0,0,0,11,3,6,57,8,7,9,10,34.3,480,+4,0.6,0,0,0,0,0,0,0,0,1,0,4,1,0,1800,107.3,1,0,0,0,11,7,6,57,11,11,0,0,34.8,476,+2,0.5,0,0,0,0,0,0,0,1,0,0,6,1,0,1600,95.4,1,0,0,0,14,11,6,57,8,8,0,0,33.7,474,-2,0.6,0,0,0,0,0,0,0,1,0,0,4,1,0,1600,95.6,1,0,0,0,10,3,6,57,8,8,0,0,33.3,476,0,0.2,0,0,0,0,0,0,0,0,1,0,9,1,0,1600,96.7,1,0,0,0,18,14,6,57,9,8,0,0,34.2,476,-2,0.7
マイティースコール,5,99.6,16.8,28.1,1,0,1600,0,0,1,0,2,2,29,480,+16,1,0,0,8,57.0,0,1,0,0,0,0,0,0,0,0,11,1,0,2000,122.8,1,0,0,0,13,6,8,57,2,2,2,2,36.1,464,+2,0.8,0,1,0,0,0,0,0,0,0,0,11,1,0,1800,109.0,1,0,0,0,13,1,8,54,3,3,2,2,36.5,462,-6,1.3,0,0,0,0,0,0,0,1,0,0,5,1,0,2000,119.2,1,0,0,0,13,12,8,57,2,2,2,2,36.1,468,+4,0.7,0,0,0,1,0,0,0,0,0,0,6,1,0,1800,108.0,1,0,0,0,11,2,8,57,1,1,0,0,36.0,464,-4,0.4,0,0,0,0,0,0,0,1,0,0,2,1,0,2200,132.4,1,0,0,0,9,8,8,57,1,1,1,1,36.2,468,-2,0.3
タガノエンブレム,10,17.9,3.5,5.7,1,0,1600,0,0,1,0,3,3,5,482,+8,1,0,0,6,57.0,0,0,0,0,0,0,1,0,0,0,12,1,0,1600,97.4,1,0,0,0,16,6,6,56,12,11,12,0,34.4,474,+10,0.9,0,0,0,0,0,0,0,0,1,0,7,1,0,1600,95.0,1,0,0,0,15,13,6,56,8,7,0,0,34.5,464,0,0.9,1,0,0,0,0,0,0,0,0,0,3,1,0,1800,107.1,1,0,0,0,14,5,6,58,9,9,9,7,34.7,464,-6,0.1,1,0,0,0,0,0,0,0,0,0,2,1,0,1800,106.4,1,0,0,0,12,4,6,56,9,9,8,8,33.3,470,+2,0.0,0,0,0,0,0,0,1,0,0,0,11,1,0,1600,95.0,1,0,0,0,16,2,6,56,8,7,8,0,35.2,468,+4,0.7
オンタケハート,8,4.1,1.4,1.9,1,0,1600,0,0,1,0,4,4,9,486,+2,1,0,0,5,57.0,0,0,0,0,1,0,0,0,0,0,2,1,0,1800,109.3,1,0,0,0,10,7,5,57,7,7,7,0,33.3,484,+2,0.1,0,0,0,1,0,0,0,0,0,0,1,1,0,1600,94.0,1,0,0,0,18,9,5,57,16,16,0,0,32.8,482,0,-0.1,0,0,0,0,0,1,0,0,0,0,5,1,0,1800,109.2,1,0,0,0,15,3,5,57,10,11,11,9,33.9,482,-6,0.2,0,0,0,1,0,0,0,0,0,0,9,1,0,1600,94.7,1,0,0,0,16,7,5,57,14,14,0,0,33.4,488,+2,0.5,0,0,0,1,0,0,0,0,0,0,2,1,0,1600,95.3,1,0,0,0,16,9,5,57,13,11,0,0,33.6,486,+2,0.1
メイクアップ,4,3.3,1.2,1.5,1,0,1600,0,0,1,0,5,5,1,482,+2,1,0,0,5,57.0,0,0,0,0,0,0,0,1,0,0,3,1,0,1600,94.0,1,0,0,0,14,8,5,57,6,5,0,0,34.0,480,+2,0.1,0,0,0,0,0,0,1,0,0,0,3,1,0,1600,96.7,1,0,0,0,16,3,5,57,9,8,8,0,33.9,478,+6,0.2,0,0,0,0,0,0,0,1,0,0,2,1,0,1600,95.0,1,0,0,0,14,7,5,57,6,6,0,0,33.6,472,-2,0.2,0,0,0,0,0,0,0,1,0,0,3,1,0,1600,95.0,0,1,0,0,14,1,5,57,7,7,0,0,35.0,474,+8,0.1,0,0,0,0,0,0,0,1,0,0,3,1,0,1600,95.5,1,0,0,0,10,7,5,55,6,6,0,0,33.4,466,-4,0.1
ハドソンヤード,3,8.6,2.7,4.4,1,0,1600,0,0,1,0,5,6,8,470,+10,1,0,0,5,57.0,0,0,0,0,1,0,0,0,0,0,7,1,0,2000,120.2,1,0,0,0,12,11,5,57,3,3,3,0,35.3,460,+2,0.4,0,0,0,0,1,0,0,0,0,0,12,1,0,1600,95.2,1,0,0,0,14,5,5,57,3,4,0,0,34.4,458,+2,0.9,0,0,0,0,1,0,0,0,0,0,4,1,0,1800,107.7,1,0,0,0,9,1,5,57,8,7,9,0,34.4,456,-6,0.6,0,0,0,0,0,0,0,0,0,1,6,1,0,2000,120.9,1,0,0,0,9,6,5,57,1,1,1,1,36.2,462,+4,0.6,0,0,0,0,0,0,1,0,0,0,3,1,0,2000,121.8,1,0,0,0,14,3,5,57,1,1,1,1,36.0,458,-4,0.1
レーヴデトワール,2,8.2,2.5,4.0,1,0,1600,0,0,1,0,6,7,3,468,+2,0,1,0,5,55.0,0,0,0,0,0,0,0,1,0,0,8,1,0,2000,122.4,1,0,0,0,11,8,5,53,8,10,9,5,34.6,466,0,0.7,0,0,0,0,0,0,0,0,1,0,6,1,0,2000,124.6,1,0,0,0,11,6,5,55,10,9,10,8,34.3,466,+10,0.6,0,0,0,0,0,0,0,0,1,0,4,1,0,1800,107.2,1,0,0,0,17,14,5,55,7,6,0,0,33.7,456,-4,0.5,0,0,0,0,0,0,0,0,0,1,10,1,0,2000,121.4,1,0,0,0,15,4,5,55,11,11,11,10,34.5,460,0,0.8,0,0,0,0,0,0,0,0,0,1,2,1,0,2000,120.3,1,0,0,0,9,7,5,55,4,4,5,4,34.6,460,0,0.0
インストアイベント,7,8.7,2.0,3.1,1,0,1600,0,0,1,0,6,8,5,490,+8,1,0,0,6,57.0,0,0,0,0,0,0,1,0,0,0,1,1,0,1400,81.7,1,0,0,0,18,17,6,54,17,16,0,0,34.2,482,0,0.0,0,0,0,0,0,0,1,0,0,0,3,1,0,1400,82.8,0,1,0,0,18,18,6,57,17,16,0,0,34.7,482,-8,0.6,0,0,0,0,1,0,0,0,0,0,2,1,0,1400,81.9,1,0,0,0,18,2,6,57,13,15,0,0,33.8,490,0,0.3,0,0,0,1,0,0,0,0,0,0,3,1,0,1600,94.6,1,0,0,0,18,2,6,57,11,12,0,0,34.1,490,+2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シュヴァリエ,9,23.6,4.8,8.0,1,0,1600,0,0,1,0,7,9,0,458,0,0,1,0,5,55.0,0,0,0,0,0,0,1,0,0,0,1,1,0,1600,96.6,0,1,0,0,16,14,5,55,8,2,2,0,34.2,458,+8,-0.1,0,0,1,0,0,0,0,0,0,0,13,1,0,1200,69.0,1,0,0,0,16,5,5,55,10,10,0,0,34.6,450,+2,0.5,0,0,0,1,0,0,0,0,0,0,9,1,0,1800,109.8,1,0,0,0,10,6,5,53,3,3,0,0,35.2,448,+8,1.3,0,1,0,0,0,0,0,0,0,0,9,1,0,1200,69.7,1,0,0,0,14,13,5,55,11,12,0,0,34.6,440,-14,1.4,0,0,0,1,0,0,0,0,0,0,9,1,0,1400,82.2,1,0,0,0,16,3,5,55,8,8,0,0,35.3,454,+2,0.8
アルテ,1,9.8,2.3,3.7,1,0,1600,0,0,1,0,7,10,2,472,0,1,0,0,5,57.0,0,0,0,0,0,0,0,1,0,0,8,1,0,1400,81.4,1,0,0,0,16,2,5,57,3,3,0,0,34.6,472,+2,0.3,0,0,0,0,0,0,1,0,0,0,4,1,0,1600,96.7,1,0,0,0,16,5,5,55,1,1,1,0,34.8,470,0,0.2,0,0,0,0,0,0,0,1,0,0,5,1,0,1600,95.2,1,0,0,0,14,1,5,57,7,7,0,0,33.7,470,+2,0.4,1,0,0,0,0,0,0,0,0,0,7,1,0,1800,107.8,1,0,0,0,14,3,5,58,2,2,3,2,36.1,468,-2,0.8,1,0,0,0,0,0,0,0,0,0,1,1,0,1800,110.0,1,0,0,0,14,5,5,57,2,2,3,3,35.3,470,-4,-0.2
