馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
サンライズドバイ,12,112.5,20.3,32.3,2000,1,1,5,478,-16,56.0,8,97.1,16,12,56,13,13,0,35.8,494,+6,1.5,4,83.5,14,9,11,11,35.4,488,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アストリンジャー,1,3.6,1.4,1.9,2000,1,2,1,490,-4,56.0,3,136.4,16,9,56,6,6,7,34.2,494,0,0.2,5,136.7,16,8,13,13,34.9,494,-4,0.3,8,109.0,13,6,7,6,35.5,498,0,0.9,3,123.8,8,13,34.1,498,0,0.2,0,0,0,0,0,0,0
イグアス,4,13.7,3.0,4.5,2000,2,3,1,454,0,56.0,5,136.8,16,2,56,12,12,7,34.5,454,+4,0.6,10,111.2,18,15,15,15,35.3,450,+6,1.7,9,112.3,11,2,9,9,36.1,444,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ディル,16,417.7,69.1,110.5,2000,2,4,5,432,-8,54.0,13,76.3,15,14,54,13,13,0,39.5,440,-10,2.2,15,100.6,16,12,15,4,37.2,450,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモブルーローズ,8,44.3,5.5,8.5,2000,3,5,6,454,0,51.0,10,123.0,16,11,52,5,4,4,36.1,454,+2,0.5,9,95.5,18,11,10,13,35.8,452,-2,0.4,8,96.2,10,9,7,6,35.9,454,+4,0.3,6,97.1,1,6,34.9,450,+4,0.9,13,124.3,13,46.5,446,+14,7.3
セルリアンディンゴ,11,46.4,8.1,12.6,2000,3,6,14,486,-4,56.0,7,96.0,13,3,55,8,6,0,35.6,490,0,0.6,4,96.6,16,6,10,7,37.0,490,-2,1.1,7,75.9,9,4,8,8,38.3,492,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネルコルテーゼ,15,29.8,6.0,9.2,2000,4,7,2,490,-6,56.0,5,126.1,14,10,56,9,7,8,34.5,496,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ニシノカスケード,14,253.6,48.0,76.8,2000,4,8,6,468,-10,55.0,10,120.3,16,13,56,5,5,6,41.5,478,+2,3.2,7,81.8,11,7,8,8,38.7,476,-2,2.8,9,89.4,14,11,11,13,39.2,478,+4,2.5,6,103.3,12,3,40.8,474,0,1.8,0,0,0,0,0,0,0
ルイーザシアター,2,6.8,1.9,2.7,2000,5,9,5,490,-4,56.0,3,136.9,15,6,56,5,5,4,36.3,494,+4,0.0,9,125.7,15,13,11,11,34.5,490,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロードランパート,6,3.3,1.4,1.8,2000,5,10,2,474,-2,56.0,2,125.5,14,8,55,7,7,6,34.2,476,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ビヨンドザリーフ,9,10.4,2.6,3.9,2000,6,11,2,456,-6,54.0,4,125.9,14,9,56,9,10,8,34.4,462,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモバラマン,10,402.6,62.1,99.2,2000,6,12,5,484,+10,56.0,14,119.9,16,3,56,14,11,10,41.6,474,0,3.2,10,121.8,11,9,5,4,43.6,474,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジェントルマン,5,4.7,1.5,2.0,2000,7,13,4,476,+2,56.0,3,109.9,16,1,56,3,3,0,34.5,474,-4,0.4,3,108.7,18,9,2,2,35.7,478,0,0.3,3,124.0,14,3,5,5,35.1,478,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネロサリラ,13,70.7,12.1,19.0,2000,7,14,2,450,+2,54.0,4,112.3,16,5,54,14,15,4,35.8,448,-12,0.6,8,112.6,11,11,3,3,36.7,460,+2,0.5,4,112.1,13,13,8,8,36.6,458,-2,0.4,3,113.1,7,3,34.5,460,0,0.6,0,0,0,0,0,0,0
レオパルドゥス,7,49.1,8.7,13.7,2000,8,15,7,476,-2,56.0,5,124.5,16,14,55,9,8,3,35.8,478,-6,0.5,6,96.7,18,11,11,9,35.1,484,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハンプトンコート,3,48.6,10.3,16.2,2000,8,16,4,426,-8,54.0,15,122.4,15,4,54,4,4,4,45.0,434,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
