馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ラブインザレイン,9,63.8,7.6,31.4,1800,1,1,3,470,-6,52.0,7,73.3,15,7,51,13,12,0,36.7,476,-6,0.4,9,73.8,15,12,10,10,37.4,482,-10,1.4,14,75.6,16,8,13,13,38.4,492,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ドラゴンヴォイス,1,1.3,1.0,1.1,1800,1,2,4,448,0,57.0,3,115.3,15,10,53,8,8,6,38.6,448,-6,0.2,2,114.3,15,4,4,3,38.8,454,-2,0.1,2,115.5,15,8,3,3,37.1,456,+10,0.1,10,84.5,7,14,35.6,446,-4,1.2,10,99.5,2,34.7,450,0,1.0
アトミックハート,16,271.1,31.7,137.6,1800,2,3,3,450,+6,52.0,10,69.9,17,7,51,11,9,0,35.0,444,+6,0.6,15,108.9,18,18,14,14,35.1,438,-6,1.9,12,73.9,16,13,8,12,39.0,444,-4,2.7,9,101.6,10,2,40.4,448,-8,2.6,13,102.9,10,40.7,456,0,4.3
ジレイトソーニ,12,359.3,38.7,168.2,1800,2,4,3,434,+12,55.0,18,125.6,18,18,54,3,4,8,39.6,422,-8,4.3,8,56.4,18,3,4,0,33.6,430,+8,0.8,12,74.8,16,16,7,9,40.0,422,-6,2.6,13,89.1,8,12,39.5,428,-6,2.6,15,125.6,14,36.4,434,0,1.9
ファントムクォーツ,8,44.8,6.7,27.7,1800,3,5,5,480,+6,55.0,16,126.9,16,15,54,5,4,4,41.5,474,-6,5.1,11,123.1,17,13,14,14,36.1,480,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レッドアーガス,6,38.5,3.7,14.4,1800,3,6,4,534,-6,57.0,13,120.4,15,14,56,3,3,3,44.1,540,-2,5.3,5,114.6,15,6,13,12,38.8,542,-10,1.2,14,108.8,18,13,12,12,35.5,552,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
モーリマティーニ,4,42.9,4.6,18.2,1800,4,7,3,476,-1,57.0,2,90.9,12,9,56,3,3,2,40.9,477,+3,0.9,6,73.0,15,2,7,7,37.2,474,0,0.6,12,118.0,14,14,3,3,40.9,474,+6,3.0,5,99.6,6,3,39.3,468,-2,1.5,9,74.1,6,37.8,470,0,1.4
サイレントイーグル,3,12.6,1.9,6.4,1800,4,8,17,500,+2,57.0,0,0,0,0,0,0,0,0,0,0,0,0,8,101.0,11,10,7,7,40.4,498,0,2.9,6,86.8,16,12,15,16,36.9,498,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモゴールデン,10,5.9,1.3,3.0,1800,5,9,6,490,-4,57.0,6,114.7,15,9,56,2,3,3,39.4,494,0,1.3,6,117.1,15,15,1,1,41.1,494,-8,2.5,2,116.4,16,14,1,2,38.9,502,+2,0.2,3,109.4,2,5,35.8,500,+4,0.5,2,87.7,3,37.4,496,0,0.3
リーサムガガ,14,117.0,12.8,54.3,1800,5,10,30,452,+20,55.0,0,0,0,0,0,0,0,0,0,0,0,0,15,76.9,16,1,10,12,40.4,432,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイヨオロ,11,66.1,7.6,31.7,1800,6,11,4,484,-4,55.0,10,75.0,14,5,54,9,9,0,38.8,488,0,1.9,15,75.2,16,12,14,14,37.7,488,-2,2.3,7,74.7,15,5,8,8,38.3,490,-2,1.2,8,72.7,14,10,37.5,492,+6,1.0,13,119.7,10,40.5,486,0,3.7
タケショウデオ,5,41.7,4.7,18.9,1800,6,12,5,464,0,52.0,7,96.4,18,3,51,3,2,0,34.4,464,+20,1.3,11,74.9,16,9,11,11,38.0,444,+10,1.9,7,71.5,16,1,9,9,36.4,434,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダイワセインツ,2,105.0,5.8,23.5,1800,7,13,9,472,+16,54.0,9,116.9,15,14,56,15,15,14,37.0,456,+6,1.5,12,96.8,18,1,16,16,34.4,450,-14,1.8,7,120.7,14,12,13,13,39.4,464,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アトミックデザイン,7,16.1,2.5,9.0,1800,7,14,6,448,-2,55.0,8,108.9,18,4,54,15,13,0,34.6,450,-4,0.9,12,108.4,18,7,18,17,34.4,454,-4,1.4,9,123.3,15,7,7,8,35.9,458,+4,1.6,3,110.5,7,13,35.1,454,-6,0.5,3,108.6,7,34.7,460,0,1.2
ヒューストンシチー,13,190.3,25.0,107.9,1800,8,15,0,512,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒシカツジョージ,15,329.8,39.1,169.9,1800,8,16,8,474,-2,57.0,13,118.5,15,6,56,14,14,12,41.5,476,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
