馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
メイショウヨサク,8,7.7,2.6,3.7,1200,1,1,2,494,+4,55.0,13,102.6,16,6,56,7,10,0,40.7,490,-10,2.3,5,74.6,15,14,6,6,38.5,500,+4,1.0,5,74.3,16,13,5,6,37.9,496,-18,0.4,8,88.6,14,11,38.6,514,0,1.4,13,118.9,3,40.4,514,0,2.8
ボールドグラン,2,3.6,1.5,1.9,1200,2,2,1,442,+4,56.0,6,73.6,15,13,56,2,2,0,40.0,438,-6,0.8,8,69.6,16,7,4,3,36.1,444,-4,0.8,4,70.7,18,10,2,5,36.6,448,0,0.6,2,69.7,12,1,35.6,448,+2,0.0,3,69.8,15,36.2,446,-2,0.4
ファインセンス,9,11.3,2.8,4.0,1200,2,3,6,410,+10,51.0,6,73.4,16,3,54,8,6,0,37.2,400,-6,1.4,9,90.2,16,1,9,8,39.6,406,+2,1.3,2,74.9,16,14,6,5,39.5,404,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ファンドリソフィア,5,4.6,1.7,2.4,1200,3,4,11,472,+8,53.0,6,87.7,9,8,56,6,6,0,38.4,464,-4,1.3,4,73.1,16,5,12,11,37.1,468,0,1.1,6,87.8,16,5,15,13,38.4,468,+32,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイヨオロ,7,22.9,3.4,4.9,1200,3,5,4,490,-2,51.0,8,72.7,15,14,53,10,9,0,37.5,492,+6,1.0,13,119.7,16,10,2,2,40.5,486,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タマモルーキー,3,51.1,6.2,9.3,1200,4,6,2,496,0,56.0,9,95.7,16,15,55,6,6,0,35.2,496,+8,0.9,13,88.9,15,12,12,12,39.5,488,-6,2.3,8,74.7,16,14,11,10,37.8,494,-14,1.4,16,77.0,2,8,39.4,508,+8,2.6,16,71.7,1,36.7,500,-4,2.0
ノボスカイブルー,4,17.1,4.0,5.8,1200,4,7,2,480,+2,53.0,8,89.2,16,7,56,2,3,0,39.7,478,-2,1.8,16,104.1,16,3,1,1,43.1,480,-6,5.4,7,74.5,16,3,11,11,38.4,486,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エメラルドウインド,1,5.7,1.5,2.0,1200,5,8,1,476,-4,53.0,4,81.1,16,16,56,3,2,0,38.6,480,-2,1.8,7,80.9,16,13,2,2,38.5,482,0,1.1,5,61.1,14,7,7,6,36.9,482,-16,1.4,18,83.9,10,18,44.5,498,0,13.8,0,0,0,0,0,0,0
クリノマキバオー,12,260.0,38.7,58.6,1200,5,9,3,464,+2,56.0,13,76.0,14,5,56,8,7,0,39.7,462,-8,2.5,11,71.0,15,15,9,13,36.6,470,-6,1.9,6,95.5,10,1,4,3,43.8,476,0,3.8,14,77.3,4,5,41.4,476,-12,3.5,12,76.5,1,40.9,488,+6,2.6
フォノン,15,60.8,15.4,23.3,1200,6,10,0,478,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シークスピナー,14,18.9,5.8,8.6,1200,6,11,11,426,+3,53.0,9,90.5,9,5,53,6,7,5,40.1,423,-3,2.4,5,71.5,13,5,3,4,35.6,426,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイクハピネス,13,21.7,6.3,9.4,1200,7,12,3,480,+2,54.0,12,88.2,16,15,54,2,2,0,40.3,478,+12,1.9,11,92.8,14,9,2,2,39.6,466,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロイヤルネイチャー,6,13.4,3.5,5.1,1200,7,13,2,416,-4,53.0,4,57.0,16,15,53,4,0,0,34.1,420,-4,0.5,9,76.5,15,11,8,8,39.6,424,0,1.3,6,87.4,15,13,4,4,39.6,424,-4,1.2,12,71.2,12,4,37.2,428,+4,1.5,4,70.5,11,35.0,424,0,0.5
ベルモントディーバ,11,206.7,32.4,49.2,1200,8,14,3,432,0,51.0,10,84.0,13,11,54,6,5,0,40.4,432,-10,3.7,14,111.6,16,11,15,15,40.9,442,-10,3.3,9,90.7,16,7,10,10,39.0,452,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴガツノカゼ,10,21.2,4.7,6.9,1200,8,15,3,452,+6,51.0,11,90.0,15,11,54,6,7,0,39.6,446,0,2.4,6,73.9,16,3,13,10,38.7,446,-2,0.5,13,89.1,16,4,14,14,39.7,448,+2,4.0,11,120.1,5,14,41.3,446,-6,2.7,8,82.1,14,37.5,452,0,2.5
