馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
マイサイドキック,15,129.3,29.4,41.2,2600,1,1,1,528,0,57.0,13,109.5,16,3,57,13,13,11,35.3,528,+12,0.8,0,0,0,0,0,0,0,0,0,0,4,106.8,9,3,2,2,36.0,516,+2,0.4,10,106.8,6,2,35.8,514,0,0.7,11,98.7,8,36.5,514,-2,1.3
サンライズウィル,8,14.0,3.4,4.6,2600,1,2,2,478,-8,57.0,9,160.7,16,2,57,1,1,1,36.9,486,+4,0.8,3,162.0,16,3,3,3,36.1,482,-2,0.6,8,121.1,18,3,17,17,35.5,484,-4,1.1,6,133.2,7,2,36.8,488,+10,1.2,3,121.9,2,35.2,478,-2,0.2
ウォーボネット,9,20.9,5.1,7.1,2600,2,3,1,484,+2,57.0,7,119.9,15,1,57,14,13,11,34.4,482,+12,0.8,5,162.0,14,1,12,12,36.2,470,0,0.6,4,120.9,15,4,14,13,35.0,470,+6,0.9,4,119.3,5,12,34.3,464,-6,0.4,11,135.6,13,35.2,470,+6,0.7
トミケンプライム,5,8.2,2.1,2.8,2600,2,4,2,416,+2,57.0,3,160.1,16,11,57,11,11,11,35.6,414,0,0.2,9,162.6,16,15,16,16,35.8,414,0,1.2,7,162.2,14,2,10,10,36.1,414,-2,0.8,3,162.3,10,10,35.1,416,+2,0.3,4,163.5,10,35.9,414,+12,0.1
スマートファントム,4,116.1,26.5,37.1,2600,3,5,2,520,+2,57.0,15,161.3,16,10,56,13,13,5,37.1,518,+2,1.4,0,0,0,0,0,0,0,0,0,0,8,164.9,14,2,14,14,36.7,516,0,1.5,8,165.1,3,12,37.0,516,0,1.0,11,164.0,4,37.2,516,+4,1.4
マーベラスブレイド,12,77.6,17.3,24.3,2600,3,6,1,458,0,57.0,10,120.4,15,9,57,13,13,14,34.6,458,-4,1.3,8,108.4,14,5,14,14,35.9,462,+8,1.1,17,149.0,17,5,10,9,35.9,454,+2,2.2,12,121.5,4,13,34.4,452,-12,0.8,7,123.2,12,36.1,464,+6,0.9
メイショウベーネ,10,44.5,9.9,13.8,2600,4,7,2,464,+2,55.0,8,160.6,16,1,55,5,5,11,36.1,462,0,0.7,9,164.5,16,14,8,8,35.6,462,+4,0.9,4,162.9,16,5,10,8,35.2,458,0,0.3,9,134.1,3,15,35.6,458,-12,0.6,10,123.0,4,35.2,470,0,0.5
エイシンブイダンス,3,5.9,2.0,2.6,2600,4,8,1,498,+6,57.0,5,163.3,13,9,57,11,11,13,33.8,492,-8,0.1,9,136.5,15,6,11,10,35.0,500,+14,0.9,4,120.8,17,1,7,6,33.4,486,+4,0.1,5,121.6,7,6,34.1,482,-10,0.4,7,120.7,8,34.7,492,+8,0.3
マイネルネオハート,13,62.8,13.7,19.2,2600,5,9,2,474,+8,56.0,13,160.8,16,16,56,8,8,5,36.5,466,+2,0.9,14,163.0,16,13,3,3,36.9,464,+4,1.6,14,150.2,18,12,13,12,36.5,460,+16,3.4,3,147.5,4,3,35.8,444,-4,0.2,2,161.4,10,37.1,448,+6,0.1
オールターゲット,7,5.4,2.1,2.7,2600,5,10,1,464,-2,55.0,4,163.2,13,10,54,5,3,2,34.7,466,+2,0.0,7,164.2,16,16,8,8,35.4,464,+2,0.6,2,161.8,16,14,6,5,35.6,462,+4,0.4,15,95.8,7,7,35.2,458,-6,1.0,6,110.3,8,37.6,464,0,0.7
