馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
シルバートップ,4,3.4,1.4,1.6,1200,1,1,3,428,-6,54.0,3,69.5,16,6,54,4,4,0,35.8,434,-6,0.4,12,70.9,18,2,7,4,36.0,440,+2,0.9,2,69.5,18,4,5,3,36.2,438,+6,0.0,3,69.8,3,8,34.9,432,0,0.1,14,72.6,9,39.6,432,+2,1.8
レモスカ,12,10.6,3.5,5.2,1200,1,2,8,452,-2,54.0,8,75.0,15,10,54,4,4,0,40.0,454,-2,1.0,5,75.4,16,7,2,1,41.0,456,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カシノリミテッド,15,228.0,61.1,97.5,1200,2,3,6,410,-26,53.0,12,64.5,12,6,56,11,12,0,39.7,436,+12,4.1,0,0,0,0,0,0,0,0,0,0,10,72.6,10,9,9,8,36.3,424,0,2.9,10,71.9,5,6,37.1,424,+4,2.3,11,65.5,14,41.0,420,0,5.0
テイエムムテキドン,3,9.3,2.2,3.2,1200,2,4,6,476,-4,53.0,7,69.6,18,14,56,4,3,0,36.2,480,-2,0.9,15,77.0,16,12,4,5,40.6,482,+2,3.8,6,71.5,13,3,1,1,36.0,480,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クリノオーラ,10,550.4,67.0,106.8,1200,3,5,10,408,0,54.0,16,76.2,16,6,54,7,8,0,40.4,408,-8,3.1,15,98.9,16,3,16,14,37.4,416,0,2.0,15,85.0,18,6,15,15,36.1,416,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハギノハートフル,7,11.2,2.6,3.8,1200,3,6,8,422,+2,54.0,15,97.8,16,16,54,13,14,0,36.5,420,-2,1.6,2,84.8,7,7,2,2,34.8,422,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ナンゴクチョウチョ,9,24.3,4.1,6.2,1200,4,7,7,412,-4,54.0,7,70.2,18,1,54,16,15,0,34.4,416,0,0.7,17,97.1,18,7,12,12,36.3,416,+6,1.7,7,71.0,15,4,10,10,34.8,410,+2,1.0,6,70.1,3,7,35.7,408,-12,0.8,3,71.5,3,35.6,420,0,1.0
タイキガラハッド,2,4.4,1.6,2.1,1200,4,8,17,508,-8,54.0,7,87.4,16,11,55,4,4,0,38.9,516,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アルマリンピア,1,7.3,2.2,3.1,1200,5,9,0,462,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウマオ,6,13.1,3.2,4.8,1200,5,10,6,412,-2,51.0,7,61.7,12,1,53,11,10,0,36.9,414,-8,1.3,12,76.4,16,9,10,7,38.8,422,-4,1.6,6,83.3,18,6,5,4,37.4,426,-4,1.4,2,70.4,6,3,35.1,430,0,0.2,0,0,0,0,0,0,0
デリール,16,106.0,16.3,25.8,1200,6,11,17,440,-4,54.0,0,0,0,0,0,0,0,0,0,0,0,0,11,70.8,15,9,15,14,35.6,444,-2,1.4,7,70.5,13,11,10,11,35.5,446,+2,0.8,15,78.2,10,16,40.2,444,0,4.1,0,0,0,0,0,0,0
スプリングフェスタ,13,9.8,3.1,4.7,1200,6,12,0,462,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ドンウイング,8,214.6,28.9,46.1,1200,7,13,15,428,0,54.0,8,75.2,10,8,52,4,4,0,38.6,428,+2,1.9,15,84.5,18,2,10,10,35.8,426,-2,1.8,9,83.8,16,9,7,7,36.6,428,+2,1.5,9,71.4,7,15,35.4,426,-2,1.8,14,97.7,12,37.0,428,+6,1.8
フェブストーリー,14,218.7,24.6,39.2,1200,7,14,27,438,-4,54.0,0,0,0,0,0,0,0,0,0,0,0,0,12,83.9,15,5,11,11,37.1,442,0,2.3,7,71.0,10,3,4,4,36.5,442,0,1.9,6,70.1,8,4,35.9,442,+4,1.4,9,70.4,2,36.1,438,-2,1.6
ラララトゥモロー,11,89.6,16.1,25.6,1200,8,15,7,400,-12,54.0,10,85.5,16,13,54,3,3,0,35.9,412,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラガーフォーラム,5,20.8,3.9,5.9,1200,8,16,7,452,-6,55.0,8,61.9,13,6,55,9,8,0,37.4,458,-2,0.8,7,83.9,14,13,6,5,36.3,460,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
