馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ノアパステル,6,13.9,3.0,4.8,1600,1,1,1,448,-4,54.0,3,83.9,16,6,54,11,12,0,35.9,452,+4,0.3,2,84.0,16,6,10,7,36.3,448,0,0.3,7,101.9,16,4,5,7,39.4,448,0,1.3,3,101.6,2,7,38.4,448,0,0.4,0,0,0,0,0,0,0
ハーツドリーマー,12,222.0,26.8,45.5,1600,1,2,1,416,+6,54.0,11,108.9,17,17,54,10,9,6,35.3,410,-8,1.1,12,110.7,16,14,1,1,35.6,418,+14,1.3,11,111.3,16,2,8,6,36.3,404,-12,1.2,4,96.3,6,9,35.2,416,0,0.2,6,84.9,3,34.4,416,0,0.9
ウォールストリート,13,25.6,5.2,8.6,1600,2,3,8,464,-2,56.0,16,114.0,16,2,56,1,1,2,44.9,466,+4,5.7,10,96.1,16,4,1,1,37.8,462,+4,1.2,4,98.3,16,2,1,1,35.7,458,-2,0.2,5,98.0,12,2,35.0,460,0,0.6,0,0,0,0,0,0,0
ブライティアアネル,16,90.8,13.6,22.9,1600,2,4,6,472,0,54.0,9,116.7,14,7,54,13,13,11,39.6,472,0,1.3,12,119.2,16,7,8,8,39.8,472,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シャドウシューター,8,142.0,33.7,57.3,1600,3,5,5,450,-2,56.0,9,98.3,17,5,56,6,6,0,36.5,452,+4,1.8,9,75.5,16,7,5,6,40.5,448,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コスモラファール,11,465.3,64.6,110.1,1600,3,6,1,438,0,56.0,16,83.3,18,4,56,17,15,0,35.8,438,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エイトプリンス,7,138.2,18.4,31.1,1600,4,7,2,430,-6,56.0,8,95.6,18,5,56,17,15,0,35.1,436,-4,1.1,9,57.5,16,3,15,0,33.7,440,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フロムマンハッタン,3,2.5,1.2,1.4,1600,4,8,2,454,+2,54.0,2,94.7,18,11,54,2,2,0,35.3,452,-6,0.2,4,82.7,17,6,4,3,36.2,458,-4,1.5,2,83.2,15,5,2,2,36.2,462,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ルージュ,2,9.3,2.0,3.1,1600,5,9,2,468,+6,54.0,5,94.9,18,4,54,11,7,0,34.9,462,-2,0.4,6,125.5,18,12,15,9,35.3,464,-8,1.0,7,127.5,14,1,9,9,35.0,472,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サニーヘイロー,1,7.5,1.9,2.9,1600,5,10,2,442,-4,54.0,3,94.7,18,6,54,3,3,0,35.1,446,+6,0.2,6,61.2,14,8,4,6,37.2,440,-8,1.5,9,97.4,16,3,2,2,35.8,448,+10,1.2,6,83.5,2,2,35.1,438,-8,0.3,4,84.1,7,34.0,446,0,0.7
スカイセルヴァ,15,250.7,39.5,67.3,1600,6,11,5,428,-2,54.0,13,113.0,18,16,54,6,6,6,36.6,430,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
クラウディア,10,31.2,4.9,8.1,1600,6,12,2,436,0,54.0,5,88.6,16,12,54,6,4,0,38.9,436,-4,0.9,4,101.3,16,1,8,8,38.6,440,-2,0.7,3,89.7,16,6,5,3,38.1,442,+2,1.0,12,100.2,4,7,38.0,440,0,1.2,5,99.2,5,35.3,440,0,0.7
エアクロニクル,5,4.5,1.6,2.2,1600,7,13,3,446,-4,56.0,9,108.1,18,1,56,13,11,0,34.6,450,-6,1.3,7,109.4,16,1,10,10,34.6,456,-4,0.3,2,95.8,16,6,8,6,34.9,460,-2,0.2,4,83.7,2,12,35.1,462,+2,0.4,3,109.1,13,34.2,460,0,0.4
サマークイーン,17,166.4,27.4,46.6,1600,7,14,27,424,+10,54.0,11,91.2,11,5,53,3,5,0,42.1,414,-18,5.1,10,72.2,14,2,13,13,34.5,432,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ボンジュールリュウ,9,43.5,7.2,11.9,1600,7,15,2,454,0,56.0,5,137.2,15,2,56,11,11,9,40.0,454,-2,1.9,5,100.0,13,10,13,12,36.7,456,0,1.3,8,118.9,16,16,12,12,39.9,456,+2,2.0,13,97.1,12,15,34.4,454,+2,1.5,13,124.4,14,36.4,452,+4,1.8
マドンナスマイル,18,378.5,56.5,96.2,1600,8,16,5,448,0,51.0,16,99.8,17,6,54,7,6,0,37.9,448,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウインドワード,14,165.4,23.1,39.2,1600,8,17,3,410,-6,54.0,5,88.1,16,1,54,8,6,0,39.2,416,+12,1.7,5,59.9,14,5,9,9,36.0,404,-8,0.8,11,98.5,16,13,3,3,35.7,412,-8,1.2,5,90.3,8,2,39.0,420,+4,1.6,4,73.9,11,38.9,416,+10,0.5
ヒカルナガレボシ,4,5.5,1.7,2.5,1600,8,18,1,474,-6,56.0,5,95.3,18,5,56,10,9,0,34.0,480,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
