馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
イルドロール,5,18.6,4.1,5.9,1200,1,1,2,484,+10,55.0,4,71.6,16,16,55,14,11,0,36.4,474,+2,0.1,5,73.1,15,2,15,15,36.8,472,-4,1.2,13,86.5,16,11,9,11,37.7,476,+2,2.1,6,78.7,12,15,35.5,474,-4,0.8,8,73.5,12,39.7,478,-10,2.1
ピースオブキング,16,37.4,6.6,9.8,1200,1,2,7,480,-10,57.0,4,59.7,12,5,57,7,6,0,36.1,490,-12,0.7,3,60.4,11,10,5,5,37.0,502,+12,0.8,2,59.2,11,9,4,4,35.7,490,0,0.0,12,73.3,4,2,39.6,490,-8,2.0,4,59.0,13,36.1,498,+2,0.1
シルクアイリス,15,6.5,2.5,3.5,1200,2,3,15,466,+18,53.0,1,71.6,15,5,54,1,1,0,37.3,448,-2,-0.3,4,84.0,16,12,5,3,36.7,450,+4,0.4,4,69.9,16,6,4,4,35.7,446,-10,0.2,8,90.1,16,2,40.2,456,+2,1.2,3,119.1,12,42.1,454,0,1.0
ニシノブイシェープ,11,4.5,1.7,2.2,1200,2,4,2,516,+10,57.0,2,71.5,14,13,57,2,2,0,37.4,506,+2,0.2,9,72.5,15,3,3,3,37.2,504,+2,1.5,3,72.4,14,3,2,2,37.1,502,-6,1.0,14,72.9,1,4,37.9,508,+2,1.4,12,74.1,5,39.4,506,+4,2.3
ウネントリッヒ,12,27.1,6.2,9.1,1200,3,5,13,454,-4,55.0,10,73.4,14,13,55,2,2,0,39.5,458,-8,2.1,13,86.1,16,3,10,12,38.2,466,+8,2.0,7,71.1,15,8,5,5,37.3,458,-2,0.7,8,72.5,3,11,36.8,460,+6,0.6,7,72.1,15,37.2,454,-2,0.6
リュウシンヒーロー,9,187.1,23.1,34.8,1200,3,6,6,444,+12,52.0,10,69.4,16,14,54,13,14,0,34.7,432,-14,0.8,7,69.0,16,13,11,10,34.5,446,-4,0.6,8,74.7,16,11,9,8,38.4,450,-8,1.3,9,73.3,4,13,37.7,458,-6,1.9,11,89.1,6,38.7,464,-4,2.1
アドバンスペリー,8,114.5,16.6,25.0,1200,4,7,5,472,-10,57.0,7,72.9,15,7,57,14,14,0,36.7,482,-4,1.3,14,118.2,15,6,13,12,38.4,486,+6,3.1,16,115.8,16,9,7,7,39.3,480,0,2.4,11,110.2,10,10,39.3,480,-6,3.1,13,111.0,11,42.0,486,+4,5.0
ケイオークラウン,7,6.9,2.4,3.4,1200,4,8,2,500,+4,55.0,1,71.9,16,10,56,1,1,0,37.6,496,+8,-1.4,5,56.0,18,7,11,0,32.9,488,+2,0.6,4,56.0,18,11,2,0,33.3,486,+2,0.4,6,73.0,10,5,38.4,484,0,1.9,5,72.3,1,38.1,484,+2,0.9
シルクミライ,6,17.5,4.1,6.0,1200,5,9,15,474,+12,55.0,12,85.2,16,11,55,12,11,0,37.3,462,0,1.4,7,79.5,15,12,3,2,37.1,462,-2,0.8,11,87.8,16,2,8,13,37.4,464,-2,1.9,1,72.4,11,7,37.6,466,+6,0.0,2,72.6,7,37.4,460,+8,0.1
シックスシグマ,13,436.1,59.0,89.2,1200,5,10,63,480,-2,54.0,0,0,0,0,0,0,0,0,0,0,0,0,15,168.5,16,16,4,5,42.6,482,+2,7.2,13,101.2,13,11,5,5,39.5,480,0,3.1,13,70.7,8,7,37.9,480,-8,1.5,13,106.3,2,38.8,488,-4,1.7
ガクニホシ,1,3.8,1.4,1.8,1200,6,11,2,494,+6,57.0,3,71.6,14,11,57,7,6,0,37.0,488,0,0.3,10,72.1,15,12,11,12,36.8,488,-8,1.7,2,71.9,16,10,6,6,36.8,496,+10,0.0,4,68.7,10,7,36.7,486,+2,0.5,2,59.3,2,35.4,484,0,0.0
アルセーヌシチー,3,25.0,5.2,7.7,1200,6,12,4,490,+4,57.0,6,72.9,15,4,57,11,11,0,36.7,486,0,1.3,6,72.2,16,13,13,12,36.5,486,0,0.3,3,85.1,16,5,10,9,36.5,486,-2,0.7,2,78.0,7,12,35.8,488,-2,0.1,3,80.1,5,36.7,490,-2,0.5
