馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
ハクバドウジ,1,15.3,3.3,4.4,1400,1,1,6,516,-6,57.0,4,84.9,16,16,57,2,2,0,38.3,522,-2,0.4,5,86.1,16,13,3,3,38.5,524,0,1.2,15,116.7,16,12,3,3,40.7,524,+12,2.9,10,84.8,14,5,38.6,512,-2,0.8,15,107.7,8,39.9,514,-2,3.0
ココカラ,15,56.3,12.6,17.6,1400,1,2,8,502,-12,57.0,12,79.9,16,11,57,1,1,0,38.9,514,+6,2.0,10,72.2,16,9,8,6,37.3,508,+4,0.6,7,72.1,15,4,6,5,37.2,504,+8,0.7,9,79.0,5,6,37.1,496,-2,1.3,13,80.2,10,37.2,498,+12,1.8
シャドウストライプ,6,32.1,6.8,9.3,1400,2,3,8,538,0,57.0,7,98.4,16,13,57,6,5,0,36.9,538,-4,1.1,8,84.9,16,6,16,14,36.2,542,+6,0.8,8,86.9,14,2,10,11,36.1,536,0,1.0,6,80.9,7,9,34.0,536,+2,0.3,10,70.4,9,34.4,534,0,0.8
ショウナンタイリン,16,60.1,13.3,18.5,1400,2,4,9,464,+12,52.0,1,59.8,14,11,55,2,2,0,36.2,452,-2,0.0,3,59.7,14,5,2,2,36.4,454,+8,0.2,3,58.8,14,4,1,1,35.8,446,0,0.0,2,69.2,7,2,38.0,446,-2,0.2,3,59.7,5,36.2,448,0,0.2
スガノメダリスト,2,5.0,1.6,2.0,1400,3,5,8,482,-6,57.0,3,85.5,16,9,57,3,3,0,37.4,488,-2,0.4,3,85.1,11,1,10,8,36.0,490,+8,1.3,2,85.2,15,5,9,8,37.4,482,+4,0.7,12,84.3,14,7,37.0,478,+4,0.9,3,84.3,6,36.9,474,-4,0.5
ハンマープライス,5,8.3,3.2,4.4,1400,3,6,2,488,-2,57.0,2,72.4,16,8,57,3,3,0,37.7,490,-10,0.2,9,86.4,16,9,14,13,37.5,500,-2,1.5,1,70.6,16,11,3,3,37.0,502,+4,-0.7,10,86.3,1,5,37.8,498,-2,0.9,7,72.4,1,36.8,500,-4,0.9
ベストバウト,9,7.2,2.7,3.5,1400,4,7,3,486,-10,57.0,3,70.4,16,14,57,3,3,0,35.7,496,0,0.5,1,71.3,16,1,1,1,37.9,496,-10,-1.1,2,58.6,14,3,3,3,35.5,506,+2,0.1,3,58.0,12,2,35.4,504,+6,0.2,8,69.5,6,38.1,498,-2,0.8
ウィズインライアン,14,55.6,13.5,18.8,1400,4,8,6,434,+4,55.0,13,85.5,16,7,54,7,7,0,38.2,430,-6,1.0,14,84.7,16,13,4,4,37.4,436,+2,1.5,1,84.2,16,16,4,2,38.0,434,-4,-0.6,7,69.2,13,1,35.7,438,+6,0.9,9,108.9,10,36.0,432,+4,1.3
ナムラナイト,11,15.1,4.9,6.7,1400,5,9,3,512,0,57.0,1,72.3,16,16,54,2,2,0,36.8,512,0,0.0,4,71.8,16,3,3,3,37.0,512,+24,0.3,1,73.3,16,6,3,3,37.5,488,-10,-0.1,7,88.0,4,4,40.0,498,0,2.9,0,0,0,0,0,0,0
ローブドヴルール,13,150.9,22.9,31.9,1400,5,10,6,478,-6,55.0,10,72.8,16,6,55,5,6,0,37.7,484,-4,0.9,10,72.0,16,16,7,8,37.5,488,+6,2.0,9,72.6,15,9,6,7,37.6,482,+6,1.2,4,71.8,13,7,36.1,476,-8,0.1,7,71.2,15,37.4,484,+6,0.6
