馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
サンライズアキレス,2,9.6,1,1,2,492,+2,0,3,56.0,7,4,0,2000,2:03.8,0,13,2,3,55,11,11,10,10,35.1,490,0,1.1,8,3,0,2000,2:03.5,0,16,15,3,55,12,12,12,11,36.7,490,-6,0.6,9,3,0,2000,2:04.2,1,16,14,3,54,6,6,5,3,36.8,496,+2,0.3,9,7,0,1600,1:35.8,0,12,7,3,54,8,10,0,0,34.4,494,0,1.2,8,9,1,1800,1:56.3,1,15,4,3,55,11,11,10,9,38.0,494,0,2.2
ダイシンリカール,10,64.7,2,2,2,492,0,0,3,55.0,7,14,0,1600,1:36.7,0,16,2,3,55,8,6,6,0,35.4,492,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブラザーサン,12,300.4,3,3,2,396,-6,0,3,56.0,5,10,0,2400,2:28.8,0,15,12,3,56,15,15,15,15,34.8,402,-8,1.2,6,12,1,1800,1:59.3,0,16,11,3,55,12,12,14,14,42.1,410,0,4.8,6,9,0,1200,1:11.5,0,13,4,3,55,13,13,0,0,34.4,410,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カズマークセン,3,12.8,3,4,12,494,0,0,3,55.0,5,6,0,2000,2:02.3,0,16,5,3,55,9,8,8,0,35.3,494,-8,1.5,8,4,0,2000,2:05.6,1,9,6,3,55,7,7,5,5,36.0,502,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グリッサード,5,6.5,4,5,8,484,-2,0,3,56.0,9,5,0,2000,2:03.5,0,11,9,3,55,8,8,6,6,36.4,486,+4,0.7,8,2,0,2000,2:05.0,0,8,8,3,55,3,4,4,4,34.6,482,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レッドジェニアル,1,4.0,4,6,1,484,-4,0,3,56.0,8,3,0,2000,2:03.1,1,10,9,3,56,10,10,10,10,35.2,488,-10,0.7,8,3,0,2000,2:04.5,0,16,10,3,56,15,14,12,11,36.1,498,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロードアドミラル,14,38.7,5,7,4,520,0,0,3,56.0,8,16,0,2000,2:09.7,0,16,6,3,56,14,14,15,16,40.5,520,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ゴールドベイン,11,419.6,5,8,2,396,+2,0,3,53.0,8,10,0,1800,1:51.9,0,11,2,3,53,8,9,0,0,35.9,394,-12,1.8,6,11,1,1800,1:59.7,0,16,15,3,52,16,16,16,15,41.4,406,0,3.8,9,8,0,1200,1:13.1,0,8,4,3,52,8,8,0,0,35.3,406,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レティキュール,7,2.3,6,9,10,420,0,1,3,54.0,7,2,0,2000,2:03.0,0,10,6,3,54,2,2,2,2,34.6,420,-2,0.0,8,2,0,1800,1:50.1,0,8,5,3,54,3,4,0,0,35.0,422,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
フジマサディープ,8,130.5,6,10,2,494,-4,0,3,56.0,7,9,0,2000,2:04.2,0,13,1,3,54,11,11,12,12,35.4,498,-6,1.5,6,6,0,2000,2:03.2,0,16,15,3,56,5,5,5,5,36.3,504,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
