馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ピエナクルーズ,2,11.0,1,1,5,462,+2,0,6,60.0,9,6,-1,3140,3:35.0,-1,14,4,6,60,7,7,7,7,13.7,460,+2,1.3,7,12,-1,3300,3:43.2,-1,14,2,6,60,12,14,14,14,13.5,458,+8,6.6,6,2,-1,3210,3:38.2,-1,10,5,6,60,2,2,2,2,13.6,450,-2,1.0,9,1,-1,2970,3:20.9,-1,10,8,6,60,5,5,3,1,13.5,452,0,-0.5,10,3,-1,2860,3:13.3,-1,9,8,6,60,3,3,3,3,13.5,452,+4,0.8
メイショウタンヅツ,3,11.8,2,2,5,464,-4,0,5,60.0,6,1,-1,2880,3:11.4,-1,14,12,5,60,7,6,1,1,13.3,468,-6,-0.2,9,2,-1,2970,3:20.7,-1,14,13,5,60,3,2,2,1,13.5,474,-4,0.2,8,4,-1,2910,3:21.5,-1,14,8,5,60,8,7,2,2,13.8,478,+4,0.6,8,2,-1,2910,3:18.6,-1,12,12,5,60,5,2,1,1,13.6,474,+4,0.2,9,2,-1,2970,3:20.5,-1,12,10,5,60,4,4,4,4,13.5,470,+6,1.3
アズマタックン,5,6.4,3,3,2,518,0,0,6,60.0,3,8,-1,3380,3:45.4,-1,14,9,6,61,7,4,5,5,13.3,518,-2,2.5,9,4,-1,3900,4:25.4,-1,12,12,6,60,7,7,7,7,13.6,520,0,1.8,8,2,-1,3170,3:40.6,-1,11,3,6,62,10,10,8,8,13.9,520,+4,0.3,7,7,-1,3330,3:40.4,-1,14,7,6,62,11,10,10,11,13.2,516,+8,1.9,5,10,-1,3110,3:33.3,-1,11,8,6,60,6,7,7,9,13.7,508,+6,5.0
タマモプラネット,4,1.4,4,4,14,506,+2,0,9,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,-1,3170,3:32.6,-1,8,2,9,61,1,1,1,1,13.4,504,+16,-3.2,8,1,-1,3170,3:33.5,-1,9,3,9,60,1,1,1,1,13.5,488,+10,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,-1,3250,3:31.5,-1,13,10,9,60,1,1,1,1,13.0,490,-6,0.1
ウインレーベン,7,52.4,5,5,1,474,-4,0,8,60.0,4,9,-1,2890,3:09.1,-1,14,1,8,60,6,6,7,7,13.1,478,+4,1.9,8,3,-1,3170,3:36.8,-1,12,8,8,60,2,3,2,2,13.7,474,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,-1,2850,3:08.4,-1,12,12,8,60,3,3,3,4,13.2,460,-8,0.3,8,5,-1,3170,3:38.6,-1,7,6,8,60,1,2,5,5,13.8,468,+16,2.1
サムライフォンテン,6,201.0,6,6,5,482,-2,0,6,60.0,9,13,-1,3140,3:37.9,-1,14,13,6,60,12,12,12,12,13.9,484,+14,4.2,9,8,-1,3140,3:33.5,-1,9,6,6,60,7,6,8,9,13.6,470,-4,6.3,3,7,-1,3380,3:51.0,-1,9,1,6,60,7,7,7,6,13.7,474,+4,1.7,8,8,-1,3930,4:42.8,-1,8,8,6,60,8,8,8,8,14.4,470,-8,9.0,6,11,-1,4250,4:58.2,-1,12,12,6,63,12,12,12,12,14.0,478,+4,15.2
シゲルヒノクニ,1,50.3,7,7,2,490,-6,0,7,60.0,3,6,-1,3380,3:44.9,-1,14,8,7,60,8,7,7,7,13.3,496,-2,2.0,6,6,-1,3350,3:44.1,-1,11,1,7,60,6,6,5,5,13.4,498,-24,0.9,6,11,-1,3200,3:42.0,-1,14,1,7,60,9,10,11,11,13.9,522,+4,8.0,6,9,-1,3210,3:41.3,-1,10,10,7,60,10,9,9,9,13.8,518,+8,4.1,4,8,-1,2850,3:06.0,-1,12,3,7,60,11,11,9,10,13.1,510,-6,1.8
メイショウゴウキ,中止,14.3,7,8,2,488,-2,2,5,60.0,3,4,-1,3380,3:44.7,-1,14,1,5,60,11,8,8,4,13.3,490,-4,1.8,9,10,-1,3140,3:35.9,-1,14,8,5,60,10,7,8,9,13.8,494,-4,2.2,9,1,-1,2970,3:21.6,-1,11,8,5,60,5,5,4,3,13.6,498,+16,-0.8,3,4,-1,2750,3:02.5,-1,12,9,5,60,2,2,2,2,13.3,482,-2,1.0,4,3,-1,2850,3:05.4,-1,14,2,5,60,10,9,5,3,13.0,484,-8,1.8
パッシングブリーズ,中止,35.4,8,9,4,490,-4,0,8,60.0,3,6,-1,2750,3:01.6,-1,14,4,8,60,7,7,3,3,13.2,494,0,0.4,8,5,-1,3170,3:36.3,-1,8,4,8,59,6,5,5,5,13.6,494,-2,3.7,8,5,-1,3170,3:35.4,-1,11,4,8,60,6,6,6,6,13.6,496,+2,1.1,3,7,-1,3350,3:43.1,-1,14,6,8,60,11,12,11,9,13.3,494,+10,2.6,3,1,-1,2750,3:04.2,-1,14,3,8,60,4,4,3,1,13.4,484,-2,-0.5
キークラッカー,8,9.4,8,10,13,520,-28,0,6,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-1,3000,3:19.7,-1,14,10,6,60,2,2,2,2,13.3,520,-8,-0.4,4,7,0,2200,2:12.3,0,11,8,6,57,1,1,1,2,36.1,528,+2,1.4,4,9,0,2000,1:59.6,0,12,12,6,54,1,1,0,0,34.6,526,-6,1.3
