馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
メイショウキタグニ,16,9.4,1,1,13,474,-10,0,4,56.0,3,9,1,1150,1:08.4,1,15,7,4,57,8,9,0,0,37.1,484,+6,1.0,8,5,1,1200,1:11.9,0,16,15,4,57,3,3,0,0,37.2,478,-4,0.6,8,1,1,1200,1:11.9,0,14,12,4,56,2,2,0,0,36.6,482,+4,0.0,9,2,1,1200,1:12.1,0,16,2,4,56,2,2,0,0,37.1,478,+4,0.2,9,10,1,1200,1:13.1,1,16,1,4,56,1,2,0,0,38.0,474,+2,1.0
サンマルペンダント,5,26.2,1,2,1,440,+8,1,5,55.0,9,3,1,1200,1:11.8,0,16,15,5,55,4,4,0,0,36.2,432,-2,0.3,9,10,1,1200,1:12.5,0,15,1,5,52,13,14,0,0,36.3,434,0,2.2,8,8,1,1200,1:12.7,0,16,7,5,55,3,5,0,0,36.9,434,0,1.1,9,9,1,1400,1:25.8,1,15,9,5,55,9,11,0,0,37.5,434,-2,1.1,8,6,1,1200,1:12.3,0,16,16,5,55,9,9,0,0,36.7,436,-8,0.5
クリムゾンバローズ,15,29.0,2,3,16,510,+14,2,6,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,1,1400,1:25.9,1,16,15,6,57,8,7,0,0,37.5,496,-18,1.4,4,13,1,1200,1:12.1,1,15,11,6,57,11,11,0,0,36.8,514,-4,1.2,6,2,1,1200,1:11.5,0,16,12,6,57,15,10,0,0,36.0,518,-12,0.1,5,14,1,1300,1:19.1,1,16,13,6,57,7,7,0,0,36.5,530,+18,1.9
カバトット,8,24.9,2,4,3,494,+4,2,6,54.0,9,5,1,1200,1:11.8,0,15,6,6,54,2,2,0,0,37.1,490,-6,1.5,6,16,1,1800,1:57.0,0,16,13,6,57,4,3,3,4,40.8,496,+8,3.1,5,10,1,2100,2:13.8,0,14,2,6,56,1,1,1,1,40.6,488,0,2.5,8,7,1,1900,1:59.4,0,14,1,6,56,7,7,9,6,38.5,488,-4,1.3,9,7,1,2000,2:08.0,3,7,3,6,53,3,3,3,6,40.3,492,+2,4.5
ニホンピロマドン,6,129.2,3,5,23,534,+2,0,4,57.0,8,15,1,1800,1:55.0,0,16,2,4,57,3,3,3,4,41.4,532,+5,3.3,-1,1,1,1900,2:06.0,0,10,9,4,57,2,2,1,0,38.9,527,+15,-0.2,8,12,1,1200,1:13.0,0,16,16,4,56,13,14,0,0,36.4,512,+8,2.4,7,13,1,1200,1:13.0,0,16,14,4,54,7,7,0,0,38.0,504,0,1.5,7,1,1,1200,1:11.8,3,16,14,4,56,5,4,0,0,37.0,504,-18,0.0
クインズマラクータ,13,8.0,3,6,7,516,-4,0,5,57.0,4,4,1,1200,1:12.3,0,15,3,5,56,2,2,0,0,36.4,520,0,0.6,3,5,1,1150,1:08.5,2,16,8,5,57,12,11,0,0,36.6,520,-4,0.6,7,2,1,1200,1:12.0,0,16,1,5,54,6,5,0,0,36.9,524,+4,0.0,8,7,1,1200,1:12.6,0,16,12,5,57,6,6,0,0,36.8,520,-4,0.6,8,3,1,1200,1:11.8,0,16,5,5,54,9,8,0,0,36.0,524,+4,0.5
ピラミッドファラオ,10,209.8,4,7,2,490,-11,0,4,57.0,-1,1,1,1400,1:27.8,0,9,9,4,57,3,3,2,0,37.8,501,+7,0.0,8,10,1,1400,1:26.3,0,16,16,4,57,7,8,0,0,38.4,494,-6,2.0,9,11,1,1400,1:26.8,1,16,4,4,57,10,10,0,0,37.8,500,+6,1.3,9,6,1,1400,1:26.0,1,16,13,4,57,10,8,0,0,38.1,494,-2,0.8,9,13,1,1400,1:26.5,1,16,11,4,57,9,9,0,0,38.1,496,+10,1.5
ロマンチスト,4,95.9,4,8,22,538,-2,0,6,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,-1,2910,3:27.9,-1,14,3,6,60,3,4,10,10,14.3,552,+20,7.0,9,10,1,1200,1:12.2,0,16,12,6,57,2,2,0,0,37.3,532,+8,1.1,8,9,1,1200,1:12.7,0,16,9,6,57,5,2,0,0,37.5,524,-2,0.8,9,16,1,1200,1:13.4,1,16,16,6,57,2,3,0,0,39.1,526,-8,2.3
スズカモナミ,7,24.5,5,9,7,434,+6,1,5,54.0,4,6,1,1200,1:12.4,0,15,10,5,55,5,4,0,0,36.3,428,-2,0.7,8,5,1,1400,1:25.1,0,15,4,5,55,8,9,0,0,37.1,430,+12,0.9,10,16,1,1700,1:47.9,1,16,5,5,52,7,7,13,16,39.7,418,-18,3.6,8,9,1,1400,1:25.7,0,16,2,5,55,4,3,0,0,37.1,436,+4,1.1,4,4,1,1200,1:11.8,2,15,3,5,55,6,6,0,0,36.4,432,+4,0.4
ヨドノビクトリー,11,9.2,5,10,2,486,-2,0,5,57.0,9,7,1,1400,1:24.6,0,16,11,5,57,3,2,0,0,36.8,488,+4,0.4,3,6,1,1150,1:07.7,2,16,13,5,57,6,6,0,0,36.0,484,+6,0.7,8,8,1,1400,1:24.7,0,16,7,5,57,2,2,0,0,38.3,478,0,0.8,9,6,1,1400,1:23.5,2,15,9,5,57,3,2,0,0,36.9,478,-8,0.8,10,12,0,1200,1:08.2,0,14,14,5,57,4,4,0,0,34.2,486,+2,0.7
