馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ダノンファンタジー,1,1.3,1,1,11,460,0,1,3,54.0,9,1,0,1600,1:34.1,0,18,13,3,54,15,16,0,0,34.0,460,0,-0.1,8,1,0,1400,1:21.8,0,9,4,3,54,6,6,0,0,33.8,460,0,-0.3,9,1,0,1600,1:35.9,0,9,7,3,54,4,3,0,0,34.4,460,+18,-0.3,5,2,0,1600,1:33.9,0,15,4,3,54,4,4,0,0,33.7,442,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マルモネオフォース,7,137.5,2,2,2,484,-4,1,3,54.0,8,1,0,1600,1:35.9,0,16,13,3,52,8,7,0,0,36.4,488,0,-0.2,8,2,0,1600,1:37.1,1,16,15,3,52,3,3,0,0,36.0,488,+8,0.5,8,2,0,1600,1:35.7,0,14,9,3,52,6,5,0,0,35.5,480,-2,0.1,7,2,0,1600,1:36.8,0,12,5,3,52,3,3,4,0,34.9,482,-2,0.4,7,3,0,1400,1:21.9,0,8,4,3,52,5,4,0,0,34.7,484,-4,0.2
ブランノワール,6,23.2,3,3,3,444,+2,1,3,54.0,8,2,0,1600,1:35.7,0,10,6,3,54,3,3,0,0,34.5,442,0,0.2,9,1,0,1600,1:36.6,1,15,5,3,54,2,2,0,0,34.5,442,+6,-0.3,8,4,0,1600,1:36.6,0,11,2,3,54,11,10,0,0,35.0,436,-8,0.7,8,3,0,1400,1:22.7,0,18,1,3,54,11,11,0,0,34.8,444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハニーウィル,11,288.5,4,4,3,440,-6,1,3,54.0,8,1,1,1400,1:27.8,1,16,15,3,54,3,3,0,0,39.3,446,-2,0.0,8,3,1,1200,1:14.2,0,16,13,3,54,11,9,0,0,36.9,448,0,0.3,9,3,1,1400,1:26.2,0,16,15,3,54,6,6,0,0,38.1,448,-4,0.5,8,5,1,1400,1:27.3,0,14,12,3,54,8,8,0,0,38.3,452,-4,0.5,9,10,1,1400,1:28.6,1,12,3,3,53,8,10,0,0,40.0,456,-8,1.9
メイショウショウブ,9,10.6,4,5,11,482,0,1,3,54.0,9,6,0,1600,1:34.8,0,18,5,3,54,2,2,0,0,35.7,482,0,0.7,8,2,0,1600,1:35.5,0,9,7,3,54,2,1,0,0,34.0,482,+4,0.1,8,1,1,1400,1:25.2,1,14,2,3,54,1,1,0,0,36.8,478,-2,-0.4,8,3,0,1600,1:35.8,0,14,11,3,54,3,2,0,0,35.8,480,+4,0.2,9,3,0,1600,1:37.0,2,12,7,3,54,10,10,0,0,34.0,476,0,0.2
シェーングランツ,5,4.5,5,6,11,472,+6,1,3,54.0,9,4,0,1600,1:34.4,0,18,4,3,54,15,14,0,0,34.4,466,-8,0.3,5,1,0,1600,1:33.7,0,15,3,3,54,13,13,0,0,33.8,474,-6,-0.1,1,1,0,1800,1:51.1,0,7,4,3,54,6,6,7,3,36.4,480,-2,-0.9,1,5,0,1800,1:54.9,0,10,1,3,54,8,10,6,6,34.9,482,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ノーブルスコア,3,34.1,5,7,3,428,-12,1,3,54.0,8,3,0,1600,1:35.8,0,10,4,3,54,3,3,0,0,34.5,440,0,0.3,8,3,0,1400,1:22.9,0,12,12,3,54,9,7,0,0,35.1,440,+16,0.1,8,1,0,1600,1:35.6,0,14,7,3,54,5,5,0,0,35.4,424,-8,-0.1,4,2,0,1600,1:36.5,0,17,5,3,54,6,5,0,0,33.7,432,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブリッツアウェイ,13,214.8,6,8,1,430,-4,1,3,54.0,8,3,0,1400,1:23.5,0,8,6,3,54,3,3,0,0,35.2,434,0,0.4,6,5,0,1600,1:35.0,0,9,8,3,54,3,3,3,0,36.2,434,-6,1.2,9,1,0,1600,1:35.1,0,18,12,3,54,3,2,0,0,34.8,440,+2,-0.3,9,4,0,1800,1:51.3,2,14,9,3,54,2,2,0,0,36.3,438,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オーパキャマラード,10,312.9,6,9,3,480,-2,1,3,54.0,8,4,0,1600,1:36.1,0,10,9,3,54,1,1,0,0,35.2,482,0,0.6,8,1,1,1400,1:26.2,1,9,2,3,53,6,5,0,0,38.6,482,-6,0.0,7,8,0,1400,1:23.3,0,12,10,3,54,2,2,0,0,36.0,488,0,0.9,8,7,0,1400,1:24.1,0,12,5,3,54,1,1,0,0,34.5,488,-2,0.7,4,7,0,1600,1:36.4,1,11,3,3,54,10,10,0,0,33.6,490,+16,0.9
アフランシール,8,43.4,7,10,11,478,-4,1,3,54.0,7,1,0,1400,1:22.4,0,12,9,3,54,8,6,0,0,34.7,482,+4,-0.1,5,7,0,1600,1:34.4,0,15,9,3,54,11,10,0,0,34.8,478,-6,0.7,1,5,0,1800,1:50.9,0,14,5,3,54,5,5,8,5,37.8,484,+10,0.8,2,1,0,1800,1:49.8,0,8,4,3,54,4,4,4,4,34.5,474,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
サムシングジャスト,12,150.3,7,11,17,482,+6,1,3,54.0,5,6,0,1600,1:34.3,0,15,10,3,54,15,15,0,0,34.2,476,0,0.6,5,8,0,1600,1:35.9,0,8,6,3,54,3,3,0,0,35.6,476,-8,1.9,4,1,0,1600,1:36.6,0,11,2,3,54,3,3,0,0,33.5,484,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ドナウデルタ,4,26.0,8,12,7,426,-12,1,3,54.0,8,9,0,1600,1:36.7,0,12,6,3,54,5,5,0,0,36.4,438,+6,1.0,8,5,0,1600,1:36.2,0,9,4,3,54,6,8,0,0,34.0,432,-4,0.8,9,1,0,1400,1:23.2,2,14,14,3,54,7,7,0,0,35.4,436,-4,-0.2,9,2,0,1400,1:23.8,1,10,8,3,54,8,7,0,0,34.6,440,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シゲルピンクダイヤ,2,17.2,8,13,16,452,-10,1,3,54.0,8,1,0,1600,1:34.7,0,16,9,3,54,7,8,0,0,34.5,462,+2,-0.2,8,3,0,1600,1:34.6,0,17,7,3,54,3,9,0,0,35.8,460,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
