馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
フルーメン,13,232.0,1,1,1,508,-10,0,3,56.0,9,13,1,1200,1:17.4,1,16,7,3,55,12,11,0,0,39.3,518,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブッチーニ,1,8.9,2,2,0,412,0,1,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ニードルズアイ,7,5.2,3,3,32,464,+20,0,3,55.0,7,4,1,1200,1:14.2,0,16,1,3,54,9,9,0,0,38.4,444,-2,1.6,7,2,1,1400,1:24.8,2,16,8,3,54,5,4,0,0,36.7,446,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
モングラン,11,186.3,4,4,1,526,+2,0,3,56.0,9,11,1,1800,1:57.7,0,15,7,3,56,10,12,9,9,39.6,524,0,1.9,8,7,1,1800,1:58.2,1,10,5,3,55,6,6,7,7,40.5,524,+2,2.7,8,8,0,2200,2:19.4,0,8,1,3,56,8,8,8,8,38.9,522,+18,3.9,1,12,0,2000,2:08.9,1,16,12,3,54,12,13,11,9,39.9,504,0,2.0,1,8,1,1700,1:48.7,3,14,2,3,54,14,14,8,9,40.3,504,-2,2.0
アスタードラゴン,12,48.6,4,5,2,450,0,0,3,55.0,8,9,1,1400,1:27.5,0,16,9,3,56,7,7,0,0,38.9,450,-2,1.0,8,8,1,1400,1:26.5,1,15,12,3,55,8,7,0,0,38.2,452,+4,0.7,8,6,1,1400,1:27.9,0,11,10,3,55,3,3,0,0,39.9,448,0,1.9,8,12,0,1800,1:53.7,0,12,5,3,55,10,11,0,0,37.5,448,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロックスピリット,6,9.4,5,6,2,488,-2,0,3,56.0,8,3,1,1400,1:26.9,0,16,8,3,53,1,1,0,0,39.0,490,0,0.4,8,3,1,1400,1:28.5,0,15,13,3,56,8,6,0,0,38.9,490,-2,1.6,8,12,0,1600,1:37.4,0,16,2,3,56,5,5,0,0,38.2,492,+20,1.9,10,9,0,1800,1:50.4,0,9,4,3,54,5,5,5,6,38.5,472,-2,3.5,7,6,1,1200,1:14.3,0,16,16,3,54,7,7,0,0,38.6,474,-2,1.7
ブラウンマカン,9,135.0,5,7,0,432,0,2,3,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ピサノメタルシティ,8,154.9,6,8,2,494,-2,0,3,56.0,10,14,0,1200,1:10.9,0,18,16,3,56,16,15,0,0,35.0,496,+4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,1,1400,1:29.5,0,11,1,3,55,10,11,0,0,40.7,492,+6,3.5,8,7,0,1200,1:11.2,0,11,2,3,55,6,6,0,0,34.8,486,-6,0.5,1,10,0,1500,1:33.4,0,14,12,3,54,9,3,4,0,37.2,492,+6,2.4
ニホンピロコレール,5,14.8,6,9,3,468,-8,0,3,56.0,8,4,1,1400,1:27.5,1,16,15,3,56,9,6,0,0,38.5,476,0,0.4,8,3,1,1400,1:27.2,1,16,5,3,56,4,3,0,0,38.5,476,-2,0.6,8,8,1,1400,1:27.4,0,16,15,3,56,8,7,0,0,38.7,478,+2,1.8,9,2,1,1400,1:26.6,1,11,9,3,55,3,3,0,0,38.6,476,0,1.0,8,10,1,1400,1:26.8,1,15,6,3,55,4,5,0,0,38.9,476,0,1.0
ブライトホーン,10,16.0,7,10,2,414,-2,1,3,54.0,8,8,0,1600,1:36.2,0,16,9,3,54,10,8,0,0,35.6,416,-2,0.5,9,7,0,1400,1:24.8,1,18,9,3,54,13,8,0,0,35.6,418,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
