馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ノーブルマーズ,4,8.6,1,1,8,492,+2,0,6,56.0,10,3,0,2000,1:58.9,0,13,6,6,56,3,3,2,2,35.3,490,-8,0.1,9,6,0,2200,2:12.4,0,12,10,6,58,8,8,8,9,36.0,498,0,1.6,9,5,0,2000,2:00.0,0,9,5,6,56,5,6,5,5,35.2,498,0,0.4,8,9,0,2200,2:15.4,0,12,2,6,56,5,5,6,4,35.4,498,+4,0.6,8,4,0,2400,2:26.4,0,16,11,6,56,9,9,14,10,36.8,494,+2,0.2
アルバート,16,149.2,1,2,43,478,0,0,8,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,2500,2:34.5,0,12,9,8,58,11,11,11,11,32.7,478,0,0.8,8,3,0,2400,2:25.8,0,11,5,8,57,9,9,9,6,34.4,478,-2,0.4,9,13,0,2200,2:13.4,1,16,6,8,58,16,16,15,15,36.9,480,+6,1.8
クリンチャー,9,41.6,2,3,4,490,-4,0,5,56.0,4,12,0,2000,1:58.4,0,18,8,5,57,2,2,0,0,35.1,494,-2,0.9,9,8,0,2200,2:12.5,0,12,9,5,58,6,7,5,5,36.4,496,0,1.7,8,10,0,3200,3:17.7,0,13,12,5,58,8,8,11,11,36.5,496,+2,2.7,6,7,0,2500,2:35.3,1,12,12,5,56,7,7,5,5,36.0,494,+4,1.1,6,15,0,2500,2:33.8,1,16,2,5,57,3,5,4,4,37.5,490,0,1.6
エタリオウ,5,5.3,2,4,14,478,+4,0,4,56.0,9,9,0,2200,2:12.6,0,12,3,4,58,10,10,8,8,36.4,474,+2,1.8,8,4,0,3200,3:16.0,0,13,2,4,58,13,13,9,5,35.2,472,+6,1.0,6,2,0,2500,2:34.4,1,12,7,4,55,6,5,2,2,35.6,466,-6,0.2,8,2,0,3000,3:06.1,0,18,9,4,57,10,9,8,6,33.9,472,+4,0.0,9,2,0,2400,2:25.7,0,10,2,4,56,10,10,10,9,33.9,468,+14,0.1
チェスナットコート,11,201.1,3,5,4,464,+8,0,5,56.0,1,9,0,2600,2:42.3,0,14,3,5,56,6,5,5,7,37.1,456,-14,1.5,5,7,0,2500,2:28.9,0,13,8,5,56,6,7,6,7,35.4,470,+6,0.7,8,6,0,3200,3:16.8,0,13,1,5,58,5,5,7,7,35.8,464,-4,1.8,6,9,0,2500,2:35.8,1,12,11,5,56,7,7,8,8,36.2,468,0,1.6,-1,14,0,3200,0:00.0,2,24,4,5,55,0,0,0,0,0.0,0,0,0.0
シルヴァンシャー,3,14.3,3,6,26,480,0,0,4,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2400,2:26.1,0,9,4,4,55,6,6,6,6,36.0,480,+6,0.0,9,1,0,2200,2:11.9,0,10,2,4,53,10,10,9,2,35.1,474,+4,-0.3,8,1,0,2400,2:28.1,0,10,5,4,55,5,5,7,8,34.2,470,+8,-0.2,10,5,0,2000,1:59.8,0,8,2,4,54,6,6,6,6,35.0,462,-2,0.7
ドレッドノータス,1,90.7,4,7,4,458,-12,2,6,56.0,1,5,0,2600,2:41.6,0,14,12,6,56,2,2,2,1,36.8,470,+22,0.8,2,4,0,2000,2:00.1,0,16,5,6,56,3,3,3,3,35.7,448,-2,0.5,2,5,0,1800,1:47.7,1,16,8,6,57,11,12,11,11,36.0,450,+4,0.3,5,8,0,1800,1:46.4,0,15,13,6,56,1,1,1,0,34.3,446,-8,0.6,4,13,0,2000,1:59.8,0,16,14,6,56,2,2,0,0,34.8,454,-6,1.2
パリンジェネシス,10,44.9,4,8,18,522,+2,0,5,56.0,5,10,0,2500,2:29.6,0,13,12,5,54,2,2,2,2,36.7,520,+2,1.4,6,1,0,2500,2:35.7,0,12,9,5,55,1,1,1,1,34.4,518,-6,-0.3,9,1,0,2400,2:29.7,1,9,5,5,57,7,5,2,2,35.7,524,+8,-0.2,8,6,0,2200,2:15.3,0,8,6,5,57,1,1,1,1,36.3,516,+2,0.8,8,3,0,2200,2:15.2,0,8,8,5,57,3,3,4,3,34.1,514,+4,0.1
エアウィンザー,12,6.1,5,9,26,508,+4,0,5,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,2000,2:01.2,0,14,9,5,57,7,7,8,8,35.2,504,-8,0.2,7,3,0,2000,2:00.4,1,13,8,5,56,7,7,6,6,34.2,512,+4,0.3,9,1,0,2000,1:58.3,0,12,9,5,56,4,4,4,3,33.7,508,0,-0.5,8,1,0,1800,1:47.5,0,12,10,5,56,8,8,0,0,33.6,508,+8,-0.3
ウラヌスチャーム,7,20.4,5,10,9,498,-8,1,4,54.0,1,4,0,1800,1:47.2,0,14,12,4,55,13,12,10,10,33.6,506,+10,0.2,6,2,0,1800,1:47.7,0,14,9,4,53,13,13,13,8,34.6,496,-4,0.0,7,4,0,2000,2:00.2,0,14,9,4,53,5,6,5,6,33.9,500,0,0.2,6,1,0,2200,2:14.1,0,12,12,4,54,8,7,7,6,34.3,500,+10,0.0,5,1,0,2400,2:26.7,0,6,2,4,52,3,3,3,3,33.2,490,-4,-0.1
アドマイヤジャスタ,15,44.1,6,11,18,514,+22,0,3,53.0,5,18,0,2400,2:26.9,0,18,12,3,57,17,17,15,16,37.4,492,-16,4.3,6,8,0,2000,1:59.0,0,18,17,3,57,16,16,15,14,34.5,508,0,0.9,9,2,0,2200,2:13.8,0,6,4,3,57,4,4,4,3,34.4,508,+4,0.2,6,2,0,2000,2:01.8,0,13,8,3,55,2,2,2,2,35.6,504,+4,0.2,8,1,0,2000,2:00.8,0,7,3,3,55,6,5,3,3,35.6,500,-6,-0.2
リッジマン,13,288.0,6,12,22,448,-6,0,6,57.0,8,8,0,3200,3:17.4,0,13,3,6,58,10,10,9,7,36.4,454,+10,2.4,9,6,0,3000,3:08.2,1,11,2,6,57,7,7,7,5,38.9,444,-2,1.7,6,12,0,2500,2:33.4,1,16,9,6,57,13,14,14,14,36.1,446,0,1.2,6,1,0,3600,3:45.2,0,13,11,6,56,5,5,4,4,35.7,446,-2,-0.4,1,1,0,2600,2:42.6,0,14,14,6,52,9,9,4,2,38.0,448,-2,-0.2
メートルダール,8,153.5,7,13,11,488,+6,0,6,56.0,2,7,0,2000,2:00.8,0,16,8,6,57,11,10,12,13,35.2,482,-2,1.2,4,9,0,2000,1:59.4,0,16,5,6,57,8,9,0,0,33.7,484,-8,0.8,7,13,0,2000,2:01.8,1,13,13,6,56,11,11,11,11,35.2,492,+4,1.7,6,3,0,2200,2:13.8,0,11,10,6,56,7,8,6,6,34.1,488,+2,0.1,7,5,0,2000,2:00.2,0,14,11,6,57,9,9,9,9,36.0,486,-4,0.9
ダンビュライト,2,17.4,7,14,26,494,+12,0,5,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,2000,2:01.6,0,14,14,5,57,6,5,4,4,35.8,482,-10,0.6,8,1,0,2200,2:14.8,0,12,8,5,56,2,2,3,3,34.9,492,+2,0.0,6,6,0,2200,2:14.4,0,11,5,5,57,5,4,4,4,34.9,490,-6,0.7,9,4,0,2000,1:59.0,0,12,3,5,57,8,8,9,9,33.8,496,+14,0.7
レノヴァール,14,101.7,8,15,8,522,+8,0,4,56.0,1,5,0,2600,2:40.9,0,10,2,4,56,4,4,5,4,35.5,514,-10,0.2,8,1,0,2400,2:25.3,0,12,12,4,55,3,3,3,3,34.2,524,+4,-0.1,6,4,0,2200,2:12.6,0,8,7,4,57,7,7,7,8,34.1,520,+4,0.3,10,9,0,1800,1:50.3,0,15,6,4,56,10,10,10,9,35.1,516,-4,0.4,8,1,0,2000,2:01.5,0,9,7,4,56,3,3,4,4,35.5,520,+10,-0.2
グローリーヴェイズ,6,2.0,8,16,22,452,-4,0,4,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,3200,3:15.0,0,13,7,4,58,9,8,7,2,34.4,456,+2,0.0,8,1,0,2400,2:26.2,0,16,2,4,55,9,9,10,6,36.8,454,+6,-0.1,8,5,0,3000,3:06.6,0,18,18,4,57,14,14,14,12,33.9,448,+2,0.5,4,1,0,2000,1:56.6,0,10,4,4,54,4,4,0,0,34.0,446,-2,-0.2
ウインテンダネス,中止,345.6,8,17,12,508,-2,0,6,56.0,3,9,0,2000,2:00.8,1,16,13,6,56,12,12,11,13,37.6,510,+4,1.2,5,6,0,2500,2:28.9,0,13,1,6,56,10,9,8,7,35.4,506,-6,0.7,8,11,0,2400,2:28.5,0,16,8,6,56,11,9,8,15,38.9,512,+6,2.3,5,8,0,2400,2:22.3,0,14,14,6,57,5,6,6,6,35.3,506,+2,1.7,5,4,0,2500,2:34.0,0,12,10,6,56,1,1,1,1,33.6,504,0,0.3
