馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
レンジャックマン,8,98.4,1,1,0,454,0,0,5,57.0,8,12,0,1600,1:35.7,0,16,10,5,57,13,15,0,0,35.0,454,-4,1.1,7,10,1,1800,1:55.2,1,16,9,5,57,5,5,6,6,39.6,458,+2,1.5,7,11,0,1600,1:35.4,0,16,11,5,57,16,15,14,0,35.4,456,+2,0.9,9,10,0,2600,2:44.1,2,14,12,5,57,4,4,4,4,37.2,454,0,1.5,9,11,0,1800,1:48.8,0,12,10,5,57,6,7,0,0,35.1,454,+6,1.6
グレンフィナン,5,3.6,2,2,2,474,0,2,4,56.0,5,2,0,1800,1:48.5,0,12,5,4,56,9,9,9,0,33.6,474,-4,0.4,3,15,0,2000,2:02.7,0,16,2,4,55,3,3,4,6,36.2,478,-2,1.2,5,5,0,1800,1:47.8,0,12,4,4,55,1,2,2,0,35.0,480,-8,1.0,5,4,0,1600,1:33.6,0,15,8,4,54,12,12,0,0,34.0,488,+2,0.6,5,1,0,1800,1:48.0,0,13,12,4,56,3,2,2,0,34.9,486,+4,0.0
ウインラナキラ,3,8.5,3,3,2,416,+4,1,4,54.0,7,8,0,2000,2:04.6,0,11,1,4,54,5,5,5,6,34.4,412,0,0.6,8,7,0,2000,2:01.6,0,14,13,4,53,14,14,12,12,34.8,412,+6,0.4,4,5,0,2000,2:00.9,0,15,14,4,53,7,7,0,0,33.4,406,-10,0.3,1,4,0,2000,2:03.9,0,16,14,4,52,10,10,10,10,36.5,416,0,0.8,1,2,0,2000,2:04.6,1,16,15,4,52,11,12,5,3,37.1,416,+14,0.4
ドラゴンマジック,6,16.3,4,4,0,506,-2,2,7,57.0,8,11,0,1600,1:35.6,0,16,12,7,57,13,12,0,0,35.0,508,+10,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2000,2:02.2,1,14,3,7,55,4,4,0,0,34.6,498,-2,0.3,4,4,0,1800,1:46.5,0,14,4,7,57,7,7,0,0,34.4,500,-6,0.5,9,11,0,1800,1:48.7,0,18,12,7,57,10,12,0,0,35.8,506,+2,1.7
トウカイエクレール,7,11.6,5,5,2,484,0,0,6,57.0,7,7,0,2200,2:15.5,0,13,13,6,54,2,2,2,2,35.8,484,+2,1.2,8,6,0,2200,2:16.6,0,16,13,6,57,2,2,2,2,36.8,482,+4,0.8,8,4,0,2200,2:13.9,0,14,9,6,57,5,5,3,4,36.0,478,-4,0.7,8,11,1,1900,2:02.1,0,14,5,6,54,5,5,9,11,40.6,482,+2,2.8,8,9,1,1800,1:53.8,0,13,2,6,57,7,7,7,7,39.1,480,-2,1.6
アイファーマグオー,中止,342.9,5,6,0,522,-4,0,7,57.0,8,11,1,1800,1:56.2,0,16,1,7,57,10,10,11,13,40.5,526,+2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,-1,2750,3:04.0,-1,12,10,7,60,7,8,6,7,13.4,508,+2,2.5,4,8,-1,2850,3:08.4,-1,14,3,7,60,8,8,8,9,13.2,506,-8,4.8,7,12,-1,3000,3:24.6,-1,14,7,7,60,1,1,2,7,13.6,514,-4,4.2
ディープスピリッツ,4,9.8,6,7,2,476,-4,0,5,57.0,8,9,1,1800,1:55.1,1,12,7,5,57,6,6,3,3,38.9,480,0,1.0,8,4,1,1800,1:54.7,1,16,8,5,57,2,2,2,1,39.1,480,+4,0.5,9,16,0,1600,1:36.7,0,17,12,5,57,3,3,0,0,37.4,476,+10,1.6,8,2,0,1600,1:35.5,0,13,4,5,57,2,2,0,0,34.1,466,-2,0.5,8,4,0,1600,1:34.1,0,17,12,5,57,2,3,0,0,35.0,468,+12,0.3
ケルベロス,10,27.2,6,8,3,450,-6,0,6,56.0,5,13,0,1600,1:35.8,0,16,7,6,57,14,15,0,0,35.1,456,+16,1.5,1,11,0,1800,1:52.3,0,13,10,6,55,7,8,9,11,38.1,440,+4,2.4,1,3,0,1800,1:51.1,0,13,8,6,55,5,5,6,5,35.6,436,-8,0.9,1,2,0,2000,2:02.6,0,13,4,6,55,4,3,3,6,36.1,444,0,0.7,2,6,0,1200,1:09.3,0,16,14,6,57,8,10,0,0,34.5,444,-6,0.3
ペプチドリリー,11,140.4,7,9,1,444,-2,1,5,55.0,10,13,0,1200,1:09.9,1,18,10,5,55,16,15,0,0,34.6,446,+6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,1,1400,1:24.3,3,16,14,5,53,9,9,0,0,37.3,440,-8,1.5,10,10,0,1200,1:08.4,0,18,5,5,55,15,14,0,0,33.7,448,+10,0.6,9,8,0,1200,1:09.2,0,13,5,5,55,12,12,0,0,33.4,438,-6,0.7
ブラックジルベルト,1,6.5,7,10,0,468,+2,0,4,56.0,8,8,0,1600,1:35.3,0,16,15,4,57,8,7,0,0,35.2,466,-4,0.7,7,7,0,1600,1:35.0,0,14,8,4,57,9,11,10,0,34.4,470,+8,0.7,8,9,0,1600,1:34.3,0,18,10,4,56,9,8,0,0,34.6,462,-4,0.6,4,5,0,1600,1:36.4,2,18,18,4,55,12,13,0,0,34.7,466,-2,0.5,7,9,0,1600,1:33.6,0,16,11,4,54,11,12,12,0,34.0,468,-4,0.5
