馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
マイネルトゥラン,14,150.0,1,1,2,508,+6,0,6,57.0,6,8,1,1800,1:55.9,0,9,8,6,57,4,4,3,6,40.8,502,-4,2.1,6,14,1,1800,1:55.2,0,16,12,6,57,8,10,14,14,40.5,506,-6,2.0,8,9,1,1900,1:59.0,0,16,6,6,54,7,7,7,7,37.9,512,+2,1.2,5,7,1,2100,2:12.8,0,11,5,6,57,4,4,6,6,37.4,510,0,1.1,5,12,1,2100,2:12.3,1,15,6,6,55,4,4,4,2,40.6,510,-14,2.7
スウィングビート,4,6.6,2,2,1,496,+8,0,4,56.0,5,7,1,1600,1:38.7,0,10,8,4,56,3,3,0,0,36.9,488,+2,0.9,5,1,1,1600,1:37.3,0,15,6,4,55,8,6,0,0,36.5,486,+2,-0.2,5,1,1,1600,1:38.5,0,9,2,4,55,3,3,0,0,36.4,484,0,-0.3,5,6,1,1600,1:38.2,1,12,9,4,56,12,12,0,0,36.4,484,+2,1.3,6,5,1,1800,1:55.4,0,15,4,4,56,9,9,10,11,39.2,482,+2,0.4
クリノリトミシュル,11,15.0,2,3,2,500,-6,1,6,55.0,8,6,1,1800,1:53.5,1,11,1,6,55,6,6,7,7,36.3,506,0,1.1,9,3,1,1800,1:53.1,0,9,7,6,55,8,8,8,8,37.0,506,-6,0.4,8,9,1,1800,1:52.0,1,9,5,6,55,7,7,5,5,38.2,512,+12,2.6,8,4,1,1800,1:52.3,0,16,5,6,55,10,10,10,10,36.4,500,+4,0.5,9,7,1,1800,1:51.7,1,15,5,6,55,15,14,15,12,37.5,496,-2,0.5
ウインユニファイド,7,18.0,3,4,3,530,+6,0,7,57.0,8,3,1,1900,1:59.6,0,12,4,7,55,5,5,4,3,37.1,524,+6,0.3,8,8,1,1900,1:59.0,0,16,2,7,55,11,11,10,11,37.6,518,-4,1.2,8,10,1,1900,1:59.9,0,15,9,7,57,11,10,8,10,39.3,522,-2,1.9,7,10,1,1800,1:54.2,1,15,6,7,57,13,13,8,8,37.8,524,+2,1.1,9,3,1,1800,1:52.9,0,16,12,7,57,12,12,11,11,37.1,522,+4,0.2
メイショウエイコウ,2,5.9,3,5,1,454,+2,0,5,57.0,8,1,1,1800,1:52.7,0,13,4,5,57,9,9,6,5,37.8,452,-2,0.0,8,4,1,1800,1:52.7,0,16,16,5,57,9,9,8,7,38.0,454,+2,0.3,1,5,1,1700,1:44.1,2,14,3,5,56,14,13,12,11,37.1,452,0,1.1,2,2,1,1700,1:44.7,1,14,12,5,57,3,3,2,2,37.2,452,-2,0.0,2,1,1,1700,1:45.4,2,8,6,5,57,6,6,3,2,37.8,454,+4,-0.4
クリノライメイ,5,8.6,4,6,2,504,+2,0,5,57.0,6,4,1,1800,1:54.1,0,9,1,5,57,9,9,9,8,38.4,502,-2,0.3,6,6,1,1800,1:53.9,0,16,2,5,57,14,14,15,12,39.0,504,-4,0.7,6,1,1,1800,1:54.4,0,13,8,5,57,2,2,2,2,37.1,508,-2,0.0,8,2,1,1900,1:58.7,0,15,1,5,57,4,4,3,2,37.8,510,+2,0.2,5,12,1,2100,2:14.8,0,14,6,5,57,2,2,2,2,41.5,508,-4,3.5
テイエムジョウネツ,10,102.3,4,7,14,458,-10,1,7,55.0,8,6,1,1800,1:52.8,0,10,6,7,52,9,9,9,9,36.8,468,0,1.0,8,1,1,1800,1:52.5,1,13,8,7,55,10,10,11,5,36.4,468,-2,-0.1,9,6,1,1800,1:53.4,0,10,9,7,55,7,6,7,6,37.3,470,+14,0.6,8,7,1,1800,1:53.6,0,16,4,7,55,6,5,4,4,37.2,456,+6,0.6,9,9,1,1800,1:51.6,2,15,13,7,55,14,14,12,11,36.6,450,+4,1.1
レッドウィズダム,7,27.1,5,8,2,508,+2,0,6,57.0,8,9,1,1800,1:54.0,1,11,11,6,57,3,3,4,6,37.0,506,+6,1.6,8,1,1,1800,1:53.0,0,16,16,6,57,10,11,11,7,36.2,500,+8,0.0,3,5,1,1700,1:46.5,0,15,13,6,55,9,9,2,2,39.3,492,-12,0.8,10,1,1,1700,1:45.3,1,16,13,6,57,7,7,4,3,36.9,504,+2,-0.1,7,4,1,1800,1:53.0,1,16,4,6,57,10,10,9,8,37.2,502,+2,0.4
リアンヴェリテ,1,5.6,5,9,9,486,+6,0,5,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,1800,1:50.4,1,9,3,5,57,1,1,1,1,37.0,478,+4,1.0,5,9,1,1600,1:37.5,0,16,4,5,55,1,1,0,0,38.3,474,-10,1.1,2,1,1,1700,1:44.7,1,14,11,5,57,1,1,1,1,37.2,484,-2,0.0,2,1,1,1700,1:44.9,0,9,1,5,56,1,1,1,1,37.7,486,+14,-2.3
ディープオーパス,13,36.1,6,10,3,500,+4,0,6,57.0,8,8,1,1900,2:00.2,0,12,1,6,53,1,1,1,1,37.9,496,+2,0.9,9,9,1,1800,1:54.6,0,9,9,6,57,1,1,1,1,39.6,494,+8,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,1,1800,1:53.9,0,16,2,6,54,11,11,14,14,36.9,486,-2,2.9,9,13,1,1800,1:55.7,0,14,1,6,57,3,3,3,3,41.7,488,0,2.8
ビッグアイランド,6,5.7,6,11,10,536,+10,0,5,57.0,8,10,1,1900,1:59.0,0,16,7,5,55,4,4,4,3,38.2,526,+4,1.2,8,4,1,1800,1:52.7,0,10,7,5,55,4,4,3,2,37.5,522,+6,0.9,8,1,1,1900,1:58.1,0,14,14,5,57,2,2,3,3,37.7,516,-2,-0.5,7,11,1,1800,1:51.8,2,15,13,5,57,7,8,7,8,38.7,518,0,2.1,9,2,1,1800,1:52.5,1,14,14,5,57,2,3,2,2,37.0,518,0,0.2
フリーフリッカー,3,6.5,7,12,3,484,+2,0,5,57.0,8,1,1,1800,1:52.4,0,16,3,5,57,7,7,8,7,37.8,482,+10,0.0,1,2,1,1700,1:44.9,2,14,6,5,58,3,3,2,1,37.3,472,-2,0.0,2,2,1,1700,1:43.8,3,13,12,5,55,3,3,3,3,36.8,474,+2,0.2,2,1,1,1700,1:46.7,0,11,6,5,57,2,2,3,2,37.4,472,+2,-0.6,9,4,1,1800,1:51.2,2,15,6,5,57,9,10,9,7,36.9,470,-2,0.7
イーストオブザサン,9,68.0,7,13,18,490,+20,0,6,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,1,1800,1:51.5,3,15,16,6,54,5,6,4,8,37.6,470,+2,1.6,10,6,1,1700,1:44.6,0,10,3,6,54,5,5,7,5,36.1,468,-4,0.6,10,5,1,1700,1:44.6,0,10,5,6,57,4,3,6,6,36.4,472,-4,1.0,7,5,1,1800,1:52.2,0,16,14,6,54,8,9,9,8,36.2,476,-4,1.2
エンクエントロス,12,11.1,8,14,3,500,+4,0,7,57.0,8,2,1,1900,1:59.3,0,12,2,7,54,8,8,7,6,36.5,496,-8,0.0,6,12,1,1800,1:52.7,0,15,15,7,54,9,8,7,9,38.2,504,+12,1.3,8,3,1,1800,1:52.1,0,10,4,7,54,8,7,3,2,36.9,492,-4,0.3,1,1,1,1700,1:44.9,2,14,13,7,58,7,8,1,2,37.3,496,-4,0.0,2,4,1,1700,1:45.9,0,14,1,7,57,10,10,5,5,37.1,500,+2,1.1
セイカエドミザカ,15,250.7,8,15,15,484,-4,0,6,57.0,5,15,1,1600,1:38.0,0,16,11,6,53,16,16,0,0,37.4,488,-2,1.6,6,7,1,1800,1:51.1,3,15,7,6,53,12,12,12,10,36.3,490,-8,1.2,1,12,0,2000,2:06.0,1,13,1,6,58,1,1,1,2,37.4,498,+14,1.6,1,1,1,1700,1:45.5,0,14,14,6,57,3,3,2,1,38.1,484,+6,0.0,2,7,1,1700,1:46.5,1,14,2,6,57,8,8,9,7,38.2,478,-8,1.8
