馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
アレス,2,9.7,1,1,2,452,-8,1,3,54.0,8,5,1,1200,1:14.7,0,16,16,3,54,2,2,0,0,38.3,460,0,1.0,8,3,1,1200,1:14.8,0,16,11,3,54,2,2,0,0,37.8,460,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ジョーミラー,10,194.5,1,2,0,432,0,1,3,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ライズ,7,12.3,2,3,2,518,+2,0,3,56.0,10,4,0,1200,1:10.2,0,18,9,3,56,14,11,0,0,35.2,516,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タナロア,11,4.6,2,4,14,434,-4,0,3,56.0,8,2,0,1400,1:22.2,0,16,9,3,55,6,4,0,0,34.9,438,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイエンフェルト,1,9.4,3,5,3,436,-2,1,3,54.0,8,5,0,1600,1:36.4,0,16,2,3,54,4,4,0,0,37.3,438,-6,0.5,9,4,0,1400,1:23.9,1,16,6,3,54,9,7,0,0,36.2,444,-4,0.9,8,3,0,1400,1:22.5,0,16,14,3,54,6,7,0,0,34.9,448,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
スズカクローカス,5,66.9,3,6,0,442,0,1,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マテラサンオウ,6,62.9,4,7,10,450,-2,0,3,56.0,9,12,0,1600,1:37.3,1,16,7,3,55,15,14,0,0,35.7,452,+2,0.8,9,4,0,1600,1:35.6,0,12,5,3,55,11,10,0,0,34.2,450,-4,1.0,8,8,0,2000,2:06.3,0,8,6,3,55,7,3,3,3,36.1,454,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エクレアスピード,8,1.7,4,8,10,468,0,0,3,56.0,9,2,0,1400,1:23.6,1,16,4,3,55,10,10,0,0,35.6,468,-2,0.6,9,2,0,1400,1:20.8,0,15,2,3,55,1,1,0,0,34.9,470,-2,0.0,8,3,0,1400,1:22.3,1,13,13,3,55,3,2,0,0,36.0,472,+12,0.1,10,2,0,1200,1:10.7,2,15,11,3,54,9,5,0,0,35.4,460,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ピエナアイリス,9,22.7,5,9,36,468,+6,1,3,54.0,9,3,0,1200,1:10.5,0,10,2,3,54,4,3,0,0,34.9,462,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
デルマカトリーナ,3,158.9,5,10,12,442,+8,1,3,54.0,9,14,0,1200,1:11.5,0,16,4,3,53,3,5,0,0,36.2,434,-2,1.4,8,9,1,1200,1:14.4,0,16,2,3,54,7,6,0,0,38.6,436,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
