馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
エイティーンガール,1,5.5,1,1,18,446,+20,1,3,53.0,8,6,0,1200,1:08.4,0,16,10,3,54,5,5,0,0,34.0,426,-8,0.4,9,9,0,1400,1:22.6,1,18,8,3,54,9,9,0,0,35.2,434,-8,0.6,8,1,0,1200,1:09.4,0,11,9,3,54,5,5,0,0,34.5,442,+4,-0.3,9,2,0,1200,1:09.5,0,13,11,3,54,8,6,0,0,34.1,438,+8,0.5,9,1,0,1200,1:10.9,2,13,7,3,54,5,5,0,0,34.8,430,+2,-0.2
ゲンパチケンシン,10,59.1,2,2,6,472,0,0,5,56.0,10,5,0,1200,1:09.1,0,14,9,5,57,11,11,0,0,34.7,472,-4,0.4,10,8,0,1200,1:08.9,0,14,13,5,57,11,11,0,0,34.1,476,-2,0.9,3,10,0,1200,1:11.3,3,12,1,5,57,12,11,0,0,35.8,478,-2,1.0,8,12,0,1400,1:21.8,0,13,4,5,57,3,3,0,0,34.5,480,+6,0.5,3,4,0,1200,1:09.3,0,14,11,5,57,8,7,0,0,34.7,474,0,0.4
メイショウツバキ,11,43.0,3,3,13,456,+2,1,4,52.0,7,9,0,1400,1:21.0,1,18,2,4,55,7,6,0,0,35.0,454,0,0.7,9,9,0,1400,1:23.2,1,13,8,4,55,9,10,0,0,36.3,454,+2,1.2,8,11,0,1200,1:08.8,0,16,14,4,55,6,8,0,0,34.5,452,+2,1.1,3,13,0,1200,1:09.9,0,14,15,4,55,4,6,0,0,35.5,450,0,1.0,10,1,0,1200,1:08.6,0,18,7,4,55,1,1,0,0,34.9,450,-4,-0.2
ショウナンマッシブ,4,23.8,3,4,2,474,0,0,5,57.0,6,5,0,1200,1:08.0,0,16,1,5,57,5,5,0,0,34.0,474,0,0.2,1,12,0,1200,1:08.9,0,16,12,5,57,9,6,0,0,34.8,474,-2,0.7,3,6,0,1200,1:10.8,3,12,12,5,57,1,1,0,0,36.4,476,+4,0.5,6,6,0,1200,1:09.2,0,12,11,5,57,3,2,0,0,34.0,472,-2,0.3,6,2,0,1200,1:08.6,0,9,4,5,57,2,2,0,0,34.2,474,-4,0.2
ベルカプリ,13,114.6,4,5,10,476,+10,1,5,55.0,7,16,1,1400,1:25.8,1,16,13,5,55,1,1,0,0,38.7,466,-2,2.2,8,16,0,1200,1:09.6,0,16,11,5,52,14,15,0,0,34.6,468,0,1.9,9,13,1,1400,1:26.8,1,15,11,5,55,7,7,0,0,38.7,468,-4,2.1,9,10,0,1400,1:22.8,1,10,3,5,55,5,5,0,0,36.4,472,0,1.5,8,5,0,1400,1:22.7,0,13,9,5,55,2,2,0,0,35.2,472,-2,0.4
カレンモエ,3,2.4,4,6,11,456,-6,1,3,53.0,2,1,0,1200,1:09.4,0,14,6,3,52,2,2,0,0,34.9,462,+2,-0.2,8,3,0,1200,1:08.4,0,15,7,3,54,4,5,0,0,33.8,460,0,0.3,10,1,0,1200,1:10.7,1,18,9,3,54,2,2,0,0,36.0,460,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マリエラ,6,25.6,5,7,2,536,+20,0,6,57.0,6,10,0,1200,1:08.2,0,16,6,6,57,12,12,0,0,33.9,516,+2,0.4,10,5,0,1200,1:08.6,0,16,6,6,54,15,12,0,0,34.3,514,-12,0.6,9,13,0,1400,1:23.7,1,13,11,6,57,9,9,0,0,36.8,526,+2,1.7,8,7,0,1200,1:08.6,0,16,4,6,54,15,14,0,0,33.0,524,-10,0.6,8,13,0,1400,1:22.0,0,13,6,6,57,10,9,0,0,34.0,534,+2,0.7
ブリングイットオン,8,123.6,5,8,16,438,+8,1,3,53.0,9,10,0,1400,1:23.4,1,13,4,3,52,3,3,0,0,37.0,430,-6,1.4,8,10,0,1400,1:21.7,0,16,15,3,54,15,14,0,0,33.9,436,+12,1.0,7,5,0,1400,1:21.9,0,15,12,3,54,10,9,0,0,35.3,424,-2,1.0,9,6,0,1200,1:09.8,0,6,3,3,54,6,6,0,0,34.7,426,+4,0.7,6,1,0,1200,1:09.2,0,16,14,3,54,8,8,0,0,34.7,422,-6,0.0
ローゼンクリーガー,9,11.8,6,9,13,472,+10,1,3,53.0,7,7,0,1400,1:20.8,1,18,6,3,52,4,4,0,0,35.1,462,0,0.5,9,12,0,1400,1:23.6,1,13,10,3,52,6,7,0,0,36.9,462,0,1.6,7,3,0,1400,1:21.5,0,15,4,3,54,3,3,0,0,35.3,462,+2,0.6,9,12,0,1600,1:35.3,0,18,15,3,54,4,3,0,0,36.0,460,-4,1.2,8,1,0,1400,1:23.4,0,12,6,3,54,3,3,0,0,33.5,464,+10,0.0
アルモニカ,7,10.4,6,10,2,436,0,1,4,55.0,9,9,0,1200,1:08.4,0,16,3,4,55,5,5,0,0,34.7,436,+4,0.3,10,4,0,1200,1:08.2,0,14,5,4,55,1,1,0,0,34.4,432,+2,0.2,8,3,0,1200,1:08.3,0,16,5,4,53,6,4,0,0,33.4,430,+2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,1400,1:21.5,0,18,3,4,52,2,2,0,0,35.7,428,+6,1.6
