馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ロードイヒラニ,4,5.3,1,1,1,468,-2,0,4,57.0,8,5,0,1600,1:33.5,0,15,3,4,57,10,10,0,0,34.1,470,+4,0.3,7,8,0,1600,1:34.5,0,16,8,4,57,5,4,4,0,34.6,466,-6,0.7,9,2,0,1600,1:35.2,0,14,11,4,57,5,5,0,0,34.8,472,+12,0.1,7,12,1,1400,1:26.8,0,16,12,4,56,9,9,0,0,38.3,460,+2,1.6,5,7,0,1600,1:35.1,0,14,3,4,56,7,6,0,0,35.0,458,-4,1.5
ドゥオーモ,11,2.9,2,2,2,484,+6,0,6,57.0,8,2,0,1800,1:45.4,0,13,5,6,57,9,5,0,0,33.9,478,+2,0.0,4,6,0,1800,1:48.1,0,12,12,6,57,11,11,0,0,34.4,476,-2,0.5,9,4,0,1600,1:34.3,0,18,14,6,57,16,12,0,0,35.2,478,+6,0.4,9,10,0,1600,1:35.4,0,14,13,6,57,13,14,0,0,34.4,472,+12,1.3,8,3,0,1800,1:47.8,0,11,8,6,56,10,10,0,0,33.4,460,-12,0.2
プリヴェット,3,18.5,3,3,2,482,+2,1,4,55.0,3,8,0,1200,1:09.6,0,13,6,4,54,1,1,0,0,35.6,480,+2,0.4,10,7,0,1200,1:10.1,1,18,10,4,55,7,7,0,0,35.4,478,+4,0.6,3,2,0,1200,1:10.0,0,16,14,4,54,3,3,0,0,35.7,474,-4,0.2,4,6,1,1200,1:12.4,1,13,7,4,53,2,2,0,0,38.0,478,+2,0.7,9,14,1,1400,1:27.2,1,16,5,4,53,2,1,0,0,40.6,476,+10,1.6
トウカイシュテルン,9,32.7,3,4,0,486,-4,1,5,55.0,8,7,1,1400,1:25.8,0,16,14,5,55,2,3,0,0,38.3,490,+2,1.5,9,8,1,1400,1:25.7,1,16,4,5,55,8,7,0,0,37.7,488,+2,0.8,8,15,1,1400,1:27.8,0,16,14,5,55,6,7,0,0,38.6,486,+4,2.6,9,6,1,1400,1:24.3,1,16,4,5,53,8,4,0,0,37.0,482,0,1.1,7,5,1,1400,1:26.3,0,16,7,5,55,9,9,0,0,38.6,482,+6,1.3
スズカフェラリー,7,18.6,4,5,58,420,+8,1,4,55.0,9,9,0,1800,1:49.1,0,10,8,4,54,10,10,0,0,36.0,412,-8,2.1,6,9,0,1800,1:50.7,0,14,7,4,54,13,13,14,13,34.9,420,-2,0.9,8,3,0,1600,1:36.7,0,12,5,4,54,9,9,0,0,34.8,422,0,0.4,8,4,0,1400,1:23.2,0,13,6,4,54,11,12,0,0,34.0,422,-4,0.3,8,3,0,1400,1:21.8,0,8,1,4,54,7,7,0,0,34.0,426,-4,0.1
シゲルホウレンソウ,5,60.7,4,6,27,510,+16,0,4,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,0,1600,1:38.5,0,18,11,4,55,2,2,0,0,39.1,494,0,3.7,9,14,1,1400,1:24.7,3,16,3,4,55,1,1,0,0,38.4,494,+2,1.9,10,8,1,1700,1:44.4,3,16,3,4,54,9,9,10,10,37.6,492,-4,0.9,10,5,0,1800,1:47.1,0,8,4,4,54,2,2,2,2,35.3,496,+8,0.5
サンマルジョイ,8,227.2,5,7,2,472,-1,1,4,55.0,-1,9,1,1500,1:41.4,0,9,5,4,52,1,1,3,8,42.8,473,-1,4.0,8,7,1,1800,1:55.2,1,10,2,4,54,9,9,8,9,39.2,474,-2,1.8,7,14,1,1200,1:15.0,0,16,11,4,52,10,11,0,0,38.2,476,0,1.7,-1,5,1,1500,1:38.5,3,9,9,4,50,3,2,1,3,40.8,476,-2,3.2,-1,1,1,1400,1:28.3,0,8,7,4,51,1,1,1,0,38.3,478,-2,-1.1
ナリタブルー,12,180.4,5,8,2,464,+4,0,4,57.0,3,15,1,1150,1:11.0,0,16,9,4,54,13,13,0,0,38.4,460,-23,2.0,-1,1,1,1400,1:30.1,1,10,9,4,57,2,2,1,1,38.6,483,-2,-1.0,-1,1,1,1400,1:29.0,2,8,7,4,56,1,1,1,1,37.5,485,-4,-0.2,-1,1,1,1400,1:32.4,0,9,3,4,56,1,1,1,1,40.2,489,+7,-1.2,-1,11,1,1700,1:54.2,0,12,10,4,57,1,1,4,8,42.5,482,-4,2.8
ヤマニンルネッタ,2,164.4,6,9,5,448,+2,1,4,52.0,9,9,0,1200,1:11.0,0,16,8,4,52,9,12,0,0,35.6,446,+4,1.4,9,10,0,1600,1:36.4,0,14,2,4,54,1,1,0,0,36.5,442,+2,1.3,10,13,1,1000,1:01.3,1,14,13,4,54,8,10,0,0,37.6,440,-16,2.4,7,7,0,1200,1:09.6,0,15,10,4,54,1,1,0,0,35.2,456,+12,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
レンジャックマン,13,213.5,6,10,1,452,+2,0,5,57.0,8,13,0,1600,1:34.8,0,15,1,5,57,5,7,0,0,35.8,450,0,1.6,8,6,0,1400,1:21.3,0,12,3,5,57,6,5,0,0,35.2,450,-4,0.6,9,8,0,2000,2:02.5,0,12,1,5,57,9,9,9,9,35.4,454,0,0.8,8,12,0,1600,1:35.7,0,16,10,5,57,13,15,0,0,35.0,454,-4,1.1,7,10,1,1800,1:55.2,1,16,9,5,57,5,5,6,6,39.6,458,+2,1.5
