馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
グランドビクトリー,12,4.3,1,1,14,484,0,0,3,55.0,7,1,1,1400,1:23.8,2,16,8,3,56,1,1,0,0,36.9,484,0,-0.4,9,2,1,1400,1:25.2,1,16,2,3,56,2,1,0,0,38.2,484,-2,0.8,8,3,1,1400,1:26.3,0,16,15,3,56,4,4,0,0,38.5,486,-6,0.1,8,2,1,1400,1:25.8,0,15,15,3,56,7,4,0,0,37.4,492,0,0.2,8,14,0,1600,1:37.9,0,15,7,3,56,6,8,0,0,37.1,492,+18,1.9
ペプチドオリバー,4,95.1,2,2,26,472,+22,0,3,55.0,9,13,1,1400,1:28.3,0,16,10,3,56,16,15,0,0,37.7,450,+4,3.0,9,9,1,1400,1:26.8,0,12,11,3,56,10,9,0,0,38.2,446,-12,1.1,10,14,1,1700,1:48.7,1,16,1,3,56,15,16,15,16,39.0,458,-8,2.8,9,1,1,1400,1:27.2,0,16,9,3,55,11,12,0,0,38.1,466,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コパノマーティン,2,6.7,3,3,3,494,+16,0,3,55.0,9,3,1,1400,1:24.8,1,14,6,3,55,2,2,0,0,37.5,478,-10,0.1,10,6,0,1200,1:08.9,0,18,9,3,54,14,12,0,0,34.2,488,-4,0.6,10,11,0,1200,1:09.5,0,18,1,3,54,8,7,0,0,35.5,492,+4,0.7,8,8,1,1400,1:26.0,0,16,14,3,55,12,11,0,0,37.1,488,-2,1.5,8,7,0,1400,1:21.9,0,12,3,3,56,11,10,0,0,33.6,490,+4,0.4
マイネルプリサイス,8,68.0,4,4,1,480,0,0,3,55.0,9,10,1,1400,1:25.2,0,16,8,3,55,8,9,0,0,38.2,480,+6,2.2,9,5,1,1400,1:25.3,1,14,13,3,55,1,1,0,0,38.1,474,0,0.6,10,14,1,1700,1:49.5,1,16,16,3,54,7,7,10,12,40.8,474,-2,3.8,8,10,1,1200,1:14.5,0,15,8,3,56,7,9,0,0,39.0,476,-2,2.5,8,7,1,1200,1:13.6,0,15,3,3,56,12,12,0,0,37.3,478,-2,1.0
キセキノツヅキ,10,9.4,5,5,23,468,-2,0,6,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,1200,1:12.5,0,14,6,6,54,7,7,0,0,36.7,470,+6,0.6,3,5,1,1150,1:09.7,0,16,10,6,55,6,6,0,0,37.5,464,+4,0.5,7,6,1,1400,1:24.2,0,16,15,6,57,5,5,0,0,36.9,460,-14,1.2,9,2,1,1400,1:23.9,3,15,7,6,57,4,5,0,0,36.8,474,+10,0.0
アシャカリアン,6,42.4,5,6,1,476,0,0,5,57.0,9,8,1,1400,1:24.9,0,16,1,5,57,15,15,0,0,37.0,476,-6,1.9,7,13,1,1800,1:54.1,2,16,13,5,57,9,10,9,10,38.7,482,-6,1.9,8,9,1,1400,1:26.2,0,15,12,5,57,9,10,0,0,37.9,488,+2,1.6,8,6,1,1400,1:25.6,0,16,9,5,57,10,10,0,0,37.4,486,-4,1.3,9,6,1,1400,1:25.6,0,16,14,5,57,9,9,0,0,37.6,490,-2,0.6
トウカイオラージュ,1,8.2,6,7,1,466,-2,0,3,53.0,9,6,0,1400,1:21.0,0,18,15,3,54,13,13,0,0,34.1,468,+14,0.5,10,7,0,1200,1:08.6,0,13,13,3,51,7,7,0,0,34.2,454,0,0.6,7,6,0,1400,1:21.6,1,15,10,3,51,13,12,0,0,33.9,454,0,0.5,5,7,0,1400,1:21.2,1,9,7,3,56,6,6,0,0,34.9,454,-2,0.7,7,1,0,1400,1:21.5,0,18,4,3,53,13,12,0,0,34.5,456,-2,-0.3
モルトグランデ,7,53.0,6,8,0,508,-6,0,3,55.0,8,8,1,1400,1:25.5,0,13,3,3,55,10,8,0,0,38.1,514,0,1.2,9,8,1,1400,1:25.9,0,14,9,3,55,14,14,0,0,37.3,514,+10,1.0,5,14,1,1600,1:40.3,0,16,1,3,56,14,16,0,0,37.7,504,-6,1.5,8,6,1,1400,1:26.3,0,16,2,3,56,12,11,0,0,38.0,510,+4,1.0,9,1,1,1400,1:26.1,1,16,16,3,56,14,14,0,0,37.3,506,+16,-0.2
クオンタムシフト,9,20.4,7,9,11,508,+14,0,3,55.0,7,13,1,1800,1:54.7,1,15,16,3,54,5,4,7,13,38.9,494,-14,2.9,8,6,0,1800,1:47.7,0,7,2,3,56,3,3,0,0,34.5,508,+8,0.4,9,7,0,1600,1:36.3,0,11,2,3,56,2,2,0,0,34.1,500,0,0.7,8,8,0,1600,1:36.0,0,15,5,3,56,14,14,0,0,35.2,500,+2,0.6,9,10,0,1600,1:36.9,1,12,2,3,55,4,4,0,0,36.0,498,+2,1.1
ナムラシェパード,3,5.8,7,10,1,480,+6,0,3,55.0,9,9,1,1400,1:25.0,0,16,2,3,55,6,5,0,0,38.2,474,+2,2.0,9,4,1,1400,1:24.8,1,14,2,3,55,9,8,0,0,36.4,472,+2,0.1,7,1,1,1400,1:23.4,2,16,11,3,56,2,2,0,0,36.0,470,-2,-0.2,9,2,1,1400,1:26.2,0,16,11,3,56,2,1,0,0,37.3,472,+2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウオニテ,11,3.7,8,11,21,448,-2,0,3,55.0,8,8,0,1400,1:21.9,0,12,7,3,56,2,2,0,0,34.4,450,+2,0.4,8,12,0,1200,1:08.9,0,15,5,3,56,12,10,0,0,33.6,448,-8,0.8,9,3,0,1200,1:10.6,1,9,8,3,56,4,4,0,0,34.3,456,0,0.2,10,9,0,1200,1:10.3,0,16,7,3,56,5,4,0,0,35.4,456,-8,0.7,8,3,0,1200,1:09.7,0,11,3,3,56,3,3,0,0,35.1,464,+16,0.3
ドラセナ,4,11.0,8,12,3,474,+2,2,4,57.0,9,3,1,1400,1:25.0,0,14,10,4,57,2,2,0,0,37.4,472,-4,0.1,10,13,1,1700,1:48.9,1,16,14,4,57,12,13,14,12,40.1,476,+20,3.2,8,10,1,1200,1:13.4,0,16,9,4,57,15,14,0,0,36.5,456,-8,1.5,8,11,0,1400,1:23.5,0,12,7,4,57,8,8,0,0,37.1,464,0,2.8,7,18,0,2000,2:04.9,0,18,9,4,56,13,9,3,5,38.8,464,-4,3.5
