馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
オーマイガイ,16,14.7,1,1,18,484,+10,0,6,57.0,8,3,0,1600,1:36.0,0,8,7,6,55,1,1,0,0,34.0,474,-2,0.2,6,5,0,1600,1:33.4,0,13,7,6,55,3,4,3,0,33.8,476,+2,0.3,4,4,0,1400,1:20.3,0,17,15,6,57,1,1,0,0,35.6,474,+6,0.1,7,2,0,1600,1:33.3,0,11,9,6,57,1,2,2,0,35.0,468,0,0.2,7,8,0,1600,1:35.5,1,13,12,6,54,1,1,1,0,37.2,468,+2,1.3
ベルエスメラルダ,6,16.3,1,2,1,452,-10,1,5,55.0,8,3,1,1400,1:24.7,1,16,13,5,55,2,2,0,0,36.2,462,0,0.5,8,6,1,1400,1:25.1,0,16,1,5,55,4,4,0,0,37.1,462,+8,0.8,9,3,1,1400,1:23.9,0,16,10,5,55,4,5,0,0,36.5,454,+2,0.5,8,1,1,1400,1:24.6,0,16,9,5,55,5,5,0,0,36.5,452,-2,-0.4,8,3,1,1400,1:25.0,0,16,3,5,55,16,16,0,0,36.4,454,0,0.3
ダンケシェーン,7,7.5,2,3,2,480,-10,0,4,57.0,7,6,1,1400,1:25.7,1,12,2,4,57,5,5,0,0,36.4,490,+10,0.6,5,7,1,1400,1:25.1,0,15,13,4,56,5,7,0,0,37.3,480,+4,0.8,5,12,1,1600,1:36.8,2,16,15,4,56,16,16,0,0,36.0,476,+2,1.8,5,4,1,1600,1:38.0,1,12,2,4,56,8,8,0,0,36.7,474,+4,1.1,5,10,1,1600,1:40.1,0,16,6,4,56,3,3,0,0,38.2,470,0,1.6
デロングスター,12,45.6,2,4,11,460,-8,1,5,54.0,9,10,1,1400,1:24.3,0,15,15,5,55,4,4,0,0,37.4,468,0,1.5,8,6,1,1400,1:25.4,0,16,3,5,55,13,13,0,0,36.0,468,+8,0.8,9,1,1,1400,1:24.3,2,16,5,5,55,5,4,0,0,36.1,460,+2,-0.4,9,2,1,1400,1:23.2,3,16,7,5,55,4,4,0,0,36.6,458,-2,0.0,9,1,1,1400,1:25.2,0,16,5,5,55,5,3,0,0,37.6,460,-6,-0.6
リスペクタブル,11,25.6,3,5,3,486,-6,0,4,57.0,7,1,1,1400,1:25.7,0,16,11,4,56,13,12,0,0,37.8,492,-8,-0.1,9,10,1,1400,1:25.1,0,16,12,4,56,10,12,0,0,37.5,500,+16,0.9,7,1,1,1400,1:25.9,0,16,4,4,56,10,10,0,0,38.3,484,+6,-0.2,9,2,1,1400,1:26.5,1,16,6,4,56,5,4,0,0,37.5,478,-6,0.3,9,2,1,1400,1:25.2,2,16,13,4,56,7,4,0,0,37.7,484,-4,0.0
フュージョンロック,1,7.9,3,6,10,498,+4,0,5,57.0,7,8,1,1800,1:54.8,0,16,6,5,57,1,1,1,1,39.9,494,-2,1.4,3,1,1,1700,1:46.2,0,15,13,5,56,1,1,1,1,37.5,496,+12,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1800,1:52.8,0,16,12,5,57,2,2,2,2,38.6,484,+2,0.1,4,2,1,1800,1:52.4,0,15,7,5,57,2,2,2,2,39.1,482,-4,0.2
グローリーグローリ,3,4.3,4,7,2,498,+4,0,4,57.0,7,2,1,1400,1:25.2,1,12,1,4,57,2,3,0,0,36.2,494,-2,0.1,8,4,1,1400,1:24.9,0,16,9,4,56,2,2,0,0,37.1,496,+10,0.6,8,6,1,1400,1:24.5,0,16,16,4,55,7,7,0,0,37.7,486,+2,0.6,9,1,1,1400,1:22.8,3,16,16,4,55,4,3,0,0,36.2,484,+4,-0.4,9,2,1,1400,1:23.9,3,15,9,4,55,7,5,0,0,36.3,480,-6,0.6
ピースマーク,15,156.2,4,8,8,478,-23,0,8,56.0,-1,16,1,1200,1:18.4,1,16,14,8,56,16,16,0,0,41.2,501,+13,4.7,8,15,1,1200,1:14.1,0,16,5,8,57,12,13,0,0,38.2,488,-6,2.2,8,15,1,1200,1:15.0,0,15,14,8,57,4,8,0,0,39.9,494,-10,3.7,9,6,1,1200,1:12.1,0,16,10,8,57,2,2,0,0,37.1,504,-2,0.3,9,2,1,1200,1:11.7,0,15,15,8,57,1,1,0,0,36.3,506,+2,0.2
カムカム,10,28.7,5,9,2,478,+4,0,5,57.0,8,1,1,1400,1:26.0,1,13,2,5,57,11,10,0,0,36.3,474,-4,0.0,8,3,1,1400,1:25.3,0,16,12,5,57,10,9,0,0,36.5,478,+6,0.7,8,2,1,1400,1:24.8,0,16,9,5,57,10,8,0,0,37.0,472,0,0.1,8,4,1,1400,1:25.3,0,16,2,5,55,13,13,0,0,36.5,472,-2,0.1,9,7,1,1200,1:11.3,3,16,10,5,57,15,14,0,0,35.0,474,-4,1.2
バスカヴィル,4,8.5,5,10,12,478,0,0,5,57.0,5,4,1,1400,1:24.5,0,15,12,5,57,8,9,0,0,36.4,478,-2,0.2,5,1,1,1400,1:24.8,0,16,4,5,57,4,4,0,0,36.2,480,+6,-0.6,4,6,0,2200,2:11.9,0,14,7,5,57,6,6,5,5,35.9,474,-2,1.1,5,5,0,1600,1:34.5,0,18,4,5,57,2,3,0,0,35.2,476,-2,0.5,5,3,1,1400,1:26.4,0,16,12,5,57,5,5,0,0,36.3,478,+2,0.5
メリッサーニ,5,86.3,6,11,1,502,-4,1,4,55.0,8,16,1,1400,1:26.5,1,16,3,4,55,5,4,0,0,37.7,506,+10,2.3,5,8,1,1400,1:25.5,0,16,7,4,53,10,9,0,0,37.6,496,-6,1.3,8,1,1,1400,1:24.2,1,14,3,4,53,7,6,0,0,36.7,502,+8,-0.1,9,3,1,1400,1:25.4,2,16,1,4,53,11,11,0,0,37.1,494,-4,1.5,8,14,1,1400,1:26.4,1,16,9,4,54,12,10,0,0,38.2,498,+4,1.3
テイエムグッドマン,2,4.2,6,12,2,492,-4,0,5,57.0,7,4,1,1400,1:25.4,1,12,9,5,57,7,7,0,0,36.0,496,-2,0.3,8,2,1,1400,1:24.9,1,13,6,5,57,5,5,0,0,35.6,498,+4,0.0,9,5,1,1400,1:24.0,0,16,14,5,57,7,9,0,0,36.4,494,-4,0.6,9,3,1,1800,1:51.4,0,12,1,5,57,5,5,5,5,36.8,498,0,0.7,8,8,1,1400,1:24.6,1,15,7,5,57,9,9,0,0,36.3,498,+10,1.1
フォーカード,8,38.0,7,13,2,476,+4,0,5,57.0,5,5,1,1600,1:36.6,1,16,2,5,57,14,11,0,0,36.1,472,+2,0.6,5,12,1,1400,1:26.4,0,15,3,5,57,12,11,0,0,37.8,470,-4,2.1,5,3,1,1600,1:37.7,0,15,15,5,57,8,9,0,0,36.8,474,-6,0.4,5,10,1,1600,1:37.3,1,16,5,5,57,10,9,0,0,37.4,480,+8,1.9,5,12,1,1600,1:37.9,0,16,2,5,57,8,8,0,0,37.6,472,-6,1.2
ティカル,14,16.3,7,14,2,492,0,2,4,57.0,7,1,1,1400,1:24.5,1,11,6,4,57,1,1,0,0,37.6,492,-18,-0.2,9,2,1,1400,1:24.3,0,16,7,4,56,3,3,0,0,37.5,510,+6,0.1,7,6,1,1400,1:25.7,0,16,5,4,56,8,8,0,0,37.9,504,+14,0.8,7,13,1,1400,1:24.9,0,16,11,4,54,9,7,0,0,37.3,490,-18,1.9,8,13,1,1800,1:57.9,0,13,11,4,56,2,2,2,10,42.5,508,+2,5.0
キョウワエステル,13,321.3,8,15,2,474,-14,1,6,55.0,8,8,1,1200,1:12.5,1,15,6,6,55,5,5,0,0,36.7,488,+2,0.5,8,9,1,1200,1:12.4,0,16,1,6,55,12,11,0,0,36.3,486,0,1.1,8,10,1,1200,1:12.9,0,15,8,6,55,11,13,0,0,36.8,486,+4,1.6,7,8,1,1200,1:11.7,0,16,12,6,55,12,11,0,0,36.8,482,+16,1.1,4,10,1,1200,1:12.0,0,15,4,6,52,12,10,0,0,36.7,466,-14,1.1
ラブリーイレブン,9,12.5,8,16,3,438,0,1,4,55.0,8,6,1,1400,1:25.8,0,11,6,4,53,7,7,0,0,36.5,438,0,0.5,8,4,1,1400,1:25.2,1,13,2,4,53,3,4,0,0,36.2,438,0,0.3,9,4,1,1400,1:25.0,0,16,13,4,54,5,4,0,0,36.7,438,+2,0.2,7,1,1,1400,1:24.8,0,16,12,4,54,3,3,0,0,37.0,436,+8,-0.4,3,5,1,1150,1:09.2,0,16,2,4,53,16,16,0,0,36.0,428,-6,0.5
