馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
サンライズアキレス,5,5.3,1,1,2,490,-2,0,3,56.0,8,2,0,2000,2:02.6,0,14,1,3,56,7,7,4,2,36.1,492,+2,0.5,7,4,0,2000,2:03.8,0,13,2,3,55,11,11,10,10,35.1,490,0,1.1,8,3,0,2000,2:03.5,0,16,15,3,55,12,12,12,11,36.7,490,-6,0.6,9,3,0,2000,2:04.2,1,16,14,3,54,6,6,5,3,36.8,496,+2,0.3,9,7,0,1600,1:35.8,0,12,7,3,54,8,10,0,0,34.4,494,0,1.2
ローゼンリッター,6,9.0,2,2,1,536,0,0,3,55.0,9,7,0,2000,2:04.8,0,15,1,3,55,13,13,10,10,34.7,536,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イッツマイウェイ,11,136.2,3,3,1,480,+2,0,3,56.0,9,13,1,1800,1:58.0,1,14,10,3,56,12,12,13,13,39.3,478,+4,2.9,10,12,0,2000,2:06.8,1,12,7,3,56,9,10,10,12,38.3,474,+8,3.6,8,8,0,1800,1:51.7,0,8,2,3,55,5,7,0,0,36.9,466,+2,3.3,5,4,0,1800,1:50.4,0,16,12,3,55,6,6,7,0,34.1,464,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
カズマークセン,2,6.4,4,4,2,496,+2,0,3,56.0,8,3,0,2000,2:02.9,0,14,4,3,55,4,4,5,5,36.3,494,0,0.8,5,6,0,2000,2:02.3,0,16,5,3,55,9,8,8,0,35.3,494,-8,1.5,8,4,0,2000,2:05.6,1,9,6,3,55,7,7,5,5,36.0,502,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ビップモーリー,7,51.2,4,5,10,456,-2,0,3,56.0,9,10,0,1600,1:37.2,1,16,1,3,55,10,10,0,0,35.9,458,-2,0.7,9,7,0,2000,2:03.8,0,11,6,3,55,10,9,8,9,36.7,460,+4,1.0,9,8,1,1800,1:57.6,0,10,1,3,55,6,6,7,6,39.9,456,+6,2.1,8,8,0,2000,2:03.2,0,10,4,3,55,8,8,8,8,36.6,450,-6,1.9,5,6,0,1800,1:50.5,0,16,1,3,55,6,6,5,0,34.4,456,0,1.0
カトルジュール,9,107.0,5,6,8,456,-2,0,3,56.0,8,13,1,1800,2:00.4,0,15,5,3,53,3,4,4,10,43.2,458,+6,5.1,8,7,0,1600,1:38.2,1,11,3,3,55,11,11,0,0,35.8,452,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒーリングマインド,1,3.4,5,7,2,474,0,0,3,56.0,8,5,0,1600,1:36.0,0,16,1,3,56,10,13,0,0,35.3,474,-2,0.3,8,2,0,2000,2:02.5,0,15,8,3,56,7,8,8,4,35.4,476,-8,0.1,9,6,0,1800,1:49.5,0,18,16,3,55,12,14,0,0,36.3,484,+2,1.5,9,3,0,1800,1:49.2,0,8,7,3,55,6,3,0,0,34.9,482,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
プロポーズ,10,79.6,6,8,2,438,0,1,3,54.0,10,8,0,2000,2:02.8,0,18,8,3,54,15,15,16,15,36.2,438,+14,0.9,8,11,0,1400,1:24.6,0,18,12,3,54,16,15,0,0,36.0,424,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブラザーサン,13,386.9,6,9,2,398,+2,0,3,53.0,8,12,0,2000,2:05.3,0,14,3,3,56,10,10,12,14,38.0,396,-6,3.2,5,10,0,2400,2:28.8,0,15,12,3,56,15,15,15,15,34.8,402,-8,1.2,6,12,1,1800,1:59.3,0,16,11,3,55,12,12,14,14,42.1,410,0,4.8,6,9,0,1200,1:11.5,0,13,4,3,55,13,13,0,0,34.4,410,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ネルソンタッチ,8,44.8,7,10,7,494,-6,0,3,56.0,8,9,0,2200,2:17.5,0,15,10,3,56,9,8,10,8,37.6,500,+6,0.9,9,7,0,1800,1:49.1,0,10,3,3,55,7,7,0,0,34.7,494,0,0.7,9,6,0,1600,1:37.8,2,12,9,3,54,10,10,0,0,34.8,494,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ピサ,12,238.5,7,11,2,444,0,1,3,54.0,10,13,0,2000,2:05.7,0,18,9,3,54,16,16,16,16,36.4,444,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ダンスディライト,4,3.4,8,12,5,500,-8,0,3,56.0,8,5,0,2200,2:16.0,0,8,2,3,56,7,7,6,3,35.8,508,-10,0.5,6,3,0,2000,2:02.9,0,16,2,3,56,12,12,12,9,35.4,518,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
グレートベースン,3,7.1,8,13,2,498,+8,0,3,56.0,10,4,0,2000,2:03.6,0,18,7,3,56,3,3,3,2,36.0,490,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
