馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
ドラグーンシチー,11,11.5,1,1,24,488,0,0,4,57.0,8,2,0,1600,1:33.0,0,7,7,4,57,3,3,0,0,33.5,488,-2,0.2,9,5,0,1600,1:34.3,0,12,10,4,55,3,4,0,0,34.6,490,0,1.0,9,1,0,1600,1:35.1,0,14,7,4,57,3,3,0,0,34.8,490,+2,-0.1,8,2,0,1600,1:34.7,0,16,6,4,57,4,4,0,0,35.0,488,+4,0.1,8,2,0,1800,1:48.4,0,9,2,4,56,3,2,0,0,35.3,484,+10,0.3
アメリカンワールド,12,127.9,2,2,2,472,+2,0,4,57.0,9,7,0,1600,1:34.9,0,11,4,4,54,8,8,0,0,33.1,470,-4,0.5,1,13,0,1800,1:52.0,1,14,7,4,58,5,5,6,7,36.9,474,+6,1.4,1,11,0,1500,1:29.9,1,12,4,4,57,11,12,12,0,35.1,468,-6,1.2,1,14,0,2000,2:06.2,0,16,9,4,54,10,9,11,13,39.2,474,-4,2.6,1,7,0,1800,1:48.7,0,9,5,4,53,8,8,7,6,36.9,478,+4,2.2
レティキュール,7,7.2,3,3,9,430,+8,1,3,53.0,10,1,0,1800,1:47.6,0,10,10,3,52,2,2,2,2,34.5,422,-6,-0.2,7,1,0,1600,1:36.0,2,16,8,3,54,2,2,2,0,34.8,428,+8,0.0,8,7,0,2000,2:03.7,0,14,9,3,54,2,2,2,2,37.3,420,0,1.6,7,2,0,2000,2:03.0,0,10,6,3,54,2,2,2,2,34.6,420,-2,0.0,8,2,0,1800,1:50.1,0,8,5,3,54,3,4,0,0,35.0,422,0,0.3
スラッシュメタル,10,22.1,4,4,2,456,-2,0,4,57.0,9,3,0,1600,1:34.4,0,11,10,4,54,6,6,0,0,32.8,458,+6,0.0,7,6,0,1600,1:34.4,1,15,1,4,54,12,14,14,0,34.8,452,-4,0.4,9,1,0,1600,1:35.3,0,17,12,4,55,12,11,0,0,34.6,456,+12,-0.2,7,7,0,1600,1:35.1,0,16,10,4,57,16,13,15,0,35.3,444,-2,0.4,8,9,0,1800,1:50.1,1,15,11,4,56,12,11,0,0,37.0,446,0,1.1
ミッキーバディーラ,3,10.6,4,5,3,470,+8,1,3,53.0,9,1,0,1600,1:33.1,0,16,10,3,53,6,4,0,0,33.6,462,+2,0.0,7,3,0,1600,1:34.0,1,9,2,3,52,3,3,3,0,34.0,460,0,0.0,9,3,0,1600,1:35.5,0,17,18,3,52,2,2,0,0,35.6,460,-6,0.2,8,4,0,1600,1:34.4,0,8,6,3,54,3,2,0,0,34.4,466,0,0.7,9,1,0,1600,1:35.9,0,18,11,3,54,4,5,0,0,34.4,466,+2,0.0
ギルマ,9,77.5,5,6,3,484,-2,0,3,55.0,6,6,0,1800,1:50.9,2,12,6,3,54,9,9,8,4,34.0,486,-4,0.8,10,8,0,1800,1:46.8,0,14,7,3,53,11,11,10,9,35.2,490,-4,1.1,3,16,0,1800,1:51.9,3,16,1,3,53,6,5,5,5,38.2,494,+4,2.1,6,1,0,1800,1:49.2,0,10,10,3,56,7,8,8,8,34.2,490,+8,0.0,6,3,0,1600,1:35.0,0,15,4,3,56,4,5,4,0,35.4,482,0,0.5
イルヴェントデーア,8,35.2,5,7,3,442,-2,1,3,53.0,6,1,0,1200,1:08.4,2,16,4,3,53,11,11,0,0,33.8,444,-2,0.0,3,1,0,1200,1:10.0,0,16,5,3,54,5,5,0,0,36.3,446,0,-0.2,5,10,0,1600,1:35.0,0,16,6,3,51,2,2,0,0,36.5,446,+2,1.7,5,7,0,1800,1:49.3,0,16,4,3,54,2,1,1,0,35.5,444,+18,0.6,5,8,0,1600,1:36.7,0,18,13,3,54,13,11,0,0,34.6,426,0,1.7
ロケット,4,14.7,6,8,13,494,+10,1,4,55.0,7,2,0,1600,1:34.1,1,15,7,4,53,2,3,3,0,35.4,484,+6,0.1,9,4,0,1600,1:36.4,1,8,2,4,55,2,2,0,0,34.5,478,+4,0.2,4,10,0,1800,1:45.8,0,12,9,4,52,2,2,0,0,34.6,474,+10,0.7,9,1,0,1800,1:47.0,0,10,10,4,54,6,6,0,0,34.3,464,0,-0.1,9,1,0,1600,1:34.9,0,16,1,4,54,3,5,0,0,33.8,464,+4,-0.1
ヴァンドギャルド,1,1.7,6,9,4,478,+8,0,3,55.0,9,1,0,1600,1:33.2,0,13,7,3,55,8,8,0,0,33.6,470,+8,-0.3,9,9,0,1600,1:34.6,0,18,12,3,56,4,3,0,0,34.5,462,-2,0.4,9,3,0,1800,1:47.4,0,13,13,3,56,12,10,0,0,33.9,464,-8,0.2,8,4,0,1800,1:49.4,0,8,3,3,56,3,3,0,0,35.1,472,+6,0.4,6,6,0,2000,2:02.2,0,13,11,3,55,12,11,10,7,35.4,466,+6,0.6
フォークテイル,5,12.4,7,10,8,438,+2,1,3,53.0,1,1,0,1800,1:48.6,0,14,13,3,52,5,5,5,3,35.1,436,-2,-0.3,5,5,0,1800,1:48.4,1,16,2,3,52,5,7,7,0,34.0,438,-2,0.5,5,11,0,2000,2:00.4,0,18,13,3,54,4,8,7,0,34.3,440,0,0.9,6,2,0,1800,1:50.4,0,8,1,3,54,3,2,2,4,34.4,440,+4,0.0,5,1,0,1600,1:36.8,1,18,18,3,54,4,4,0,0,34.2,436,0,-0.3
シベリアンタイガー,2,273.6,7,11,3,484,+6,2,8,57.0,6,9,0,1800,1:51.2,2,12,9,8,57,8,8,8,9,34.3,478,+4,1.1,3,10,0,1800,1:50.0,1,15,12,8,57,9,8,8,7,37.3,474,-12,0.9,6,7,0,1800,1:48.0,0,15,10,8,52,4,5,5,6,35.0,486,0,0.8,8,6,0,1600,1:36.1,0,10,2,8,52,8,7,0,0,34.7,486,-6,0.6,6,6,0,1600,1:33.9,0,15,7,8,56,13,14,14,0,34.8,492,+10,1.1
シュバルツボンバー,6,10.3,8,12,2,518,+6,0,4,57.0,9,2,0,1600,1:34.4,0,11,1,4,55,4,4,0,0,33.1,512,-10,0.0,1,5,0,2000,2:03.4,1,16,16,4,57,1,1,2,5,36.8,522,+8,0.4,2,7,0,2000,2:01.8,0,9,4,4,57,5,5,4,4,37.2,514,0,1.4,2,11,1,1700,1:47.9,1,11,6,4,57,10,10,9,10,40.8,514,-4,3.4,5,6,0,1600,1:33.2,0,7,2,4,57,3,3,0,0,34.2,518,-6,0.6
ミトノマルーン,13,34.8,8,13,2,478,+8,0,3,55.0,9,8,0,1600,1:34.9,0,11,2,3,53,1,1,0,0,34.0,470,-6,0.5,8,1,0,1600,1:34.3,0,10,5,3,56,2,2,0,0,34.8,476,-4,0.0,8,4,0,1800,1:47.7,0,7,5,3,56,1,1,0,0,34.7,480,-10,0.4,6,8,0,2200,2:15.5,0,8,5,3,56,2,2,2,3,35.8,490,+8,1.1,7,1,0,2000,2:03.0,0,10,2,3,55,1,1,1,1,34.7,482,0,0.0
