馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
デンコウリジエール,4,17.1,1,1,2,450,+2,0,2,55.0,9,4,1,1400,1:25.3,0,10,7,2,54,6,6,0,0,37.0,448,-8,0.8,10,4,0,1200,1:09.5,0,8,6,2,54,5,5,0,0,35.4,456,0,0.5,7,1,1,1200,1:12.8,1,13,12,2,54,3,3,0,0,37.3,456,-2,0.0,7,12,0,1400,1:24.7,2,13,2,2,52,13,13,0,0,34.8,458,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤマメ,10,94.0,2,2,12,452,+8,1,2,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,1200,1:11.1,0,15,2,2,54,3,4,0,0,37.2,444,0,1.9,2,1,1,1000,1:00.3,1,12,11,2,54,3,2,0,0,35.9,444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ディモールト,8,33.4,3,3,1,492,-6,0,2,55.0,8,1,1,1400,1:27.0,1,16,1,2,55,1,1,0,0,38.9,498,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タガノキトピロ,6,61.7,4,4,2,458,-2,0,2,55.0,9,1,1,1400,1:26.1,0,16,11,2,54,3,1,0,0,37.5,460,+2,-0.1,1,4,0,1500,1:32.3,0,14,10,2,54,5,4,3,0,37.1,458,-2,0.6,1,10,1,1700,1:47.5,3,14,5,2,54,7,8,10,10,39.1,460,+2,2.3,7,4,1,1200,1:13.5,1,13,5,2,53,10,10,0,0,37.3,458,+4,0.7,7,7,0,1600,1:40.6,1,9,1,2,54,5,5,5,0,34.6,454,0,1.4
ラインガルーダ,3,7.8,5,5,2,470,0,0,2,55.0,9,5,1,1400,1:25.8,0,10,2,2,54,8,8,0,0,37.3,470,0,1.3,10,1,1,1000,0:58.6,1,12,5,2,54,1,1,0,0,35.8,470,-4,-1.0,10,4,0,1200,1:10.4,0,12,7,2,54,1,2,0,0,37.0,474,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
テイエムサウスダン,1,6.6,6,6,4,514,0,0,2,55.0,9,1,1,1200,1:11.8,1,8,7,2,54,3,2,0,0,36.4,514,+2,-1.3,7,7,1,1200,1:14.3,1,13,10,2,54,3,3,0,0,38.8,512,-4,1.5,9,4,1,1200,1:14.3,2,12,12,2,54,3,2,0,0,37.7,516,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オヌシナニモノ,5,4.6,7,7,12,464,+2,0,2,55.0,3,1,1,1150,1:09.4,1,16,15,2,54,2,1,0,0,37.5,462,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヴァンドゥメール,9,34.6,7,8,15,478,+6,0,2,55.0,3,1,1,1150,1:09.8,1,16,10,2,54,2,1,0,0,38.3,472,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タマモツワモノ,7,5.1,8,9,3,480,+2,0,2,55.0,9,1,1,1400,1:26.5,0,16,9,2,54,3,2,0,0,38.1,478,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アルコレーヌ,2,2.7,8,10,5,444,-8,1,2,54.0,9,1,1,1400,1:26.4,0,11,8,2,54,2,2,0,0,37.6,452,0,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
