馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
キクノゼファー,13,176.1,1,1,1,478,+4,0,4,57.0,9,13,1,2000,2:09.2,1,13,12,4,54,1,1,2,7,42.9,474,0,5.4,10,13,1,1700,1:45.1,3,16,15,4,57,2,2,2,2,38.5,474,+6,1.3,-1,1,1,1600,1:43.9,2,14,10,4,57,2,2,2,2,40.7,468,-8,-0.3,7,11,-1,3000,3:24.4,-1,14,3,4,59,2,2,9,10,13.6,476,+4,5.8,9,13,1,1400,1:25.1,1,16,2,4,56,3,6,0,0,37.9,472,+17,1.9
オノリス,5,9.5,2,2,11,502,+2,0,4,57.0,7,5,1,1900,1:58.6,2,16,8,4,55,9,9,8,8,37.1,500,0,1.0,9,2,1,2000,2:05.4,2,12,8,4,57,10,10,7,4,38.6,500,-2,0.3,8,6,1,1800,1:54.0,0,16,2,4,57,8,9,10,9,37.0,502,0,0.8,9,5,1,1800,1:52.9,1,15,11,4,56,10,11,10,9,37.2,502,-2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ショウナンサリュー,7,6.4,3,3,6,490,+6,0,5,57.0,4,3,1,1800,1:52.6,1,15,14,5,57,3,3,3,3,36.9,484,-4,0.4,7,1,1,1800,1:51.8,1,15,9,5,57,5,4,3,2,36.3,488,-4,-0.7,4,11,1,1800,1:54.8,0,15,8,5,57,8,7,7,7,39.1,492,0,2.0,4,1,1,1800,1:50.0,3,12,10,5,57,6,6,2,2,36.8,492,-6,-0.5,10,3,1,1700,1:46.4,1,13,13,5,57,4,5,6,4,37.8,498,-8,0.5
テイエムチェロキー,2,10.9,3,4,6,488,-2,0,5,57.0,1,9,1,1700,1:46.4,0,12,4,5,57,1,1,1,2,38.4,490,+2,1.1,1,4,1,1000,0:58.4,0,11,7,5,57,8,8,0,0,34.9,488,0,0.4,9,5,1,1400,1:25.2,1,16,3,5,57,8,9,0,0,36.8,488,-6,0.7,8,2,1,1800,1:52.1,0,16,13,5,57,1,1,1,1,37.5,494,+4,0.4,10,9,1,1700,1:46.5,1,16,5,5,57,3,4,3,4,39.2,490,-6,0.9
ダノンロイヤル,1,16.2,4,5,8,534,-8,0,4,57.0,10,14,1,1700,1:48.5,0,16,13,4,57,4,4,4,7,42.1,542,+10,3.7,8,2,1,1800,1:53.5,0,16,11,4,57,1,1,1,1,37.4,532,+8,0.3,9,6,1,1800,1:52.8,0,13,1,4,57,2,2,2,2,39.5,524,-10,0.8,10,1,1,1700,1:45.9,1,13,7,4,56,2,1,2,1,37.9,534,+2,-0.4,9,4,1,1800,1:53.5,0,15,11,4,56,3,3,3,2,38.7,532,-4,1.3
ローザノワール,14,2.1,4,6,3,460,+6,1,3,53.0,9,3,1,1800,1:51.1,0,16,6,3,51,2,2,2,1,38.0,454,0,1.1,-1,4,1,2100,2:20.7,2,14,9,3,54,5,5,3,4,41.6,454,-6,3.0,8,1,1,1800,1:51.4,0,16,9,3,54,1,1,1,1,36.3,460,+2,-1.0,8,5,1,1800,1:54.4,1,16,5,3,54,6,5,7,6,40.0,458,+2,1.3,8,2,1,1800,1:53.9,0,7,7,3,54,5,5,2,2,37.5,456,-6,0.0
アニエーゼ,6,64.1,5,7,1,470,+4,1,4,55.0,6,14,1,1800,1:54.7,0,16,10,4,53,14,14,15,13,38.9,466,+2,1.7,9,9,1,1800,1:54.5,0,16,1,4,55,3,3,4,4,37.7,464,+4,1.3,8,3,1,1900,1:58.8,0,15,3,4,55,5,5,5,3,37.2,460,+10,0.3,9,7,1,2000,2:07.5,1,13,2,4,55,8,7,11,9,37.9,450,+4,1.8,10,8,1,1700,1:45.7,1,16,16,4,52,15,15,15,14,37.1,446,-12,1.4
ガウラミディ,10,230.7,5,8,0,510,-4,1,4,55.0,9,14,1,1800,1:54.2,0,14,8,4,55,12,12,12,13,37.0,514,+4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,2000,2:07.5,1,13,13,4,55,3,3,2,5,38.6,510,-4,1.8,6,12,1,1800,1:55.1,1,16,14,4,55,8,8,13,15,39.9,514,+6,1.4,9,13,1,1800,1:53.3,1,16,9,4,54,9,9,10,11,37.4,508,0,2.4
サトノゲイル,11,25.7,6,9,4,468,+8,0,4,57.0,1,5,1,1700,1:44.8,0,14,8,4,57,11,9,9,7,38.0,460,-6,0.6,1,3,1,1700,1:46.0,0,12,10,4,57,7,8,6,5,37.3,466,0,0.7,1,6,1,1700,1:45.1,0,12,8,4,57,11,11,11,9,36.3,466,0,0.3,8,12,1,1800,1:54.6,0,16,5,4,57,8,8,8,5,37.8,466,+10,1.4,3,3,1,1700,1:46.2,0,15,14,4,57,7,5,5,6,38.2,456,-4,0.4
スズカロング,9,9.5,6,10,4,492,-2,0,5,57.0,1,2,1,1700,1:44.4,0,14,5,5,57,7,8,7,4,37.8,494,+6,0.2,1,3,1,1700,1:44.6,1,14,14,5,54,8,9,8,4,37.5,488,+4,0.4,7,9,1,1800,1:51.7,2,16,6,5,57,11,12,9,11,37.0,484,+4,1.1,9,3,1,2000,2:05.7,2,12,11,5,57,8,8,7,8,38.7,480,-4,0.6,5,9,1,2100,2:13.8,0,16,14,5,57,9,9,11,11,38.9,484,-6,1.8
