馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
コティニャック,中止,21.3,1,1,8,542,+10,0,7,60.0,7,6,-1,3000,3:19.6,-1,14,6,7,60,5,4,3,3,13.3,532,0,1.1,3,7,-1,2750,3:05.1,-1,11,4,7,60,3,3,7,7,13.5,532,+2,3.2,6,16,0,2000,2:03.8,1,16,9,7,57,2,2,5,8,36.7,530,+16,2.0,4,14,1,1800,1:55.5,0,15,11,7,55,12,13,13,15,37.8,514,-4,1.8,4,13,1,1800,1:55.0,0,15,13,7,56,13,14,11,11,38.8,518,-2,2.5
シゲルサツマイモ,3,5.4,2,2,19,504,+36,0,4,59.0,9,4,-1,2970,3:25.1,-1,6,5,4,58,1,1,2,2,13.8,468,+2,0.7,9,3,-1,2970,3:21.8,-1,10,4,4,58,3,3,3,2,13.6,466,+4,0.9,10,6,-1,2860,3:12.0,-1,11,9,4,58,9,9,8,8,13.4,462,-6,1.6,7,8,1,1800,1:55.2,0,16,16,4,56,1,1,1,1,40.6,468,0,1.2,9,6,1,1400,1:27.5,1,16,3,4,56,6,7,0,0,38.4,468,+14,1.3
ノーブルサンズ,1,12.3,3,3,3,464,-8,1,6,58.0,7,4,-1,3000,3:21.0,-1,14,12,6,58,5,5,4,4,13.4,472,+4,1.3,5,7,-1,3000,3:28.5,-1,12,9,6,58,8,8,7,8,13.9,468,+14,3.5,5,11,1,1400,1:23.7,2,16,14,6,55,14,14,0,0,35.7,454,+6,1.0,8,12,1,1800,1:54.3,0,16,9,6,54,10,11,9,13,39.2,448,-4,1.5,6,6,1,1800,1:54.2,1,12,10,6,55,11,11,10,7,37.4,452,0,1.2
ゲネラルプローベ,2,3.6,3,4,2,498,0,0,7,60.0,7,3,-1,3000,3:19.4,-1,14,5,7,60,1,1,1,1,13.3,498,0,1.6,-1,10,1,1300,0:00.0,-1,12,8,0,57,0,0,0,0,0.0,0,0,0.0,3,5,-1,2770,3:04.8,-1,12,9,7,60,1,1,1,2,13.3,490,+14,2.1,3,3,-1,2770,3:03.7,-1,12,1,7,60,1,1,1,1,13.3,476,-10,0.3,7,8,-1,3000,3:22.2,-1,14,4,7,60,5,4,2,2,13.5,486,-2,3.4
ロジャージーニアス,6,7.5,4,5,2,464,-4,2,4,59.0,7,4,-1,3000,3:20.4,-1,13,7,4,59,1,1,1,1,13.4,468,+14,1.5,3,9,-1,2770,3:09.9,-1,14,7,4,58,12,12,12,12,13.7,454,+2,7.9,4,9,-1,2850,3:09.7,-1,14,9,4,58,3,1,5,5,13.3,452,-20,4.5,6,7,0,2000,2:03.7,1,9,8,4,56,7,7,8,8,36.9,472,-2,1.4,6,12,0,2000,2:05.8,0,12,8,4,56,2,2,2,3,38.0,474,-10,2.4
アルマシャール,4,7.6,4,6,26,512,+2,0,5,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,-1,2860,3:09.2,-1,7,3,5,60,5,5,5,5,13.2,510,+2,1.6,7,7,-1,3000,3:23.0,-1,14,12,5,60,3,4,4,4,13.5,508,+4,2.6,4,13,1,1800,1:54.7,0,15,14,5,55,10,10,10,10,40.4,504,+8,2.5,9,13,1,2000,2:07.3,2,16,11,5,57,12,12,12,13,40.3,496,-8,2.5
ロードアルバータ,5,4.0,5,7,20,458,+2,2,5,60.0,9,10,0,1600,1:35.7,0,10,10,5,56,9,7,0,0,34.3,456,+2,0.9,10,9,0,2000,2:01.3,2,14,6,5,56,4,4,6,6,36.4,454,0,1.2,10,5,0,2000,2:00.7,0,8,4,5,57,6,6,4,4,34.7,454,-2,0.6,7,13,0,2000,2:01.7,0,13,12,5,57,7,7,6,6,36.3,456,-2,1.6,9,7,0,2200,2:15.0,0,7,7,5,56,6,6,6,6,34.1,458,+2,1.0
ストレイライトラン,7,41.9,5,8,8,494,+6,0,4,59.0,7,10,-1,3000,3:25.2,-1,14,13,4,58,10,10,10,10,13.7,488,+8,3.5,4,9,0,1600,1:35.9,0,18,4,4,56,8,8,0,0,34.9,480,+12,1.4,4,10,0,2000,2:06.2,2,15,13,4,56,6,6,5,7,39.3,468,-2,1.7,3,10,1,1700,1:51.4,0,15,8,4,56,6,5,4,6,41.1,470,-4,2.5,6,11,1,1800,2:00.6,0,16,9,4,56,9,7,11,11,41.1,474,0,2.5
ヒトノワドリーム,9,17.0,6,9,2,434,-4,2,5,60.0,7,5,-1,3000,3:20.2,-1,14,11,5,60,5,6,7,7,13.3,438,+4,2.4,7,8,-1,3000,3:21.8,-1,14,1,5,60,6,7,8,8,13.5,434,0,1.5,1,14,1,1700,1:46.4,3,14,7,5,57,2,3,3,7,40.6,434,0,2.5,2,6,1,1700,1:47.4,1,10,6,5,55,6,5,5,4,38.7,434,-12,0.8,10,13,1,1700,1:47.4,1,16,2,5,56,6,6,9,10,38.4,446,+2,2.5
カムイ,8,146.1,6,10,8,482,+8,0,6,60.0,7,8,-1,3000,3:20.8,-1,14,14,6,60,6,6,10,10,13.4,474,+2,2.3,3,6,-1,2750,3:05.4,-1,14,2,6,60,7,7,7,7,13.5,472,+6,5.6,6,11,-1,2880,3:21.2,-1,14,3,6,60,11,11,12,11,14.0,466,0,9.2,3,11,0,1200,1:11.2,0,16,7,6,57,15,13,0,0,35.8,466,-2,1.0,7,12,1,1800,1:55.5,0,16,6,6,54,6,6,6,8,39.1,468,-6,2.1
