馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
クィーンズウェイ,10,35.6,1,1,4,452,-2,1,3,54.0,6,10,1,1800,1:59.8,0,16,12,3,54,3,3,3,3,42.9,454,-2,1.9,6,3,1,1800,1:57.7,0,16,2,3,54,8,8,5,3,40.8,456,+6,2.2,3,6,0,1800,1:49.1,0,16,12,3,54,4,4,5,4,35.6,450,-8,0.4,5,8,0,1600,1:36.4,0,15,4,3,54,7,7,0,0,34.9,458,-2,1.3,1,3,0,1500,1:32.0,1,12,2,3,54,4,4,2,0,36.8,460,0,1.2
コルテ,15,6.6,1,2,10,542,+24,0,3,56.0,9,3,1,1400,1:27.2,0,12,12,3,55,2,2,0,0,38.4,518,-2,0.5,8,3,1,1400,1:27.0,0,16,12,3,55,3,3,0,0,39.1,520,0,1.3,8,11,1,1200,1:14.9,1,14,14,3,55,5,6,0,0,38.7,520,0,1.8,8,4,1,1400,1:27.1,1,14,1,3,55,5,4,0,0,38.4,520,+8,1.9,9,10,1,1800,1:57.6,3,13,2,3,54,4,3,4,5,43.8,512,-4,5.3
ラガーモナーク,12,20.0,2,3,7,494,+2,0,3,56.0,9,11,1,1400,1:26.8,1,16,2,3,55,9,10,0,0,37.9,492,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パドクロア,16,86.1,2,4,0,450,0,1,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
コパノケネディー,13,20.5,3,5,1,532,0,0,3,55.0,8,10,1,1800,1:57.3,1,14,9,3,56,2,2,2,4,41.5,532,0,3.4,8,10,1,1800,1:59.0,0,15,13,3,56,13,13,9,11,40.5,532,+30,3.4,1,5,1,1700,1:47.7,3,14,14,3,54,1,1,2,2,40.4,502,-6,1.0,7,10,0,2000,2:10.3,2,10,7,3,54,5,5,5,8,37.9,508,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
アイメイドイット,6,4.3,3,6,2,410,+4,1,3,53.0,8,2,1,1400,1:27.8,0,15,14,3,53,2,1,0,0,38.9,406,+2,0.9,8,7,1,1400,1:27.6,0,16,5,3,54,3,4,0,0,39.7,404,+4,1.2,9,5,1,1400,1:26.9,0,15,14,3,54,3,3,0,0,38.4,400,-2,0.3,9,5,1,1400,1:27.6,0,12,8,3,54,8,8,0,0,38.1,402,+4,0.9,1,13,1,1700,1:50.9,2,13,3,3,54,7,7,8,10,41.6,398,-2,4.1
ショウナンマンカイ,5,6.7,4,7,14,482,+2,1,3,53.0,5,6,1,1600,1:40.5,0,9,8,3,54,3,3,0,0,39.7,480,-6,1.6,8,4,1,1800,1:57.5,0,10,2,3,54,5,6,3,4,41.4,486,+2,1.6,9,5,1,1800,1:55.1,3,12,4,3,54,1,2,1,2,38.6,484,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ロックスピリット,3,10.0,4,8,2,490,0,0,3,53.0,8,3,1,1400,1:28.5,0,15,13,3,56,8,6,0,0,38.9,490,-2,1.6,8,12,0,1600,1:37.4,0,16,2,3,56,5,5,0,0,38.2,492,+20,1.9,10,9,0,1800,1:50.4,0,9,4,3,54,5,5,5,6,38.5,472,-2,3.5,7,6,1,1200,1:14.3,0,16,16,3,54,7,7,0,0,38.6,474,-2,1.7,7,3,0,1200,1:10.1,2,8,2,3,54,5,5,0,0,35.1,476,0,0.8
アスタードラゴン,9,15.9,5,9,13,450,-2,0,3,56.0,8,8,1,1400,1:26.5,1,15,12,3,55,8,7,0,0,38.2,452,+4,0.7,8,6,1,1400,1:27.9,0,11,10,3,55,3,3,0,0,39.9,448,0,1.9,8,12,0,1800,1:53.7,0,12,5,3,55,10,11,0,0,37.5,448,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パレニア,1,13.0,5,10,0,494,0,1,3,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ピエナヒーロー,2,8.2,6,11,18,482,0,0,3,56.0,8,5,1,1400,1:27.4,1,16,4,3,55,13,14,0,0,38.6,482,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タガノゴマチャン,7,63.9,6,12,2,466,-4,0,3,56.0,7,9,1,1400,1:28.9,0,16,5,3,56,15,13,0,0,37.2,470,0,1.9,9,10,0,1400,1:25.3,1,18,16,3,55,15,11,0,0,35.8,470,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
オースミレーヴ,8,15.4,7,13,1,456,0,0,3,56.0,8,5,1,1400,1:27.9,1,15,5,3,56,11,11,0,0,38.0,456,-8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,1,1400,1:30.2,0,14,4,3,55,13,14,0,0,38.9,464,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ライトパーティクル,11,48.7,7,14,2,518,-2,0,3,56.0,8,8,1,1400,1:29.2,0,15,4,3,56,7,4,0,0,39.9,520,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヴィーゲンリート,4,8.5,8,15,17,462,-14,1,3,54.0,8,15,0,1600,1:37.3,0,17,13,3,54,3,5,0,0,38.6,476,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エルカーノ,14,295.4,8,16,7,480,-2,0,3,56.0,9,16,1,1400,1:27.2,1,16,15,3,55,16,12,0,0,38.4,482,+2,2.2,9,10,1,1400,1:29.1,0,16,15,3,55,4,3,0,0,40.8,480,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
