馬名,着順,オッズ,枠番,馬番,中週,体重,体重増減,性別,馬齢,斤量,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差,競馬場,人気,芝ダ,距離,タイム,馬場状態,頭数,馬番,人気,斤量,通過順1,通過順2,通過順3,通過順4,3ハロン,体重,体重増減,着差
サトノファクト,13,9.6,1,1,16,456,-4,0,3,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1600,1:36.0,1,18,3,3,56,7,6,0,0,36.1,460,0,-0.2,4,2,0,2200,2:17.0,0,13,6,3,55,6,6,5,4,35.7,460,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
デクレアラー,10,21.1,2,2,1,478,+6,0,4,57.0,9,4,0,2000,1:59.7,0,8,8,4,57,5,5,5,5,34.5,472,+4,0.2,10,6,0,1800,1:50.2,2,16,6,4,57,4,4,4,4,36.4,468,-8,0.9,9,4,0,2200,2:13.4,0,10,7,4,57,5,5,5,3,36.0,476,-2,0.6,9,2,0,2000,2:02.0,0,11,8,4,57,3,3,3,2,36.6,478,0,0.0,8,6,0,1600,1:34.6,0,14,14,4,57,5,4,0,0,34.6,478,+2,0.5
メトロポール,14,5.6,2,3,12,476,-4,1,3,53.0,7,6,0,1600,1:34.9,1,16,5,3,52,9,7,9,0,35.2,480,+2,0.7,8,3,0,1600,1:34.1,0,9,5,3,54,8,7,0,0,34.2,478,0,0.5,8,1,0,1600,1:35.9,0,15,8,3,54,9,6,0,0,34.9,478,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リャスナ,4,3.7,3,4,12,444,+8,1,3,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1600,1:34.4,1,16,3,3,52,4,4,4,0,35.0,436,+2,0.2,9,8,0,1800,1:48.0,0,11,8,3,54,2,2,0,0,36.3,434,-2,1.2,8,1,0,1800,1:50.1,0,11,11,3,54,6,5,0,0,34.3,436,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブラックダンサー,11,20.1,3,5,6,462,-2,1,3,53.0,1,6,0,1200,1:09.8,0,15,4,3,52,5,3,0,0,35.6,464,+2,0.5,1,2,0,1200,1:09.2,0,16,1,3,52,5,5,0,0,34.8,462,-12,0.2,2,10,0,1200,1:10.7,1,14,11,3,52,9,11,0,0,35.5,474,+14,1.0,9,5,0,1200,1:10.0,0,16,5,3,54,6,6,0,0,34.4,460,+4,0.6,6,3,0,1200,1:10.1,0,10,9,3,54,2,2,0,0,35.0,456,-10,0.1
セグレドスペリオル,12,43.8,4,6,1,470,+2,0,3,54.0,9,17,0,1600,1:35.1,0,18,18,3,54,17,16,0,0,34.8,468,0,2.9,7,6,0,2000,2:04.5,2,11,10,3,54,10,10,11,10,35.6,468,0,1.3,9,3,0,1800,1:46.1,0,14,3,3,54,12,10,0,0,34.1,468,-6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,1600,1:34.3,0,10,9,3,55,9,8,0,0,34.0,474,-12,0.0
トルネードアレイ,15,159.1,4,7,10,438,+14,0,5,57.0,7,9,0,1600,1:35.2,2,15,12,5,54,4,4,4,0,35.7,424,-22,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,1,1400,1:27.4,0,16,16,5,56,2,1,0,0,40.4,446,-10,2.4,7,11,0,1400,1:21.9,0,18,9,5,57,5,5,0,0,35.0,456,+18,1.0,7,7,0,1600,1:35.1,0,16,9,5,54,6,6,7,0,35.9,438,+8,0.6
サンレイポケット,6,135.2,5,8,69,482,+12,0,4,57.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,2000,2:02.2,0,12,11,4,56,11,11,5,9,35.7,472,-10,1.7,8,1,0,2000,2:02.0,0,15,9,4,56,14,14,14,10,34.7,482,-2,-0.3,9,11,0,2000,2:03.1,0,16,3,4,55,14,14,14,15,35.1,484,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
リーゼントアイリス,6,23.5,5,9,1,436,+4,1,4,54.0,9,3,0,1600,1:33.0,0,18,6,4,52,5,5,0,0,33.8,432,+6,0.8,1,7,0,1200,1:09.7,0,16,11,4,55,3,3,0,0,35.6,426,+10,0.7,2,7,0,1200,1:10.9,1,12,8,4,55,2,3,0,0,36.6,416,+4,0.9,4,9,0,1400,1:22.5,0,16,16,4,55,10,11,0,0,35.4,412,+6,0.8,3,5,0,1200,1:09.8,0,13,1,4,55,10,8,0,0,35.2,406,0,0.6
ラシェーラ,8,31.8,6,10,2,454,+8,1,3,53.0,9,12,0,1800,1:45.8,0,12,9,3,54,12,12,0,0,33.9,446,-8,1.4,4,12,0,2000,2:00.8,0,15,13,3,52,1,1,0,0,39.3,454,+10,1.1,5,7,0,1800,1:48.2,0,12,12,3,54,9,8,8,0,33.1,444,+2,0.5,9,5,0,2000,2:01.2,0,9,5,3,54,6,6,7,7,35.0,442,-4,0.6,9,1,0,1800,1:49.6,1,16,9,3,54,4,3,0,0,36.4,446,+2,-0.3
