馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
サンターナズリボン,9,305.0,39.6,84.4,1700,1,1,4,462,-10,54.0,15,121.2,16,6,54,10,10,10,43.7,472,+6,4.5,9,86.7,15,1,5,6,34.6,466,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ブライトポジー,3,7.8,1.4,2.1,1700,1,2,3,424,0,53.0,6,117.6,16,13,54,9,10,6,39.6,424,+2,0.6,6,117.6,16,12,5,4,40.7,422,+2,2.3,8,115.5,16,9,11,12,38.1,420,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ソロデビュー,1,11.9,2.2,4.0,1700,2,3,1,482,+2,54.0,12,118.4,16,8,54,5,6,5,40.8,480,-8,3.3,4,107.5,10,9,3,3,37.3,488,-2,0.6,5,87.5,14,7,9,9,38.6,490,+2,0.5,4,88.0,10,8,39.0,488,-4,2.1,5,87.5,3,38.9,492,+4,0.3
レッドエナジー,14,53.8,7.2,14.8,1700,2,4,6,440,+6,54.0,10,113.8,10,10,54,10,8,0,35.6,434,-8,2.8,9,111.2,13,10,12,12,37.6,442,-4,2.1,8,113.4,11,3,5,5,35.8,446,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
トーブプリンセス,2,99.1,11.7,24.6,1700,3,5,7,454,-6,54.0,9,74.8,13,10,54,10,9,0,37.8,460,+2,1.8,7,88.6,16,6,14,12,38.9,458,+12,1.9,10,84.6,18,18,13,14,37.4,446,-2,1.9,8,71.2,4,5,35.8,448,0,1.1,0,0,0,0,0,0,0
エンゼルアーチスト,4,39.0,7.0,14.5,1700,3,6,14,478,+18,54.0,16,97.2,18,18,54,2,2,0,36.3,460,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
テイエムデイジー,13,440.0,43.2,92.1,1700,4,7,1,450,-12,51.0,12,76.5,16,16,53,14,14,0,38.5,462,+8,2.9,14,122.9,14,7,11,11,44.6,454,+12,5.5,16,113.1,16,7,12,13,37.8,442,-2,3.7,10,71.7,7,12,35.8,444,0,1.8,0,0,0,0,0,0,0
ロングカリス,5,187.1,11.7,24.5,1700,4,8,1,472,-4,54.0,7,117.8,16,7,54,11,10,10,40.0,476,-2,2.7,7,118.9,12,6,9,9,40.8,478,+2,1.9,10,88.4,14,11,4,4,40.2,476,-2,1.4,8,89.1,3,8,39.7,478,0,2.7,0,0,0,0,0,0,0
プレーヌリュヌ,10,11.7,2.3,4.4,1700,5,9,1,434,-8,54.0,14,98.6,16,5,54,8,8,0,37.5,442,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ファストメモリー,12,1.6,1.1,1.2,1700,5,10,19,488,-8,54.0,4,114.9,11,5,54,4,4,4,36.6,496,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マイネキャスリーン,11,34.2,5.8,11.7,1700,6,11,5,470,-4,54.0,11,118.0,14,11,54,14,14,7,39.7,474,+6,1.7,9,113.1,18,2,13,10,36.7,468,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤマカツナタリー,6,8.3,1.8,3.2,1700,6,12,4,436,-2,53.0,10,83.4,18,18,54,7,7,0,36.5,438,+2,1.4,5,71.1,15,3,7,7,35.3,436,0,0.8,4,96.3,18,13,9,8,35.5,436,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シゲルマスカット,7,15.3,2.7,5.1,1700,7,13,3,464,-2,54.0,7,88.0,16,9,54,12,11,0,39.0,466,0,1.2,6,87.5,14,10,6,6,39.0,466,+6,0.5,2,87.3,11,7,10,9,38.1,460,-8,1.4,4,87.5,5,7,38.7,468,-4,0.3,11,96.7,14,37.1,472,+10,2.0
クイーンダンス,8,194.6,27.2,57.7,1700,7,14,3,446,-4,51.0,12,132.6,12,11,54,5,4,2,41.0,450,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ラインレベッカ,16,56.1,7.5,15.6,1700,8,15,1,488,0,54.0,8,75.6,16,12,54,10,10,0,38.1,488,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
メイショウキヨヒメ,15,50.1,7.2,14.8,1700,8,16,4,442,-2,54.0,9,97.8,17,7,54,13,13,0,35.0,444,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
