馬名,着順,単オッズ,複オッズ小,複オッズ大,当日距離,枠番,馬番,中週,体重,体重増減,斤量,着順,タイム,頭数,馬番,斤量,通過順1,通過順2,通過順3,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,頭数,馬番,通過順1,通過順2,3ハロン,体重,体重増減,着差,着順,タイム,馬番,通過順1,3ハロン,体重,体重増減,着差,着順,タイム,馬番,3ハロン,体重,体重増減,着差
スナークデュラン,15,103.3,13.6,22.0,2000,1,1,2,448,-12,56.0,8,123.6,17,15,56,2,2,2,37.1,460,0,1.1,9,94.4,17,1,10,10,34.3,460,0,0.8,15,119.7,16,1,11,10,43.2,460,0,6.2,10,100.9,2,17,37.5,460,0,1.8,0,0,0,0,0,0,0
タイセイハリケーン,5,13.7,2.7,4.1,2000,1,2,2,480,0,56.0,4,137.2,17,14,56,8,7,2,35.9,480,0,0.3,4,133.5,18,3,13,13,36.0,480,+12,0.7,12,148.3,17,17,13,13,36.0,468,-14,2.0,6,137.1,8,4,41.2,482,-4,1.7,9,136.4,14,35.4,486,-4,0.7
マーティンボロ,1,9.1,2.3,3.5,2000,2,3,2,430,-2,56.0,17,129.3,17,13,56,13,14,14,41.8,432,-2,6.8,8,95.4,18,7,2,2,35.8,434,0,0.6,3,108.7,18,15,3,3,35.1,434,-4,0.2,2,99.6,3,7,36.8,438,-8,0.5,5,99.4,9,34.9,446,0,0.9
マンノプロジェクト,7,4.7,1.8,2.6,2000,2,4,6,468,+6,56.0,7,123.0,16,1,56,3,3,3,37.8,462,-6,1.1,2,120.9,16,5,2,2,36.5,468,+6,0.3,4,121.2,16,4,1,1,34.9,462,-4,0.2,13,115.9,8,4,39.6,466,+10,2.9,0,0,0,0,0,0,0
プリンストロイア,16,181.8,35.3,57.7,2000,3,5,2,508,0,56.0,7,116.1,16,1,56,4,4,5,39.7,508,-20,1.4,8,129.1,16,10,4,5,40.5,528,+2,2.7,3,121.6,16,13,3,3,39.0,526,+6,1.1,4,115.6,4,2,39.9,520,0,1.3,10,117.5,8,40.8,520,-4,3.9
ツルマルナルト,3,2.9,1.2,1.5,2000,3,6,2,508,-8,56.0,3,122.7,17,8,56,8,8,8,35.8,516,+4,0.2,3,122.1,14,13,6,6,36.1,512,-10,0.4,3,124.3,13,11,2,2,35.8,522,+2,0.5,4,127.6,2,4,35.4,520,0,0.8,0,0,0,0,0,0,0
アマノスペリオール,14,199.9,46.1,75.4,2000,4,7,2,466,-6,56.0,12,122.8,16,7,55,15,14,13,39.4,472,-2,2.3,8,115.7,16,11,6,8,39.6,474,-8,2.2,7,116.9,12,7,10,10,38.6,482,0,1.1,10,88.3,10,14,38.5,482,+6,2.4,9,88.1,3,39.6,476,+2,2.5
メイショウバクフウ,9,147.4,28.5,46.5,2000,4,8,4,470,-6,56.0,7,134.8,18,5,56,12,11,13,36.9,476,-2,2.0,12,153.1,18,2,9,11,36.2,478,-2,1.9,14,96.7,16,9,15,15,35.3,480,-4,2.1,12,122.9,18,12,35.8,484,+4,0.9,7,125.5,6,36.7,480,+4,1.7
ネオアレクサンドラ,6,35.4,6.2,9.9,2000,5,9,2,466,-6,51.0,9,123.7,17,12,54,11,12,13,36.4,472,0,1.2,6,96.1,16,13,16,15,34.3,472,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ウォーターボルカノ,8,9.2,2.4,3.6,2000,5,10,2,462,-6,56.0,2,122.7,17,7,56,6,7,6,35.9,468,+2,0.2,9,83.8,18,16,10,10,36.0,466,-2,0.9,11,109.7,16,15,2,3,35.8,468,-4,1.3,6,108.5,1,1,36.4,472,0,0.8,6,83.0,9,35.7,472,+4,1.0
エルマカロン,12,36.2,6.3,10.0,2000,6,11,1,438,-4,56.0,4,138.7,13,2,56,2,2,2,36.6,442,-2,0.2,9,135.3,18,12,9,9,38.2,444,+4,2.5,7,121.5,16,16,8,8,36.2,440,-4,0.9,9,110.1,3,5,35.5,444,-2,1.3,6,90.8,7,40.1,446,-2,2.7
サンライズロイヤル,4,5.0,1.7,2.4,2000,6,12,1,530,+2,56.0,5,139.1,13,13,56,7,8,7,36.5,528,+4,0.6,2,133.1,18,16,7,7,35.9,524,0,0.3,4,151.8,18,5,13,13,35.3,524,-4,0.6,5,133.5,8,4,36.0,528,+2,0.5,7,124.7,8,35.6,526,-4,1.0
ローレルレントラー,13,107.5,20.9,34.0,2000,7,13,0,464,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ルールスティンガー,17,245.5,46.5,76.0,2000,7,14,2,468,-6,56.0,15,125.1,17,17,56,15,15,16,37.7,474,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
シゲルアボカド,18,61.0,11.3,18.3,2000,7,15,2,476,+6,56.0,9,116.3,16,7,56,7,7,7,39.6,470,-6,1.6,11,117.7,13,8,11,11,39.3,476,+6,2.8,5,109.7,14,4,12,12,38.9,470,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
イクオリティ,10,31.4,6.2,9.8,2000,8,16,2,476,-2,56.0,5,137.5,17,16,56,1,1,1,36.3,478,-4,0.6,7,114.9,16,12,7,7,38.6,482,-6,0.9,5,112.6,15,3,13,13,37.8,488,-4,1.0,9,95.6,10,14,34.3,492,+8,1.0,6,124.5,4,34.8,484,-2,1.3
ダイシンハンター,2,18.6,3.5,5.4,2000,8,17,2,474,+10,56.0,6,123.0,17,11,56,9,9,9,36.0,464,-4,0.5,5,136.0,18,16,2,2,36.9,468,-2,0.7,6,107.8,18,11,4,4,36.9,470,0,0.7,4,121.2,10,2,34.5,470,-2,0.2,5,129.3,2,36.6,472,0,0.6
ヤマカツティラノ,11,76.2,10.5,16.9,2000,8,18,7,460,-2,56.0,9,152.5,18,13,56,13,13,13,36.1,462,-6,1.3,4,122.0,16,3,9,7,34.7,468,+2,0.8,5,146.4,16,5,9,10,35.3,466,-4,0.9,6,115.0,14,13,38.1,470,0,1.6,8,116.3,10,37.0,470,+2,1.7
